dates,obs,ERA5,tp_1,tp_2,tp_3,tp_4,tp_5,tp_6,tp_7,tp_8,tp_9,tp_10,tp_11,tp_12,tp_13,tp_14,tp_15,tp_16,tp_17,tp_18,tp_19,tp_20,tp_21,tp_22,tp_23,tp_24,tp_25
1993-03-01,NA,0.000194839739019771,4.97836654706066,1.72804265319332,2.1729867973009,4.71016014556148,0,0,0,0,7.83867371268989,0,1.43610543609479,0,0,0,0,1.44464872378042,0,0,1.66393786564088,2.43746050003294,0,18.1494591407787,0,0,0
1993-03-02,NA,0.00181066404148785,0,0,0,1.19953216798802,7.11282373029778,4.67967397969099,0,0,0,1.63231144966727,0,0,0,0,0,8.19834427786738,1.52853103572909,0,2.78109154451403,2.8755333395299,0,2.56582858201536,0,2.25012305978256,0
1993-03-03,NA,0.00394222102113695,0,9.15947658435061,0,1.21842206580005,6.82677821170221,5.08128346174931,0,0,0,0,0,0,0,0,6.80857425863687,7.00627868338991,0,2.06864079216343,5.94526382711533,7.02549764786372,0,19.1637587348167,2.03302038231138,1.84964256513422,11.2437922873805
1993-03-04,NA,0.214739366447572,0,12.2993663743215,0,3.2345214531725,3.78189141078563,4.9435861370259,5.13179051212529,0,4.18460281070818,0,0,0,0,0,0,7.72886546913753,7.84938224089032,12.7851503858599,5.26170672870006,1.12756415275425,0,1.26318384935979,0,0,7.66147067599766
1993-03-05,NA,2.62641006859125,0,5.98934795304621,0,2.42668456458763,0,3.61555695411467,14.7527224045978,0,17.6950794779535,0,0,1.0572761924048,0,0,1.15719471272906,4.43918538720038,1.20984143377827,0,1.63121730389726,6.4023254105248,0,0,1.02495690529247,0,4.75193370489218
1993-03-06,NA,2.33814630546694,0,7.02700213016341,4.0430439878794,1.53789391721141,4.92418118166573,8.40898830175648,5.7683754869396,0,9.02849406563875,0,0,11.3408455954137,0,0,8.23924974350288,3.67535816456726,0,0,1.8376361219554,3.91914498313976,0,2.93005379255831,0,0,15.0305136356231
1993-03-07,NA,0.663886420810701,0,0,8.88722306517746,4.43918538720038,2.90626268868197,22.2128124502879,6.99098801889172,7.10423445622012,5.07596841554004,4.12293277055829,0,5.13179051212529,1.58866073037176,0,5.66898476942122,3.58607515611882,2.93502512922367,0,0,0,1.99398320269053,5.23125692215338,15.4649205825948,0,0
1993-03-08,NA,0.0000979884679700479,0,0,6.22501587878436,0,0,3.68655027738815,2.93005379255831,2.34790978220208,0,5.65760325763169,7.01597700498662,2.18596714467237,5.8213292466015,0,1.43479806802282,1.18904350553881,8.56480217039486,1.00822536738742,0,5.43700056114006,5.87297369337848,0,0,0,0
1993-03-09,NA,0,0,4.85441815892846,2.98841329858308,0,0,3.08738248204589,0,0,0,8.4629790158684,0,8.09617181939797,2.89360523818768,0,0,4.40933560464404,6.77326419781261,4.0889092195133,0,8.22918054317916,0,0,0,0,1.47680238938721
1993-03-10,NA,0.286712724232915,0,3.78815245450367,9.95003543360093,0,5.78379300399034,3.22753815418499,7.46377613944585,9.39244063824061,1.23186991859194,7.45107023145017,0,0,2.80303054669011,0,1.37275865040151,5.58027981476205,2.99396546753982,0,0,25.2794857738626,2.18039869690951,0,0,0,1.37275865040151
1993-03-11,NA,0.324088254052125,2.43406789442083,0,21.5658556797621,1.9723350103379,3.76639706433312,0,0,0,1.67424291704077,0,2.93005379255831,0,2.41728774856811,2.43406789442083,2.02410953883085,3.50202068024148,7.11456070169275,0,0,10.4085178047651,0,3.61638088685601,0,0,3.08228455709419
1993-03-12,NA,0,0,0,13.5528475252093,1.83852974683696,0,5.98934795304621,2.21947894214512,3.02617041530548,0,0,7.95422002032345,0,6.47472347568924,8.83158065646014,0,9.73518792922033,0,1.18004339600498,0,4.63801809238235,3.22165146253189,2.86751500129203,0,0,0
1993-03-13,NA,0,0,0,1.97543862022643,5.45982656707866,2.34790978220208,4.62327039800948,0,5.50647265405777,2.46634614418333,0,6.77326419781261,0,9.6521481282449,3.44413320664412,1.80249341521448,3.08299630027868,0,0,0,1.67006719439952,4.30549391747344,0,3.09966457354202,12.7366097148158,0
1993-03-14,NA,0.00517499486966793,3.40618227946516,3.32422640089632,4.10425614919272,10.4859608808568,2.43406789442083,0,18.6027703699669,0,3.6242435066326,0,6.63799386067353,1.52853103572909,0,2.82356001306984,0,3.94864722382676,0,0,0,2.85081404851711,3.16729253428184,9.55938343912752,0,10.6111983771457,7.60868031013249
1993-03-15,NA,0,0,10.6072238740129,1.55645169572742,11.3239980574089,0,0,5.78379300399034,0,1.1885334828639,0,1.23186991859194,6.47099511622369,0,0,0,5.43403148064637,0,0,0,1.94810396853879,0,0,16.9410361757872,4.30052051488879,3.97309382107144
1993-03-16,NA,2.9107717438142,5.96823913137716,3.1958153034996,7.58746565944145,5.09324899441019,1.44548116560835,1.58633451750651,7.43428523592598,12.2716215347414,0,0,0,0,1.31266355817386,0,0,13.4699994436296,0,3.93964223515066,0,0,0,0,6.99098801889172,2.88962082826413,4.06978131922685
1993-03-17,NA,0.709303372942296,2.05515054994476,3.58615956528548,1.0583171112763,0,1.94126211899638,2.19171570603741,4.4644403897515,8.58625732850062,3.37474949989619,2.12957273796048,0,0,3.15376757832594,0,0,8.29252738325782,9.03283683823132,0,3.22783845597599,0,0,5.78379300399034,1.92801567864048,1.05807374595573,1.07549765402191
1993-03-18,NA,1.68752163040141,0,6.22452042236196,2.26830983452922,0,0,0,4.71016014556148,1.73060310983972,5.61802515958517,2.22188457526036,0,0,2.42381494254692,0,0,2.1567200560236,0,0,1.01424283933128,0,0,1.59341732279029,0,5.65760325763169,0
1993-03-19,NA,0.330977433570784,4.96058228421736,6.78034590357269,8.83158065646014,0,0,0,2.18039869690951,8.89279544583891,9.61079336242508,2.46634614418333,0,0,0,0,0,11.4427658376862,0,3.87342635663145,1.26318384935979,0,0,0,0,6.67987708105971,1.12387092096072
1993-03-20,NA,0,9.18776996594305,7.16020701308887,1.50566150799641,0,0,3.77327513773341,3.35824691767137,12.2775562550715,3.15376757832594,0,0,0,0,0,0,3.64754820086671,5.91021241401308,0,1.54186647821611,0,0,2.81639100079991,3.61638088685601,3.97630803774997,3.76610979451709
1993-03-21,NA,0.0881646321956815,2.87029182774314,2.58202150891194,7.45107023145017,0,0,5.17897026212228,0,12.2716215347414,3.07627805417154,0,0,0,0,0,0,8.39617867884368,0,0,2.35695183101399,0,0,2.16360876266096,5.65744836073442,5.17897026212228,9.53650516036786
1993-03-22,NA,3.40976526240903,0,1.61126372391928,4.71016014556148,0,2.36061540945453,0,0,13.9838902079186,8.64878685703836,2.85985192726853,0,4.60715730701138,0,0,0,3.22389938344678,4.35826141204192,1.33667989728047,1.82152872723744,0,1.3282915558474,3.04100779320834,3.09966457354202,3.20100907969516,1.92801567864048
1993-03-23,NA,4.3671907568718,0,0,6.37780545835676,8.03052041705364,0,0,0,5.51214857221644,6.47472347568924,0,0,0,0,0,0,2.54081791220579,5.09807962855182,0,2.43406789442083,0,0,0,0,5.71493312320328,0
1993-03-24,NA,0.864345852417254,1.76831597629039,0,4.61449098500491,3.42439556844913,0,0,0,0,3.67535816456726,0,0,7.61014253075639,4.59084246264035,0,0,13.8829963893506,3.5710497913191,0,0,0,0,0,0,1.84378510478476,0
1993-03-25,NA,4.22073808829995,12.7851503858599,5.68056074333445,4.40991551367633,1.41561806206241,0,0,0,6.29119435336621,1.12756415275425,0,0,2.71206729571819,0,0,0,0,5.8213292466015,0,0,0,0,0,0,0,0
1993-03-26,NA,1.06118340183784,14.8435797172775,0,5.64966656162086,3.46836408113889,0,3.92202481217716,0,1.18871617885995,0,0,0,5.53409164088062,0,0,0,0,11.1402573273105,0,0,3.5768918371958,6.54475890038001,0,1.37545173087365,3.17135843075323,0
1993-03-27,NA,0.182321075315413,3.52436434000108,4.30549391747344,4.50812157293707,1.5574723273805,9.75354686399577,0,2.42381494254692,0,2.25675279284494,0,0,2.4463937071133,0,0,0,0,0,0,11.1233731747063,1.61126372391928,5.02463141291377,0,1.08364827902685,2.5398363717573,4.80722448467797
1993-03-28,NA,0.032145404825525,1.50819365416352,0,1.59581725806459,0,0,0,13.7072263839038,0,1.43610543609479,0,0,6.22501587878436,0,0,2.81744364964766,15.3912769376784,0,0,23.9355575606659,0,2.60900338311477,0,0,12.8233311593084,2.24562360437366
1993-03-29,NA,0.00348151912244732,2.33155519047547,7.46377613944585,4.14277739909011,0,0,0,6.08939448500718,0,3.21863460172188,0,1.37275865040151,3.61638088685601,2.18039869690951,0,1.18177678478027,16.2338099813561,0,0,16.9410361757872,0,0,0,0,1.94799627290932,1.23186991859194
1993-03-30,NA,0,0,12.6974680419661,2.6340191480093,4.95499870621117,7.3041404779481,3.04017112764997,0,0,3.44833772399942,0,0,0,18.4460529811157,0,5.71899392171734,6.13241491724101,0,0,16.4741958118229,0,0,0,5.24895039629977,0,5.9320832002638
1993-03-31,NA,0.0697314189382491,0,3.76639706433312,0,0,9.30327642260142,0,8.56480217039486,0,6.33986901130365,0,0,0,1.02935769311792,0,0,6.81044528291537,1.14518214652217,0,0,1.20984143377827,0,0,0,0,5.98934795304621
1993-04-01,NA,1.04566992200748,0,3.48680691861994,0,0,7.27371821647257,0,1.52909337532792,0,6.76531915643895,0,0,0,0,0,2.13577917729269,4.4035411115464,4.14277739909011,0,0,0,0,2.93502512922367,5.64543310147625,0,4.6226953501049
