dates,obs,ERA5,surftemp_1,surftemp_2,surftemp_3,surftemp_4,surftemp_5,surftemp_6,surftemp_7,surftemp_8,surftemp_9,surftemp_10,surftemp_11,surftemp_12,surftemp_13,surftemp_14,surftemp_15,surftemp_16,surftemp_17,surftemp_18,surftemp_19,surftemp_20,surftemp_21,surftemp_22,surftemp_23,surftemp_24,surftemp_25
1993-12-01,NA,3.41331314914654,0.226459105739446,6.50651472578673,5.67225701718712,2.0187919716672,3.84633293528757,2.91359223082873,5.70099583736878,4.3340369580887,1.70449722861052,0,6.09199618158818,4.29456159945857,6.27154197957958,2.49484322432116,5.00619993992913,5.83228602455725,7.01701331441643,0,3.74302139083496,0.0458978020996026,4.58929654730719,6.67026972974301,5.0963566754714,5.16953109590909,0
1993-12-02,NA,0.508128800592642,0.50212204281675,5.72495937882125,5.21018285206728,0.673462181143808,3.7780505139067,3.64515011599101,5.48112669336066,3.79229959333274,0.828011276318475,0,5.97500450048743,4.22021265000356,6.12600100834982,2.07408832342556,4.75798245194278,5.43333386857341,6.62465569080493,0,3.96990272973824,0.0339578817712626,5.01165837910985,6.55866126680898,5.01765043748803,4.8422671733636,0
1993-12-03,NA,3.18805326695256,0,5.7799930851363,4.85625159017786,0,3.66045342330763,3.87385117339408,5.19691900291688,0.402096121825648,2.72606862270133,0,5.84095818769362,4.19856355861201,6.01681639168196,0,4.4543384519624,5.3992103843432,6.03870318225682,0.279571095145838,3.90474800900341,0,4.8868215060034,6.37083751131644,4.87158952360423,4.5941457480023,3.14141986048995
1993-12-04,NA,3.19253425652221,0,5.60262510894429,4.56182899786117,3.66072963538206,3.52015435985196,4.09231299980243,4.93572183103644,0.360844916020424,0.389582436315423,0,5.67211801909712,4.34053465543075,5.79175543047578,0.444008083884987,4.20992644837857,5.21658713001795,5.39021742424435,0,3.89059276529502,0,4.93130009970402,6.37572334973435,4.69982952933614,4.3959970561013,0.538536507081311
1993-12-05,NA,3.16115347734142,0,5.39413124063187,4.23405504880911,3.42057040540045,3.47524277328014,4.35078255618264,4.72360963696286,3.4231542751109,0,0,5.28831001024987,4.53632918112493,5.56266746570119,1.79214786129648,3.95547326578914,4.99319618843028,4.75707080175415,0,3.94183992437051,0,4.84150323648771,6.41778153297268,4.60093926165236,4.32247813182696,0
1993-12-06,NA,2.82648551054614,3.06906710973248,5.15396214450073,3.88784996585321,3.15477454837619,3.45407842819104,4.51098223192175,4.5024103959863,0.459081582962171,0,0,4.88338742791386,5.30231925041291,5.40214149297529,2.48979160567106,3.05767936750802,4.84275194517123,4.60976326399186,0,4.0885615897694,0,4.70057275267752,6.40199412637516,4.5023978820546,4.24720165788038,0
1993-12-07,NA,3.02512774986456,2.92091279620119,4.88213602560132,1.92364444158008,0,3.38251256165288,4.63466453001414,4.21498136075781,0,2.32243989642231,0.087303913540149,4.49486642283184,6.27213807741471,5.17469981354371,2.59989594971701,0,4.52141652025679,4.44990391633621,0.218694685661822,5.28755193125174,0,4.56187272400432,6.30496818795632,4.43546644384125,3.92487358278338,0
1993-12-08,NA,3.10595100545538,2.84963127744462,4.52697536597885,0.987945141255,0,1.05641445907701,4.70188929111043,3.92896714356252,0.0796146003349356,2.11369229573612,2.31296665967869,4.17771044111529,7.03280822011649,4.89841545240623,2.66673192077084,0,4.07942047569811,4.25065499278075,0.0484478414656838,5.60088597385436,2.04049161734053,4.41300138748723,6.37671717825719,4.33284283158081,3.07617795755229,0
1993-12-09,NA,3.14749493367851,2.80004574943248,4.30194766755083,0.615395454967772,0.0364528240792691,3.17461128744563,4.76793797702235,1.23768012675062,2.75093929365898,0,2.05072828619222,3.84631054133323,6.16916187721726,4.65146092230739,2.87313432324334,3.24500188087404,3.57115334893034,1.91161490877406,2.88902489219204,4.55859967331977,1.91046763015516,4.09664326615507,6.44593967248907,4.28723496475343,1.63622416760474,0.364154459430898
1993-12-10,NA,3.33047295052539,2.63294766397614,3.48757659838947,0,2.68873177804681,3.72415131927144,4.91132500590171,0,2.59365749836376,1.79066457408348,1.02585966963054,3.98450458152024,6.16812046810922,4.40809320618336,3.26330490545853,3.18845486152122,3.21214648674083,3.5745404510282,2.62812310547612,4.39928608615024,0.713937109288949,3.88452568760945,6.40496263544152,4.36925607573885,2.72485853098045,0.045703479251312
1993-12-11,NA,3.51041107705038,0,1.68036391503969,0,2.6852167842788,3.88143353153331,5.37637731968088,0,2.57368400785748,1.97462034197474,0,3.96197082100591,6.15777268705929,4.17046010069109,3.78410094434737,3.15535340991916,0,3.79658933406141,0,1.58280179446416,1.81921599305273,3.62433920557997,6.31544202886942,4.46561902541021,1.87544419171938,0
1993-12-12,NA,3.67356737351983,2.79568262053885,0,1.47972520203414,2.64963818672987,4.14981336748667,5.80366805406117,0,2.69086346636534,2.21102043084954,0,4.11322277174295,6.13084055333335,3.5399441189097,7.65086943200447,3.16060626358677,0,4.11703872688882,0,3.64294013937323,1.37763246142263,0,6.05749038301513,4.99324520443858,4.06897876202073,0
1993-12-13,NA,3.65241632354039,2.75020022812223,0.243951840821443,3.23958041402849,2.70809755316391,4.63035109415259,6.22261177422016,0.249190248254774,2.62526396443285,2.00960506434722,0.601150966138598,4.5344596696438,6.02411010013771,3.83467209214307,4.82409163149194,3.21680285358072,0,4.1549152151408,1.97684725732702,2.12672582440446,2.04872655657612,0,5.87337526324098,4.79249278816315,4.26390933530104,0
1993-12-14,NA,4.038126413963,2.54823764628878,3.31759439269522,0.230230485774069,2.93675991374434,5.29422888278209,6.8243773415436,3.13654405183401,0,2.45066205098853,2.18677940803084,4.60079186001975,5.8801937028437,3.80843756384014,5.22123437097186,1.12427336263615,2.72767986817572,4.04164492231081,2.02844473046878,3.35994979549708,2.29325388825441,0,5.5532227242463,4.91837980920215,4.4679341641725,0
1993-12-15,3.5,4.92612138202321,0,1.36197826197941,2.91867391719228,2.95883269440796,7.10553270457951,6.99246682793806,2.9886568560721,0.0630756375404265,2.9861511214545,2.19673324011904,4.82773962520002,5.79373516713521,3.87156986250232,5.84057482763732,3.06557683140566,2.59007306071855,3.5160393518833,2.15458874552453,3.33829625242577,2.40732371382773,0,5.50777483338921,5.28821881148991,4.82102395671757,3.04679239630558
1993-12-16,NA,4.35553054793406,0,0.237569995549526,2.69133684394644,1.87325750480367,7.42166294972776,6.8538987411156,3.0341885452382,2.98285025330553,3.53328734362163,2.36812881548805,4.65927596469969,5.82461476515673,3.90336613410781,6.5559600090233,3.4802251502541,2.75066755651358,4.10607452303248,2.01314345652551,3.36973193282306,2.80064085335067,0.538549807993983,5.44984907575834,5.69193294391748,6.49495429384485,2.8713392184834
1993-12-17,NA,4.41390381419236,2.46330858331698,0.612120531567608,0,1.56891435053521,5.86768914100942,6.69013868911251,3.12796954002222,2.88204155764382,3.93039603913905,2.62967202571546,4.32830058356415,5.83753866492503,4.30682641138579,8.28126343087346,4.12809746564667,2.79089797768892,3.65197309224824,0.88312775130426,3.73694872401164,1.28970996564235,3.20268513401287,5.21524457044443,5.969835628307,6.33424082850659,2.68654784327676
1993-12-18,NA,4.46821265945434,2.25386091096604,0,0,1.14894967550247,5.99572451689451,6.34358717130722,3.04296559228994,2.3610631268113,3.72816741586662,2.95742507265084,4.02957009154256,5.77314153927662,4.32107635082436,7.97958712155238,4.14890782214035,2.81855220240596,0,0,4.06432465152379,1.52226127923966,3.1288154520267,5.00547668983099,6.0438730939778,5.44514619534311,2.51285265695355
1993-12-19,NA,4.66556040415157,2.36084572162435,2.91037583899512,0.872063905826516,1.4442664395788,6.15553916878719,5.97215345207118,3.39436109963154,1.98821258523615,3.68146141653819,3.27395751901983,3.96128556173212,5.7851998714192,4.38400147851688,7.07704153464303,4.13768493989516,3.10227573322442,3.65480359327448,0,4.5357937741825,1.395191015962,3.15505955714878,4.78400180417024,6.00775315268669,4.99025202515531,2.65931063002124
1993-12-20,NA,4.9136442057815,2.24912703026705,2.908777812,0,0.272146859276631,5.94212418966218,5.49378548889892,3.36351012991464,2.96968017841826,2.45376831158963,3.39932652400986,3.80542415624523,5.90264947356784,4.37269184660656,6.98995025814902,4.10443291523878,3.65259069287663,2.71692187419464,0,5.02215950737435,2.68031416503034,3.29077409409436,4.47716505301124,5.87444452575287,4.79361186692588,2.62592461312016
1993-12-21,NA,5.92939917644188,0,3.11298362307557,0.0845317308401257,0.909063087722939,5.83319437360975,5.06553974178177,4.11711978907725,2.63381590212037,3.90215984973848,3.68508873365853,3.74508088583961,6.03340869793275,4.54037526053211,6.91193736662418,4.21649629749248,4.36642098506097,3.62602017228114,0,5.4316348242444,0.961063916076101,3.6645186873834,4.22204661995109,5.72080663276047,4.66707611195439,1.18221110316252
1993-12-22,NA,5.47559990570926,0,3.51508200615799,0,0.934502463825253,5.67904676365191,4.62739192140887,6.05641320351538,2.5993481826618,3.78765876981762,3.61717485955337,1.41687418784241,5.89571201929889,5.22682318875686,6.79175531574959,4.35027110340865,6.98900748226281,3.74321859703618,2.44017343423458,5.84194773156988,0.662730090594036,5.66565730125786,4.11811543156482,5.41966415603755,4.80937390534184,2.84952925964756
1993-12-23,NA,5.75248471063562,0.323553973836089,3.833759999507,0,0,5.26103835945648,4.21025177804235,5.04189889026681,4.40994803276449,3.78922496907986,0.073934827939723,3.90915247680549,5.47675690515139,4.84012841249096,6.50373499798453,4.26735365433618,7.96434071289149,1.36557791307416,2.46442134062829,6.00474017469475,0.0716404794514034,5.77207992607679,3.28217110168996,4.95457119053348,5.30427710884414,2.58716014265194
