dates,obs,ERA5,hurs_1,hurs_2,hurs_3,hurs_4,hurs_5,hurs_6,hurs_7,hurs_8,hurs_9,hurs_10,hurs_11,hurs_12,hurs_13,hurs_14,hurs_15,hurs_16,hurs_17,hurs_18,hurs_19,hurs_20,hurs_21,hurs_22,hurs_23,hurs_24,hurs_25
1993-03-11,NA,75.6311135733528,59.2615588671236,89.6247215270099,91.6691593187912,95.0253329764007,79.712094366599,95.8275874876361,85.0984783139748,86.7166085758874,74.3700651968376,85.917470065705,73.5673593904729,77.4043319392154,92.5790059299681,76.8608699063084,83.0261356862341,69.7899639151806,80.0676190069348,68.145058724835,72.4294369434153,74.4729904324977,79.783299542315,87.6430626377031,66.9014401929359,71.382537769534,57.4517572597893
1993-03-12,NA,65.2357779535347,75.3317524996168,77.3678379830627,86.7359382834207,86.3248137563618,83.7874840741501,88.0496603635622,79.4391991442505,73.2225376687182,83.5125967631159,81.1430689688117,76.0546128323972,78.3472219604261,87.4737675874566,77.5961145698672,87.7227359774715,66.1152008434887,89.5562061000573,65.4576862800482,78.5065936797444,76.8724247363265,81.7990442203262,90.6994981572235,75.1859077111365,66.2582435771921,74.938439827242
1993-03-13,NA,61.065718549079,72.8187838377053,71.2036923822624,86.1528069202247,84.0544048561727,72.8416527002557,93.4763397977253,80.0126455542436,76.1422316181161,85.2920187566125,80.4788607314997,72.4540700988304,67.3147205518214,92.3965774576344,65.1288112048445,83.2289620460141,75.2642047401881,69.5635873535461,75.0073533361944,78.7038882728039,80.4138435409739,75.1213505944673,79.2332826922182,70.5075984741913,73.0394459280369,73.7383067072377
1993-03-14,NA,59.9197887953529,70.7854663618595,62.7021922461534,68.6426391368848,85.5679305710563,77.7901742428912,87.7035937986562,63.4068475311022,88.5627142263678,88.7799373395859,73.4295080163336,77.9192190210536,58.8985095974812,93.4166622721047,75.751312365475,84.9533774730715,73.1095948861428,69.3814700140266,64.4153572123649,77.5071960476591,85.9930838283096,72.0240682332349,64.9813084736923,84.123275867116,83.2297051827393,81.2058329082734
1993-03-15,NA,59.071959145347,71.4287317421635,71.8748706158296,80.6347116195811,91.1903050054243,87.0039851208794,86.6318931500361,84.8383823506154,79.5412883296725,84.6017489084254,73.4418276530908,92.2585190342642,58.4679750880303,68.2953179898574,64.679446277528,69.9950035133308,86.834179871435,69.5887991221966,70.6553712747026,78.6699201203425,92.1704657820277,75.2016059194858,88.0636395813263,73.9441037804556,92.6559927315022,88.3914759319502
1993-03-16,NA,73.0855617184849,71.2566639743678,86.2398110997251,72.3676670753102,86.0527062847898,74.5257217177838,88.5080197459225,78.654654592878,76.2969282008956,90.9807138382245,68.1795030315742,88.2536297887315,86.2321106310339,72.4745741821504,67.859252858009,69.7098104748314,77.886454902094,71.465835183829,75.6918274184191,74.2366912688829,85.7567250796339,80.2816691804451,68.1807462453646,87.2652047080519,90.8835340573285,88.5209000066455
1993-03-17,NA,81.1680882988286,82.6424748282841,85.2946869487982,87.4816584754405,80.5881237376987,73.7357210161924,76.574053091686,88.7299636979098,86.983605397498,87.5126156428004,69.3813357897285,84.6320792223713,74.0175808782866,86.1195105788829,74.7706945653084,78.899993037879,86.9051556075527,70.0138736997739,79.8238298795479,86.0927018583038,79.7338124624774,73.4219978622088,57.601079400421,86.5212100396579,80.78412921569,78.5377059700269
1993-03-18,NA,78.2547249941012,73.1073304815513,74.0574541060952,68.52863343744,75.4844900444182,70.6726958275562,91.9710900902009,84.4969448321048,88.6341202274642,90.8344344550178,78.2160377556496,78.999050160392,72.9298297829233,85.5593518667018,75.2953817858926,81.3803949377112,81.4666631627164,85.0638081392708,74.1473954202659,78.4630004552024,64.1075032405866,74.5162569803003,78.4710033091435,81.4320797585257,75.0754503310528,68.5058507237029
1993-03-19,NA,69.3238990610664,71.4685901388007,75.6010600957767,72.3062407199176,77.9678081684126,72.2652293959671,86.6919063202381,81.941666704909,81.2460915222596,82.4730962825996,68.6880682545348,79.2731201774581,72.8881742217448,81.6166288353818,72.1261093154719,78.7188540567704,81.7818890450565,82.3796284490585,69.6297713025758,72.6370102066614,56.0333232072801,70.8084791931963,81.9874522432513,83.0876046766742,67.6612692732952,62.2982620000714
1993-03-20,NA,65.7139815999382,84.0454846426239,72.1425008386672,80.2287444465014,77.3791879595909,73.8306216990578,81.7820347647489,82.4254253393172,94.3736038036877,79.927555414509,60.9111394480539,76.0507612990011,81.0074082179195,70.6311938274401,79.912613305177,71.2575475313933,84.2867378272648,78.6035923649875,80.7353988254907,78.0235720863543,70.0245801997774,69.6147783918769,85.0439469899194,61.6431071185584,80.4465795628049,63.6924336811491
1993-03-21,NA,69.1192953254915,82.1480469420618,68.9774035121988,74.5916470044379,74.8411211533616,78.1679022003971,75.8088468827822,87.573474118485,90.0737028719925,81.6728356900047,71.0197797641647,61.4502259186685,76.1313696162725,75.3827242419416,77.4192731312329,77.0103606664035,79.6032945204768,67.8982182029841,62.6125391175136,81.9797195784269,73.294540290806,76.049668166381,86.4626551850178,62.4980866974411,80.6622627784423,71.8911930197108
1993-03-22,NA,82.8672664985227,81.2731613265699,77.3974403461904,87.8231879249468,73.2009583327498,72.4393870827587,90.3627458840252,79.1066404838457,92.6285238441442,83.0579672787674,70.7108707313289,48.1762250293394,75.5632134474093,73.5872160517937,62.2905918608967,79.6493086180209,80.7615453805091,66.6354590646657,69.7861316338452,83.367887067882,71.3090905210758,79.2485237121227,65.761223610851,85.3705400073207,83.311514426041,88.5149004958366
1993-03-23,NA,64.7807132043544,70.3583867662432,71.7932386081188,81.346036975129,64.3199140384875,83.6855774567788,70.6052355424776,75.8015640046289,90.4187541441025,82.3572332660047,73.4765427411473,57.1903088120065,82.4700336135431,82.1182520704538,55.2022144743793,71.1940101411099,79.3793821868843,77.4845654083264,70.0645793518036,85.7227951955439,73.7833073453272,79.3590563039603,68.26858686494,78.712734115511,89.4052564756001,86.9805561069493
1993-03-24,NA,68.9064247885877,81.2018567734117,64.3012742849436,79.1469346689534,90.7328105831998,79.0503966133203,69.8601106641249,79.1933173031511,88.3051367038316,86.0789386561751,59.3438232057327,62.1838753143764,79.0208339873169,74.8513027014027,58.1746482280159,65.4932746631682,85.5577962963464,78.9041675898991,79.0342152648312,79.7047337811664,71.519129696556,73.9203441521128,65.2016554842665,68.769420031446,81.7124051550696,78.8974446219055
1993-03-25,NA,82.2453453419061,72.290756415562,56.6390714871958,84.144832471937,88.8007847977101,76.5746583341511,72.4095201786364,74.2788449226154,79.2667333189128,90.0035624167623,64.0367578295124,65.0987532586859,81.9298689975896,88.5799944260364,65.6233968222256,75.0019130108299,88.7965518914366,70.3544531078358,75.0279981102019,67.5638872994508,72.8809263415525,66.4034033808991,80.7869360520733,65.6170980408685,68.2101724456893,77.3670624699708
1993-03-26,NA,69.0035661589187,74.1403117395592,86.4197865276683,77.5186591779562,83.1002989990894,72.6696438566261,71.4298868701526,64.4966532706426,86.3593029618866,79.09557056442,55.1976113431981,70.7783063087523,74.3520362745638,90.5609554265871,73.2746222126568,68.7198720482684,76.0654607612602,89.4543555709347,68.019679339855,61.4236436576507,75.1357245530787,71.662337788531,79.4924865026437,72.5102196739569,73.2304500891895,69.949281135266
1993-03-27,NA,62.9816388870432,77.0683206279749,77.0023446244317,83.5849609835646,89.5798008186804,62.3899335844721,86.9818063087546,62.3012308331599,87.2018394358384,74.2106740091607,57.1231103514579,58.6933968657659,80.1676397813298,84.0112566599584,74.503590210168,69.6052620904311,76.7856079920831,86.6315889940338,70.2183250566583,73.5310232668767,92.0318630640511,74.7718982277445,71.9798604523476,83.5387043325048,85.835868632961,50.5000439363907
1993-03-28,NA,61.4026173769467,74.9378125972867,81.7832855655566,73.1518646859777,77.8850796428647,82.8992141020834,77.1555049048616,66.6234442580646,78.830168370736,78.8780054767126,58.8376520332676,59.3730799548068,85.8498028744083,91.3914304796147,76.808968535263,60.9898894273205,78.4842493986656,66.4003767137848,68.8933729447713,83.1324958166647,78.1895872260827,73.9918792248936,74.8163124810211,85.1031903139337,73.4583435438637,69.5166461712497
1993-03-29,NA,55.4531359746937,68.730379224742,70.0698192924746,86.0781623905223,75.011719010582,72.1457877105106,78.0680776044904,83.9906185418562,73.0066330936438,78.2200952762875,66.055139868815,70.403792190435,78.8849101505249,66.5460631104914,76.2951212086638,69.3290140490018,83.7635055600399,56.7305379551541,81.0242674612765,82.0268805299735,72.1754517702823,58.644251823834,77.5419421714586,76.9916793376626,78.8649990720418,75.9553273900189
1993-03-30,NA,46.332249202108,70.3721276110869,86.3438399638745,75.4584522366056,69.4937310216288,71.7036076577504,66.7036602144738,69.4683420509822,82.595551519119,84.1407049780733,67.6656043882343,74.5730151867555,77.9376273828717,75.1713048902126,81.5597507329923,64.748585081982,79.2379889966928,61.0749936371138,69.1362641143083,79.1346064817065,64.1187617903861,74.7110258095889,59.3456974744083,77.93191919694,83.429856249705,63.7315566507236
1993-03-31,NA,55.218459431644,68.1270602227261,85.4805764150654,83.7693402517977,83.2190982611138,83.9296273261416,83.3468148371227,66.8141881967363,80.939940285515,90.6082716172285,61.5500311435613,69.5848184088239,77.2030081936492,94.4978579998089,78.073559944662,74.075608801804,77.5191067896004,64.4072835783845,72.9077402609916,79.3657474035771,68.98255144179,74.5216829283714,71.0417252961674,78.7053040525803,64.967315184022,70.6709563449114
1993-04-01,NA,61.5791643919249,68.5236836657999,73.8975468660431,72.9353910778527,68.5629523460982,81.6409434432981,78.2330906814143,75.7448367871643,63.3168784714761,86.9424466551089,60.1340510027044,72.8373524658035,68.5946004384546,84.5842342242593,78.7536161229766,78.3750210125403,79.0867628257689,77.5816298474191,62.4395591839243,56.6935182496867,78.4560421516331,67.3357988127745,80.1268351311718,73.3125102259758,81.8095325833571,82.2219796002249
1993-04-02,NA,83.9448111735221,67.2582480821857,82.8498810001685,76.8216128190315,62.3997193403299,81.9379025534808,63.0494538649942,78.5499381184769,64.3085825076476,83.2964383838767,65.0746515425565,68.3428754404953,66.9131735783816,77.2696165942808,69.4351178464032,79.7622496836175,69.6278694761611,81.1729533421361,66.089137394674,68.8349555176278,74.2880018352397,73.9134616971402,69.3262635237845,84.8315008852316,76.6766468218268,87.2894693679618
1993-04-03,NA,87.3554209531195,81.7552763637625,64.3457003689488,75.1507989861267,68.6820073173314,89.6332531329193,67.8305430557329,70.5712128510748,65.3807551203445,82.2774862427818,68.1692159660169,68.2323754807158,65.5828775783349,80.8332430344331,65.9907879427178,64.4644798714391,81.0263884022518,76.1270188983687,60.1787903462413,65.9489934389729,83.0860138232418,76.7928017012144,57.5280620557316,72.2418922654649,64.7323060753168,76.4488201329654
1993-04-04,NA,88.1373883186701,71.9005990922664,75.2872460574979,75.6037843965663,69.9774030469316,78.891485782062,67.2277978160926,71.5049635741206,63.9736564505779,72.019925199714,72.7591824737197,82.0440442367739,72.3859679988213,83.5835620070667,73.2673296009673,67.5889800784158,81.6320033335029,73.5277328150946,62.8247243949774,58.1784611832263,73.0643892876279,76.9049274677045,82.0626844644715,73.1165646671709,65.3642783687238,70.8761806160878
1993-04-05,NA,79.7275841048702,69.8368251367553,75.8792948990136,77.1469406588041,80.1418842175957,78.2029408498509,79.9501316380735,83.7181719204905,67.6058529718766,75.6537211584332,68.9461999176691,74.3281598506031,81.0199940231616,84.5717054517839,72.5670889516638,92.47582899889,63.9268638182871,81.8919489882052,76.4053819340471,65.037896706708,64.2120491311374,62.7016772176089,61.5880960599345,68.1023445857219,68.7098541658859,65.3172131968019
1993-04-06,NA,86.6183043796796,65.3244221280766,70.8648821064205,67.2681717931311,63.0986774688289,74.5758967817542,67.0108280437121,82.1488942573716,80.5768197730008,82.0763364040684,68.5264805450278,78.9228104636669,75.3010617449421,79.6911707159694,73.2157672930171,76.0067890272103,54.2138906202933,69.4601082296505,75.5128192037202,74.2765441636725,64.7225807269077,66.0973763271124,69.7485981313225,76.7346913376336,74.8718689908215,61.7295053836875
1993-04-07,NA,86.4453176261355,74.8723788667078,64.7942435902357,67.1334952504413,78.7229236097106,67.4152243567583,72.3950953647305,76.3690128818201,75.4897917337153,69.3087659377643,62.8185261678992,74.9364364019345,80.4645977496041,63.9433923009555,62.6523685552689,71.3717856131778,56.4103730802622,84.5489124731016,79.2236078623813,75.6238564410444,66.2540776234294,76.7235866786084,63.5266238807452,76.9615813125216,64.223730796806,63.7268227263052
1993-04-08,NA,73.4129346283558,74.4547298369668,65.5124810378193,65.5112206258667,92.1824470825577,79.5916166504108,78.7041061889891,80.5644346679297,84.3049531435523,65.3519020390049,49.4909332562998,67.4603515736227,75.2597056453909,61.524986121111,72.8907076585019,73.1163834867831,60.4668946714476,80.2719963246367,65.8082120192438,70.2716062148715,66.2298041349365,55.0762264656193,56.0612345587218,73.777904615102,72.6414759007332,67.5904688136113
1993-04-09,NA,61.9336375951276,75.4819986082468,73.0483505551022,67.4976017048622,93.0038458753734,74.0665578121669,80.7991153892168,76.5306801145135,82.5217067482118,72.9203575598129,48.96764337097,66.6684028820149,81.1945282043149,67.0494557196592,69.1122303802101,62.4228063561808,59.8111678420955,75.0455329732156,76.9371180089506,72.965957131686,68.3410291823682,72.7653508557429,78.559471139401,66.6826124031082,74.8379534277491,67.8150561851625
1993-04-10,NA,69.0562395648522,61.2182089303675,77.9345789061203,78.235266021809,84.815125170577,76.1204820790633,76.714910685021,70.9506465909874,84.5588640133409,73.2767724222837,57.0074083990224,65.5389827092273,81.8122957015823,63.6368120666026,60.9742316388617,57.9036926297989,84.4001663903237,79.5555554096896,72.1240306981894,70.4503191569078,73.8145011309154,64.5370083905144,73.4102370282642,78.397621630391,69.6336326491588,64.7428732945417
1993-04-11,NA,83.2224396575447,64.5275391407954,76.6883128066626,64.5091987745754,87.0782972688836,82.1665280273579,81.0053713113115,72.9069714576253,83.0385960477913,84.2760530802638,61.5288795760526,67.6012954557188,83.5817709035131,66.8171705795465,60.4422513746503,60.2566871934405,85.7229840851472,79.8465218777859,70.5360632866816,65.9278789943223,79.2707157443339,60.83074037835,71.1021332199156,77.4744321585022,78.8516502892387,63.911398909358
1993-04-12,NA,86.8654761344236,70.7129390397176,78.0488681596043,57.6391960203798,85.1479105513988,83.476585693203,78.8754185156989,75.4050958797644,77.1631951643633,82.1173555742165,78.7430885712934,67.3895545687504,82.3883720638525,75.9960429515588,59.0587627205649,71.9189290029791,81.4767175569496,73.1255170477059,66.8509646010786,71.3057061659042,87.9389749570405,73.3530576659745,57.5916509770629,75.990489905821,82.1990480494441,69.0949198350045
1993-04-13,NA,86.3157594081461,74.6682569327456,66.2969452654286,63.3324336582321,65.7027533259432,83.1985203620294,79.1952682774359,68.9239611860313,91.6166930629371,71.895358289615,79.9305299047631,63.5755489048121,87.2847382365343,64.7666156378662,61.3466475262737,82.2576432838091,79.9448795298881,65.0850084373635,66.6232640694624,72.8107966352838,69.277308815212,67.8642001050758,63.6439418305494,71.9126986493861,78.085217254386,80.2795166596708
1993-04-14,NA,83.1776784871609,76.8803665056058,68.9495597675599,61.082979670331,81.4022033097687,79.1433016793976,75.3946937177874,83.8648607367125,71.5282060329996,81.9262338295747,71.5118985755099,62.2034378941531,85.4532791082417,65.7068928050555,87.3759786970637,82.2844233497272,74.4814125712469,86.1722403273312,57.67099315145,69.3290118033971,85.9735064578944,66.2184569697665,71.7352048767834,63.0206631081022,86.6958485385939,79.4872751580071
1993-04-15,NA,86.6775476335859,86.4369347241631,73.2972570252899,58.2172261387927,79.1785542762989,84.3368350462198,60.2098587165078,67.0067375687208,62.2916671786471,76.9035096748217,77.4945555750153,71.6668890813527,82.0313592619771,67.3836141885099,77.8477650266036,76.9459881766944,67.7156820424455,91.6251841205589,69.3394308784602,62.1128837318659,64.6187753410768,60.8865741307638,77.4805883770679,80.0108121661663,83.7668326646188,81.0540469158839
1993-04-16,NA,80.010121798429,79.6818244165997,57.9079190110143,69.0412774314999,75.1799172877342,71.300496128423,52.5857191402418,87.3381843235544,63.1068732800202,79.8786912641456,65.1690875433581,66.5281710748939,79.7019142111986,76.9684141936976,50.9979450802341,67.1513357708471,60.7904821431118,71.8573246330945,94.9752245287941,63.5484400332222,89.1010131134436,69.9402037194576,75.8767254672871,71.2303420852985,73.8762829947411,77.8963022093073
1993-04-17,NA,87.1690891684292,78.814243635347,63.1063761825463,73.9476210070158,75.8401664643187,80.9308039040398,70.0466037181988,75.6420938815177,69.2364248040573,79.6306748479578,71.944752234801,78.5279360230908,78.1357234411225,78.6919727545017,72.2166945884779,66.8928770898055,65.0945729313831,67.9211883517118,84.1933807025496,76.7582362992668,83.7623724132062,81.8924032646277,74.9809181704112,81.5685253252005,75.5780303046008,63.1313404173504
1993-04-18,NA,90.9784510728314,70.4159533670758,66.415047105391,85.4271912589792,71.3581460295572,69.1637673856787,81.0667365870822,72.9101291502054,66.1989148572407,73.2891342016973,66.7059167192818,78.2254945950734,74.5601440864859,85.6884695315377,77.7506703440835,65.2996988667011,68.4719184879776,70.7809656509327,83.5702576488968,66.8130773252473,81.2496348327097,72.6466354707349,69.539931095701,74.8636209046895,78.8163209463482,69.6310617564602
1993-04-19,NA,94.9426508226694,74.5444499675318,77.9160068279025,80.5947389306894,75.9673272813288,67.1017996812892,68.8272187708725,84.0860530280907,75.263611081857,68.2202785953424,74.1365685524464,86.2309751628587,71.2936788232804,70.8282768903118,68.9058680522515,79.3787829383527,85.8233732280147,56.9897739820141,79.8725716831201,62.0095049182798,68.1741392574714,66.5639185628866,56.3861800187143,73.7292831294674,76.1436667191699,76.4981716810072
1993-04-20,NA,67.9312908729499,80.9976189948084,70.3664139820465,71.1379733414686,72.8472058152266,66.9393912255792,80.6864698561984,75.7245536637816,77.0183093014584,78.7090625697352,72.9743879440398,81.7930621614942,65.9189865641755,85.7650669765854,75.9656903381807,69.8858513692344,79.8528878794854,68.2467513821499,77.4109798433683,56.4931859424554,73.8604888737935,65.281392294252,50.7203815044502,83.7733579843368,72.2614117386824,69.1770952590919
1993-04-21,NA,57.7728186893499,63.0639209226059,72.0537167101164,65.9748950572649,76.342132706476,72.7817290948531,81.7068128757822,84.2413881771543,78.9977550736331,68.4611580295411,72.4263129857311,79.1166711287205,71.4994135957078,71.3346074717123,69.5547379484829,68.9596875351086,73.6677506866663,74.3342806390296,78.807713962612,64.4534681470134,79.2723351157388,55.466549571569,54.5357073758191,85.3171205814034,72.9648333469493,71.4778297405867
1993-04-22,NA,66.711993445213,78.4607709792654,80.566956044885,75.9660583109778,74.7173298551702,70.8903748819163,78.406400523956,84.3708327891536,83.0242160891049,68.199193411919,86.8438882390443,82.9169446183927,85.0846958557721,91.255726012539,68.7527321080544,82.0143089283536,75.4816816567933,77.4900973179056,69.3287431012489,64.6557785469447,77.8014308189017,49.2881398010659,65.4435647775496,67.9677240218125,65.2243996468786,69.6503066871383
1993-04-23,NA,65.3192168989376,72.3574792025008,74.0256995084113,84.3134953913384,73.1121489627146,75.7188155146193,64.3414661584891,84.8429603355941,86.820495368306,66.0207532625858,71.7863552465037,80.7139962448774,74.9830265075579,87.2771384629799,66.6452892610752,84.3847364416497,88.44594856332,84.3552753089151,67.5323803266866,78.331261427903,82.3862913451387,58.4957776575305,70.6375389442343,55.031992382691,73.489441168543,72.8550851710285
1993-04-24,NA,54.4801110463211,81.5207848127563,62.1700702443937,84.7756308927981,69.5593243779348,65.0794226677968,64.8408775894968,73.9468998206058,85.1456119033291,58.3813378788773,61.4326189312881,68.7474663130432,67.0578237349758,84.6405777215357,75.3885451189198,64.6813205858826,93.2662751436576,81.8588385221467,77.6086763904548,81.1824268518409,79.9978101289898,57.2020414658763,63.8444863272346,67.435889183135,67.0352809695018,68.7404674984417
1993-04-25,NA,63.7987679639801,81.1786918002068,58.0162568447127,83.5815603605389,64.2881012308728,70.5287986785764,70.0430698377007,83.0820659316982,74.6172588670464,67.8555073261697,52.5192182253251,68.465851851185,83.5239393676763,76.1392036104819,74.1135416900539,66.6878514389611,88.8763194200323,81.7911713044682,72.050849055034,85.6937644788916,78.0966715207712,67.1478077026356,57.2793235671862,71.6633859392113,69.7700821961284,71.2598002509903
1993-04-26,NA,63.2020247341668,77.3783956304743,66.7206330607716,83.4151652734711,59.3404798380426,73.5413495728532,72.0285722308254,87.2217155524334,83.6860583526718,64.2917188364948,61.8195243865043,76.5808178298048,83.3707329018588,70.1076445161266,63.20917266837,67.1752384611919,79.6565423493249,68.1032083493881,80.5013278810178,74.4349175883912,72.2682318729454,81.8666493859547,52.5040418256089,66.2041750463138,64.8573261636835,65.5492276972678
1993-04-27,NA,57.5540897669731,60.9022723574583,78.2172325819229,76.2182370351037,68.3428824153597,75.1835059516437,69.6346993144251,71.8790529640874,82.8008234900609,71.8843560383387,60.6260100911965,87.0068654863336,70.4022161361275,81.3344163140497,73.4475282327255,68.9315246161944,66.8478410094134,77.582255235911,77.3790173931466,69.336017287368,80.2482214897282,81.8016886621391,57.1925476578948,62.5691466396243,67.8978952036905,59.7525504414058
1993-04-28,NA,39.5321689577217,60.5453023289716,76.4411564989603,65.4598279565228,64.907907321263,87.9145521640995,68.7445454052073,84.2782532400692,83.2392992693408,69.4688230060872,70.7589053537811,77.4109656364915,82.2558093932766,77.8542998364572,70.310606453208,70.5493842729583,75.1477965114163,82.5904438910599,82.5833002410363,73.4335129210595,86.6855577730567,80.2695208460023,77.6929545905057,64.6734440803959,79.2271688982269,70.5139080402386
1993-04-29,NA,42.3573578314147,66.8003348844151,90.4387266926283,70.7738437303612,58.9137643423748,79.1439785100576,65.2876581258848,81.8337801527141,73.7257658219078,63.2581932381768,71.6764960175118,82.9522074288194,72.1942107432824,74.8753601314022,72.6415785419967,65.4491975165518,69.9902431664035,80.9771696609337,83.7922495090896,67.9879469599716,84.2443976340265,76.2161294824131,76.6347532603487,62.2311396172506,83.4274812739401,67.8657148016277
1993-04-30,NA,45.0144621819941,84.0933049351033,82.9495170340334,65.1737945655858,85.8694445755401,73.1750814204506,74.8180960869902,67.0776542927474,63.6511189044813,66.5824785452955,76.4738142636979,65.8032442717277,68.3547261908259,68.2216987241342,80.0419804786854,66.6975894998953,63.7560110446402,67.4464888725475,74.689057148549,65.4021365795564,79.9465257107337,69.0277701847591,73.4840374713961,75.9432408434561,69.52994548212,65.8968711786125
1993-05-01,NA,63.1475491227446,84.5608339564441,80.0015889712288,63.2816240635922,67.8942075723179,64.0218887592815,83.2095985414376,67.8240696831463,72.5105616819188,55.0770677186939,66.0866634659745,74.871015354018,62.2929108980078,64.5959423308308,66.4660365722807,76.8417338773895,74.8058095085715,67.3808056346961,66.8296168913854,68.1054198093059,59.1640171064323,64.7427821118732,76.250889804188,77.6404572873826,63.3521064609842,66.8596452543028
1993-05-02,NA,84.0773466222721,80.292837608139,80.2588060542766,67.6551331617607,76.9429287336541,65.2927405790543,84.840199443451,68.0561202332671,68.5805160722173,68.894304188149,66.2098194212045,81.7805315917334,62.1271249558252,68.2286067780592,64.7569468509943,72.8796970980398,59.3839071765204,61.4467373931299,74.5711717445165,64.1430774193496,78.5897592146005,65.259876519486,78.4473077525564,73.5454073201409,70.1337624226939,55.6449259364549
