dates,psl,tcc,uas,vas,tas,tdps,rsds,rlds,tp
1993-11-01,101129.966688335,0.8497569583522,0.186185949307384,1.01423152723949,2.85815282836861,1.55584876386134,38.613062791993,261.382640481686,0
1993-11-02,101024.403030384,0.555076530086373,-0.9383384071827,-1.35644917485921,1.60252517816004,-0.172220540675197,34.2185019349862,276.097334288967,0
1993-11-03,101058.120001139,0.693010109431463,-2.02638440707483,-1.2540501717789,2.14488368512093,0.625077754206151,16.3536224064464,312.611376729372,0
1993-11-04,100681.913219052,0.960759497804685,-1.61056414418955,-1.33797399232791,3.20214766521035,1.61391341512861,9.48831450944189,322.484670525408,0
1993-11-05,100220.827952594,0.997479906135203,-1.91982072432703,-1.76251283721246,4.18307850691172,3.06211609781016,5.64519112407782,335.282213112354,2.77967998898116
1993-11-06,100477.207573741,0.998957560809806,-1.49261620960108,-1.68301333459784,5.41608303162212,4.55801190347875,4.34369236437015,339.114412637858,6.74069763813926
1993-11-07,101109.807213379,0.99990805054649,-2.17403295892522,0.642867955346454,6.28115162978965,5.39735307128184,9.48831450944189,317.255953232925,6.35198384169124
1993-11-08,101781.044647248,0.998327159550782,-4.44413893950617,0.567383383448682,3.35970380509182,1.77465334384545,14.3797714520006,295.233197556508,3.78073971368267
1993-11-09,101820.785073862,0.992123319060843,-4.60587340287248,0.364669810291328,1.42852634132733,-2.12720129259862,21.8576493333971,263.582161409539,0
1993-11-10,102945.51024014,0.877168848114333,-3.81836127764586,-0.437216966645233,-0.218223698821377,-4.91788398378718,19.0410519146318,271.856099563458,0
1993-11-11,103189.503940446,0.921679905348349,-2.14688043841931,2.47536662509961,0.12830600921909,-3.07472724315968,10.8385534098456,301.835065253914,2.22715824274393
1993-11-12,102472.788746766,0.99990805054649,-0.424940928573685,4.78630482042803,1.949684036065,-0.357895991786081,15.9739088345058,287.254174350666,1.66361941084734
1993-11-13,102261.724251968,0.819658889301184,-0.265071169073457,1.10547484531348,1.14884041445992,-0.449091765334064,23.3687211748038,259.000113856962,0
1993-11-14,101841.826879689,0.822019363047332,-0.769021688744948,0.181481158806278,-0.606554030582116,-2.07205288183926,12.7037992003236,283.626730447175,0
1993-11-15,101268.470857629,0.985470815552293,-1.01737420459442,-1.38424468731969,-0.532295975013089,-2.25798428696499,16.5765464696486,282.18243813464,0
1993-11-16,101150.729478149,0.817654989669332,-2.14129943271111,-3.29357129967951,-0.0915112366866702,-2.19721674982116,18.0650232540099,262.320637992221,0
1993-11-17,100659.599516855,0.492141698873353,-0.591004821743845,-2.50693145635218,-1.61429219823878,-3.92832160161758,22.4755980443115,233.511757555542,0
1993-11-18,100489.818610189,0.337375070214357,-0.125929933657893,-2.82652842519531,-1.99573423473279,-4.63952664234768,25.2221489534338,220.753223978289,0
1993-11-19,99667.3403316658,0.172249058339573,0.893723042532394,-0.499093588968013,-4.55765620576304,-6.56153889045447,25.8322374637637,212.958404337704,0
1993-11-20,99356.9956586775,0.00306501276515482,1.90093478272986,-1.13287065955568,-1.68035154582227,-6.09111173029807,25.7416707428595,204.365007895128,0
1993-11-21,100189.576032125,0.252956453541414,-0.48372804890393,-1.44868808497949,-4.68085967859395,-7.49354421369764,23.9434368523275,192.551601575383,0
1993-11-22,101620.044271819,0.159238203647428,-0.933745300218948,-2.61092532581072,-10.4635211326911,-13.0282431006887,24.4198026486491,169.31178704545,0
1993-11-23,102832.069269027,0.210463301932278,-0.220186870299295,-2.39452269753147,-15.1313221027127,-18.3498906526338,23.1432427373975,191.46320136182,0
1993-11-24,102917.144055261,0.310230425778594,1.12802031738923,-0.0429585097809398,-11.5073483556012,-14.9167603898114,20.1742988600911,224.576096157183,0
1993-11-25,102358.461697907,0.806314483150522,1.76638989718002,0.849598376153573,-6.88447223399346,-9.32178803230023,17.5219387363385,227.516704988442,0
1993-11-26,102284.848065992,0.48466556879166,0.0889738487905585,-1.4595585250682,-8.1913815121327,-10.4705079742176,18.3313876728126,224.364322456513,0
1993-11-27,102283.611134103,0.55506219051425,-0.475136462445575,-1.81525177756969,-9.69994536703734,-12.1209384390525,13.1743554980112,249.260231384144,0
1993-11-28,102062.663056427,0.756867033880423,-0.520261018404085,-1.98613177088452,-7.58980151275302,-10.0814103085918,11.7516832300911,254.694905664313,0
1993-11-29,102358.444539403,0.850742160123929,-1.00413901477273,-3.33416689992438,-5.69174545553594,-8.27867528296112,14.7049194315721,247.369274379635,0
1993-11-30,102169.444064408,0.364362526746743,-1.7322504970632,-3.66700351350699,-4.17749491505279,-7.01811392780898,7.19058786895167,273.873796172397,6.16112706257946
1993-12-01,101787.992221543,0.986751549742359,-2.59980886335083,-3.9093850562587,-2.68350030467497,-4.9198924392636,6.28653150739433,300.093762864289,4.42292774798907
1993-12-02,101262.207783781,0.986820025181918,-2.22546956660964,-3.02483157740883,0.12830600921909,-1.34017550801495,4.7109796239772,301.777217953926,4.50768347312374
