dates,psl,tcc,uas,vas,tas,tdps,rsds,rlds,tp
2017-05-01,102634.30376125,0.279442141036988,0.350944938964842,-0.634334614257811,6.8506401489258,-0.220718676757793,222.275856573686,274.413146665798,0
2017-05-02,101987.974699375,0.789426295700073,1.15843499145508,3.12089794067383,7.18857682128908,2.99883731689455,213.477919048339,287.113201691673,0.117907562255859
2017-05-03,101058.937158125,0.769197723236084,2.28506513061523,1.45844735229492,8.60694698974612,3.23266514404299,268.008346075844,260.861035287994,0
2017-05-04,100517.134090625,0.421160302429199,1.79756108276367,2.20799476196289,7.68771969482424,1.35854182373049,87.2159380110902,298.078196943104,4.67845001220703
2017-05-05,99336.1471575,0.682685361328125,1.97351060302734,3.7501230480957,5.66565418457033,2.97354681152346,250.743334790167,245.781787262558,0.574050292968751
2017-05-06,99542.101016875,0.31056498336792,3.39743713623046,3.61706148315429,5.75843868652346,-0.84531133789061,244.83242392266,259.753547914867,0.342791290283204
2017-05-07,99737.868120625,0.58246015739441,2.52779730834961,1.16147848632812,7.2126834301758,1.18590706787111,254.924873347894,264.001881589823,0.83677261352539
2017-05-08,100352.44777125,0.219181706085205,2.21211807006836,-2.89266263427734,8.3134491333008,0.144579255371111,257.020598595384,261.797367758405,0.0816609191894528
2017-05-09,101312.83690375,0.364104887542725,1.46480360839844,-4.29854491821289,9.19095025878908,-1.15538124755858,218.311375598813,273.447165376194,0.018764190673828
2017-05-10,102222.45651875,0.413475266723633,-0.534644763183593,-2.64801154418945,8.91914368164064,0.692650517578146,297.247169087478,267.616222243501,0
2017-05-11,101846.9149475,0.122341373596191,1.22929537231445,0.238620699462889,10.7539486450196,3.48292016357424,247.03014332684,288.198515205939,0.027313232421875
2017-05-12,101387.78585125,0.392281620788575,1.3809164855957,0.860669298095703,10.4629776855469,4.26795699218752,282.814921960224,276.80110007709,0.220691986083985
2017-05-13,100491.9597125,0.286836358642578,2.81461336425781,0.789159523925777,10.621686538086,3.14295197509768,157.804602230538,293.70406017169,2.95726226806641
2017-05-14,100320.09629625,0.698645170974732,0.408578344726558,-2.64295753417969,6.17570056640627,2.32364639404299,214.135812268612,289.787948950162,1.53818679809571
2017-05-15,99680.704728125,0.549291642532349,0.561452891845702,0.635929996337888,6.86415645019533,3.46338551513674,274.530518357816,281.647489845234,2.98668167114258
2017-05-16,99805.2006375,0.665397556228638,-0.576581892089843,1.90117644042969,9.30601037109377,2.99232584960939,190.789257642158,314.519024104079,5.00232238769532
2017-05-17,100224.68168375,0.905531093139649,0.173579456787108,1.56701586303711,8.97652215820314,6.52057528076174,267.160083737395,280.359655268922,0.746501159667969
2017-05-18,100907.7826575,0.671087844314576,2.92105846191406,4.16465041503906,8.51229846191409,3.33665052978517,130.060029833668,308.977986647118,4.54217315673828
2017-05-19,101681.981265625,0.709385354614258,1.14415637329101,4.61826384765625,8.07822313476564,5.95892838623049,239.227622577032,305.974631733929,0
2017-05-20,102361.311425625,0.599712036514283,0.0921768432617193,-0.0028344567871085,11.3113314672852,6.73489313964846,237.375427199376,310.86749638201,0
2017-05-21,102145.730902813,0.698833250961304,-2.38082169067382,-1.38830416259766,14.0727299609375,7.08289188720705,150.256071317252,333.614529560237,2.12486114501952
2017-05-22,101690.185293125,0.997959002304077,-2.76845288208008,-2.96264837768554,13.1904431591797,5.51878603027346,168.52995549225,335.490405877706,0.326957397460937
2017-05-23,101059.619683125,0.925836404800415,-1.0947295715332,-1.28432299438476,13.6901284350586,7.29052211425783,168.467392906864,335.097917245492,2.15076568603516
2017-05-24,100445.306220625,0.841310284118652,-2.56158992919922,-2.450785859375,11.9298602807617,6.83296196289064,60.0883026415027,334.442206661487,2.81078094482422
2017-05-25,100726.19002875,0.97988330406189,-3.75502317382812,-3.83693284912109,8.68276459228518,0.0872051025390795,270.013549755197,297.346075126737,0.00146759033203125
2017-05-26,101006.9283925,0.856858151321411,-2.58743719726562,-2.08143600341797,10.9175758544922,1.3991108129883,247.1910629739,301.568366025676,0
2017-05-27,101272.744265,0.891673307647705,-0.451536380615235,-0.247363815917968,10.7588213500977,3.26107911865236,241.827747291418,304.129145450207,0.292788696289063
2017-05-28,101414.766458125,0.455161291198731,0.263993771972656,1.64335803588867,11.6926192749024,5.12835894042971,223.012937203122,299.124445819269,0.168820495605469
2017-05-29,101600.081004687,0.949300605239868,0.596409017333984,1.84614927490234,11.4093632299805,4.93444968994142,282.565862492337,292.473883893601,0
2017-05-30,101555.557291875,0.434726594924927,-1.18078347412109,0.912733579101564,12.9884291870117,4.66484547851564,328.555317118858,280.591941053824,0
2017-05-31,101512.235094375,0.209862336044312,-1.5022682434082,0.934449725341798,13.8008027661133,5.97105026123049,303.883267018237,291.53043889236,0
2017-06-01,101705.7932475,0.326450814056397,-2.18388995727539,1.18994171386719,14.2070533642578,6.75231568847659,195.442569900487,328.253560543595,0.241865844726562
2017-06-02,101769.841216875,0.716208422317505,-2.07779740966797,1.11519548583984,13.7207089208985,6.83489568847658,152.298484109433,345.897196644144,0.215765075683594
2017-06-03,101696.838400625,0.889938840179443,-2.56260638671875,0.468186666259766,12.9505679077149,6.00456765869143,200.613244702631,328.706838724782,0.113963623046875
2017-06-04,101504.78933875,0.436599272918701,-1.94383924316406,-1.43165243774414,15.0695363061524,7.58217465820314,314.814664177792,300.602183491698,0
2017-06-05,101422.604210625,0.122013615112305,-3.35649924926757,-2.23024758666992,15.411177565918,4.98875882568362,313.709810285219,290.881551180028,0.0284481811523439
