dates,psl,tcc,uas,vas,tas,tdps,rsds,rlds,tp
1996-12-07,97590.1813415418,0.968916785867593,2.35059726498356,4.77446521107417,6.27141577958509,3.90428416909934,10.6262112123973,277.12703928742,2.89772712274466
1996-12-08,99317.5180397225,0.65592622048625,0.951708541781678,1.06343301703108,1.50445954931486,0.70744750901744,5.9538833421542,293.243284918233,4.63416624065133
1996-12-09,100016.736732964,0.998398568229186,-3.06881730989603,-0.669084953470561,0.136615961890233,-0.831516886283709,2.97765827415402,316.507125630893,11.5869104548017
1996-12-10,98925.6577344413,0.941128944951733,-0.433862905179407,2.13211479789694,4.0757249767481,3.15190154533495,6.64186670086768,312.428614944168,2.73108999955826
1996-12-11,98737.3412972361,0.92851786659788,-1.83048173922926,0.938119986051432,2.93622115825148,2.05765130531944,1.37883655841133,319.300107163985,17.7882180495886
1996-12-12,98266.5028652457,0.973834177522702,-0.708547815424798,1.92974462353521,3.86777717888749,2.74579668970618,3.17426719951645,314.454228220018,11.9290341654621
1996-12-13,98673.5346893097,0.968414580597209,0.372405042719954,0.853268941094814,2.82989995400685,1.90295651353516,12.6121920701062,248.64373001326,0
1996-12-14,99030.7088419665,0.683878471585065,0.0539906300172373,-2.12026195401682,-2.47665892938627,-4.18395775777828,11.1214543654516,233.51700243594,0
1996-12-15,99212.6582533685,0.418909373054794,1.30287686274359,-0.840895825954743,-5.04926243052956,-8.04721121189558,13.4332979755031,200.438746557459,0
1996-12-16,101044.199803679,0.107754938305271,0.663408988345748,-1.40823025350644,-7.9459812553049,-10.8852116655361,9.97588000547606,212.914891381852,0
1996-12-17,102129.992183778,0.374130626391525,-0.561762483505774,-1.70897605758112,-11.0594636834829,-13.325808073891,8.68151357795214,232.524947707044,0
1996-12-18,102716.146787051,0.896300076145452,-1.44065316120625,-1.25970746195286,-9.84286893563862,-11.5027671170776,6.32744178636828,281.65423524507,1.7287261757321
1996-12-19,101851.613424342,0.885228173765822,-0.224090727769712,3.58574552653297,-1.07370393741408,-3.03425318285134,1.34897862617435,334.199287090004,1.40452431732571
1996-12-20,100217.348304066,0.954357267789335,1.8509809334262,3.91219152836731,5.69055058220534,4.84950039113973,4.89384358952697,317.91105790526,0
1996-12-21,99377.4842842426,0.756489436671262,3.13648141378574,4.2355013364171,7.78065111494612,5.68680389894687,9.05952430402588,272.666616402751,0
1996-12-22,99788.3299166822,0.741146981799931,2.34988169033926,3.07851484030656,5.53154952438914,3.1768443593467,11.4757420592776,291.545616287811,0
1996-12-23,98264.9966215708,0.577159919231161,4.44784525899847,2.53643141892254,8.36891851311704,4.12714332626266,9.17250356031089,272.08289224924,0
1996-12-24,98895.9861891896,0.909619897532397,2.8343812040314,-0.45369252129812,5.12500345716812,0.493511785596647,12.8940287723729,231.445179547213,0
1996-12-25,100455.10741683,0.207347544431007,0.194912773558714,-2.62681876023842,-0.166278782191503,-3.26394004817531,8.41613692826135,243.870007290892,0
1996-12-26,100412.268616678,0.702171705208847,2.30574337739665,2.52128682803855,-0.844401994470343,-3.08150017544891,8.10560328342514,264.76102887397,0
1996-12-27,99481.1835076424,0.604602910015123,3.59089807621788,3.28709982581835,3.91759894779985,1.02315982645356,10.1482057471452,264.960250047569,1.00151517242086
1996-12-28,99268.7511123171,0.898496335289268,4.81801695557296,4.71140148606401,6.85460519108706,1.93125642485183,13.0979083021028,259.320916561568,0
1996-12-29,98367.6076399622,0.492953796937494,4.59488399373448,2.20802403498203,4.8285536575284,-0.13070890288765,13.8741948572974,217.423053232993,0
