skillscore,skillscore.sd,var,sig
0.0278674450549452,0.00948197697289857,uas,FALSE
0.0510989010989013,0.011368776476275,vas,FALSE
0.0266998626373628,0.0083005126419259,psl,FALSE
0.155432692307692,0.0139533121319791,tas,FALSE
-0.337630494505494,0.0238124397113845,tp,FALSE
0.0332280219780221,0.0101808485841533,tdps,FALSE
-0.0279292582417581,0.00969199705351244,cc,FALSE
0.0117960164835167,0.00750121101887982,wss,FALSE
0.398602335164835,0.0134780913848804,petH,FALSE
0.326600274725275,0.013925769259024,rsds,FALSE
0.057489697802198,0.0110581867727567,rlds,FALSE
0.349010989010989,0.0157976226357934,ech_q,FALSE
0.214024725274725,0.0154160972081763,onk_q,FALSE
0.649969093406593,0.0119175184184951,surftemp,TRUE
0.343111263736264,0.0130011216267976,bottemp,FALSE
0.205103021978022,0.0191535812858765,wlev,FALSE
