90 2
3.1 3218765.185
2.6 3062689.189
2.1 2948584.346
1.6 2856563.341
1.1 2775227.727
0.599999999999998 2695274.346
0.0999999999999983 2618577.774
-0.400000000000001 2548799.723
-0.900000000000001 2483161.413
-1.4 2418261.986
-1.9 2355142.632
-2.4 2294479.109
-2.9 2235491.625
-3.4 2178569.428
-3.9 2124045.899
-4.4 2070122.308
-4.9 2016899.936
-5.4 1964052.526
-5.9 1911627.137
-6.4 1860803.299
-6.9 1810233.183
-7.4 1758164.123
-7.9 1705668.625
-8.4 1653867.296
-8.9 1602452.202
-9.4 1552586.343
-9.9 1506947.724
-10.4 1462163.528
-10.9 1416977.858
-11.4 1371157.459
-11.9 1324520.552
-12.4 1280354.086
-12.9 1235471.98
-13.4 1189839.092
-13.9 1144945.277
-14.4 1100162.711
-14.9 1055617.542
-15.4 1010464.251
-15.9 968025.2338
-16.4 928197.4869
-16.9 888880.5988
-17.4 849340.9565
-17.9 808597.2341
-18.4 770251.1825
-18.9 734939.3963
-19.4 698666.642
-19.9 664572.5684
-20.4 631906.7321
-20.9 600545.756
-21.4 569235.2606
-21.9 540615.8967
-22.4 511786.9066
-22.9 483848.3321
-23.4 453378.7446
-23.9 425143.8354
-24.4 395638.1714
-24.9 366716.4099
-25.4 343383.7889
-25.9 323258.1189
-26.4 302625.2377
-26.9 282088.5216
-27.4 266122.3233
-27.9 247215.606
-28.4 228189.7894
-28.9 212408.4322
-29.4 194905.0745
-29.9 178049.2687
-30.4 164826.9421
-30.9 152577.9386
-31.4 140012.8172
-31.9 129081.5062
-32.4 118579.7529
-32.9 107427.1823
-33.4 97041.73478
-33.9 88374.71127
-34.4 79005.61478
-34.9 70676.89161
-35.4 63167.06514
-35.9 54830.0637
-36.4 46688.43644
-36.9 33551.01933
-37.4 27720.4792
-37.9 19417.24833
-38.4 7818.792861
-38.9 1394.577006
-39.4 51.58026516
-39.9 33.20416156
-40.4 18.10702914
-40.9 5.833110646
-41.4 0
