90	2
9.1	3218765.185
8.6	3062689.189
8.1	2948584.346
7.6	2856563.341
7.1	2775227.727
6.6	2695274.346
6.1	2618577.774
5.6	2548799.723
5.1	2483161.413
4.6	2418261.986
4.1	2355142.632
3.6	2294479.109
3.1	2235491.625
2.6	2178569.428
2.1	2124045.899
1.6	2070122.308
1.1	2016899.936
0.6	1964052.526
0.0999999999999996	1911627.137
-0.4	1860803.299
-0.9	1810233.183
-1.4	1758164.123
-1.9	1705668.625
-2.4	1653867.296
-2.9	1602452.202
-3.4	1552586.343
-3.9	1506947.724
-4.4	1462163.528
-4.9	1416977.858
-5.4	1371157.459
-5.9	1324520.552
-6.4	1280354.086
-6.9	1235471.98
-7.4	1189839.092
-7.9	1144945.277
-8.4	1100162.711
-8.9	1055617.542
-9.4	1010464.251
-9.9	968025.2338
-10.4	928197.4869
-10.9	888880.5988
-11.4	849340.9565
-11.9	808597.2341
-12.4	770251.1825
-12.9	734939.3963
-13.4	698666.642
-13.9	664572.5684
-14.4	631906.7321
-14.9	600545.756
-15.4	569235.2606
-15.9	540615.8967
-16.4	511786.9066
-16.9	483848.3321
-17.4	453378.7446
-17.9	425143.8354
-18.4	395638.1714
-18.9	366716.4099
-19.4	343383.7889
-19.9	323258.1189
-20.4	302625.2377
-20.9	282088.5216
-21.4	266122.3233
-21.9	247215.606
-22.4	228189.7894
-22.9	212408.4322
-23.4	194905.0745
-23.9	178049.2687
-24.4	164826.9421
-24.9	152577.9386
-25.4	140012.8172
-25.9	129081.5062
-26.4	118579.7529
-26.9	107427.1823
-27.4	97041.73478
-27.9	88374.71127
-28.4	79005.61478
-28.9	70676.89161
-29.4	63167.06514
-29.9	54830.0637
-30.4	46688.43644
-30.9	33551.01933
-31.4	27720.4792
-31.9	19417.24833
-32.4	7818.792861
-32.9	1394.577006
-33.4	51.58026516
-33.9	33.20416156
-34.4	18.10702914
-34.9	5.833110646
-35.4	0
