!Date	Height (m)
2004-05-20 00:00:00	17.86
2004-05-21 00:00:00	17.64
2004-05-22 00:00:00	17.5
2004-05-23 00:00:00	17.36
2004-05-24 00:00:00	17.24
2004-05-25 00:00:00	17.08
2004-05-26 00:00:00	16.96
2004-05-27 00:00:00	16.82
2004-05-28 00:00:00	16.84
2004-05-29 00:00:00	16.9
2004-05-30 00:00:00	16.98
2004-05-31 00:00:00	17.06
2004-06-01 00:00:00	17.14
2004-06-02 00:00:00	17.2
2004-06-03 00:00:00	17.24
2004-06-04 00:00:00	17.08
2004-06-05 00:00:00	16.86
2004-06-06 00:00:00	16.64
2004-06-07 00:00:00	16.46
2004-06-08 00:00:00	16.38
2004-06-09 00:00:00	16.4
2004-06-10 00:00:00	16.54
2004-06-11 00:00:00	16.64
2004-06-12 00:00:00	16.74
2004-06-13 00:00:00	16.86
2004-06-14 00:00:00	17.1
2004-06-15 00:00:00	17.74
2004-06-16 00:00:00	18.14
2004-06-17 00:00:00	18.3
2004-06-18 00:00:00	18.46
2004-06-19 00:00:00	18.64
2004-06-20 00:00:00	20.48
2004-06-21 00:00:00	20.86
2004-06-22 00:00:00	21.04
2004-06-23 00:00:00	21.2
2004-06-24 00:00:00	21.36
2004-06-25 00:00:00	21.62
2004-06-26 00:00:00	22.74
2004-06-27 00:00:00	23.1
2004-06-28 00:00:00	23.28
2004-06-29 00:00:00	23.42
2004-06-30 00:00:00	23.56
2004-07-01 00:00:00	24.12
2004-07-02 00:00:00	24.46
2004-07-03 00:00:00	24.72
2004-07-04 00:00:00	24.88
2004-07-05 00:00:00	25.1
2004-07-06 00:00:00	25.2
2004-07-07 00:00:00	25.28
2004-07-08 00:00:00	25.36
2004-07-09 00:00:00	25.46
2004-07-10 00:00:00	25.64
2004-07-11 00:00:00	25.76
2004-07-12 00:00:00	26.02
2004-07-13 00:00:00	26.24
2004-07-14 00:00:00	26.38
2004-07-15 00:00:00	26.46
2004-07-16 00:00:00	26.5
2004-07-17 00:00:00	26.56
2004-07-18 00:00:00	26.62
2004-07-19 00:00:00	26.66
2004-07-20 00:00:00	26.68
2004-07-21 00:00:00	26.7
2004-07-22 00:00:00	26.7
2004-07-23 00:00:00	26.7
2004-07-24 00:00:00	27.6
2004-07-25 00:00:00	29.04
2004-07-26 00:00:00	29.44
2004-07-27 00:00:00	29.76
2004-07-28 00:00:00	29.96
2004-07-29 00:00:00	31.26
2004-07-30 00:00:00	31.7
2004-07-31 00:00:00	31.94
2004-08-01 00:00:00	32.12
2004-08-02 00:00:00	32.54
2004-08-03 00:00:00	33.92
2004-08-04 00:00:00	38.84
2004-08-05 00:00:00	40.84
2004-08-06 00:00:00	41.18
2004-08-07 00:00:00	41.2
2004-08-08 00:00:00	41.18
2004-08-09 00:00:00	41.34
2004-08-10 00:00:00	41.36
2004-08-11 00:00:00	41.38
2004-08-12 00:00:00	41.36
2004-08-13 00:00:00	41.3
2004-08-14 00:00:00	41.38
2004-08-15 00:00:00	41.32
2004-08-16 00:00:00	41.32
2004-08-17 00:00:00	41.38
2004-08-18 00:00:00	41.4
2004-08-19 00:00:00	41.4
2004-08-20 00:00:00	41.38
2004-08-21 00:00:00	41.4
2004-08-22 00:00:00	41.4
2004-08-23 00:00:00	41.38
2004-08-24 00:00:00	41.38
2004-08-25 00:00:00	41.4
2004-08-26 00:00:00	41.38
2004-08-27 00:00:00	41.38
2004-08-28 00:00:00	41.36
2004-08-29 00:00:00	41.34
2004-08-30 00:00:00	41.36
2004-08-31 00:00:00	41.38
2004-09-01 00:00:00	41.38
2004-09-02 00:00:00	41.38
2004-09-03 00:00:00	41.36
2004-09-04 00:00:00	41.36
2004-09-05 00:00:00	41.36
2004-09-06 00:00:00	41.34
2004-09-07 00:00:00	41.34
2004-09-08 00:00:00	41.4
2004-09-09 00:00:00	41.32
2004-09-10 00:00:00	41.28
2004-09-11 00:00:00	41.26
2004-09-12 00:00:00	41.32
2004-09-13 00:00:00	41.38
2004-09-14 00:00:00	41.4
2004-09-15 00:00:00	41.4
2004-09-16 00:00:00	41.4
2004-09-17 00:00:00	41.4
2004-09-18 00:00:00	41.4
2004-09-19 00:00:00	41.4
2004-09-20 00:00:00	41.4
2004-09-21 00:00:00	41.4
2004-09-22 00:00:00	41.4
2004-09-23 00:00:00	41.38
2004-09-24 00:00:00	41.38
2004-09-25 00:00:00	41.38
2004-09-26 00:00:00	41.38
2004-09-27 00:00:00	41.38
2004-09-28 00:00:00	41.38
2004-09-29 00:00:00	41.36
2004-09-30 00:00:00	41.36
2004-10-01 00:00:00	41.36
2004-10-02 00:00:00	41.36
2004-10-03 00:00:00	41.36
2004-10-04 00:00:00	41.34
2004-10-05 00:00:00	41.34
2004-10-06 00:00:00	41.34
2004-10-07 00:00:00	41.3
2004-10-08 00:00:00	41.26
2004-10-09 00:00:00	41.2
2004-10-10 00:00:00	41.18
2004-10-11 00:00:00	41.14
2004-10-12 00:00:00	41.11
2004-10-13 00:00:00	41.02
2004-10-14 00:00:00	40.92
2004-10-15 00:00:00	40.84
2004-10-16 00:00:00	40.78
2004-10-17 00:00:00	40.7
2004-10-18 00:00:00	40.64
2004-10-19 00:00:00	40.56
2004-10-20 00:00:00	40.5
2004-10-21 00:00:00	40.44
2004-10-22 00:00:00	40.36
2004-10-23 00:00:00	40.3
2004-10-24 00:00:00	40.22
2004-10-25 00:00:00	40.18
2004-10-26 00:00:00	40.12
2004-10-27 00:00:00	40.04
2004-10-28 00:00:00	39.98
2004-10-29 00:00:00	39.99
2004-10-30 00:00:00	39.82
2004-10-31 00:00:00	39.76
2004-11-01 00:00:00	39.7
2004-11-02 00:00:00	39.64
2004-11-03 00:00:00	39.56
2004-11-04 00:00:00	39.52
2004-11-05 00:00:00	39.5
2004-11-06 00:00:00	39.5
2004-11-07 00:00:00	39.5
2004-11-08 00:00:00	39.48
2004-11-09 00:00:00	39.46
2004-11-10 00:00:00	39.42
2004-11-11 00:00:00	39.38
2004-11-12 00:00:00	39.36
2004-11-13 00:00:00	39.32
2004-11-14 00:00:00	39.3
2004-11-15 00:00:00	39.28
2004-11-16 00:00:00	39.24
2004-11-17 00:00:00	39.2
2004-11-18 00:00:00	39.16
2004-11-19 00:00:00	39.1
2004-11-20 00:00:00	39.02
2004-11-21 00:00:00	38.92
2004-11-22 00:00:00	38.88
2004-11-23 00:00:00	38.8
2004-11-24 00:00:00	38.68
2004-11-25 00:00:00	38.56
2004-11-26 00:00:00	38.42
2004-11-27 00:00:00	38.26
2004-11-28 00:00:00	38.08
2004-11-29 00:00:00	37.92
2004-11-30 00:00:00	37.78
2004-12-01 00:00:00	37.66
2004-12-02 00:00:00	37.52
2004-12-03 00:00:00	37.4
2004-12-04 00:00:00	37.3
2004-12-05 00:00:00	37.18
2004-12-06 00:00:00	37.06
2004-12-07 00:00:00	36.98
2004-12-08 00:00:00	36.94
2004-12-09 00:00:00	36.9
2004-12-10 00:00:00	36.88
2004-12-11 00:00:00	36.86
2004-12-12 00:00:00	36.84
2004-12-13 00:00:00	36.86
2004-12-14 00:00:00	36.86
2004-12-15 00:00:00	36.84
2004-12-16 00:00:00	36.82
2004-12-17 00:00:00	36.76
2004-12-18 00:00:00	36.64
2004-12-19 00:00:00	36.52
2004-12-20 00:00:00	36.4
2004-12-21 00:00:00	36.22
2004-12-22 00:00:00	36.06
2004-12-23 00:00:00	35.92
2004-12-24 00:00:00	35.82
2004-12-25 00:00:00	35.76
2004-12-26 00:00:00	35.7
2004-12-27 00:00:00	35.68
2004-12-28 00:00:00	35.62
2004-12-29 00:00:00	35.58
2004-12-30 00:00:00	35.52
2004-12-31 00:00:00	35.46
2005-01-01 00:00:00	35.38
2005-01-02 00:00:00	35.32
2005-01-03 00:00:00	35.28
2005-01-04 00:00:00	35.24
2005-01-05 00:00:00	35.18
2005-01-06 00:00:00	35.12
2005-01-07 00:00:00	35.06
2005-01-08 00:00:00	34.98
2005-01-09 00:00:00	34.92
2005-01-10 00:00:00	34.86
2005-01-11 00:00:00	34.74
2005-01-12 00:00:00	34.6
2005-01-13 00:00:00	34.48
2005-01-14 00:00:00	34.36
2005-01-15 00:00:00	34.26
2005-01-16 00:00:00	34.14
2005-01-17 00:00:00	34
2005-01-18 00:00:00	33.94
2005-01-19 00:00:00	33.84
2005-01-20 00:00:00	33.78
2005-01-21 00:00:00	33.68
2005-01-22 00:00:00	33.6
2005-01-23 00:00:00	33.52
2005-01-24 00:00:00	33.44
2005-01-25 00:00:00	33.36
2005-01-26 00:00:00	33.28
2005-01-27 00:00:00	33.18
2005-01-28 00:00:00	33.1
2005-01-29 00:00:00	33.02
2005-01-30 00:00:00	32.94
2005-01-31 00:00:00	32.86
2005-02-01 00:00:00	32.76
2005-02-02 00:00:00	32.68
2005-02-03 00:00:00	32.6
2005-02-04 00:00:00	32.54
2005-02-05 00:00:00	32.46
2005-02-06 00:00:00	32.38
2005-02-07 00:00:00	32.3
2005-02-08 00:00:00	32.26
2005-02-09 00:00:00	32.18
2005-02-10 00:00:00	32.16
2005-02-11 00:00:00	32.08
2005-02-12 00:00:00	32
2005-02-13 00:00:00	31.92
2005-02-14 00:00:00	31.82
2005-02-15 00:00:00	31.74
2005-02-16 00:00:00	31.64
2005-02-17 00:00:00	31.48
2005-02-18 00:00:00	31.34
2005-02-19 00:00:00	31.22
2005-02-20 00:00:00	31.1
2005-02-21 00:00:00	30.98
2005-02-22 00:00:00	30.86
2005-02-23 00:00:00	30.76
2005-02-24 00:00:00	30.64
2005-02-25 00:00:00	30.52
2005-02-26 00:00:00	30.38
2005-02-27 00:00:00	30.2
2005-02-28 00:00:00	30.04
2005-03-01 00:00:00	29.88
2005-03-02 00:00:00	29.7
2005-03-03 00:00:00	29.54
2005-03-04 00:00:00	29.36
2005-03-05 00:00:00	29.2
2005-03-06 00:00:00	29.02
2005-03-07 00:00:00	28.84
2005-03-08 00:00:00	28.68
2005-03-09 00:00:00	28.5
2005-03-10 00:00:00	28.32
2005-03-11 00:00:00	28.14
2005-03-12 00:00:00	27.94
2005-03-13 00:00:00	27.76
2005-03-14 00:00:00	27.58
2005-03-15 00:00:00	27.4
2005-03-16 00:00:00	27.22
2005-03-17 00:00:00	27
2005-03-18 00:00:00	26.84
2005-03-19 00:00:00	26.66
2005-03-20 00:00:00	26.46
2005-03-21 00:00:00	26.28
2005-03-22 00:00:00	26.14
2005-03-23 00:00:00	25.96
2005-03-24 00:00:00	25.82
2005-03-25 00:00:00	25.64
2005-03-26 00:00:00	25.5
2005-03-27 00:00:00	25.32
2005-03-28 00:00:00	25.16
2005-03-29 00:00:00	25
2005-03-30 00:00:00	24.84
2005-03-31 00:00:00	24.66
2005-04-01 00:00:00	24.46
2005-04-02 00:00:00	24.26
2005-04-03 00:00:00	24.06
2005-04-04 00:00:00	23.88
2005-04-05 00:00:00	23.68
2005-04-06 00:00:00	23.42
2005-04-07 00:00:00	23.14
2005-04-08 00:00:00	22.88
2005-04-09 00:00:00	22.6
2005-04-10 00:00:00	22.32
2005-04-11 00:00:00	22.04
2005-04-12 00:00:00	21.76
2005-04-13 00:00:00	21.46
2005-04-14 00:00:00	21.18
2005-04-15 00:00:00	20.88
2005-04-16 00:00:00	20.56
2005-04-17 00:00:00	20.22
2005-04-18 00:00:00	19.92
2005-04-19 00:00:00	19.6
2005-04-20 00:00:00	19.56
2005-04-21 00:00:00	19.56
2005-04-22 00:00:00	19.38
2005-04-23 00:00:00	19.2
2005-04-24 00:00:00	19.02
2005-04-25 00:00:00	18.8
2005-04-26 00:00:00	18.66
2005-04-27 00:00:00	18.26
2005-04-28 00:00:00	17.92
2005-04-29 00:00:00	17.64
2005-04-30 00:00:00	17.34
2005-05-01 00:00:00	17.06
2005-05-02 00:00:00	16.76
2005-05-03 00:00:00	16.46
2005-05-04 00:00:00	16.18
2005-05-05 00:00:00	15.9
2005-05-06 00:00:00	15.6
2005-05-07 00:00:00	15.46
2005-05-08 00:00:00	15.34
2005-05-09 00:00:00	15.22
2005-05-10 00:00:00	15.08
2005-05-11 00:00:00	14.94
2005-05-12 00:00:00	14.8
2005-05-13 00:00:00	14.66
2005-05-14 00:00:00	14.5
2005-05-15 00:00:00	14.36
2005-05-16 00:00:00	14.2
2005-05-17 00:00:00	14.06
2005-05-18 00:00:00	14.24
2005-05-19 00:00:00	14.08
2005-05-20 00:00:00	13.86
2005-05-21 00:00:00	13.66
2005-05-22 00:00:00	13.5
2005-05-23 00:00:00	13.42
2005-05-24 00:00:00	13.28
2005-05-25 00:00:00	13.12
2005-05-26 00:00:00	12.96
2005-05-27 00:00:00	12.7
2005-05-28 00:00:00	12.46
2005-05-29 00:00:00	12.14
2005-05-30 00:00:00	11.92
2005-05-31 00:00:00	11.96
2005-06-01 00:00:00	12.02
2005-06-02 00:00:00	12.02
2005-06-03 00:00:00	12.1
2005-06-04 00:00:00	12.12
2005-06-05 00:00:00	12.14
2005-06-06 00:00:00	12.16
2005-06-07 00:00:00	12.18
2005-06-08 00:00:00	12.2
2005-06-09 00:00:00	12.36
2005-06-10 00:00:00	12.54
2005-06-11 00:00:00	12.96
2005-06-12 00:00:00	13.38
2005-06-13 00:00:00	13.66
2005-06-14 00:00:00	13.9
2005-06-15 00:00:00	14.26
2005-06-16 00:00:00	14.78
2005-06-17 00:00:00	15.24
2005-06-18 00:00:00	15.44
2005-06-19 00:00:00	15.62
2005-06-20 00:00:00	15.8
2005-06-21 00:00:00	17.4
2005-06-22 00:00:00	19.18
2005-06-23 00:00:00	19.8
2005-06-24 00:00:00	20.14
2005-06-25 00:00:00	20.16
2005-06-26 00:00:00	20.1
2005-06-27 00:00:00	20.02
2005-06-28 00:00:00	19.9
2005-06-29 00:00:00	19.78
2005-06-30 00:00:00	19.66
2005-07-01 00:00:00	19.52
2005-07-02 00:00:00	19.4
2005-07-03 00:00:00	19.34
2005-07-04 00:00:00	19.26
2005-07-05 00:00:00	19.12
2005-07-06 00:00:00	19.02
2005-07-07 00:00:00	18.88
2005-07-08 00:00:00	18.74
2005-07-09 00:00:00	18.6
2005-07-10 00:00:00	18.56
2005-07-11 00:00:00	18.52
2005-07-12 00:00:00	18.46
2005-07-13 00:00:00	18.4
2005-07-14 00:00:00	18.34
2005-07-15 00:00:00	18.36
2005-07-16 00:00:00	18.46
2005-07-17 00:00:00	18.64
2005-07-18 00:00:00	18.78
2005-07-19 00:00:00	18.82
2005-07-20 00:00:00	18.68
2005-07-21 00:00:00	18.86
2005-07-22 00:00:00	18.7
2005-07-23 00:00:00	18.56
2005-07-24 00:00:00	18.56
2005-07-25 00:00:00	18.56
2005-07-26 00:00:00	18.8
2005-07-27 00:00:00	19.22
2005-07-28 00:00:00	19.5
2005-07-29 00:00:00	19.68
2005-07-30 00:00:00	19.86
2005-07-31 00:00:00	19.98
2005-08-01 00:00:00	20.06
2005-08-02 00:00:00	20.14
2005-08-03 00:00:00	20.2
2005-08-04 00:00:00	20.34
2005-08-05 00:00:00	20.42
2005-08-06 00:00:00	20.5
2005-08-07 00:00:00	20.64
2005-08-08 00:00:00	20.92
2005-08-09 00:00:00	21.2
2005-08-10 00:00:00	22.16
2005-08-11 00:00:00	22.74
2005-08-12 00:00:00	23.1
2005-08-13 00:00:00	23.3
2005-08-14 00:00:00	23.56
2005-08-15 00:00:00	23.9
2005-08-16 00:00:00	24.6
2005-08-17 00:00:00	24.86
2005-08-18 00:00:00	25.1
2005-08-19 00:00:00	25.28
2005-08-20 00:00:00	26
2005-08-21 00:00:00	26.6
2005-08-22 00:00:00	27.34
2005-08-23 00:00:00	27.64
2005-08-24 00:00:00	27.8
2005-08-25 00:00:00	27.9
2005-08-26 00:00:00	27.94
2005-08-27 00:00:00	27.94
2005-08-28 00:00:00	27.94
2005-08-29 00:00:00	28
2005-08-30 00:00:00	28.16
2005-08-31 00:00:00	28.4
2005-09-01 00:00:00	28.78
2005-09-02 00:00:00	28.98
2005-09-03 00:00:00	29.14
2005-09-04 00:00:00	29.84
2005-09-05 00:00:00	30.2
2005-09-06 00:00:00	30.44
2005-09-07 00:00:00	30.58
2005-09-08 00:00:00	30.68
2005-09-09 00:00:00	30.76
2005-09-10 00:00:00	30.88
2005-09-11 00:00:00	31
2005-09-12 00:00:00	31.12
2005-09-13 00:00:00	31.24
2005-09-14 00:00:00	31.32
2005-09-15 00:00:00	31.46
2005-09-16 00:00:00	31.52
2005-09-17 00:00:00	31.68
2005-09-18 00:00:00	31.88
2005-09-19 00:00:00	32.08
2005-09-20 00:00:00	32.22
2005-09-21 00:00:00	32.36
2005-09-22 00:00:00	32.44
2005-09-23 00:00:00	32.46
2005-09-24 00:00:00	32.54
2005-09-25 00:00:00	32.64
2005-09-26 00:00:00	32.76
2005-09-27 00:00:00	32.92
2005-09-28 00:00:00	33.04
2005-09-29 00:00:00	33.16
2005-09-30 00:00:00	33.3
2005-10-01 00:00:00	33.42
2005-10-02 00:00:00	33.52
2005-10-03 00:00:00	33.62
2005-10-04 00:00:00	33.7
2005-10-05 00:00:00	33.74
2005-10-06 00:00:00	33.74
2005-10-07 00:00:00	33.74
2005-10-08 00:00:00	33.92
2005-10-09 00:00:00	34.74
2005-10-10 00:00:00	35.5
2005-10-11 00:00:00	35.76
2005-10-12 00:00:00	35.9
2005-10-13 00:00:00	36
2005-10-14 00:00:00	36.06
2005-10-15 00:00:00	36.16
2005-10-16 00:00:00	36.18
2005-10-17 00:00:00	36.18
2005-10-18 00:00:00	36.2
2005-10-19 00:00:00	36.26
2005-10-20 00:00:00	36.36
2005-10-21 00:00:00	36.44
2005-10-22 00:00:00	36.52
2005-10-23 00:00:00	36.62
2005-10-24 00:00:00	36.94
2005-10-25 00:00:00	38.5
2005-10-26 00:00:00	38.9
2005-10-27 00:00:00	39.08
2005-10-28 00:00:00	39.18
2005-10-29 00:00:00	39.22
2005-10-30 00:00:00	39.3
2005-10-31 00:00:00	39.34
2005-11-01 00:00:00	39.32
2005-11-02 00:00:00	39.32
2005-11-03 00:00:00	39.32
2005-11-04 00:00:00	39.32
2005-11-05 00:00:00	39.32
2005-11-06 00:00:00	39.28
2005-11-07 00:00:00	39.58
2005-11-08 00:00:00	40.88
2005-11-09 00:00:00	40.9
2005-11-10 00:00:00	41.18
2005-11-11 00:00:00	41.2
2005-11-12 00:00:00	41.36
2005-11-13 00:00:00	41.36
2005-11-14 00:00:00	41.36
2005-11-15 00:00:00	41.4
2005-11-16 00:00:00	41.4
2005-11-17 00:00:00	41.4
2005-11-18 00:00:00	41.4
2005-11-19 00:00:00	41.38
2005-11-20 00:00:00	41.38
2005-11-21 00:00:00	41.32
2005-11-22 00:00:00	41.28
2005-11-23 00:00:00	41.26
2005-11-24 00:00:00	41.28
2005-11-25 00:00:00	41.28
2005-11-26 00:00:00	41.22
2005-11-27 00:00:00	41.18
2005-11-28 00:00:00	41.12
2005-11-29 00:00:00	41.06
2005-11-30 00:00:00	41.02
2005-12-01 00:00:00	40.98
2005-12-02 00:00:00	40.94
2005-12-03 00:00:00	40.92
2005-12-04 00:00:00	40.88
2005-12-05 00:00:00	40.84
2005-12-06 00:00:00	40.8
2005-12-07 00:00:00	40.76
2005-12-08 00:00:00	40.72
2005-12-09 00:00:00	40.66
2005-12-10 00:00:00	40.6
2005-12-11 00:00:00	40.5
2005-12-12 00:00:00	40.5
2005-12-13 00:00:00	40.4
2005-12-14 00:00:00	40.32
2005-12-15 00:00:00	40.24
2005-12-16 00:00:00	40.2
2005-12-17 00:00:00	40.16
2005-12-18 00:00:00	40.14
2005-12-19 00:00:00	40.1
2005-12-20 00:00:00	40.04
2005-12-21 00:00:00	40
2005-12-22 00:00:00	39.94
2005-12-23 00:00:00	39.84
2005-12-24 00:00:00	39.76
2005-12-25 00:00:00	39.68
2005-12-26 00:00:00	39.58
2005-12-27 00:00:00	39.5
2005-12-28 00:00:00	39.4
2005-12-29 00:00:00	39.32
2005-12-30 00:00:00	39.22
2005-12-31 00:00:00	39.14
2006-01-01 00:00:00	39.04
2006-01-02 00:00:00	38.96
2006-01-03 00:00:00	38.86
2006-01-04 00:00:00	38.78
2006-01-05 00:00:00	38.68
2006-01-06 00:00:00	38.6
2006-01-07 00:00:00	38.48
2006-01-08 00:00:00	38.38
2006-01-09 00:00:00	38.3
2006-01-10 00:00:00	38.18
2006-01-11 00:00:00	38.08
2006-01-12 00:00:00	37.96
2006-01-13 00:00:00	37.84
2006-01-14 00:00:00	37.72
2006-01-15 00:00:00	37.6
2006-01-16 00:00:00	37.5
2006-01-17 00:00:00	37.36
2006-01-18 00:00:00	37.24
2006-01-19 00:00:00	37.08
2006-01-20 00:00:00	36.94
2006-01-21 00:00:00	36.78
2006-01-22 00:00:00	36.62
2006-01-23 00:00:00	36.46
2006-01-24 00:00:00	36.3
2006-01-25 00:00:00	36.14
2006-01-26 00:00:00	35.94
2006-01-27 00:00:00	35.82
2006-01-28 00:00:00	35.64
2006-01-29 00:00:00	35.48
2006-01-30 00:00:00	35.32
2006-01-31 00:00:00	35.18
2006-02-01 00:00:00	35.08
2006-02-02 00:00:00	35
2006-02-03 00:00:00	34.92
2006-02-04 00:00:00	34.82
2006-02-05 00:00:00	34.74
2006-02-06 00:00:00	34.64
2006-02-07 00:00:00	34.54
2006-02-08 00:00:00	34.44
2006-02-09 00:00:00	34.34
2006-02-10 00:00:00	34.24
2006-02-11 00:00:00	34.14616394
2006-02-12 00:00:00	34.04108429
2006-02-13 00:00:00	33.9197998
2006-02-14 00:00:00	33.8022728
2006-02-15 00:00:00	33.68422318
2006-02-16 00:00:00	33.5728302
2006-02-17 00:00:00	33.43824768
2006-02-18 00:00:00	33.28098297
2006-02-19 00:00:00	33.11542892
2006-02-20 00:00:00	32.94400787
2006-02-21 00:00:00	32.83356857
2006-02-22 00:00:00	32.6875
2006-02-23 00:00:00	32.54434967
2006-02-24 00:00:00	32.39408875
2006-02-25 00:00:00	32.26491547
2006-02-26 00:00:00	32.10773087
2006-02-27 00:00:00	31.948843
2006-02-28 00:00:00	31.78996086
2006-03-01 00:00:00	31.65173531
2006-03-02 00:00:00	31.52230644
2006-03-03 00:00:00	31.41732407
2006-03-04 00:00:00	31.29041672
2006-03-05 00:00:00	31.15551758
2006-03-06 00:00:00	31.02384567
2006-03-07 00:00:00	30.87067032
2006-03-08 00:00:00	30.70457649
2006-03-09 00:00:00	30.54100418
2006-03-10 00:00:00	30.37356567
2006-03-11 00:00:00	30.20913124
2006-03-12 00:00:00	30.03282356
2006-03-12 00:00:00	30.03282356
2006-03-13 00:00:00	29.87620163
2006-03-13 00:00:00	29.87620163
2006-03-14 00:00:00	29.75829887
2006-03-14 00:00:00	29.75829887
2006-03-15 00:00:00	29.65918159
2006-03-16 00:00:00	29.56551552
2006-03-17 00:00:00	29.46840858
2006-03-18 00:00:00	29.39233589
2006-03-19 00:00:00	29.31210709
2006-03-20 00:00:00	29.26630592
2006-03-21 00:00:00	29.16002464
2006-03-22 00:00:00	29.08487129
2006-03-23 00:00:00	29.01049423
2006-03-24 00:00:00	28.93374634
2006-03-25 00:00:00	28.85901642
2006-03-26 00:00:00	28.78105545
2006-03-27 00:00:00	28.7062664
2006-03-28 00:00:00	28.63549423
2006-03-29 00:00:00	28.57364082
2006-03-30 00:00:00	28.50758362
2006-03-31 00:00:00	28.44387627
2006-04-01 00:00:00	28.37899017
2006-04-02 00:00:00	28.31134415
2006-04-03 00:00:00	28.25013351
2006-04-04 00:00:00	28.19165993
2006-04-05 00:00:00	28.14418602
2006-04-06 00:00:00	28.10489845
2006-04-07 00:00:00	28.06137085
2006-04-08 00:00:00	27.97034836
2006-04-09 00:00:00	27.88297272
2006-04-10 00:00:00	27.77817345
2006-04-11 00:00:00	27.67726135
2006-04-12 00:00:00	27.58470917
2006-04-13 00:00:00	27.48138428
2006-04-14 00:00:00	27.36232185
2006-04-15 00:00:00	27.25065041
2006-04-16 00:00:00	27.12928391
2006-04-17 00:00:00	27.0074482
2006-04-18 00:00:00	26.89739609
2006-04-19 00:00:00	26.79340172
2006-04-20 00:00:00	26.70511055
2006-04-21 00:00:00	26.6139183
2006-04-22 00:00:00	26.51987839
2006-04-23 00:00:00	26.41042137
2006-04-24 00:00:00	26.29384995
2006-04-25 00:00:00	26.20424652
2006-04-26 00:00:00	26.06259155
2006-04-27 00:00:00	25.94047737
2006-04-28 00:00:00	25.81466293
2006-04-29 00:00:00	25.72615814
2006-04-30 00:00:00	25.63462639
2006-05-01 00:00:00	25.5538826
2006-05-02 00:00:00	25.47551727
2006-05-03 00:00:00	25.39926338
2006-05-04 00:00:00	25.36059761
2006-05-05 00:00:00	25.33541298
2006-05-06 00:00:00	25.28104782
2006-05-07 00:00:00	25.27449226
2006-05-08 00:00:00	25.51163864
2006-05-09 00:00:00	25.55559731
2006-05-10 00:00:00	25.66117859
2006-05-11 00:00:00	25.78983116
2006-05-12 00:00:00	25.78983116
2006-05-13 00:00:00	25.75060463
2006-05-14 00:00:00	25.69636154
2006-05-15 00:00:00	25.60597992
2006-05-16 00:00:00	25.54754066
2006-05-17 00:00:00	25.46695709
2006-05-18 00:00:00	25.391325
2006-05-19 00:00:00	25.31126976
2006-05-20 00:00:00	25.23062515
2006-05-21 00:00:00	25.14289856
2006-05-22 00:00:00	25.05699348
2006-05-23 00:00:00	24.96999168
2006-05-24 00:00:00	24.8852005
2006-05-25 00:00:00	24.79384613
2006-05-26 00:00:00	24.71302605
2006-05-27 00:00:00	24.62069321
2006-05-28 00:00:00	24.54080963
2006-05-29 00:00:00	24.45828438
2006-05-30 00:00:00	24.37299538
2006-05-31 00:00:00	24.25092506
2006-06-01 00:00:00	24.18522644
2006-06-02 00:00:00	24.0967865
2006-06-03 00:00:00	24.05222893
2006-06-04 00:00:00	23.98492813
2006-06-05 00:00:00	23.91440582
2006-06-06 00:00:00	23.85089302
2006-06-07 00:00:00	23.76445961
2006-06-08 00:00:00	23.68927956
2006-06-09 00:00:00	23.60564613
2006-06-10 00:00:00	23.52316475
2006-06-11 00:00:00	23.43934441
2006-06-12 00:00:00	23.36241722
2006-06-13 00:00:00	23.27878571
2006-06-14 00:00:00	23.19439888
2006-06-15 00:00:00	23.09797096
2006-06-16 00:00:00	23.01678085
2006-06-17 00:00:00	22.90057945
2006-06-18 00:00:00	22.75774765
2006-06-19 00:00:00	22.62238503
2006-06-20 00:00:00	22.47432709
2006-06-21 00:00:00	22.3080864
2006-06-22 00:00:00	22.16783142
2006-06-23 00:00:00	22.05624962
2006-06-24 00:00:00	21.96538925
2006-06-25 00:00:00	21.87028885
2006-06-26 00:00:00	21.7746067
2006-06-27 00:00:00	21.63791084
2006-06-28 00:00:00	21.51076889
2006-06-29 00:00:00	21.36439514
2006-06-30 00:00:00	21.22077942
2006-07-01 00:00:00	21.12232018
2006-07-02 00:00:00	21.31320381
2006-07-03 00:00:00	21.57098961
2006-07-04 00:00:00	21.59263229
2006-07-05 00:00:00	21.58222389
2006-07-06 00:00:00	21.56060219
2006-07-07 00:00:00	21.48789978
2006-07-08 00:00:00	21.41809464
2006-07-09 00:00:00	21.35123253
2006-07-10 00:00:00	21.25266075
2006-07-11 00:00:00	21.2162571
2006-07-12 00:00:00	21.10386848
2006-07-13 00:00:00	21.09187889
2006-07-14 00:00:00	21.02345657
2006-07-15 00:00:00	20.94608688
2006-07-16 00:00:00	20.95049286
2006-07-17 00:00:00	21.18062782
2006-07-18 00:00:00	22.78142929
2006-07-19 00:00:00	23.33257675
2006-07-20 00:00:00	23.53569412
2006-07-21 00:00:00	23.58662796
2006-07-22 00:00:00	23.65200806
2006-07-23 00:00:00	23.6997757
2006-07-24 00:00:00	23.73335648
2006-07-25 00:00:00	23.75992966
2006-07-26 00:00:00	23.72195816
2006-07-27 00:00:00	23.80684853
2006-07-28 00:00:00	23.87875175
2006-07-29 00:00:00	23.9373703
