yday,2000,2001,2002,2003,2004,2005
60,1.17013888888889,2.25729166666667,0.558449074074075,2.16828703703704,0.670254629629631,0
61,1.1712962962963,2.25717592592593,0,2.13541666666667,0.653935185185187,0
62,1.25347222222222,2.2300925925926,0,2.31481481481482,0,0
63,1.4375,2.3056712962963,0,2.72662037037038,0,0
64,1.95370370370371,2.33182870370371,0,2.12627314814815,0,0
65,1.9525462962963,2.33078703703704,0,0,0,0
66,1.96296296296297,2.14907407407408,0,0,0,0
67,1.9525462962963,0.588194444444446,0,2.31354166666667,0,0
68,1.95138888888889,2.44340277777778,0.00775462962962965,2.11701388888889,0,0
69,2.01736111111112,3.57986111111112,0,2.2738425925926,0,0
70,1.87615740740741,3.52523148148149,0,2.23854166666667,0,0
71,1.95370370370371,3.57557870370371,0,1.73611111111111,0,0
72,1.9525462962963,2.07604166666667,0.806481481481483,0.28888888888889,0,0
73,1.80902777777778,1.93159722222223,0.523495370370372,0.31238425925926,0,0
74,1.94097222222223,2.22118055555556,0.52164351851852,1.20925925925926,0,0
75,1.95601851851852,1.22337962962963,0.97465277777778,3.12407407407408,0,0
76,1.81365740740741,2.14201388888889,1.3087962962963,3.12395833333334,0.883796296296298,0
77,1.80671296296297,2.2775462962963,1.3025462962963,2.13599537037038,0.995717592592595,0
78,1.91550925925926,2.35104166666667,1.3025462962963,1.79849537037037,1.00428240740741,0
79,1.85185185185186,1.82291666666667,1.00532407407408,2.07719907407408,1.00289351851852,0
80,1.6863425925926,1.84398148148149,0.850578703703705,2.07546296296297,1.00243055555556,0
81,1.82291666666667,2.07731481481482,0.744328703703705,2.08726851851852,1.00555555555556,0
82,1.82291666666667,2.04756944444445,0.659490740740742,2.08414351851852,1.01342592592593,0
83,1.82291666666667,2.10416666666667,0.716782407407409,2.08402777777778,1.01203703703704,0
84,1.82291666666667,0,0.276273148148149,1.56030092592593,1.00740740740741,0
85,1.83101851851852,4.16666666666668,1.00659722222222,1.52893518518519,1.00486111111111,0
86,1.82291666666667,1.89791666666667,1.5625,1.47013888888889,1.00439814814815,0
87,1.82291666666667,1.82268518518519,1.56319444444445,1.56689814814815,0.981712962962965,0
88,1.82291666666667,1.6519675925926,1.56261574074074,1.57106481481482,1.00729166666667,0
89,1.83796296296297,0.892708333333335,1.76793981481482,1.55729166666667,1.01284722222222,0
90,1.79513888888889,1.18217592592593,1.82303240740741,1.56574074074074,1.00914351851852,0
91,1.82291666666667,1.30833333333334,1.82326388888889,0.582407407407409,1.00277777777778,0
92,1.83101851851852,1.04166666666667,1.82534722222223,0.636574074074076,1.01018518518519,0
93,1.83217592592593,1.24907407407408,1.82256944444445,1.38888888888889,1.00671296296297,0
94,1.82291666666667,1.3056712962963,1.83472222222223,1.38888888888889,1.00763888888889,0
95,1.80787037037037,0.794791666666668,1.82395833333334,1.38888888888889,1.00092592592593,0
96,1.82407407407408,0,1.17210648148148,1.38888888888889,0.917476851851854,0
97,1.83217592592593,0,0.781365740740742,1.38888888888889,0.936458333333335,0
98,1.07870370370371,3.41493055555556,0.781365740740742,0.462962962962964,1.01006944444445,0
99,1.57638888888889,1.04166666666667,0.781365740740742,0,1.01030092592593,0
100,2.47453703703704,1.04814814814815,0.781828703703705,0.726851851851853,1.00590277777778,0
101,2.47453703703704,1.05439814814815,0.781944444444446,1.84050925925926,1.009375,0
102,2.02314814814815,1.0400462962963,0.785532407407409,1.04467592592593,1.01261574074074,0
103,1.82407407407408,1.04166666666667,0.786226851851854,1.04467592592593,0.998842592592595,0
104,1.75115740740741,1.04699074074074,0.781365740740742,1.03888888888889,1.04166666666667,0
105,1.60416666666667,1.17141203703704,0.781944444444446,1.05532407407408,1.009375,0
106,1.56018518518519,1.14293981481482,0.781481481481483,1.87395833333334,1.00393518518519,0
107,2.42245370370371,1.04016203703704,0.781828703703705,1.12476851851852,0.978935185185187,0
108,2.47453703703704,1.04166666666667,0.781481481481483,0.880324074074076,1.00231481481482,0
109,1.91898148148149,1.04155092592593,0.781365740740742,0.879166666666669,1.00682870370371,0
110,1.87268518518519,1.04189814814815,0.781712962962965,0.886111111111113,1.01446759259259,0
111,1.43981481481482,0.97777777777778,0.781481481481483,2.66203703703704,1.01273148148148,0
112,1.42476851851852,1.7050925925926,1.0025462962963,0.00347222222222223,1.00578703703704,0
113,1.30439814814815,0.893055555555557,1.04293981481482,0.923958333333335,0.999305555555558,0
114,1.17476851851852,0.781365740740742,1.04212962962963,0.885185185185187,0.998263888888891,0
115,1.03703703703704,0.781250000000002,1.04224537037037,0.87627314814815,1.00821759259259,0
116,0.998842592592595,0.781250000000002,1.04803240740741,0.881018518518521,1.00439814814815,0
117,0.912037037037039,0.781250000000002,1.04189814814815,0.885879629629632,0.925578703703706,0
118,0.763888888888891,0.781250000000002,1.04166666666667,0.873842592592595,1.01423611111111,0
119,0.743055555555557,0.781365740740742,1.04027777777778,0.882754629629631,1.01863425925926,0
120,0.778935185185187,0.129976851851852,1.54328703703704,0.882407407407409,1.01527777777778,0
121,0.751157407407409,0,1.7175925925926,0.878935185185187,1.0125,0
122,0.396990740740742,0.00127314814814815,0.00104166666666667,0.877546296296298,0.912962962962965,0
123,0.431712962962964,0,0.998495370370373,0.87476851851852,0.895949074074076,0
124,0.392361111111112,0,1.27569444444445,0.878703703703706,0.898032407407409,0
125,0.493055555555557,0,1.83483796296297,0.883564814814817,0.894328703703706,0
126,0.520833333333334,0.000347222222222223,1.30393518518519,0.882986111111113,0.594212962962964,0.936574074074076
127,0.523148148148149,0,1.30601851851852,0.878240740740743,0.883564814814817,1.13206018518519
128,0.520833333333334,0,1.30659722222223,0.875347222222224,0.885879629629632,1.13993055555556
129,0.521990740740742,0,1.32430555555556,0.866666666666668,0.877662037037039,1.14965277777778
130,0.520833333333334,0,1.30335648148148,0.942824074074076,0.89189814814815,1.15138888888889
131,0.520833333333334,0.885995370370372,1.64398148148149,0.889814814814817,0.892939814814817,1.14918981481482
132,0.469907407407408,2.01909722222223,1.82361111111112,0.894560185185187,0.897916666666669,1.14988425925926
133,0.253472222222223,2.34363425925926,1.38819444444445,0.894675925925928,0.893865740740743,1.14988425925926
134,0.168981481481482,2.34375000000001,0.531712962962964,0.89340277777778,0.888310185185187,1.14444444444445
135,0.51851851851852,0.846875000000002,0.519560185185186,0.888310185185187,0.88564814814815,1.13854166666667
136,0.520833333333334,0.781250000000002,0.0900462962962965,0.888310185185187,0.883912037037039,1.14606481481482
137,0.520833333333334,0.781134259259261,0.665277777777779,0.88715277777778,0.887962962962965,1.15555555555556
138,0.0601851851851853,0.781250000000002,0.67002314814815,0.886574074074076,0.925925925925928,1.15555555555556
139,0.00115740740740741,0.781250000000002,2.17222222222223,0.894328703703706,0.921180555555558,1.15439814814815
140,0,0.781250000000002,2.34687500000001,0.898726851851854,0.895486111111113,1.14722222222222
141,0,0.781365740740742,2.34502314814815,0.897337962962965,0.892476851851854,1.13923611111111
142,0,0.781250000000002,2.34456018518519,0.894097222222224,0.888541666666669,1.72361111111111
143,0.00115740740740741,0.376736111111112,2.25752314814815,0.891666666666669,0.884722222222224,1.725
144,0.100694444444445,0,2.32407407407408,0.888657407407409,0.882175925925928,1.71377314814815
145,0.136574074074074,0,2.42557870370371,0.894097222222224,0.893981481481483,1.55370370370371
146,0.12962962962963,0,2.34502314814815,0.898263888888891,0.894560185185187,1.48472222222223
147,0.12962962962963,0,2.34479166666667,0.899305555555558,0.89027777777778,1.48460648148148
148,0.125,0,2.27662037037038,0.893981481481483,0.885879629629632,1.47974537037037
149,0.136574074074074,0,2.33587962962963,0.892245370370372,0.888194444444446,1.484375
150,0.130787037037037,0.0138888888888889,2.34537037037038,0.885532407407409,0.884606481481483,1.49641203703704
151,0.130787037037037,0,2.08900462962963,0,0.892129629629632,2.75289351851852
152,0.12962962962963,0,1.83263888888889,0.585532407407409,0.897337962962965,2.93043981481482
153,0.130787037037037,1.05162037037037,2.34664351851852,0.889467592592594,0.897685185185187,2.92673611111112
154,0.125,1.30208333333334,2.34363425925926,0.300462962962964,0.807060185185187,2.91666666666667
155,0.130787037037037,1.27627314814815,2.34814814814815,0,0.622106481481483,2.91423611111112
156,0.12962962962963,0.461921296296297,2.34432870370371,0,0.757754629629631,2.92164351851852
157,0.130787037037037,0.516898148148149,2.35162037037038,0,0.412962962962964,2.93854166666667
158,0.12962962962963,0.521296296296297,2.34386574074075,0,0.882060185185187,2.93402777777778
159,0.130787037037037,0.520833333333334,2.34421296296297,0,0.879166666666669,2.91990740740741
160,0.125,0.520370370370371,2.34479166666667,0,0.878240740740743,2.8775462962963
161,0.127314814814815,0.520833333333334,2.34513888888889,0.00185185185185186,0.88414351851852,2.14583333333334
162,0.130787037037037,0.491087962962964,2.4806712962963,0.0409722222222223,0.883796296296298,2.52407407407408
163,0.12962962962963,0,0.253472222222223,0.0694444444444446,0.884606481481483,2.89351851851852
164,0.118055555555556,0,0,0,0.875347222222224,2.90648148148149
165,0.130787037037037,0,0,0,0.885763888888891,2.92662037037038
166,0.130787037037037,0,1.06608796296297,0,0.884953703703706,2.9275462962963
167,0.12962962962963,0.0141203703703704,1.83159722222223,0,0.888194444444446,2.39467592592593
168,0.130787037037037,0,1.72800925925926,0,0.890162037037039,2.30335648148149
169,0.12962962962963,0,0.260416666666667,0,0.889699074074076,2.31087962962963
170,0.130787037037037,0,0.26087962962963,0,0.888194444444446,2.32337962962963
171,0.744212962962965,0,0.678703703703705,0.299652777777778,0.885300925925928,2.3425925925926
172,0.982638888888891,0,0.803472222222224,0,0.891203703703706,2.34664351851852
173,0.627314814814816,0,0.781481481481483,0,0.894097222222224,0.0488425925925927
174,0.130787037037037,0,0.781597222222224,0,0.894560185185187,0
175,0.145833333333334,0,0.781712962962965,0.530555555555557,0.894097222222224,0
176,0.130787037037037,0,0.781481481481483,1.37615740740741,0.890393518518521,0
177,0.12962962962963,0,0.783680555555557,2.28715277777778,0.884837962962965,0
178,0.130787037037037,0,0.787037037037039,2.39050925925926,0.885069444444446,0
179,0.12962962962963,0,0.790509259259261,2.38344907407408,0.889467592592594,0
180,0.130787037037037,0,0.76539351851852,2.3457175925926,0.895138888888891,0
181,0.12962962962963,0,0.781481481481483,0,0.894444444444446,0
182,0.112268518518519,0,0.781250000000002,0,0.889930555555558,0.0114583333333334
183,0.128472222222222,0,0.796990740740742,0.303703703703704,0.889236111111113,0
184,0.130787037037037,0,0.781481481481483,0,0.879629629629632,0
185,0.12962962962963,0,0.781712962962965,0,0.884837962962965,0
186,0,0,0.77476851851852,0.702546296296298,0.88877314814815,0
187,0.12962962962963,0,0.788078703703705,1.13125,0.888657407407409,0
188,0,1.31365740740741,0.781597222222224,1.13668981481482,0.828356481481483,0
189,0.128472222222222,1.82280092592593,0.783333333333335,1.03333333333334,0.787731481481483,0
190,0.130787037037037,1.82314814814815,0.775462962962965,1.13275462962963,0.783912037037039,0.62476851851852
191,0.12962962962963,0.563310185185186,0.778240740740742,1.13090277777778,0.781365740740742,0.898263888888891
192,0.12962962962963,0.522685185185186,0.780902777777779,1.12881944444445,0.775462962962965,0.905324074074076
193,0.128472222222222,0.526273148148149,0.781481481481483,1.12743055555556,0.781365740740742,0.904282407407409
194,0.12962962962963,0.702430555555557,0.781481481481483,1.13344907407408,0.787962962962965,0.225462962962963
195,0.12962962962963,1.04166666666667,0.780787037037039,1.13981481481482,0.786111111111113,0
196,0.131944444444445,1.04166666666667,0.780787037037039,1.13761574074074,0.769328703703705,0.668055555555557
197,0.12962962962963,1.04166666666667,0.780555555555557,1.13553240740741,0.775115740740742,0.884259259259261
198,0.130787037037037,0.787384259259261,0.781944444444446,1.13206018518519,0.53263888888889,0.888310185185187
199,0.12962962962963,0.584722222222224,0.78101851851852,1.12939814814815,0,0.890509259259261
200,0.130787037037037,0.555671296296298,0.781134259259261,1.12789351851852,0,0.890856481481483
201,0.130787037037037,0.529976851851853,0.781481481481483,1.1332175925926,0,0.889120370370372
202,0.12962962962963,0.792361111111113,0.781250000000002,1.14039351851852,0,0.174652777777778
203,0.130787037037037,1.04166666666667,0.781134259259261,1.14039351851852,0,0
204,0.12962962962963,0.96064814814815,0.449305555555557,1.13576388888889,0,0.508101851851853
205,0.130787037037037,0.254398148148149,0.329745370370371,1.13344907407408,0,1.33564814814815
206,0.130787037037037,0,0.262847222222223,1.13055555555556,0,1.71539351851852
207,0.12962962962963,0,0.25925925925926,1.13055555555556,0,1.73032407407408
208,0.130787037037037,0,0.646990740740742,1.1332175925926,0,1.12407407407408
209,0.12962962962963,0.767708333333335,0.52800925925926,1.13958333333334,0,0.729166666666668
210,0.130787037037037,0.702662037037039,0.189930555555556,1.14027777777778,0,1.06041666666667
211,0.12962962962963,0,0.000115740740740741,1.13726851851852,0,1.73182870370371
212,0.130787037037037,0,0,1.06157407407408,0,1.75057870370371
213,0.130787037037037,0.000231481481481482,0.0796296296296298,0.732638888888891,0,1.32893518518519
214,0.12962962962963,0,0.78564814814815,0.647569444444446,0,1.73564814814815
215,0.130787037037037,0,1.00289351851852,0.646527777777779,0,1.7119212962963
216,0.12962962962963,0.493750000000001,0.796759259259261,0.651736111111113,0,1.72546296296297
217,0.12962962962963,0.787847222222224,0.521064814814816,0.65138888888889,0,0.859259259259261
218,0.130787037037037,0.742361111111113,0.519097222222223,0.651041666666668,0,1.73807870370371
219,0.12962962962963,0,0.520949074074075,0.652314814814816,0,2.76585648148149
220,0,0.00393518518518519,0.929629629629632,0.650231481481483,0,3.60208333333334
221,0,0.000115740740740741,0.736805555555557,0.649305555555557,0,2.85208333333334
222,0,0.000115740740740741,0.476273148148149,0.651620370370372,0,2.86412037037038
223,0,1.178125,0.520949074074075,0.654745370370372,0,2.86331018518519
224,0,1.30208333333334,0.521180555555557,0.653819444444446,0,2.84837962962964
225,0,1.08877314814815,0.522685185185186,0.651157407407409,0,2.68148148148149
226,0,0,0.523495370370372,0.649884259259261,0,2.65277777777778
227,0,0,0.531828703703705,0.651041666666668,0,2.89097222222223
228,0,0,0.520949074074075,0.648611111111112,0,2.89074074074075
229,0.0231481481481482,0,0.560300925925927,0.650115740740742,0,2.89097222222223
230,0,0.907175925925928,0.521180555555557,0.653356481481483,0,2.88148148148149
231,0,1.04178240740741,0.521064814814816,0.654166666666668,0,2.50162037037038
232,0,0.916550925925928,0.521064814814816,0.652777777777779,0,2.16712962962963
233,0,0.542939814814816,1.18900462962963,0.651736111111113,0,2.70023148148149
234,0,0.528356481481483,1.57025462962963,0.645486111111113,0,0.00289351851851852
235,0,0.522569444444446,1.56273148148148,0.646064814814816,0,0
236,0,0.522106481481483,1.58888888888889,0.587615740740742,0,0.000462962962962964
237,0,0.682870370370372,1.56365740740741,0.551620370370372,0,0
238,0,0.781481481481483,1.56342592592593,0.190972222222223,0.0601851851851853,0
239,0,0.747106481481483,1.45439814814815,0,0,0
240,0,1.22164351851852,1.56215277777778,0,0,0
241,0,1.31898148148148,1.56307870370371,0,0,2.73541666666667
242,0,1.31782407407408,1.56342592592593,0,0,2.83750000000001
243,0,1.3025462962963,1.90138888888889,0,0,1.40127314814815
244,0,1.28738425925926,1.56527777777778,0,0,1.659375
245,0,1.30208333333334,2.00092592592593,0,0,2.88657407407408
246,0,0.0120370370370371,2.04328703703704,0,0,2.87928240740741
247,0,0,2.08414351851852,0,0,2.89444444444445
248,0,0,2.08483796296297,0,0,2.8957175925926
249,0,0,2.08402777777778,0,0,2.89791666666667
250,0,0,2.084375,0,0,2.89247685185186
251,0.00115740740740741,0.0141203703703704,2.08495370370371,0,0,1.92037037037037
252,0,0,2.09745370370371,0,0,2.32789351851852
253,0.00462962962962964,0,1.56412037037037,0,0,2.84988425925927
254,0.00925925925925928,0,1.55856481481482,0,0,2.8795138888889
255,0,0,1.57777777777778,0,0,3.11689814814816
256,0,0,2.13240740740741,0,0,2.93310185185186
257,0,0,2.60243055555556,0,0,2.88865740740741
258,0,0,2.60277777777778,0,0.287500000000001,1.36805555555556
259,0,0,2.5519675925926,0,0,0.832638888888891
260,0,0,2.08217592592593,0,0,2.74733796296297
261,0,0.00150462962962963,2.35960648148149,0,0,3.19155092592593
262,0,0,2.59548611111112,0,0,3.22314814814816
263,0,0,2.6025462962963,0,0,2.45289351851852
264,0.0138888888888889,0,2.60393518518519,0,0,2.24872685185186
265,0,0.0278935185185186,2.60405092592593,0,0,2.24537037037038
266,0,0,2.60474537037038,0,0,2.24872685185186
267,0,0,2.50636574074075,0,0,2.48344907407408
268,0,0.000115740740740741,2.60462962962964,0,0,2.87106481481482
269,0,0,2.38101851851852,0,0,2.89756944444445
270,0,0,2.52777777777778,0,0,2.11122685185186
271,0,0,2.6050925925926,0,0,2.0875
272,0,0.00173611111111111,2.60532407407408,0,0,2.084375
273,0,0.00347222222222223,2.60949074074075,0,0,2.08391203703704
274,0,0.00173611111111111,2.60995370370371,0,0,2.60543981481482
275,0.0289351851851852,0,2.24930555555556,0,0,2.97245370370371
276,0,0,1.73275462962963,0,0,2.98495370370371
277,0,0,1.7806712962963,0,0,2.92835648148149
278,0,0,2.21412037037038,0,0,2.0550925925926
279,0,0,2.61215277777778,0,0,2.05011574074075
280,0,0,2.61909722222223,0,0,0.47326388888889
281,0,0.000115740740740741,2.6462962962963,0,0,1.8525462962963
282,0,0,2.71608796296297,0,0,3.25868055555556
283,0.00578703703703705,0,2.62303240740741,0,0,3.47337962962964
284,0,0.0138888888888889,2.32615740740741,0,0,1.99386574074075
285,0,0,2.60439814814815,0,0,2.04953703703704
286,0,0,2.63240740740741,0,0,1.99953703703704
287,0.00694444444444446,0,2.3050925925926,0,0,1.60451388888889
288,0,0,2.61099537037038,0,0,1.88680555555556
289,0,0,2.62337962962964,0,0.104050925925926,1.17777777777778
290,0.16550925925926,0.0938657407407409,2.53472222222223,0,0,0.642476851851853
291,0,0,2.08472222222223,0,0,1.55069444444445
292,0,0,2.09513888888889,0,0,2.03495370370371
293,0,0,2.60312500000001,0,0,1.5894675925926
294,0,0,2.25995370370371,0,0,1.58356481481482
295,0,0,2.08506944444445,0,0,1.49780092592593
296,0,0.00925925925925928,2.08402777777778,0,0,1.48738425925926
297,0,0,2.08460648148149,0,0,1.49525462962963
298,0,0,2.08460648148149,0,0,0
299,0,0,2.08495370370371,0,0,0
300,0,0,2.13969907407408,0,0,0
301,0,0,2.56203703703704,0,0,0
302,0,0,2.6056712962963,0,0,0
303,0,0.00925925925925928,2.28807870370371,0,0,0
304,0.0104166666666667,0,2.0988425925926,0,0,0
305,0,0,2.08460648148149,0,0,0
306,0,0,2.23969907407408,0,0,0
307,0,0,2.15740740740741,0,0,0
308,0,0,2.60902777777778,0,0,0
309,0,0,2.60439814814815,0,0,0
310,0,0,2.6050925925926,0,0,0
311,0,0,2.60497685185186,0,0,0
312,0,0,2.65520833333334,0,0,0
313,0,0,2.58912037037038,0,0,0
314,0,0.000115740740740741,2.60532407407408,0,0,0
315,0,0,2.60856481481482,0,0,0
316,0.0104166666666667,0,2.46712962962964,0,0,0
317,0,0.000115740740740741,0.286226851851852,0,0,0
318,0,0,0,0,0,0
319,0,0.000115740740740741,0.747106481481483,0,0,0
320,0,0,2.63414351851852,0,0,0
321,0,0,2.98599537037038,0,0,0
322,0,0,3.12476851851853,0,0,0
323,0.00115740740740741,0.000115740740740741,3.12523148148149,0,0,0
324,0,0.000115740740740741,3.1244212962963,0,0,0
325,0,0,3.12847222222223,0,0,0
326,0,0,2.69363425925927,0,0,0
327,0,0,2.66388888888889,0,0,0
328,0,0,3.12523148148149,0,0,0
329,0,0,3.14027777777778,0,0,0
330,0,0,2.55428240740741,0,0,0
331,0,0.000231481481481482,3.12361111111112,0,0,0
332,0,0,3.08680555555556,0,0,0
333,0,0,3.13449074074075,0,0,0
334,0,0.0284722222222223,3.26284722222223,0,0,0
335,0,0.000810185185185187,3.12280092592593,0,0,0
336,0,0.00925925925925928,0.759375000000002,0,0,0
337,0,0,0.000115740740740741,0,0,0
338,0,0,2.48437500000001,0,0,0
339,0,0.000115740740740741,3.12581018518519,0,0,0
340,0,0,3.14583333333334,0,0,0
341,0,0,3.12719907407408,0,0,0
342,0,0,3.12812500000001,0,0,0
343,0,0,3.14745370370371,0,0,0
344,0,0,3.51562500000001,0.592592592592594,0,0
345,0,0.000231481481481482,3.09351851851852,0.740046296296298,0,0
346,0,0.000347222222222223,3.12777777777778,0.775578703703706,0,0
347,0,0.000462962962962964,3.12673611111112,0.775810185185187,0,0
348,0,0,3.08865740740741,0.779513888888891,0,0
349,0,0,1.42557870370371,0.792361111111113,0,0
350,0,0,3.12673611111112,0.781944444444446,0,0
351,0,0,3.12916666666667,0.77476851851852,0,0
352,0,0,2.55682870370371,0.774074074074076,0,0
353,0,0,3.58541666666667,0.77476851851852,0,0
354,0,0,3.64641203703705,0.774537037037039,0,0
355,0,0.000462962962962964,3.65578703703705,0.778240740740742,0,0.336921296296297
356,0,0,3.63969907407408,0.607986111111112,0.809259259259261,0
357,0,0,3.65972222222223,0.779513888888891,1.11435185185185,0
358,0,0,3.65914351851853,0.771296296296298,1.1394675925926,0
359,0,0,3.16736111111112,0.769675925925928,1.13981481481482,0
360,0,0,3.30671296296297,0.775694444444446,3.04560185185186,0
361,0,0,3.15034722222223,0.779745370370372,2.05578703703704,0
362,0,0,3.12569444444445,0.775231481481483,2.56875000000001,0
363,0,0,3.08958333333334,0.771875000000002,2.03275462962963,0
364,0,0,3.12673611111112,0.772916666666668,2.015625,0
365,0,0,3.1701388888889,0.767361111111113,1.71412037037037,0
366,0,0,3.1701388888889,0.767361111111113,1.52662037037037,0
