DateTime	uas_m.s-1	vas_m.s-1	ps_Pa	tas_degC	pr_mm	rsds_W.m-2	rlds_W.m-2	hurs_%	cc_frac	petH_mm.day-1	wss_m s**-1
1981-02-01 00:00:00	-3.49071539515305	3.22309564661789	99119.71457925	28.0780185107422	0	329.907467396484	393.503546854492	47.3049502529907	0.659486468494171	5.91925823057182	4.78549288857566
1981-02-02 00:00:00	0.377104275321005	-1.56232725456238	98629.661130375	27.7671289790039	0	265.803568894775	416.021478382812	46.4911119165649	0.707620543429694	7.25118073295809	1.72502222232416
1981-02-03 00:00:00	0.000896435879153072	6.54801332506561	99062.856849625	19.3175060468824	0	219.554023181396	404.194636995605	72.1573131479492	0.779703425399795	6.01712620874525	6.4185227435202
1981-02-04 00:00:00	-2.5851023393097	7.23435926516724	99677.0393935	16.700669628418	0	249.757118189941	326.361715538223	61.5461184909058	0.825663592912296	4.01893013093093	7.58518390415128
1981-02-05 00:00:00	-2.42203059983445	6.93430058508301	99683.1953204411	17.9972011083985	0	340.506561085449	328.976199900879	60.9345671697998	0.727893155147377	4.41056781797884	7.22113548579857
1981-02-06 00:00:00	-2.28521038114929	5.54982852921295	99275.505910125	20.0214162236328	0	302.069726018687	348.68544626416	65.0835013538818	0.745319853156694	4.56230436382649	5.90533070093156
1981-02-07 00:00:00	-0.799696660602569	2.82688804772949	98397.1473130346	22.7086851079102	0	337.256480482552	351.153497882812	59.6254117305298	0.697820557357063	6.36511111727792	2.84645771930665
1981-02-08 00:00:00	1.41402511584799	4.59441210407257	98657.7847324213	18.4230501699219	0	303.667912497819	349.763124513672	67.3041262712402	0.737215385981062	5.72031558786579	4.79784407894492
1981-02-09 00:00:00	-1.25682396125835	4.14770106128704	99172.069974625	18.573872791057	1.02305187338368	291.219964089355	357.684881504883	46.1809861381226	0.744005488095301	4.34469228046241	4.27033632249045
1981-02-10 00:00:00	-0.969022920098306	4.89623153896163	99279.104992125	17.9594765766602	0	263.320264946045	343.132740733887	58.517148501648	0.791247003933914	4.43239241044785	4.88387190332229
1981-02-11 00:00:00	-1.39760474893761	5.89749115655518	99480.111027125	17.8686636323242	0	326.106762037598	324.034888213867	64.82915559375	0.738350865529601	4.654938957258	5.97432514844165
1981-02-12 00:00:00	-0.570583094218733	4.46404496157456	99267.535834625	18.219511897461	0	330.508186341797	326.794050935059	64.0713699804687	0.727693475572355	5.2407548874188	4.42180663945506
1981-02-13 00:00:00	2.35111339742279	4.63335407490921	99157.99574025	17.5608986708985	0	297.716618722168	349.703758063697	68.117311083374	0.735482469802558	4.03906812205248	5.20386353053474
1981-02-14 00:00:00	2.36801844685364	2.71581415301514	99226.10101525	16.7480226611328	0	304.569070057949	324.517842603516	63.7447567403564	0.756470814193076	4.15078637354915	3.61332755776041
1981-02-15 00:00:00	2.37393339359474	3.77519686175156	99254.393596375	16.1997251049805	0	253.664569729684	341.06684089209	67.6844901346436	0.796716466652671	4.69606496045939	4.53101916610402
1981-02-16 00:00:00	1.48960510717201	2.95078823706236	99388.381736375	16.4492854980469	0	312.923801494629	315.533527843262	62.6020763859863	0.753798193041862	4.33507050929051	3.31418793826306
1981-02-17 00:00:00	1.4325230252142	3.39053386947632	99352.1213809106	17.8686636323242	0	265.393935407471	341.038791991211	70.2073210124512	0.779949615675697	4.12446390773779	3.73640513712233
1981-02-18 00:00:00	-0.895922540489198	5.62343684586334	99531.619535875	16.7663445727539	0	275.793677174561	344.110298179199	66.09183402771	0.764298028622857	4.28680325365677	5.57738655142452
1981-02-19 00:00:00	-1.1665755294075	6.21216805796814	99746.0625094758	16.3880200239258	0	269.662994470703	337.149796282068	60.3393758925781	0.777334559602107	3.64404339665513	6.20718035733392
1981-02-20 00:00:00	-1.20163239043999	5.44650780475617	99813.822468375	16.4030190771485	0	231.859890448975	345.467806459473	67.2374283334351	0.80592800727239	3.76839297958441	5.48867128258298
