Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,CyanoBiovol,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Temp_subzero,Season,Pptn_lag1,Temp_lag1,Wind_speed_lag1,PET_lag1,Q_lag1,Rain_day_lag1,Pptn_intense_lag1,Wind_under_Q0.2_lag1,Wind_under_Q0.4_lag1,Wind_over_Q0.6_lag1,Wind_over_Q0.8_lag1,TP_lake_prevSummer,colour_lake_prevSummer,chl-a_lake_prevSummer,Temp_prevSummer,CyanoBiovol_prevSummer
1998-10-31,531.4233936926786,12.352610618826537,2.3911031713535182,507.10184049199967,54.544060800000004,65.74999999999999,21.099999999999998,32.36666666666667,,2.28,88.0,14.0,41.0,82.0,62.0,23.0,0.0,summ,405.19303526518763,1.5748026184291781,2.529713984840159,53.75195416500001,86.94120960000005,74.0,7.0,41.0,80.0,73.0,31.0,29.416666666666668,19.0,23.066666666666666,13.967991497012079,2.82
1999-04-30,453.83927763552316,0.6861891887152837,2.774040871360444,46.680982415,130.62435840000003,109.83333333333333,,,65.11764705882354,,73.0,14.0,31.0,67.0,69.0,42.0,66.0,wint,531.4233936926786,12.352610618826537,2.3911031713535182,507.10184049199967,54.544060800000004,88.0,14.0,41.0,82.0,62.0,23.0,32.36666666666667,,21.099999999999998,12.352610618826537,2.28
1999-10-31,532.7890649178661,13.214250311126383,2.47731638794926,516.6124132259998,73.31238720000003,99.39999999999999,,,50.42307692307692,5.96,78.0,16.0,35.0,72.0,59.0,30.0,0.0,summ,453.83927763552316,0.6861891887152837,2.774040871360444,46.680982415,130.62435840000003,73.0,14.0,31.0,67.0,69.0,42.0,32.36666666666667,,21.099999999999998,12.352610618826537,2.28
2000-04-30,386.58252027031443,2.0818087866864325,2.9131824368617534,68.73090670799999,97.34497920000005,116.46153846153847,,,63.80769230769231,,71.0,9.0,41.0,78.0,84.0,52.0,52.0,wint,532.7890649178661,13.214250311126383,2.47731638794926,516.6124132259998,73.31238720000003,78.0,16.0,35.0,72.0,59.0,30.0,,50.42307692307692,,13.214250311126383,5.96
2000-10-31,610.7659853117253,13.258922679670194,2.50128317558527,510.84217708499915,58.05276479999998,64.11111111111111,22.166666666666668,32.666666666666664,42.56,4.67,93.0,17.0,39.0,76.0,67.0,26.0,0.0,summ,386.58252027031443,2.0818087866864325,2.9131824368617534,68.73090670799999,97.34497920000005,71.0,9.0,41.0,78.0,84.0,52.0,,50.42307692307692,,13.214250311126383,5.96
2001-04-30,660.2846817021672,0.6935168336431509,2.6862747281297943,57.35337012800001,201.60973440000004,108.6875,,,87.04,,87.0,23.0,34.0,69.0,74.0,40.0,68.0,wint,610.7659853117253,13.258922679670194,2.50128317558527,510.84217708499915,58.05276479999998,93.0,17.0,39.0,76.0,67.0,26.0,32.666666666666664,42.56,22.166666666666668,13.258922679670194,4.67
2001-10-31,470.42652397752124,13.684297718740869,2.413622912690887,529.4805287509998,53.74460160000003,58.5,21.03333333333333,38.333333333333336,68.70370370370371,0.58,69.0,16.0,50.0,77.0,65.0,25.0,0.0,summ,660.2846817021672,0.6935168336431509,2.6862747281297943,57.35337012800001,201.60973440000004,87.0,23.0,34.0,69.0,74.0,40.0,32.666666666666664,42.56,22.166666666666668,13.258922679670194,4.67
2002-04-30,292.08680326078746,1.3268850680002289,2.6502291814113486,68.75412629199998,71.82216000000004,54.30769230769231,,,67.26923076923077,,58.0,7.0,32.0,66.0,73.0,32.0,61.0,wint,470.42652397752124,13.684297718740869,2.413622912690887,529.4805287509998,53.74460160000003,69.0,16.0,50.0,77.0,65.0,25.0,38.333333333333336,68.70370370370371,21.03333333333333,13.684297718740869,0.58
2002-10-31,509.9027319263001,13.94200244078551,2.249685296030855,544.6833483399997,49.46616000000002,45.0,25.5,36.666666666666664,54.57692307692308,0.982,65.0,16.0,48.0,96.0,57.0,25.0,3.0,summ,292.08680326078746,1.3268850680002289,2.6502291814113486,68.75412629199998,71.82216000000004,58.0,7.0,32.0,66.0,73.0,32.0,38.333333333333336,68.70370370370371,21.03333333333333,13.684297718740869,0.58
2003-04-30,327.98071871533193,-1.402535056697938,2.5628945431524177,43.199518551999994,63.554371199999984,63.63636363636363,,,50.083333333333336,,47.0,11.0,43.0,79.0,69.0,34.0,96.0,wint,509.9027319263001,13.94200244078551,2.249685296030855,544.6833483399997,49.46616000000002,65.0,16.0,48.0,96.0,57.0,25.0,36.666666666666664,54.57692307692308,25.5,13.94200244078551,0.982
2003-10-31,481.39102778518054,13.08128985096165,2.3677858415330895,530.13461866,28.508976000000015,48.166666666666664,16.821428571428573,33.57142857142857,42.875,1.291,76.0,12.0,40.0,80.0,62.0,23.0,6.0,summ,327.98071871533193,-1.402535056697938,2.5628945431524177,43.199518551999994,63.554371199999984,47.0,11.0,43.0,79.0,69.0,34.0,36.666666666666664,54.57692307692308,25.5,13.94200244078551,0.982
2004-04-30,410.69710496026204,1.2056353737581478,2.434858503594912,65.65828993199999,68.05010879999998,143.25,,,37.333333333333336,,65.0,11.0,41.0,79.0,65.0,27.0,69.0,wint,481.39102778518054,13.08128985096165,2.3677858415330895,530.13461866,28.508976000000015,76.0,12.0,40.0,80.0,62.0,23.0,33.57142857142857,42.875,16.821428571428573,13.08128985096165,1.291
2004-10-31,529.1307245373021,13.264345825087743,2.473426538367069,525.5537280710003,46.34746559999999,,25.599999999999998,36.833333333333336,38.666666666666664,5.26,77.0,18.0,43.0,77.0,69.0,31.0,0.0,summ,410.69710496026204,1.2056353737581478,2.434858503594912,65.65828993199999,68.05010879999998,65.0,11.0,41.0,79.0,65.0,27.0,33.57142857142857,42.875,16.821428571428573,13.08128985096165,1.291
2005-04-30,254.19749396390444,1.8325997102848262,2.822433891796728,58.482995174,56.37444480000001,57.875,7.05,28.0,60.166666666666664,0.0145,48.0,6.0,42.0,69.0,82.0,50.0,61.0,wint,529.1307245373021,13.264345825087743,2.473426538367069,525.5537280710003,46.34746559999999,77.0,18.0,43.0,77.0,69.0,31.0,36.833333333333336,38.666666666666664,25.599999999999998,13.264345825087743,5.26
2005-10-31,456.1052773493404,13.276904996981068,2.53569686612006,526.1864627010001,30.0219264,44.54545454545455,20.2,32.01086956521739,46.5,3.0625999999999998,70.0,14.0,34.0,74.0,71.0,33.0,0.0,summ,254.19749396390444,1.8325997102848262,2.822433891796728,58.482995174,56.37444480000001,48.0,6.0,42.0,69.0,82.0,50.0,36.833333333333336,38.666666666666664,25.599999999999998,13.264345825087743,5.26
2006-04-30,418.295281079113,-0.3535872718288903,2.715319712323279,48.19910226999999,86.78888639999998,50.2,,,55.050000000000004,,71.0,10.0,36.0,68.0,77.0,38.0,96.0,wint,456.1052773493404,13.276904996981068,2.53569686612006,526.1864627010001,30.0219264,70.0,14.0,34.0,74.0,71.0,33.0,32.01086956521739,46.5,20.2,13.276904996981068,3.0625999999999998
2006-10-31,558.2892704394657,14.817718545773099,2.339323611709479,560.7157833019997,46.327248,24.0,29.15416666666667,34.5,48.333333333333336,4.5602,80.0,16.0,41.0,84.0,58.0,23.0,0.0,summ,418.295281079113,-0.3535872718288903,2.715319712323279,48.19910226999999,86.78888639999998,71.0,10.0,36.0,68.0,77.0,38.0,32.01086956521739,46.5,20.2,13.276904996981068,3.0625999999999998
2007-04-30,460.6852772780723,2.9830157466656697,2.8951370852156906,95.52840350299999,149.0893344,108.07142857142857,8.1,34.0,73.8,0.022,80.0,10.0,33.0,61.0,86.0,51.0,41.0,wint,558.2892704394657,14.817718545773099,2.339323611709479,560.7157833019997,46.327248,80.0,16.0,41.0,84.0,58.0,23.0,34.5,48.333333333333336,29.15416666666667,14.817718545773099,4.5602
2007-10-31,586.6460768859316,13.253093985049258,2.5909774205798928,527.5181678240003,51.279609600000065,111.19565217391305,17.944000000000003,32.16,65.71428571428571,3.588,76.0,19.0,44.0,80.0,73.0,44.0,0.0,summ,460.6852772780723,2.9830157466656697,2.8951370852156906,95.52840350299999,149.0893344,80.0,10.0,33.0,61.0,86.0,51.0,34.5,48.333333333333336,29.15416666666667,14.817718545773099,4.5602
2008-04-30,556.8749409831183,2.3269806516774905,2.8257081089110136,75.40659560700001,154.02579840000004,177.61904761904762,6.133333333333333,51.333333333333336,76.55555555555556,0.001,81.0,13.0,34.0,66.0,79.0,46.0,39.0,wint,586.6460768859316,13.253093985049258,2.5909774205798928,527.5181678240003,51.279609600000065,76.0,19.0,44.0,80.0,73.0,44.0,32.16,65.71428571428571,17.944000000000003,13.253093985049258,3.588
2008-10-31,437.44737511858136,13.688043475882662,2.342745719543797,532.506991371,58.01906880000003,51.407407407407405,15.887500000000003,32.75,69.0,0.739,76.0,9.0,53.0,92.0,57.0,30.0,0.0,summ,556.8749409831183,2.3269806516774905,2.8257081089110136,75.40659560700001,154.02579840000004,81.0,13.0,34.0,66.0,79.0,46.0,32.16,65.71428571428571,17.944000000000003,13.253093985049258,3.588
2009-04-30,362.8102815646708,0.7147428822355395,2.423503731075924,67.279581451,105.25559039999997,66.25,5.15,37.5,64.85714285714286,,60.0,12.0,46.0,78.0,55.0,28.0,70.0,wint,437.44737511858136,13.688043475882662,2.342745719543797,532.506991371,58.01906880000003,76.0,9.0,53.0,92.0,57.0,30.0,32.75,69.0,15.887500000000003,13.688043475882662,0.739
2009-10-31,510.48453128513256,13.093036667154253,2.590992991268915,530.1172976800001,39.68922240000001,45.791666666666664,16.343478260869567,28.956521739130434,58.285714285714285,1.586,76.0,17.0,33.0,70.0,77.0,31.0,1.0,summ,362.8102815646708,0.7147428822355395,2.423503731075924,67.279581451,105.25559039999997,60.0,12.0,46.0,78.0,55.0,28.0,32.75,69.0,15.887500000000003,13.688043475882662,0.739
2010-04-30,359.87907407197713,-1.940955672875423,2.506457697002775,55.973232907999986,100.23428160000002,90.5909090909091,6.449999999999999,33.0,67.5,,62.0,10.0,35.0,77.0,65.0,29.0,95.0,wint,510.48453128513256,13.093036667154253,2.590992991268915,530.1172976800001,39.68922240000001,76.0,17.0,33.0,70.0,77.0,31.0,28.956521739130434,58.285714285714285,16.343478260869567,13.093036667154253,1.586
2010-10-31,571.5281016948574,12.707704880916491,2.525923136986401,524.107976553,64.63316160000002,95.66666666666667,11.695652173913041,26.347826086956523,61.714285714285715,0.224,73.0,21.0,35.0,81.0,70.0,32.0,1.0,summ,359.87907407197713,-1.940955672875423,2.506457697002775,55.973232907999986,100.23428160000002,62.0,10.0,35.0,77.0,65.0,29.0,28.956521739130434,58.285714285714285,16.343478260869567,13.093036667154253,1.586
2011-04-30,280.190338305204,-2.172569754505707,2.6725359926253347,58.64117576499999,67.44263040000001,68.21052631578948,12.0,31.0,75.76470588235294,,52.0,7.0,31.0,72.0,75.0,42.0,109.0,wint,571.5281016948574,12.707704880916491,2.525923136986401,524.107976553,64.63316160000002,73.0,21.0,35.0,81.0,70.0,32.0,26.347826086956523,61.714285714285715,11.695652173913041,12.707704880916491,0.224
2011-10-31,722.8304752045906,13.54578433632131,2.612070036831458,534.0155226030001,96.82519679999997,66.52,12.188000000000002,26.56,72.23076923076923,0.079,93.0,29.0,36.0,70.0,75.0,36.0,0.0,summ,280.190338305204,-2.172569754505707,2.6725359926253347,58.64117576499999,67.44263040000001,52.0,7.0,31.0,72.0,75.0,42.0,26.347826086956523,61.714285714285715,11.695652173913041,12.707704880916491,0.224
2012-04-30,331.2956743285202,2.2712631678365622,2.6823745092753972,85.38076363399998,57.21943680000002,58.925925925925924,7.05,26.5,80.76923076923077,0.0,55.0,12.0,38.0,75.0,73.0,38.0,55.0,wint,722.8304752045906,13.54578433632131,2.612070036831458,534.0155226030001,96.82519679999997,93.0,29.0,36.0,70.0,75.0,36.0,26.56,72.23076923076923,12.188000000000002,13.54578433632131,0.079
2012-10-31,628.2122391193773,12.588131774308776,2.464539780042862,510.5493537679998,77.94230400000002,49.65384615384615,13.52083333333333,26.041666666666668,64.0,0.211,92.0,22.0,42.0,82.0,63.0,26.0,2.0,summ,331.2956743285202,2.2712631678365622,2.6823745092753972,85.38076363399998,57.21943680000002,55.0,12.0,38.0,75.0,73.0,38.0,26.56,72.23076923076923,12.188000000000002,13.54578433632131,0.079
2013-04-30,303.75795653295603,-1.1587642465638008,2.8446450524337084,45.52718179500001,85.89179520000003,96.47619047619048,,,89.25,,64.0,9.0,23.0,60.0,82.0,41.0,100.0,wint,628.2122391193773,12.588131774308776,2.464539780042862,510.5493537679998,77.94230400000002,92.0,22.0,42.0,82.0,63.0,26.0,26.041666666666668,64.0,13.52083333333333,12.588131774308776,0.211
2013-10-31,514.0362266206556,13.539176331406543,2.4712782550263035,539.2062060239998,61.51083840000005,74.2,14.13846153846154,22.992307692307694,60.22307692307693,0.534,80.0,16.0,36.0,77.0,66.0,25.0,0.0,summ,303.75795653295603,-1.1587642465638008,2.8446450524337084,45.52718179500001,85.89179520000003,64.0,9.0,23.0,60.0,82.0,41.0,26.041666666666668,64.0,13.52083333333333,12.588131774308776,0.211
2014-04-30,575.6697936656712,3.178402996918641,3.281641564907237,91.380128117,156.6855359999999,73.30434782608695,6.2,23.2,68.5,0.008,92.0,12.0,21.0,43.0,106.0,68.0,37.0,wint,514.0362266206556,13.539176331406543,2.4712782550263035,539.2062060239998,61.51083840000005,80.0,16.0,36.0,77.0,66.0,25.0,22.992307692307694,60.22307692307693,14.13846153846154,13.539176331406543,0.534
2014-10-31,587.1069061141897,14.392112178942542,2.443801382116134,552.1846289910001,73.74870720000001,75.9375,12.6,20.3,41.86363636363637,0.283,84.0,21.0,38.0,89.0,67.0,30.0,0.0,summ,575.6697936656712,3.178402996918641,3.281641564907237,91.380128117,156.6855359999999,92.0,12.0,21.0,43.0,106.0,68.0,22.992307692307694,60.22307692307693,14.13846153846154,13.539176331406543,0.534
2015-04-30,436.58989393608044,2.619515754151379,3.018812710011269,84.06761121700006,125.29511999999998,50.69230769230769,6.0,40.0,58.0,0.001,74.0,13.0,25.0,50.0,92.0,50.0,36.0,wint,587.1069061141897,14.392112178942542,2.443801382116134,552.1846289910001,73.74870720000001,84.0,21.0,38.0,89.0,67.0,30.0,20.3,41.86363636363637,12.6,14.392112178942542,0.283
