1983-01-04 12:00:00	3.8	0	987.3	3.96	98	1
1983-01-05 12:00:00	4.5	0	995	2.02	78	0.7875
1983-01-06 12:00:00	9.1	0	982.6	6.08	82	0.9125
1983-01-07 12:00:00	5.8	0	989.4	2.26	71	0.1625
1983-01-08 12:00:00	5.1	0	997.5	1.55	63	0.25
1983-01-09 12:00:00	8.7	0	992.5	4.31	71	0.5
1983-01-10 12:00:00	4.6	0	1000.2	3.48	70	0.375
1983-01-11 12:00:00	7.2	0	1004.9	5.48	86	0.9125
1983-01-12 12:00:00	8.9	0	1002.5	5.67	92	1
1983-01-13 12:00:00	1.5	0	986.3	1.35	97	0.9625
1983-01-14 12:00:00	3.1	0	983.7	-2.03	66	0.25
1983-01-15 12:00:00	2.4	0	979.9	-5.41	93	1
1983-01-16 12:00:00	0	0	988.2	-7.33	93	0.1625
1983-01-17 12:00:00	2.7	0	985.3	-3.31	79	0.625
1983-01-18 12:00:00	7.2	0	967.4	-2.38	81	1
1983-01-19 12:00:00	2.8	0	1001	-4.25	65	0.0875
1983-01-20 12:00:00	5.5	0	1005	-0.2	71	0.9125
1983-01-21 12:00:00	5.7	0	992.4	6.62	48	0.5875
1983-01-22 12:00:00	5.3	0	1007.6	5.55	64	0.7125
1983-01-23 12:00:00	1.9	0	1018.4	2.46	82	0.2125
1983-01-24 12:00:00	5.7	0	1017.6	2.06	91	1
1983-01-25 12:00:00	5.5	0	1003.6	4.33	89	0.5375
1983-01-26 12:00:00	5.6	0	997.4	5.25	69	0.6625
1983-01-27 12:00:00	7.7	0	980.3	6.04	69	0.4625
1983-01-28 12:00:00	4.8	0	988.4	3.19	58	0.3375
1983-01-29 12:00:00	3.1	0	976.1	-0.07	96	0.9625
1983-01-30 12:00:00	1.6	0	977.2	-1.28	74	0.7125
1983-01-31 12:00:00	1.5	0	987.8	-4.59	85	0.875
1983-02-01 12:00:00	8.4	0	969.4	-4.23	84	1
1983-02-02 12:00:00	4.8	0	991.7	-3.37	56	0.5875
1983-02-03 12:00:00	1.7	0	1001.4	-2.83	65	0.4625
1983-02-04 12:00:00	3.6	0	1009.7	-3	63	0.5875
1983-02-05 12:00:00	6.2	0	988.8	-0.71	94	1
1983-02-06 12:00:00	6	0	996.5	-1.75	86	0.9625
1983-02-07 12:00:00	5.5	0	1011.4	-6.19	72	0.75
1983-02-08 12:00:00	5	0	1018.7	-8.55	69	0.125
1983-02-09 12:00:00	1	0	1017.3	-10.8	78	0.375
