skillscore,skillscore.sd,var,sig
-0.00461343930635816,0.00842258809226281,uas,FALSE
0.0131683526011561,0.00768624072104133,vas,FALSE
0.0239595375722543,0.00878452074922896,psl,FALSE
0.0150000000000001,0.00918098184326596,tas,FALSE
-0.693500995777162,0.0321289247387726,tp,FALSE
0.0646784682080925,0.0104414038569589,tdps,FALSE
0.00268063583815037,0.00828281522870358,cc,FALSE
-0.000447976878612533,0.00699160344614781,wss,FALSE
0.024353323699422,0.00952625996016647,petH,FALSE
0.0784754335260117,0.0117276517161027,rsds,FALSE
0.00394508670520255,0.00805275366201182,rlds,FALSE
0.155715317919075,0.0204889816014235,ech_q,FALSE
-0.110350433526011,0.014150902543622,onk_q,FALSE
0.0644544797687864,0.0108757885345013,surftemp,FALSE
0.29010838150289,0.0219756861418288,bottemp,FALSE
-0.0423699421965316,0.0307839468918887,wlev,FALSE
