year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,528.1071810587372,2.4640277115176055
1994,24.42857142857143,27.3,12.614285714285714,507.7552241783466,2.7668263491904974
1995,27.714285714285715,30.442857142857147,18.257142857142856,523.5879508914369,2.49898050554593
1996,25.83333333333333,29.45,21.883333333333336,641.5053766283729,2.673321086096281
1997,17.666666666666668,31.28333333333333,21.3,477.10401433782965,2.451677837488595
1998,19.0,29.41666666666667,23.066666666666666,535.750834050774,2.3685588709663192
1999,34.71153846153847,32.36666666666667,21.1,504.9457946661052,2.5473684324628385
2000,50.42307692307693,32.516666666666666,21.633333333333336,527.5754997440816,2.3788007582208492
2001,42.56,32.666666666666664,22.16666666666667,476.47186001678693,2.3878756190067825
2002,68.70370370370371,38.333333333333336,21.033333333333328,721.2071555411799,2.4034630208081595
2003,54.57692307692307,36.66666666666666,25.5,526.6439031180922,2.41838084936901
2004,42.875,33.57142857142857,16.821428571428573,381.0618417210491,2.2506727006457594
2005,38.66666666666666,36.833333333333336,25.6,486.5950730996098,2.4829596227114816
2006,46.5,32.01086956521739,20.2,376.0484514056491,2.5473453217932724
2007,48.33333333333334,34.5,29.15416666666667,508.09067522190486,2.4888913745249277
2008,65.71428571428571,32.16,17.944000000000006,525.4986176886099,2.2155360032291775
2009,69.0,32.75,15.887500000000005,379.77867691028183,2.7148319530947944
2010,58.28571428571429,28.956521739130434,16.343478260869567,353.8130525023187,2.4565692438946085
2011,61.714285714285715,26.347826086956523,11.69565217391304,562.997614594776,2.430438079240296
2012,72.23076923076924,26.56,12.188000000000002,521.2108434085179,2.3072441676704596
2013,64.0,26.04166666666667,13.52083333333333,465.1748642714224,2.6086507842819366
2014,60.223076923076924,22.99230769230769,14.13846153846154,790.8894892822793,2.393631790888426
2015,41.86363636363637,20.3,12.6,516.1994698036573,2.6046455437320724
2016,52.83333333333334,24.25,14.924999999999995,634.1244340661573,2.709560130976179
2017,52.0,18.75,9.590909090909092,511.55423299931914,2.80354226826842
2018,42.0,19.666666666666668,12.866666666666665,246.2285445965742,2.339618058004173
2019,36.333333333333336,18.666666666666668,10.741666666666667,478.51233769166834,2.258055654801107
