year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,561.6001544478996,2.3671030900809034
1994,24.42857142857143,27.3,12.614285714285714,476.6747510095845,2.421096072046334
1995,27.714285714285715,30.442857142857147,18.257142857142856,553.4245638712474,2.478045700560408
1996,25.83333333333333,29.45,21.883333333333336,673.752339489011,2.780514447769922
1997,17.666666666666668,31.28333333333333,21.3,462.43140366960205,2.312553103322744
1998,19.0,29.41666666666667,23.066666666666666,427.98563042753693,2.411927208380544
1999,34.71153846153847,32.36666666666667,21.1,520.8419036616815,2.612945288262872
2000,50.42307692307693,32.516666666666666,21.633333333333336,445.0586690424041,2.436349455798113
2001,42.56,32.666666666666664,22.16666666666667,514.0764937883533,2.593845762641645
2002,68.70370370370371,38.333333333333336,21.033333333333328,512.414154293187,2.4399254474568948
2003,54.57692307692307,36.66666666666666,25.5,732.0139438691066,2.619238738812288
2004,42.875,33.57142857142857,16.821428571428573,643.0594712900133,2.587678451819428
2005,38.66666666666666,36.833333333333336,25.6,463.18378972105046,2.4260511668512734
2006,46.5,32.01086956521739,20.2,596.7257445375167,2.578951112204757
2007,48.33333333333334,34.5,29.15416666666667,536.9934273728536,2.6501285392724823
2008,65.71428571428571,32.16,17.944000000000006,435.27326781909574,2.2879334944369547
2009,69.0,32.75,15.887500000000005,591.411132963751,2.4343669167728414
2010,58.28571428571429,28.956521739130434,16.343478260869567,460.3332905455131,2.4509503172812233
2011,61.714285714285715,26.347826086956523,11.69565217391304,545.0894465174476,2.480790617217962
2012,72.23076923076924,26.56,12.188000000000002,433.7004750705321,2.2574919374251268
2013,64.0,26.04166666666667,13.52083333333333,659.88942951332,2.449624535602665
2014,60.223076923076924,22.99230769230769,14.13846153846154,440.96829418532957,2.3883864947335343
2015,41.86363636363637,20.3,12.6,464.21568772464775,2.5717832332165003
2016,52.83333333333334,24.25,14.924999999999995,541.2722441388021,2.6101750007602478
2017,52.0,18.75,9.590909090909092,424.1371013445197,2.563844326634027
2018,42.0,19.666666666666668,12.866666666666665,398.5558823957959,2.4566588652611054
2019,36.333333333333336,18.666666666666668,10.741666666666667,416.10175646083087,2.6251959565192187
