year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,411.51434746944756,2.4146818710871782
1994,24.42857142857143,27.3,12.614285714285714,307.0036903638699,2.430921126153273
1995,27.714285714285715,30.442857142857147,18.257142857142856,500.1585197071512,2.53236380948472
1996,25.83333333333333,29.45,21.883333333333336,384.3166343779119,2.512151829967975
1997,17.666666666666668,31.28333333333333,21.3,665.2485179518306,2.568400997501689
1998,19.0,29.41666666666667,23.066666666666666,410.6341272807466,2.6397101444572195
1999,34.71153846153847,32.36666666666667,21.1,713.5137005325859,2.3071046314990276
2000,50.42307692307693,32.516666666666666,21.633333333333336,453.6131018574483,2.526142330478065
2001,42.56,32.666666666666664,22.16666666666667,333.52283581205876,2.283417748861396
2002,68.70370370370371,38.333333333333336,21.033333333333328,418.83818831170925,2.3234755936932032
2003,54.57692307692307,36.66666666666666,25.5,550.3312709998803,2.34718676107833
2004,42.875,33.57142857142857,16.821428571428573,697.0449047759865,2.537526233809193
2005,38.66666666666666,36.833333333333336,25.6,639.5168876571912,2.6530400335107713
2006,46.5,32.01086956521739,20.2,493.0187279945894,2.7366579764099384
2007,48.33333333333334,34.5,29.15416666666667,557.4627430554756,2.4911719190382016
2008,65.71428571428571,32.16,17.944000000000006,492.07027243297784,2.5745342701800906
2009,69.0,32.75,15.887500000000005,419.639858492471,2.669447853343242
2010,58.28571428571429,28.956521739130434,16.343478260869567,477.96837881693324,2.5729430970706644
2011,61.714285714285715,26.347826086956523,11.69565217391304,497.59996756768993,2.451305687355771
2012,72.23076923076924,26.56,12.188000000000002,493.92034863723654,2.506976582720512
2013,64.0,26.04166666666667,13.52083333333333,525.3313775359926,2.460122217452356
2014,60.223076923076924,22.99230769230769,14.13846153846154,539.2840395131085,2.3578261262550706
2015,41.86363636363637,20.3,12.6,528.8081231380538,2.5374123045764967
2016,52.83333333333334,24.25,14.924999999999995,721.8821069774251,2.5847655481717795
2017,52.0,18.75,9.590909090909092,389.04492107814053,2.5937056263703373
2018,42.0,19.666666666666668,12.866666666666665,302.5905805125261,2.621046648365942
2019,36.333333333333336,18.666666666666668,10.741666666666667,540.494804745609,2.544376171889121
