year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,582.4298142884744,2.4913413068535477
1994,24.42857142857143,27.3,12.614285714285714,462.1079912472456,2.537608307892115
1995,27.714285714285715,30.442857142857147,18.257142857142856,434.8154608945768,2.5394757490886932
1996,25.83333333333333,29.45,21.883333333333336,461.31166205031974,2.4278839652007207
1997,17.666666666666668,31.28333333333333,21.3,592.4670196443482,2.4833527432267375
1998,19.0,29.41666666666667,23.066666666666666,544.9574050846431,2.761742790178942
1999,34.71153846153847,32.36666666666667,21.1,486.38252990724567,2.4921492195856243
2000,50.42307692307693,32.516666666666666,21.633333333333336,381.1121501960999,2.4178340226577117
2001,42.56,32.666666666666664,22.16666666666667,481.1015440476487,2.3636968276601875
2002,68.70370370370371,38.333333333333336,21.033333333333328,596.6077175813788,2.4935189139491203
2003,54.57692307692307,36.66666666666666,25.5,592.2341346558793,2.4189411473791043
2004,42.875,33.57142857142857,16.821428571428573,611.0367245589499,2.334116035657191
2005,38.66666666666666,36.833333333333336,25.6,327.815511462861,2.312065573118592
2006,46.5,32.01086956521739,20.2,705.0657275439607,2.4709877317698483
2007,48.33333333333334,34.5,29.15416666666667,365.1132732147666,2.329564543936203
2008,65.71428571428571,32.16,17.944000000000006,453.71115420229717,2.6483153476394845
2009,69.0,32.75,15.887500000000005,502.60999281170643,2.3460008723264854
2010,58.28571428571429,28.956521739130434,16.343478260869567,570.9691382884736,2.5315880109537447
2011,61.714285714285715,26.347826086956523,11.69565217391304,495.5443304736175,2.630906781055312
2012,72.23076923076924,26.56,12.188000000000002,427.0768889066919,2.5750478163974657
2013,64.0,26.04166666666667,13.52083333333333,478.6192197194426,2.5282236955517394
2014,60.223076923076924,22.99230769230769,14.13846153846154,313.3957149919913,2.287020806043057
2015,41.86363636363637,20.3,12.6,459.9991256082382,2.3623157459182376
2016,52.83333333333334,24.25,14.924999999999995,378.43009706486583,2.5060027382496304
2017,52.0,18.75,9.590909090909092,532.1494161055437,2.3708821849453603
2018,42.0,19.666666666666668,12.866666666666665,508.3263950050792,2.576089315511959
2019,36.333333333333336,18.666666666666668,10.741666666666667,515.7826488782644,2.4687569772885625
