year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,444.15788416530535,2.318153444801485
1994,24.42857142857143,27.3,12.614285714285714,388.6716535757653,2.3129784495789814
1995,27.714285714285715,30.442857142857147,18.257142857142856,595.9657636030129,2.511537733664738
1996,25.83333333333333,29.45,21.883333333333336,565.4801140502096,2.3405344204804983
1997,17.666666666666668,31.28333333333333,21.3,600.4387870239281,2.5085301046910846
1998,19.0,29.41666666666667,23.066666666666666,528.034728884841,2.4975259034688713
1999,34.71153846153847,32.36666666666667,21.1,530.024741490372,2.6892729809984415
2000,50.42307692307693,32.516666666666666,21.633333333333336,483.24139686416044,2.591726016576178
2001,42.56,32.666666666666664,22.16666666666667,507.9946349887981,2.7135312562858713
2002,68.70370370370371,38.333333333333336,21.033333333333328,478.98010500850535,2.4762629358951025
2003,54.57692307692307,36.66666666666666,25.5,673.9957829982324,2.7182885698837436
2004,42.875,33.57142857142857,16.821428571428573,645.7810153240423,2.5709341445600264
2005,38.66666666666666,36.833333333333336,25.6,412.0689835081061,2.4879305899751443
2006,46.5,32.01086956521739,20.2,551.6318354541247,2.552514147771674
2007,48.33333333333334,34.5,29.15416666666667,667.9324922571819,2.7524788879594833
2008,65.71428571428571,32.16,17.944000000000006,255.8039949144217,2.4731517529253497
2009,69.0,32.75,15.887500000000005,296.04348359716994,2.5706827947708684
2010,58.28571428571429,28.956521739130434,16.343478260869567,601.5531613487683,2.5969230982758504
2011,61.714285714285715,26.347826086956523,11.69565217391304,322.2339944475275,2.6864669792469096
2012,72.23076923076924,26.56,12.188000000000002,363.7170264947882,2.5199738142012844
2013,64.0,26.04166666666667,13.52083333333333,545.399574975497,2.5629277857296917
2014,60.223076923076924,22.99230769230769,14.13846153846154,368.0217182984472,2.298856127982389
2015,41.86363636363637,20.3,12.6,487.27735355795244,2.5206585936885313
2016,52.83333333333334,24.25,14.924999999999995,605.8357737713958,2.552771214066739
2017,52.0,18.75,9.590909090909092,607.1650519335902,2.7033647763546558
2018,42.0,19.666666666666668,12.866666666666665,780.7977653710776,2.7019348246103343
2019,36.333333333333336,18.666666666666668,10.741666666666667,596.1415060091168,2.4427587710319747
