year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,446.081951346726,2.411770160727274
1994,24.42857142857143,27.3,12.614285714285714,677.0830164093514,2.4319886098418335
1995,27.714285714285715,30.442857142857147,18.257142857142856,555.5189547816818,2.5175107494572666
1996,25.83333333333333,29.45,21.883333333333336,435.0881951632379,2.177769663738293
1997,17.666666666666668,31.28333333333333,21.3,652.2222991547537,2.485642821610534
1998,19.0,29.41666666666667,23.066666666666666,345.06800261395216,2.240310703547669
1999,34.71153846153847,32.36666666666667,21.1,601.7883137680582,2.4606301484120165
2000,50.42307692307693,32.516666666666666,21.633333333333336,424.92733401376944,2.539915302382429
2001,42.56,32.666666666666664,22.16666666666667,540.7143190143153,2.4051783180044466
2002,68.70370370370371,38.333333333333336,21.033333333333328,765.3776289896364,2.681880963971561
2003,54.57692307692307,36.66666666666666,25.5,560.4482792644945,2.7711080678186453
2004,42.875,33.57142857142857,16.821428571428573,582.079714097544,2.503173506435992
2005,38.66666666666666,36.833333333333336,25.6,550.5551995935605,2.4717953589438544
2006,46.5,32.01086956521739,20.2,493.187904756458,2.636426884722615
2007,48.33333333333334,34.5,29.15416666666667,426.9340479320937,2.127968182647255
2008,65.71428571428571,32.16,17.944000000000006,627.6185380892638,2.5324296660273298
2009,69.0,32.75,15.887500000000005,503.8904470898291,2.5587109148095872
2010,58.28571428571429,28.956521739130434,16.343478260869567,809.3577650262985,2.4850486542086268
2011,61.714285714285715,26.347826086956523,11.69565217391304,681.1718502126021,2.522130731257373
2012,72.23076923076924,26.56,12.188000000000002,496.8870836682494,2.3948121554151
2013,64.0,26.04166666666667,13.52083333333333,304.39842497770667,2.620032392624023
2014,60.223076923076924,22.99230769230769,14.13846153846154,369.81054937872085,2.336983094590065
2015,41.86363636363637,20.3,12.6,464.58190223236227,2.4681708984482102
2016,52.83333333333334,24.25,14.924999999999995,503.9725094462485,2.338910010948463
2017,52.0,18.75,9.590909090909092,640.2430937687454,2.5741208602793155
2018,42.0,19.666666666666668,12.866666666666665,469.81491173060095,2.3680970766663414
2019,36.333333333333336,18.666666666666668,10.741666666666667,659.2033636824865,2.664705514397201
