year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,463.1318223859077,2.3355835507713576
1994,24.42857142857143,27.3,12.614285714285714,571.9328307490337,2.584561359314341
1995,27.714285714285715,30.442857142857147,18.257142857142856,474.3840765053402,2.58329291436089
1996,25.83333333333333,29.45,21.883333333333336,590.6442718627345,2.5437343593513417
1997,17.666666666666668,31.28333333333333,21.3,422.20446110718564,2.4449220170200614
1998,19.0,29.41666666666667,23.066666666666666,733.1524699022324,2.576507410560702
1999,34.71153846153847,32.36666666666667,21.1,413.778823761696,2.409219829492085
2000,50.42307692307693,32.516666666666666,21.633333333333336,412.2952059338679,2.316182283226395
2001,42.56,32.666666666666664,22.16666666666667,528.0880410913402,2.4785754539104334
2002,68.70370370370371,38.333333333333336,21.033333333333328,415.8777496729817,2.3301183068739264
2003,54.57692307692307,36.66666666666666,25.5,398.562627419963,2.6118759424834543
2004,42.875,33.57142857142857,16.821428571428573,375.9176370799383,2.5444472557181648
2005,38.66666666666666,36.833333333333336,25.6,445.95469992638436,2.5689230717966223
2006,46.5,32.01086956521739,20.2,312.3717928860146,2.1494658087357057
2007,48.33333333333334,34.5,29.15416666666667,397.912007851399,2.322189011433065
2008,65.71428571428571,32.16,17.944000000000006,332.63634357947774,2.3770270569689878
2009,69.0,32.75,15.887500000000005,550.9247815137991,2.586288712792431
2010,58.28571428571429,28.956521739130434,16.343478260869567,542.1900588445559,2.374943834195416
2011,61.714285714285715,26.347826086956523,11.69565217391304,368.91793919576446,2.377184823047182
2012,72.23076923076924,26.56,12.188000000000002,600.0524938819325,2.2743789954780422
2013,64.0,26.04166666666667,13.52083333333333,531.678167896381,2.5169635318430155
2014,60.223076923076924,22.99230769230769,14.13846153846154,589.91615589148,2.564899997618816
2015,41.86363636363637,20.3,12.6,522.3715630055724,2.2659721934389716
2016,52.83333333333334,24.25,14.924999999999995,527.5332187102243,2.672369085182364
2017,52.0,18.75,9.590909090909092,636.2893899276992,2.676333328152555
2018,42.0,19.666666666666668,12.866666666666665,742.727918597528,2.374004145917064
2019,36.333333333333336,18.666666666666668,10.741666666666667,494.970168272553,2.660114034572704
