year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,499.5454997543784,2.5231414974406143
1994,24.42857142857143,27.3,12.614285714285714,533.851830466824,2.2996891247958455
1995,27.714285714285715,30.442857142857147,18.257142857142856,583.9113899525316,2.552058819715214
1996,25.83333333333333,29.45,21.883333333333336,359.06835462128805,2.3266733983290915
1997,17.666666666666668,31.28333333333333,21.3,638.2716642249541,2.6124875199102764
1998,19.0,29.41666666666667,23.066666666666666,664.4601585391941,2.750797353315565
1999,34.71153846153847,32.36666666666667,21.1,420.18513092677557,2.405785171644124
2000,50.42307692307693,32.516666666666666,21.633333333333336,399.164809659959,2.359683138421755
2001,42.56,32.666666666666664,22.16666666666667,557.4618685843844,2.5415581034301855
2002,68.70370370370371,38.333333333333336,21.033333333333328,344.12506016112235,2.5300702796959045
2003,54.57692307692307,36.66666666666666,25.5,303.25033348393345,2.4174077033873056
2004,42.875,33.57142857142857,16.821428571428573,482.23169059424066,2.708689100879999
2005,38.66666666666666,36.833333333333336,25.6,461.7566826612349,2.363581320233235
2006,46.5,32.01086956521739,20.2,475.5241801577747,2.574621346919561
2007,48.33333333333334,34.5,29.15416666666667,748.0856719189882,2.5952284604581437
2008,65.71428571428571,32.16,17.944000000000006,595.7064296226467,2.605217536145792
2009,69.0,32.75,15.887500000000005,478.6865801923587,2.5778658074638017
2010,58.28571428571429,28.956521739130434,16.343478260869567,340.90688908682273,2.5032923736628994
2011,61.714285714285715,26.347826086956523,11.69565217391304,645.0277983311354,2.4438959495898698
2012,72.23076923076924,26.56,12.188000000000002,534.2071904798005,2.433396242110105
2013,64.0,26.04166666666667,13.52083333333333,431.3558538379341,2.3047467569800206
2014,60.223076923076924,22.99230769230769,14.13846153846154,319.52382912174176,2.3062487521990405
2015,41.86363636363637,20.3,12.6,364.5794061302986,2.442079352785783
2016,52.83333333333334,24.25,14.924999999999995,489.7956095745562,2.4113432076029078
2017,52.0,18.75,9.590909090909092,332.8094261467972,2.5476071920167995
2018,42.0,19.666666666666668,12.866666666666665,460.6897955231029,2.480377838397032
2019,36.333333333333336,18.666666666666668,10.741666666666667,427.7493928144396,2.413097377764558
