year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,713.665404653864,2.583536985861236
1994,24.42857142857143,27.3,12.614285714285714,682.2732027680255,2.4816562893722804
1995,27.714285714285715,30.442857142857147,18.257142857142856,475.8902936923072,2.6678498482083977
1996,25.83333333333333,29.45,21.883333333333336,431.5302841948968,2.5459602186437156
1997,17.666666666666668,31.28333333333333,21.3,541.9047861224938,2.55566993917138
1998,19.0,29.41666666666667,23.066666666666666,454.10246480140563,2.5589905555012824
1999,34.71153846153847,32.36666666666667,21.1,760.7175055018145,2.4819297045782402
2000,50.42307692307693,32.516666666666666,21.633333333333336,584.9312109398554,2.624440843522718
2001,42.56,32.666666666666664,22.16666666666667,473.8153152057245,2.2675683144728307
2002,68.70370370370371,38.333333333333336,21.033333333333328,511.8986224707441,2.5017010314117116
2003,54.57692307692307,36.66666666666666,25.5,487.4934759511099,2.4581241177893545
2004,42.875,33.57142857142857,16.821428571428573,295.7624058136953,2.4110285487053837
2005,38.66666666666666,36.833333333333336,25.6,523.932436925364,2.6131707628968797
2006,46.5,32.01086956521739,20.2,473.65987873984227,2.3541198851169605
2007,48.33333333333334,34.5,29.15416666666667,382.0260325704132,2.658992940753081
2008,65.71428571428571,32.16,17.944000000000006,390.124501645055,2.6835067908464096
2009,69.0,32.75,15.887500000000005,423.8359377039932,2.4041151160064835
2010,58.28571428571429,28.956521739130434,16.343478260869567,217.11920433880474,2.1347448174042416
2011,61.714285714285715,26.347826086956523,11.69565217391304,492.1960296626908,2.4512339377184604
2012,72.23076923076924,26.56,12.188000000000002,397.78084889495193,2.3944999507513964
2013,64.0,26.04166666666667,13.52083333333333,303.4342299303554,2.355067350213323
2014,60.223076923076924,22.99230769230769,14.13846153846154,563.0571037571308,2.4486903286871327
2015,41.86363636363637,20.3,12.6,482.0961666109139,2.4547766094146146
2016,52.83333333333334,24.25,14.924999999999995,669.8620058595043,2.5115343204580594
2017,52.0,18.75,9.590909090909092,680.5514883513895,2.595778485921688
2018,42.0,19.666666666666668,12.866666666666665,745.2254902859856,2.498384464048688
2019,36.333333333333336,18.666666666666668,10.741666666666667,914.5037745640491,2.595213137345455
