year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,433.68279206582633,2.3323126718646847
1994,24.42857142857143,27.3,12.614285714285714,279.0049963533895,2.6196099021757315
1995,27.714285714285715,30.442857142857147,18.257142857142856,567.1410691958213,2.469079486304106
1996,25.83333333333333,29.45,21.883333333333336,644.9086405773671,2.6242616507609884
1997,17.666666666666668,31.28333333333333,21.3,493.235720335051,2.25821606522519
1998,19.0,29.41666666666667,23.066666666666666,688.1705774081331,2.5891526203343886
1999,34.71153846153847,32.36666666666667,21.1,546.1977675333936,2.5181204153170165
2000,50.42307692307693,32.516666666666666,21.633333333333336,625.6576392347691,2.7269696502827974
2001,42.56,32.666666666666664,22.16666666666667,337.98547371558084,2.491340407931114
2002,68.70370370370371,38.333333333333336,21.033333333333328,551.6095387747757,2.540403785488312
2003,54.57692307692307,36.66666666666666,25.5,458.84708049319295,2.313664304887163
2004,42.875,33.57142857142857,16.821428571428573,532.6312030185751,2.5248985723641506
2005,38.66666666666666,36.833333333333336,25.6,480.7667722335848,2.465789002692303
2006,46.5,32.01086956521739,20.2,387.8763847803526,2.562036274875524
2007,48.33333333333334,34.5,29.15416666666667,609.7003812414126,2.214340025745262
2008,65.71428571428571,32.16,17.944000000000006,579.8933641763656,2.5407546227352626
2009,69.0,32.75,15.887500000000005,412.14059697367173,2.5558058541374553
2010,58.28571428571429,28.956521739130434,16.343478260869567,403.67783920030365,2.312546237000011
2011,61.714285714285715,26.347826086956523,11.69565217391304,575.2949416439125,2.4363577784160744
2012,72.23076923076924,26.56,12.188000000000002,515.9285894608544,2.378130242274372
2013,64.0,26.04166666666667,13.52083333333333,532.7781031758651,2.5545201397806228
2014,60.223076923076924,22.99230769230769,14.13846153846154,689.7711139360338,2.5489696458072446
2015,41.86363636363637,20.3,12.6,480.93421993970935,2.6796360870782685
2016,52.83333333333334,24.25,14.924999999999995,550.043034460483,2.7973490051037797
2017,52.0,18.75,9.590909090909092,386.6220492552875,2.7128168150555783
2018,42.0,19.666666666666668,12.866666666666665,343.10780057154574,2.748351881841973
2019,36.333333333333336,18.666666666666668,10.741666666666667,504.3139980201199,2.515394073273039
