year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,342.43049289867565,2.3273887696399767
1994,24.42857142857143,27.3,12.614285714285714,615.6031466887741,2.8621856448197693
1995,27.714285714285715,30.442857142857147,18.257142857142856,568.5854286403737,2.523347890991236
1996,25.83333333333333,29.45,21.883333333333336,409.53049899372627,2.2803796655750483
1997,17.666666666666668,31.28333333333333,21.3,261.4335862064531,2.3800852738388465
1998,19.0,29.41666666666667,23.066666666666666,476.3183942945376,2.393462531014556
1999,34.71153846153847,32.36666666666667,21.1,410.47378339872273,2.411975958348482
2000,50.42307692307693,32.516666666666666,21.633333333333336,528.981089130947,2.8115790630863646
2001,42.56,32.666666666666664,22.16666666666667,579.8480852901424,2.3289715627064194
2002,68.70370370370371,38.333333333333336,21.033333333333328,680.5922951302508,2.616790208985342
2003,54.57692307692307,36.66666666666666,25.5,543.8256382945192,2.3343718314012367
2004,42.875,33.57142857142857,16.821428571428573,507.6830034253048,2.3481764233934417
2005,38.66666666666666,36.833333333333336,25.6,736.7175458030554,2.5467499157087503
2006,46.5,32.01086956521739,20.2,477.24999799539717,2.2825206912525218
2007,48.33333333333334,34.5,29.15416666666667,536.0838516188313,2.740590767218582
2008,65.71428571428571,32.16,17.944000000000006,547.5663561404023,2.774454779561662
2009,69.0,32.75,15.887500000000005,499.37960416726736,2.6490258693678648
2010,58.28571428571429,28.956521739130434,16.343478260869567,641.7241284775125,2.561290849393733
2011,61.714285714285715,26.347826086956523,11.69565217391304,495.5432064892509,2.504022735265511
2012,72.23076923076924,26.56,12.188000000000002,708.4917444425687,2.359668216017106
2013,64.0,26.04166666666667,13.52083333333333,496.3386128025405,2.4604919275595556
2014,60.223076923076924,22.99230769230769,14.13846153846154,290.25910439920347,2.22804746777435
2015,41.86363636363637,20.3,12.6,387.2993658428614,2.3566068765073194
2016,52.83333333333334,24.25,14.924999999999995,695.1795959592321,2.6450343516018324
2017,52.0,18.75,9.590909090909092,535.3899623022664,2.3029043898728774
2018,42.0,19.666666666666668,12.866666666666665,570.9505572051188,2.718155642373035
2019,36.333333333333336,18.666666666666668,10.741666666666667,554.5869421897182,2.4399468688499804
