year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,509.9602406843595,2.4146427208093337
1994,24.42857142857143,27.3,12.614285714285714,437.0755628070189,2.6465258299595606
1995,27.714285714285715,30.442857142857147,18.257142857142856,600.4870591725388,2.4662376353226336
1996,25.83333333333333,29.45,21.883333333333336,590.6895250879641,2.5478988869556245
1997,17.666666666666668,31.28333333333333,21.3,459.23940650094596,2.6455788251870023
1998,19.0,29.41666666666667,23.066666666666666,528.3801907773494,2.5497565210970867
1999,34.71153846153847,32.36666666666667,21.1,482.9038373325946,2.2593653226648995
2000,50.42307692307693,32.516666666666666,21.633333333333336,424.1793791547762,2.644349183240395
2001,42.56,32.666666666666664,22.16666666666667,431.3943428655727,2.559828221453939
2002,68.70370370370371,38.333333333333336,21.033333333333328,553.2604070205524,2.4007007779514162
2003,54.57692307692307,36.66666666666666,25.5,302.977457316973,2.412171134058409
2004,42.875,33.57142857142857,16.821428571428573,542.4950228910827,2.526720954635444
2005,38.66666666666666,36.833333333333336,25.6,417.4602990461163,2.2736759208473694
2006,46.5,32.01086956521739,20.2,365.2739919774327,2.536393960264931
2007,48.33333333333334,34.5,29.15416666666667,579.1811137862081,2.437286682304029
2008,65.71428571428571,32.16,17.944000000000006,477.632423331061,2.40048441278469
2009,69.0,32.75,15.887500000000005,526.481540632178,2.6219002761285184
2010,58.28571428571429,28.956521739130434,16.343478260869567,522.4056578317267,2.5277276882207254
2011,61.714285714285715,26.347826086956523,11.69565217391304,384.5602801733916,2.4082971018760184
2012,72.23076923076924,26.56,12.188000000000002,371.6295663971818,2.2818743677579882
2013,64.0,26.04166666666667,13.52083333333333,281.78813556352765,2.429165939249464
2014,60.223076923076924,22.99230769230769,14.13846153846154,404.21794245212783,2.354518366726769
2015,41.86363636363637,20.3,12.6,438.97700800165325,2.356909278268067
2016,52.83333333333334,24.25,14.924999999999995,451.3689350758579,2.4485661519482806
2017,52.0,18.75,9.590909090909092,409.4109847466814,2.3205913346673497
2018,42.0,19.666666666666668,12.866666666666665,692.6882084403613,2.3614134205185295
2019,36.333333333333336,18.666666666666668,10.741666666666667,444.22626483053824,2.2279359538570422
