year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,474.23939566650165,2.417546775604532
1994,24.42857142857143,27.3,12.614285714285714,303.62902450780535,2.2934706461581906
1995,27.714285714285715,30.442857142857147,18.257142857142856,618.1180417109368,2.425686835307403
1996,25.83333333333333,29.45,21.883333333333336,525.8208155764606,2.6048388642263993
1997,17.666666666666668,31.28333333333333,21.3,488.48477635521436,2.3968051454933605
1998,19.0,29.41666666666667,23.066666666666666,596.938689623111,2.3803049018209568
1999,34.71153846153847,32.36666666666667,21.1,808.8709480905399,2.527803705242833
2000,50.42307692307693,32.516666666666666,21.633333333333336,517.689672522237,2.5711266686834446
2001,42.56,32.666666666666664,22.16666666666667,394.3261692172997,2.268645013110558
2002,68.70370370370371,38.333333333333336,21.033333333333328,495.3635874546379,2.2822850226594515
2003,54.57692307692307,36.66666666666666,25.5,627.6368893035576,2.343178633409827
2004,42.875,33.57142857142857,16.821428571428573,461.8385806894824,2.662812732133497
2005,38.66666666666666,36.833333333333336,25.6,353.45438886981947,2.3199379440609875
2006,46.5,32.01086956521739,20.2,423.2654699640987,2.4660314484687014
2007,48.33333333333334,34.5,29.15416666666667,563.1114175308297,2.4615983638139736
2008,65.71428571428571,32.16,17.944000000000006,331.67580758996314,2.4297056731417563
2009,69.0,32.75,15.887500000000005,507.84909027344025,2.3972170428210906
2010,58.28571428571429,28.956521739130434,16.343478260869567,306.227712113395,2.201948255414461
2011,61.714285714285715,26.347826086956523,11.69565217391304,691.8207696248415,2.5209980744093876
2012,72.23076923076924,26.56,12.188000000000002,488.9775880435995,2.3463444029375284
2013,64.0,26.04166666666667,13.52083333333333,407.5771492026155,2.428587955065286
2014,60.223076923076924,22.99230769230769,14.13846153846154,731.1683673738885,2.448851422857872
2015,41.86363636363637,20.3,12.6,513.3239069337419,2.6582298957518726
2016,52.83333333333334,24.25,14.924999999999995,452.4342056374215,2.4114294793599074
2017,52.0,18.75,9.590909090909092,428.3924002878213,2.607882648644742
2018,42.0,19.666666666666668,12.866666666666665,368.4870095726102,2.58093371768151
2019,36.333333333333336,18.666666666666668,10.741666666666667,518.806169462271,2.5759317843652956
