year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,355.45876020700996,2.15110905412617
1994,24.42857142857143,27.3,12.614285714285714,375.0316907471947,2.5964495244149313
1995,27.714285714285715,30.442857142857147,18.257142857142856,471.8172603933327,2.473461214094701
1996,25.83333333333333,29.45,21.883333333333336,551.4488763833892,2.5061386138471633
1997,17.666666666666668,31.28333333333333,21.3,588.6057721563376,2.3299029600627446
1998,19.0,29.41666666666667,23.066666666666666,540.508017954734,2.45419502511018
1999,34.71153846153847,32.36666666666667,21.1,571.1494653202722,2.2958677691002984
2000,50.42307692307693,32.516666666666666,21.633333333333336,573.8449904668314,2.4986289869842864
2001,42.56,32.666666666666664,22.16666666666667,502.3316780941126,2.4717142507014667
2002,68.70370370370371,38.333333333333336,21.033333333333328,694.698554177471,2.5366723659645687
2003,54.57692307692307,36.66666666666666,25.5,509.1415234953345,2.3005414530443127
2004,42.875,33.57142857142857,16.821428571428573,519.5022743738818,2.4854767759484053
2005,38.66666666666666,36.833333333333336,25.6,571.9529368319561,2.516999379851898
2006,46.5,32.01086956521739,20.2,533.386817884316,2.3298366273474507
2007,48.33333333333334,34.5,29.15416666666667,721.7623486852087,2.3936990743516873
2008,65.71428571428571,32.16,17.944000000000006,462.09419234476695,2.430467068425284
2009,69.0,32.75,15.887500000000005,359.1877098087903,2.437638953340776
2010,58.28571428571429,28.956521739130434,16.343478260869567,361.61161442276085,2.3719706794209396
2011,61.714285714285715,26.347826086956523,11.69565217391304,586.7949603510434,2.4348275863569264
2012,72.23076923076924,26.56,12.188000000000002,508.24192332108106,2.3776357418753737
2013,64.0,26.04166666666667,13.52083333333333,697.2859758475632,2.62535084119622
2014,60.223076923076924,22.99230769230769,14.13846153846154,432.62353828587504,2.396197053693299
2015,41.86363636363637,20.3,12.6,538.7887564885833,2.6341505026143204
2016,52.83333333333334,24.25,14.924999999999995,422.9649304126114,2.552839060638037
2017,52.0,18.75,9.590909090909092,439.3032824624857,2.561486207906078
2018,42.0,19.666666666666668,12.866666666666665,306.12281863067545,2.403558775815634
2019,36.333333333333336,18.666666666666668,10.741666666666667,470.38371649805237,2.519107311559807
