year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,360.16918388830874,2.4135257902739666
1994,24.42857142857143,27.3,12.614285714285714,401.82191248183057,2.5801875661069182
1995,27.714285714285715,30.442857142857147,18.257142857142856,522.5433197218013,2.471743666672212
1996,25.83333333333333,29.45,21.883333333333336,533.415866425206,2.6950692631215976
1997,17.666666666666668,31.28333333333333,21.3,492.90167131928246,2.200177761943436
1998,19.0,29.41666666666667,23.066666666666666,495.70602556794825,2.53907755355393
1999,34.71153846153847,32.36666666666667,21.1,586.0366009635144,2.542699548883774
2000,50.42307692307693,32.516666666666666,21.633333333333336,542.3218674860882,2.3173624879646697
2001,42.56,32.666666666666664,22.16666666666667,446.71297065286143,2.4785710206465077
2002,68.70370370370371,38.333333333333336,21.033333333333328,476.2114403626062,2.6197209622699615
2003,54.57692307692307,36.66666666666666,25.5,755.8938099526646,2.5747769530596223
2004,42.875,33.57142857142857,16.821428571428573,497.8544030947135,2.5056295334787246
2005,38.66666666666666,36.833333333333336,25.6,338.536187749946,2.5466189250059315
2006,46.5,32.01086956521739,20.2,402.81264909401534,2.5833005204657864
2007,48.33333333333334,34.5,29.15416666666667,635.365000958401,2.631309077820049
2008,65.71428571428571,32.16,17.944000000000006,442.1169848821895,2.3072225917078377
2009,69.0,32.75,15.887500000000005,478.239690864486,2.3868581205054356
2010,58.28571428571429,28.956521739130434,16.343478260869567,423.25851694791595,2.470745901612008
2011,61.714285714285715,26.347826086956523,11.69565217391304,653.9696020522975,2.7598025675499445
2012,72.23076923076924,26.56,12.188000000000002,497.6257697341878,2.45985005216595
2013,64.0,26.04166666666667,13.52083333333333,478.2468291154176,2.612445515205262
2014,60.223076923076924,22.99230769230769,14.13846153846154,588.0733198576531,2.492268382876712
2015,41.86363636363637,20.3,12.6,757.6721577081565,2.5108504787267636
2016,52.83333333333334,24.25,14.924999999999995,503.46979880327143,2.4108400788470017
2017,52.0,18.75,9.590909090909092,476.1116343184384,2.589849931544872
2018,42.0,19.666666666666668,12.866666666666665,382.6667849097544,2.3611008509547164
2019,36.333333333333336,18.666666666666668,10.741666666666667,640.6105792860468,2.5161818539846217
