year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,560.1472697379962,2.4571384523961255
1994,24.42857142857143,27.3,12.614285714285714,177.87721888528165,2.535797050744287
1995,27.714285714285715,30.442857142857147,18.257142857142856,692.1601699176491,2.7249345145850086
1996,25.83333333333333,29.45,21.883333333333336,490.1105281472058,2.5708992108159587
1997,17.666666666666668,31.28333333333333,21.3,344.14275187260245,2.327757375979946
1998,19.0,29.41666666666667,23.066666666666666,362.85106823810116,2.359888761326943
1999,34.71153846153847,32.36666666666667,21.1,652.2388382425886,2.6126053956633752
2000,50.42307692307693,32.516666666666666,21.633333333333336,539.8512200459944,2.581272876755491
2001,42.56,32.666666666666664,22.16666666666667,618.5550724279935,2.545973905059954
2002,68.70370370370371,38.333333333333336,21.033333333333328,493.6011545703534,2.6100647537542314
2003,54.57692307692307,36.66666666666666,25.5,748.1544776723206,2.516021658504114
2004,42.875,33.57142857142857,16.821428571428573,494.84712275977574,2.5447410611646593
2005,38.66666666666666,36.833333333333336,25.6,415.3073073370467,2.5838332867245
2006,46.5,32.01086956521739,20.2,562.3628126045505,2.443776751255111
2007,48.33333333333334,34.5,29.15416666666667,508.77795180556535,2.330824743104904
2008,65.71428571428571,32.16,17.944000000000006,481.300860107838,2.205627029711935
2009,69.0,32.75,15.887500000000005,523.3336828711114,2.544938967802358
2010,58.28571428571429,28.956521739130434,16.343478260869567,551.079633275524,2.482865539679737
2011,61.714285714285715,26.347826086956523,11.69565217391304,612.7809616936007,2.742188375974606
2012,72.23076923076924,26.56,12.188000000000002,752.9783380675168,2.531667609097762
2013,64.0,26.04166666666667,13.52083333333333,532.5141796832629,2.524416960166967
2014,60.223076923076924,22.99230769230769,14.13846153846154,359.76394194752413,2.3228287335999687
2015,41.86363636363637,20.3,12.6,576.8114052830008,2.775465271469559
2016,52.83333333333334,24.25,14.924999999999995,583.1000585287237,2.3923315714057907
2017,52.0,18.75,9.590909090909092,292.17695425776276,2.4359739968657976
2018,42.0,19.666666666666668,12.866666666666665,330.13162584116964,2.7827632865781133
2019,36.333333333333336,18.666666666666668,10.741666666666667,490.06351785404405,2.540948287344658
