year,colour_prevSummer,TP_prevSummer,chla_prevSummer,rain,wind_speed
1993,21.285714285714285,31.342857142857145,16.757142857142856,425.47431490833424,2.449201190924975
1994,24.42857142857143,27.3,12.614285714285714,532.1707154997325,2.5588499839586802
1995,27.714285714285715,30.442857142857147,18.257142857142856,481.98455916366413,2.5094753589936696
1996,25.83333333333333,29.45,21.883333333333336,510.7209825189574,2.6240795808738278
1997,17.666666666666668,31.28333333333333,21.3,374.41117844308775,2.384017250089467
1998,19.0,29.41666666666667,23.066666666666666,606.0027599826749,2.5080077349127268
1999,34.71153846153847,32.36666666666667,21.1,569.304329896705,2.4148147850194945
2000,50.42307692307693,32.516666666666666,21.633333333333336,278.0984435748061,2.460183523924028
2001,42.56,32.666666666666664,22.16666666666667,469.29499926696974,2.6199911556391138
2002,68.70370370370371,38.333333333333336,21.033333333333328,426.8001660570302,2.2388542969619105
2003,54.57692307692307,36.66666666666666,25.5,555.1440571035397,2.4678307473867376
2004,42.875,33.57142857142857,16.821428571428573,788.1966884418387,2.7359788389199586
2005,38.66666666666666,36.833333333333336,25.6,460.03617134682446,2.430850490018807
2006,46.5,32.01086956521739,20.2,620.2242202044752,2.816802652189762
2007,48.33333333333334,34.5,29.15416666666667,429.2741621305308,2.3696592667171243
2008,65.71428571428571,32.16,17.944000000000006,327.9944283726967,2.31567945507137
2009,69.0,32.75,15.887500000000005,559.8853788259355,2.296466634243664
2010,58.28571428571429,28.956521739130434,16.343478260869567,464.3699854899371,2.397852801719374
2011,61.714285714285715,26.347826086956523,11.69565217391304,473.84202106582546,2.548618459231797
2012,72.23076923076924,26.56,12.188000000000002,376.27969085173254,2.305496801964574
2013,64.0,26.04166666666667,13.52083333333333,356.4055574715409,2.5299826061682453
2014,60.223076923076924,22.99230769230769,14.13846153846154,446.9880440062689,2.485376613670818
2015,41.86363636363637,20.3,12.6,524.1012048365237,2.314298280112874
2016,52.83333333333334,24.25,14.924999999999995,621.5481633131607,2.58914631361027
2017,52.0,18.75,9.590909090909092,400.28998207470926,2.645237336539794
2018,42.0,19.666666666666668,12.866666666666665,717.486299797575,2.5006764363890888
2019,36.333333333333336,18.666666666666668,10.741666666666667,499.58377946787516,2.202173519187676
