year,chla,chla_prevSummer,colour,colour_prevSummer,cyano,rain,TP,TP_prevSummer,wind_speed
1996,21.3,21.883333333333336,17.666666666666668,25.833333333333332,1.6983368811009338,449.609512642,31.283333333333335,29.45,3.5440217391304363
1997,23.066666666666666,21.3,19.0,17.666666666666668,1.0923843858945121,420.42937626300005,29.416666666666668,31.283333333333335,3.2369565217391307
1998,21.099999999999998,23.066666666666666,34.71153846153846,19.0,0.8590913034630471,519.2802700179999,32.36666666666667,29.416666666666668,3.504347826086956
1999,21.633333333333333,21.099999999999998,50.42307692307692,34.71153846153846,1.954313087724298,630.476421443,32.516666666666666,32.36666666666667,3.5331521739130474
2000,22.166666666666668,21.633333333333333,42.56,50.42307692307692,1.6662609926961491,617.6580098779999,32.666666666666664,32.516666666666666,3.5771739130434783
2001,21.03333333333333,22.166666666666668,68.70370370370371,42.56,-0.5301565543605243,511.777686395,38.333333333333336,32.666666666666664,3.634239130434782
2002,25.5,21.03333333333333,54.57692307692308,68.70370370370371,-0.01814748411974865,549.788892476,36.666666666666664,38.333333333333336,3.2624999999999984
2003,16.821428571428573,25.5,42.875,54.57692307692308,0.2587069566190108,415.38032154800004,33.57142857142857,36.666666666666664,3.51413043478261
2004,25.599999999999998,16.821428571428573,38.666666666666664,42.875,1.8058857049023747,558.396489496,36.833333333333336,33.57142857142857,3.5264705882352962
2005,20.2,25.599999999999998,46.5,38.666666666666664,1.184305666727358,471.9703400909999,32.01086956521739,36.833333333333336,3.4666666666666663
2006,29.15416666666667,20.2,48.333333333333336,46.5,1.6385369312936098,535.903365983,34.5,32.01086956521739,3.071038251366119
2007,17.944000000000003,29.15416666666667,65.71428571428571,48.333333333333336,1.3627968822569902,555.647754243,32.16,34.5,3.3950276243093924
2008,15.887500000000003,17.944000000000003,69.0,65.71428571428571,-0.29792910366024683,591.631903338,32.75,32.16,3.0983146067415737
2009,16.343478260869567,15.887500000000003,58.285714285714285,69.0,0.47201651129618205,489.80945449599994,28.956521739130434,32.75,3.2211956521739125
2010,11.695652173913041,16.343478260869567,61.714285714285715,58.285714285714285,-1.389570764944003,564.4885336280003,26.347826086956523,28.956521739130434,3.274863387978141
2011,12.188000000000002,11.695652173913041,72.23076923076923,61.714285714285715,-2.241768953042097,732.3459662370001,26.56,26.347826086956523,3.336956521739135
2012,13.52083333333333,12.188000000000002,64.0,72.23076923076923,-1.4408971412231413,630.3895457469999,26.041666666666668,26.56,3.621428571428571
2013,14.13846153846154,13.52083333333333,60.22307692307693,64.0,-0.608085599179727,500.99999929600006,22.992307692307694,26.041666666666668,3.567391304347825
2014,12.6,14.13846153846154,41.86363636363637,60.22307692307693,-1.1858864005546046,626.7322040829996,20.3,22.992307692307694,3.519889502762429
2015,14.924999999999997,12.6,52.833333333333336,41.86363636363637,-1.3555853217473475,686.8927072789998,24.25,20.3,3.7711956521739087
2016,9.590909090909092,14.924999999999997,52.0,52.833333333333336,-1.6437618486245638,408.03595516199994,18.75,24.25,3.7559782608695653
2017,12.866666666666665,9.590909090909092,42.0,52.0,-1.2670299527728108,570.2212947520002,19.666666666666668,18.75,3.710326086956518
2018,10.741666666666667,12.866666666666665,36.333333333333336,42.0,-0.4760559125166805,312.8090027700001,18.666666666666668,19.666666666666668,3.968478260869565
