Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,TP_lake,colour_lake,colour_van1,TP_van1,rel_res_time,Rain_day,Pptn_intense,Wind_under_Q0.1,Wind_under_Q0.2,Wind_under_Q0.3,Wind_under_Q0.4,Wind_under_Q0.5,Wind_over_Q0.5,Wind_over_Q0.6,Wind_over_Q0.7,Wind_over_Q0.8,Wind_over_Q0.9,Pptn_lag1M,Temp_lag1M,Wind_speed_lag1M,PET_lag1M,Q_lag1M,TP_catch_lag1M,TP_lake_lag1M,colour_lake_lag1M,colour_van1_lag1M,TP_van1_lag1M,rel_res_time_lag1M,Rain_day_lag1M,Pptn_intense_lag1M,Wind_under_Q0.1_lag1M,Wind_under_Q0.2_lag1M,Wind_under_Q0.3_lag1M,Wind_under_Q0.4_lag1M,Wind_under_Q0.5_lag1M,Wind_over_Q0.5_lag1M,Wind_over_Q0.6_lag1M,Wind_over_Q0.7_lag1M,Wind_over_Q0.8_lag1M,Wind_over_Q0.9_lag1M,Month,season_2,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,PET_winterSum,Wind_under_Q0.1_winterSum,Wind_under_Q0.2_winterSum,Wind_under_Q0.3_winterSum,Wind_under_Q0.4_winterSum,Wind_under_Q0.5_winterSum,Wind_over_Q0.5_winterSum,Wind_over_Q0.6_winterSum,Wind_over_Q0.7_winterSum,Wind_over_Q0.8_winterSum,Wind_over_Q0.9_winterSum,Pptn_lag2M_sum,Pptn_lag3M_sum,Pptn_lag4M_sum,Pptn_lag5M_sum,Pptn_lag6M_sum,Rain_day_lag2M_sum,Rain_day_lag3M_sum,Rain_day_lag4M_sum,Rain_day_lag5M_sum,Rain_day_lag6M_sum,Pptn_intense_lag2M_sum,Pptn_intense_lag3M_sum,Pptn_intense_lag4M_sum,Pptn_intense_lag5M_sum,Pptn_intense_lag6M_sum,PET_lag2M_sum,PET_lag3M_sum,PET_lag4M_sum,PET_lag5M_sum,PET_lag6M_sum,Wind_under_Q0.1_lag2M_sum,Wind_under_Q0.1_lag3M_sum,Wind_under_Q0.1_lag4M_sum,Wind_under_Q0.1_lag5M_sum,Wind_under_Q0.1_lag6M_sum,Wind_under_Q0.2_lag2M_sum,Wind_under_Q0.2_lag3M_sum,Wind_under_Q0.2_lag4M_sum,Wind_under_Q0.2_lag5M_sum,Wind_under_Q0.2_lag6M_sum,Wind_under_Q0.3_lag2M_sum,Wind_under_Q0.3_lag3M_sum,Wind_under_Q0.3_lag4M_sum,Wind_under_Q0.3_lag5M_sum,Wind_under_Q0.3_lag6M_sum,Wind_under_Q0.4_lag2M_sum,Wind_under_Q0.4_lag3M_sum,Wind_under_Q0.4_lag4M_sum,Wind_under_Q0.4_lag5M_sum,Wind_under_Q0.4_lag6M_sum,Wind_under_Q0.5_lag2M_sum,Wind_under_Q0.5_lag3M_sum,Wind_under_Q0.5_lag4M_sum,Wind_under_Q0.5_lag5M_sum,Wind_under_Q0.5_lag6M_sum,Wind_over_Q0.5_lag2M_sum,Wind_over_Q0.5_lag3M_sum,Wind_over_Q0.5_lag4M_sum,Wind_over_Q0.5_lag5M_sum,Wind_over_Q0.5_lag6M_sum,Wind_over_Q0.6_lag2M_sum,Wind_over_Q0.6_lag3M_sum,Wind_over_Q0.6_lag4M_sum,Wind_over_Q0.6_lag5M_sum,Wind_over_Q0.6_lag6M_sum,Wind_over_Q0.7_lag2M_sum,Wind_over_Q0.7_lag3M_sum,Wind_over_Q0.7_lag4M_sum,Wind_over_Q0.7_lag5M_sum,Wind_over_Q0.7_lag6M_sum,Wind_over_Q0.8_lag2M_sum,Wind_over_Q0.8_lag3M_sum,Wind_over_Q0.8_lag4M_sum,Wind_over_Q0.8_lag5M_sum,Wind_over_Q0.8_lag6M_sum,Wind_over_Q0.9_lag2M_sum,Wind_over_Q0.9_lag3M_sum,Wind_over_Q0.9_lag4M_sum,Wind_over_Q0.9_lag5M_sum,Wind_over_Q0.9_lag6M_sum,TP_catch_lag2M_av,TP_catch_lag3M_av,Temp_lag2M_av,Temp_lag3M_av,Q_lag2M_av,Q_lag3M_av,rel_res_time_lag2M_av,rel_res_time_lag3M_av,Season,TP_lake_prevSummer,TP_van1_prevSummer
1982-08-31,101.58088440799999,15.584898673225805,3.8612903225806456,107.64245108600001,0.20335483870967744,,25.166666666666664,30.0,20.0,15.666666666666664,5.539599336853604,22,5,0.0,3.0,6.0,10.0,15.0,16.0,14.0,13.0,10.0,4.0,30.658415815999998,17.534328733870975,3.690322580645161,132.84604169399998,0.4855333333333332,57.0,,,,,2.7926360506244756,11.0,1.0,0.0,1.0,2.0,8.0,12.0,19.0,15.0,8.0,5.0,0.0,8,1,456.09662573800006,124.0,19.0,41.905370653999995,41.0,55.0,73.0,91.0,103.0,70.0,62.0,57.0,36.0,18.0,57.56546805399998,151.0062333140002,181.522633058,284.8991360300001,326.81717171299977,25.0,47.0,58.0,77.0,96.0,2.0,7.0,8.0,12.0,12.0,242.12807316099997,318.2288510190001,353.2423660630001,362.159152654,362.7128277580001,0.0,2.0,4.0,7.0,16.0,5.0,9.0,11.0,15.0,26.0,7.0,12.0,17.0,24.0,39.0,18.0,25.0,33.0,44.0,62.0,26.0,39.0,49.0,64.0,83.0,35.0,52.0,72.0,87.0,94.0,29.0,41.0,58.0,70.0,77.0,19.0,28.0,42.0,52.0,59.0,8.0,15.0,26.0,32.0,37.0,1.0,5.0,10.0,12.0,14.0,,,15.521457614868819,13.45289671551469,0.8675333333333328,2.5341055555555543,2.0822560390108125,1.4486640275990286,summ,23.583333333333336,22.555555555555557
1982-09-30,111.463660689,11.116838256766666,4.106666666666667,65.085451936,1.7832666666666666,,11.25,27.5,34.0,12.5,1.9403032143156536,28,7,1.0,2.0,4.0,6.0,9.0,20.0,17.0,13.0,10.0,4.0,101.58088440799999,15.584898673225805,3.8612903225806456,107.64245108600001,0.20335483870967744,,25.166666666666664,30.0,20.0,15.666666666666664,5.539599336853604,22.0,5.0,0.0,3.0,6.0,10.0,15.0,16.0,14.0,13.0,10.0,4.0,9,1,456.09662573800006,124.0,19.0,41.905370653999995,41.0,55.0,73.0,91.0,103.0,70.0,62.0,57.0,36.0,18.0,132.23930022399998,159.14635246200018,252.58711772199996,283.103517466,386.4800204379997,33.0,47.0,69.0,80.0,99.0,6.0,7.0,12.0,13.0,17.0,240.48849277999997,349.7705242470001,425.87130210500004,460.884817149,469.80160374000013,0.0,0.0,2.0,4.0,7.0,4.0,8.0,12.0,14.0,18.0,8.0,13.0,18.0,23.0,30.0,18.0,28.0,35.0,43.0,54.0,27.0,41.0,54.0,64.0,79.0,35.0,51.0,68.0,88.0,103.0,29.0,43.0,55.0,72.0,84.0,21.0,32.0,41.0,55.0,65.0,15.0,18.0,25.0,36.0,42.0,4.0,5.0,9.0,14.0,16.0,,,16.559613703548386,15.542604634321139,0.344444086021505,0.6461405017921141,4.166117693739039,3.2347038049584094,aut,23.583333333333336,22.555555555555557
1982-10-31,84.62361379800001,5.919030324774193,3.7096774193548385,31.337034702000004,5.823833333333335,,14.0,22.5,25.0,13.666666666666664,0.19029677780899143,27,4,5.0,6.0,8.0,12.0,15.0,16.0,16.0,15.0,7.0,4.0,111.463660689,11.116838256766666,4.106666666666667,65.085451936,1.7832666666666666,,11.25,27.5,34.0,12.5,1.9403032143156536,28.0,7.0,1.0,2.0,4.0,6.0,9.0,20.0,17.0,13.0,10.0,4.0,10,0,456.09662573800006,124.0,19.0,41.905370653999995,41.0,55.0,73.0,91.0,103.0,70.0,62.0,57.0,36.0,18.0,213.04454509699997,243.7029609130002,270.610013151,364.050778411,394.5671781549997,50.0,61.0,75.0,97.0,108.0,12.0,13.0,14.0,19.0,20.0,172.727903022,305.573944716,414.85597618300005,490.95675404100007,525.9702690850002,1.0,1.0,1.0,3.0,5.0,5.0,6.0,10.0,14.0,16.0,10.0,12.0,17.0,22.0,27.0,16.0,24.0,34.0,41.0,49.0,24.0,36.0,50.0,63.0,73.0,36.0,55.0,71.0,88.0,108.0,31.0,46.0,60.0,72.0,89.0,26.0,34.0,45.0,54.0,68.0,20.0,25.0,28.0,35.0,46.0,8.0,8.0,9.0,13.0,18.0,,,13.350868464996234,14.745355221287804,0.9933107526881717,0.8240516129032253,3.7399512755846285,3.424179533931244,aut,23.583333333333336,22.555555555555557
1983-04-30,54.07939926400001,4.819213183100001,3.393333333333334,36.811696976,9.685160000000002,,38.0,34.0,32.0,36.0,0.12015227669105226,21,1,1.0,3.0,8.0,12.0,14.0,16.0,10.0,5.0,2.0,2.0,48.422789266,0.49479475654838706,3.6903225806451614,8.672042453,3.3860666666666663,,,,,,0.5309922007446034,18.0,1.0,1.0,5.0,7.0,8.0,8.0,21.0,18.0,10.0,4.0,2.0,4,1,517.8998738920001,127.0,21.0,56.686881037999996,30.0,46.0,56.0,72.0,80.0,99.0,92.0,76.0,53.0,32.0,68.802607369,122.48813797100024,255.56238704499998,433.27626009399995,517.8998738919997,26.0,47.0,74.0,100.0,127.0,2.0,4.0,9.0,17.0,21.0,9.65901072899999,12.617204881000035,14.406051217000043,25.34984633600005,56.68688103800014,10.0,11.0,19.0,25.0,30.0,17.0,22.0,32.0,40.0,46.0,22.0,27.0,39.0,48.0,56.0,24.0,32.0,47.0,60.0,72.0,24.0,34.0,50.0,65.0,80.0,33.0,53.0,68.0,83.0,99.0,27.0,47.0,61.0,76.0,92.0,18.0,37.0,49.0,61.0,76.0,9.0,25.0,36.0,46.0,53.0,5.0,13.0,21.0,28.0,32.0,,,-2.683109267940093,-1.5771149696052322,3.4454133333333337,5.281249914529914,0.5486677669007158,0.4082416559088749,spr,32.08333333333333,22.797619047619044
1983-05-31,94.037225844,9.915531444161292,3.8419354838709676,79.77367918200001,5.957250000000001,,33.0,28.5,27.0,39.0,0.18371953035655864,27,3,0.0,1.0,5.0,10.0,14.0,16.0,12.0,8.0,7.0,4.0,54.07939926400001,4.819213183100001,3.393333333333334,36.811696976,9.685160000000002,,38.0,34.0,32.0,36.0,0.12015227669105226,21.0,1.0,1.0,3.0,8.0,12.0,14.0,16.0,10.0,5.0,2.0,2.0,5,1,517.8998738920001,127.0,21.0,56.686881037999996,30.0,46.0,56.0,72.0,80.0,99.0,92.0,76.0,53.0,32.0,102.50218853000001,122.88200663300024,176.56753723500003,309.64178630899994,487.35565935799974,39.0,47.0,68.0,95.0,121.0,2.0,3.0,5.0,10.0,18.0,45.48373942899999,46.47070770500004,49.42890185700004,51.21774819300005,62.16154331200014,2.0,11.0,12.0,20.0,26.0,8.0,20.0,25.0,35.0,43.0,15.0,30.0,35.0,47.0,56.0,20.0,36.0,44.0,59.0,72.0,22.0,38.0,48.0,64.0,79.0,37.0,49.0,69.0,84.0,99.0,28.0,37.0,57.0,71.0,86.0,15.0,23.0,42.0,54.0,66.0,6.0,11.0,27.0,38.0,48.0,4.0,7.0,15.0,23.0,30.0,,,2.6570039698241934,-0.18233511759340373,6.535613333333334,5.525328888888889,0.32557223871782753,0.40582927016416104,spr,32.08333333333333,22.797619047619044
1983-06-30,43.413287980999996,13.5902892221,4.69,110.84472007399998,2.0680344827586206,,25.4,20.0,23.0,28.2,0.875589341697529,20,1,0.0,1.0,1.0,1.0,4.0,24.0,23.0,18.0,11.0,6.0,94.037225844,9.915531444161292,3.8419354838709676,79.77367918200001,5.957250000000001,,33.0,28.5,27.0,39.0,0.18371953035655864,27.0,3.0,0.0,1.0,5.0,10.0,14.0,16.0,12.0,8.0,7.0,4.0,6,1,517.8998738920001,127.0,21.0,56.686881037999996,30.0,46.0,56.0,72.0,80.0,99.0,92.0,76.0,53.0,32.0,148.11662510800002,196.53941437400027,216.91923247699998,270.60476307899995,403.67901215299975,48.0,66.0,74.0,95.0,122.0,4.0,5.0,6.0,8.0,13.0,116.58537615799999,125.25741861100005,126.24438688700005,129.20258103900005,130.99142737500014,1.0,2.0,11.0,12.0,20.0,4.0,9.0,21.0,26.0,36.0,13.0,20.0,35.0,40.0,52.0,22.0,30.0,46.0,54.0,69.0,28.0,36.0,52.0,62.0,78.0,32.0,53.0,65.0,85.0,100.0,22.0,40.0,49.0,69.0,83.0,13.0,23.0,31.0,50.0,62.0,9.0,13.0,18.0,34.0,45.0,6.0,8.0,11.0,19.0,27.0,,,7.367372313630646,5.076513127936551,7.821205000000002,6.342825555555556,0.15193590352380515,0.27828800259740427,summ,32.08333333333333,22.797619047619044
1983-07-31,45.27830367200001,17.05050529935484,3.7225806451612904,130.1414614,0.47289655172413797,,34.2,10.0,17.0,23.700000000000003,2.760671941329834,16,3,0.0,3.0,6.0,12.0,13.0,18.0,16.0,13.0,6.0,2.0,43.413287980999996,13.5902892221,4.69,110.84472007399998,2.0680344827586206,,25.4,20.0,23.0,28.2,0.875589341697529,20.0,1.0,0.0,1.0,1.0,1.0,4.0,24.0,23.0,18.0,11.0,6.0,7,1,517.8998738920001,127.0,21.0,56.686881037999996,30.0,46.0,56.0,72.0,80.0,99.0,92.0,76.0,53.0,32.0,137.450513825,191.52991308900027,239.95270235499999,260.3325204579999,314.0180510599998,47.0,68.0,86.0,94.0,115.0,4.0,5.0,6.0,7.0,9.0,190.61839925599998,227.43009623200004,236.10213868500003,237.08910696100003,240.04730111300012,0.0,1.0,2.0,11.0,12.0,2.0,5.0,10.0,22.0,27.0,6.0,14.0,21.0,36.0,41.0,11.0,23.0,31.0,47.0,55.0,18.0,32.0,40.0,56.0,66.0,40.0,56.0,77.0,89.0,109.0,35.0,45.0,63.0,72.0,92.0,26.0,31.0,41.0,49.0,68.0,18.0,20.0,24.0,29.0,45.0,10.0,12.0,14.0,17.0,25.0,,,11.752910333130645,9.441677949787088,4.012642241379312,5.903481494252873,0.5296544360270434,0.3931537162483794,summ,32.08333333333333,22.797619047619044
1983-08-31,23.606144235,15.50973109935484,4.148387096774194,106.72563566800001,0.10156666666666667,,33.8,20.0,20.0,24.4,11.46306980909761,13,1,0.0,0.0,2.0,5.0,10.0,19.0,15.0,13.0,8.0,3.0,45.27830367200001,17.05050529935484,3.7225806451612904,130.1414614,0.47289655172413797,,34.2,10.0,17.0,23.700000000000003,2.760671941329834,16.0,3.0,0.0,3.0,6.0,12.0,13.0,18.0,16.0,13.0,6.0,2.0,8,1,517.8998738920001,127.0,21.0,56.686881037999996,30.0,46.0,56.0,72.0,80.0,99.0,92.0,76.0,53.0,32.0,88.69159165300002,182.72881749700025,236.80821676099998,285.2310060269999,305.61082412999974,36.0,63.0,84.0,102.0,110.0,4.0,7.0,8.0,9.0,10.0,240.98618147399998,320.759860656,357.571557632,366.24360008499997,367.23056836100017,0.0,0.0,1.0,2.0,11.0,4.0,5.0,8.0,13.0,25.0,7.0,12.0,20.0,27.0,42.0,13.0,23.0,35.0,43.0,59.0,17.0,31.0,45.0,53.0,69.0,42.0,58.0,74.0,95.0,107.0,39.0,51.0,61.0,79.0,88.0,31.0,39.0,44.0,54.0,62.0,17.0,24.0,26.0,30.0,35.0,8.0,12.0,14.0,16.0,19.0,,,15.320397260727416,13.518775321872033,1.2704655172413806,2.832727011494251,1.818130641513681,1.27332693779464,summ,32.08333333333333,22.797619047619044
1983-09-30,141.399422502,10.550313901666664,3.9599999999999995,63.22314757500001,3.6082142857142854,,22.325,12.0,12.5,16.8,2.303947763575105,23,7,2.0,4.0,6.0,13.0,14.0,15.0,15.0,11.0,6.0,5.0,23.606144235,15.50973109935484,4.148387096774194,106.72563566800001,0.10156666666666667,,33.8,20.0,20.0,24.4,11.46306980909761,13.0,1.0,0.0,0.0,2.0,5.0,10.0,19.0,15.0,13.0,8.0,3.0,9,1,517.8998738920001,127.0,21.0,56.686881037999996,30.0,46.0,56.0,72.0,80.0,99.0,92.0,76.0,53.0,32.0,68.88444790700002,112.29773588800023,206.33496173199995,260.4143609959999,308.83715026199974,29.0,49.0,76.0,97.0,115.0,4.0,5.0,8.0,9.0,10.0,236.867097068,347.711817142,427.485496324,464.29719329999995,472.96923575300013,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,8.0,13.0,8.0,9.0,14.0,22.0,29.0,17.0,18.0,28.0,40.0,48.0,23.0,27.0,41.0,55.0,63.0,37.0,61.0,77.0,93.0,114.0,31.0,54.0,66.0,76.0,94.0,26.0,44.0,52.0,57.0,67.0,14.0,25.0,32.0,34.0,38.0,5.0,11.0,15.0,17.0,19.0,,,16.28011819935484,15.383508540269881,0.2872316091954037,0.8808325670498064,7.111870875213722,5.033110364041657,aut,32.08333333333333,22.797619047619044
1984-03-31,21.414676592000003,-2.764834545129032,3.8193548387096787,4.400267427999999,0.8397916666666666,60.6,26.25,28.0,23.5,18.36,1.2331161771692212,14,1,1.0,5.0,7.0,11.0,13.0,18.0,18.0,16.0,9.0,4.0,29.341055000999997,-3.6255688456896547,3.1999999999999997,0.0,1.3730714285714285,52.0,,,,,0.8264738716263998,25.0,1.0,4.0,10.0,11.0,14.0,17.0,12.0,9.0,6.0,4.0,3.0,3,0,334.01376001899996,126.0,10.0,43.411275757,14.0,35.0,45.0,61.0,74.0,107.0,99.0,88.0,64.0,39.0,118.80548416800008,178.52811122400033,201.99796019699994,312.5990834269999,453.99850592899975,50.0,74.0,91.0,112.0,135.0,3.0,4.0,4.0,9.0,16.0,-1.3877787807814457e-14,0.4062681669999648,6.687896059999922,39.01100832899998,102.2341559040001,5.0,8.0,11.0,13.0,15.0,12.0,18.0,26.0,30.0,34.0,13.0,20.0,32.0,38.0,44.0,20.0,29.0,43.0,50.0,63.0,26.0,38.0,52.0,61.0,75.0,33.0,52.0,67.0,89.0,104.0,28.0,46.0,60.0,81.0,96.0,22.0,38.0,52.0,72.0,83.0,17.0,28.0,38.0,55.0,61.0,10.0,17.0,24.0,35.0,40.0,47.83333333333333,,-4.567423349102891,-3.4812189973696785,4.9282190476190495,4.174952483358933,0.5030435006606432,0.4858020925912849,spr,31.900000000000002,25.0
