Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,CyanoBiovol,colour_van1,chl-a_van1,TP_van1,Rain_day,Pptn_intense,Wind_under_Q0.1,Wind_under_Q0.2,Wind_under_Q0.3,Wind_under_Q0.4,Wind_under_Q0.5,Wind_over_Q0.5,Wind_over_Q0.6,Wind_over_Q0.7,Wind_over_Q0.8,Wind_over_Q0.9,Pptn_lag1M,Temp_lag1M,Wind_speed_lag1M,PET_lag1M,Q_lag1M,TP_catch_lag1M,chl-a_lake_lag1M,TP_lake_lag1M,colour_lake_lag1M,CyanoBiovol_lag1M,colour_van1_lag1M,chl-a_van1_lag1M,TP_van1_lag1M,Rain_day_lag1M,Pptn_intense_lag1M,Wind_under_Q0.1_lag1M,Wind_under_Q0.2_lag1M,Wind_under_Q0.3_lag1M,Wind_under_Q0.4_lag1M,Wind_under_Q0.5_lag1M,Wind_over_Q0.5_lag1M,Wind_over_Q0.6_lag1M,Wind_over_Q0.7_lag1M,Wind_over_Q0.8_lag1M,Wind_over_Q0.9_lag1M,Month,season_2,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,PET_winterSum,Wind_under_Q0.1_winterSum,Wind_under_Q0.2_winterSum,Wind_under_Q0.3_winterSum,Wind_under_Q0.4_winterSum,Wind_under_Q0.5_winterSum,Wind_over_Q0.5_winterSum,Wind_over_Q0.6_winterSum,Wind_over_Q0.7_winterSum,Wind_over_Q0.8_winterSum,Wind_over_Q0.9_winterSum,Pptn_lag2M_sum,Pptn_lag3M_sum,Pptn_lag4M_sum,Pptn_lag5M_sum,Pptn_lag6M_sum,Rain_day_lag2M_sum,Rain_day_lag3M_sum,Rain_day_lag4M_sum,Rain_day_lag5M_sum,Rain_day_lag6M_sum,Pptn_intense_lag2M_sum,Pptn_intense_lag3M_sum,Pptn_intense_lag4M_sum,Pptn_intense_lag5M_sum,Pptn_intense_lag6M_sum,PET_lag2M_sum,PET_lag3M_sum,PET_lag4M_sum,PET_lag5M_sum,PET_lag6M_sum,Wind_under_Q0.1_lag2M_sum,Wind_under_Q0.1_lag3M_sum,Wind_under_Q0.1_lag4M_sum,Wind_under_Q0.1_lag5M_sum,Wind_under_Q0.1_lag6M_sum,Wind_under_Q0.2_lag2M_sum,Wind_under_Q0.2_lag3M_sum,Wind_under_Q0.2_lag4M_sum,Wind_under_Q0.2_lag5M_sum,Wind_under_Q0.2_lag6M_sum,Wind_under_Q0.3_lag2M_sum,Wind_under_Q0.3_lag3M_sum,Wind_under_Q0.3_lag4M_sum,Wind_under_Q0.3_lag5M_sum,Wind_under_Q0.3_lag6M_sum,Wind_under_Q0.4_lag2M_sum,Wind_under_Q0.4_lag3M_sum,Wind_under_Q0.4_lag4M_sum,Wind_under_Q0.4_lag5M_sum,Wind_under_Q0.4_lag6M_sum,Wind_under_Q0.5_lag2M_sum,Wind_under_Q0.5_lag3M_sum,Wind_under_Q0.5_lag4M_sum,Wind_under_Q0.5_lag5M_sum,Wind_under_Q0.5_lag6M_sum,Wind_over_Q0.5_lag2M_sum,Wind_over_Q0.5_lag3M_sum,Wind_over_Q0.5_lag4M_sum,Wind_over_Q0.5_lag5M_sum,Wind_over_Q0.5_lag6M_sum,Wind_over_Q0.6_lag2M_sum,Wind_over_Q0.6_lag3M_sum,Wind_over_Q0.6_lag4M_sum,Wind_over_Q0.6_lag5M_sum,Wind_over_Q0.6_lag6M_sum,Wind_over_Q0.7_lag2M_sum,Wind_over_Q0.7_lag3M_sum,Wind_over_Q0.7_lag4M_sum,Wind_over_Q0.7_lag5M_sum,Wind_over_Q0.7_lag6M_sum,Wind_over_Q0.8_lag2M_sum,Wind_over_Q0.8_lag3M_sum,Wind_over_Q0.8_lag4M_sum,Wind_over_Q0.8_lag5M_sum,Wind_over_Q0.8_lag6M_sum,Wind_over_Q0.9_lag2M_sum,Wind_over_Q0.9_lag3M_sum,Wind_over_Q0.9_lag4M_sum,Wind_over_Q0.9_lag5M_sum,Wind_over_Q0.9_lag6M_sum,TP_catch_lag2M_av,TP_catch_lag3M_av,Temp_lag2M_av,Temp_lag3M_av,Q_lag2M_av,Q_lag3M_av,Season,chl-a_lake_prevSummer,TP_lake_prevSummer,CyanoBiovol_prevSummer,chl-a_van1_prevSummer,TP_van1_prevSummer
1998-08-31,95.69166658000002,13.267284874612907,3.3580645161290326,97.88083965300001,1.207653846153846,66.2,24.85,42.7,,1.9649999999999999,,6.1,16.75,30,4,0.0,2.0,7.0,13.0,15.0,15.0,14.0,8.0,3.0,0.0,64.21272815,14.717252570967746,3.458064516129033,118.970548927,1.7483000000000004,39.975,25.5,27.9,,1.98,,11.9,20.6,29.0,1.0,0.0,2.0,3.0,9.0,15.0,13.0,11.0,6.0,4.0,1.0,8,1,366.31392192000004,149.0,14.0,45.175993901,31.0,49.0,66.0,87.0,102.0,78.0,65.0,48.0,27.0,15.0,192.74170420000007,210.34744419000035,314.8013885119998,358.64308056099964,396.43172771599916,55.0,78.0,104.0,125.0,147.0,8.0,8.0,14.0,17.0,18.0,226.45785206499994,311.7039661220001,345.5620269270001,352.1098350460003,359.224238372,1.0,1.0,2.0,3.0,6.0,4.0,4.0,9.0,14.0,20.0,7.0,12.0,20.0,28.0,34.0,18.0,26.0,42.0,55.0,63.0,28.0,39.0,55.0,70.0,78.0,27.0,47.0,59.0,75.0,95.0,22.0,39.0,50.0,65.0,80.0,17.0,29.0,39.0,52.0,63.0,9.0,16.0,22.0,29.0,37.0,4.0,6.0,9.0,14.0,20.0,43.96749999999998,40.61999999999994,13.657274390950548,12.609976303031535,2.1751685185185186,2.4685234567901286,summ,22.575,30.325,1.4225,8.9,16.275000000000002
1998-09-30,98.729933668,11.392600180966665,3.149999999999999,66.72719288900001,5.678827586206896,78.075,20.6,28.7,,1.11,,5.0,18.4,27,2,2.0,2.0,7.0,14.0,19.0,11.0,7.0,3.0,3.0,2.0,95.69166658000002,13.267284874612907,3.3580645161290326,97.88083965300001,1.207653846153846,66.2,24.85,42.7,,1.9649999999999999,,6.1,16.75,30.0,4.0,0.0,2.0,7.0,13.0,15.0,15.0,14.0,8.0,3.0,0.0,9,1,366.31392192000004,149.0,14.0,45.175993901,31.0,49.0,66.0,87.0,102.0,78.0,65.0,48.0,27.0,15.0,159.9043947300001,288.43337078000036,306.03911076999975,410.4930550919996,454.3347471409992,59.0,85.0,108.0,134.0,155.0,5.0,12.0,12.0,18.0,21.0,216.85138857999993,324.3386917180001,409.5848057750001,443.44286658000027,449.990674699,0.0,1.0,1.0,2.0,3.0,4.0,6.0,6.0,11.0,16.0,10.0,14.0,19.0,27.0,35.0,22.0,31.0,39.0,55.0,68.0,30.0,43.0,54.0,70.0,85.0,28.0,42.0,62.0,74.0,90.0,25.0,36.0,53.0,64.0,79.0,14.0,25.0,37.0,47.0,60.0,7.0,12.0,19.0,25.0,32.0,1.0,4.0,6.0,9.0,14.0,53.08749999999998,51.37833333333327,13.992268722790332,13.527277885504654,1.4779769230769229,1.8526636277302997,aut,22.575,30.325,1.4225,8.9,16.275000000000002
1999-06-30,159.77383761999997,13.150822798999998,4.096666666666667,106.13683276600001,4.919066666666666,56.89999999999999,,,48.75,0.47,,,,27,9,0.0,1.0,3.0,7.0,10.0,18.0,16.0,12.0,8.0,3.0,67.447742047,8.586350273129032,4.1,72.71799087100003,4.130290322580646,36.78,,,58.4,,,,,21.0,2.0,0.0,5.0,6.0,7.0,10.0,20.0,18.0,13.0,10.0,5.0,6,1,540.157830566,164.0,26.0,38.944566106,40.0,51.0,68.0,92.0,104.0,73.0,62.0,50.0,40.0,20.0,142.63776574400015,279.7896278400003,330.35378923099967,454.8084886109995,512.120817322999,44.0,72.0,95.0,125.0,153.0,5.0,11.0,13.0,18.0,21.0,111.12482726799995,117.23018403200017,117.34516925600016,117.34516925600033,117.34516925599999,5.0,11.0,20.0,29.0,33.0,13.0,20.0,29.0,40.0,46.0,17.0,26.0,39.0,52.0,63.0,21.0,35.0,51.0,68.0,81.0,28.0,43.0,60.0,78.0,94.0,30.0,44.0,54.0,66.0,81.0,24.0,37.0,45.0,57.0,70.0,18.0,27.0,35.0,46.0,56.0,13.0,21.0,28.0,36.0,45.0,8.0,11.0,16.0,19.0,23.0,72.51499999999994,111.24999999999993,7.0436274231645255,4.614212844593543,11.5549229390681,10.660701314217446,summ,21.2,33.1,1.3219999999999998,8.68,20.74
1999-07-31,63.93012073100002,16.506967625806453,3.83548387096774,126.41317916799998,3.9969666666666663,43.475,,,46.25,1.07,,,,20,3,0.0,1.0,2.0,5.0,13.0,18.0,14.0,10.0,6.0,2.0,159.77383761999997,13.150822798999998,4.096666666666667,106.13683276600001,4.919066666666666,56.89999999999999,,,48.75,0.47,,,,27.0,9.0,0.0,1.0,3.0,7.0,10.0,18.0,16.0,12.0,8.0,3.0,7,1,540.157830566,164.0,26.0,38.944566106,40.0,51.0,68.0,92.0,104.0,73.0,62.0,50.0,40.0,20.0,227.22157966700013,302.41160336400037,439.56346545999963,490.12762685099943,614.582326230999,48.0,71.0,99.0,122.0,152.0,11.0,14.0,20.0,22.0,27.0,178.85482363699995,217.2616600340002,223.36701679800018,223.48200202200036,223.48200202200002,0.0,5.0,11.0,20.0,29.0,6.0,14.0,21.0,30.0,41.0,9.0,20.0,29.0,42.0,55.0,14.0,28.0,42.0,58.0,75.0,20.0,38.0,53.0,70.0,88.0,38.0,48.0,62.0,72.0,84.0,34.0,40.0,53.0,61.0,73.0,25.0,30.0,39.0,47.0,58.0,18.0,21.0,29.0,36.0,44.0,8.0,11.0,14.0,19.0,22.0,46.83999999999995,67.30999999999992,10.868586536064525,9.07935921510967,4.524678494623656,9.342970848267626,summ,21.2,33.1,1.3219999999999998,8.68,20.74
1999-08-31,73.393074124,14.54817984548387,3.0903225806451613,103.542330099,0.8269333333333333,40.94,,,45.0,3.66,,,,21,2,0.0,4.0,6.0,12.0,19.0,10.0,8.0,3.0,2.0,0.0,63.93012073100002,16.506967625806453,3.83548387096774,126.41317916799998,3.9969666666666663,43.475,,,46.25,1.07,,,,20.0,3.0,0.0,1.0,2.0,5.0,13.0,18.0,14.0,10.0,6.0,2.0,8,1,540.157830566,164.0,26.0,38.944566106,40.0,51.0,68.0,92.0,104.0,73.0,62.0,50.0,40.0,20.0,223.7039583510001,291.15170039800034,366.3417240949997,503.4935861909995,554.057747581999,47.0,68.0,91.0,119.0,142.0,12.0,14.0,17.0,23.0,25.0,232.55001193399988,305.26800280500015,343.67483920200016,349.78019596600035,349.89518119,0.0,0.0,5.0,11.0,20.0,2.0,7.0,15.0,22.0,31.0,5.0,11.0,22.0,31.0,44.0,12.0,19.0,33.0,47.0,63.0,23.0,33.0,51.0,66.0,83.0,36.0,56.0,66.0,80.0,90.0,30.0,48.0,54.0,67.0,75.0,22.0,35.0,40.0,49.0,57.0,14.0,24.0,27.0,35.0,42.0,5.0,10.0,13.0,16.0,21.0,50.18749999999994,45.71833333333325,14.828895212403237,12.748046899311822,4.458016666666666,4.348774551971331,summ,21.2,33.1,1.3219999999999998,8.68,20.74
1999-09-30,150.351999718,13.1994416121,3.1300000000000003,72.73440491599997,5.600413793103448,282.175,,,45.0,3.245,,,,28,6,6.0,8.0,10.0,14.0,18.0,12.0,9.0,8.0,5.0,2.0,73.393074124,14.54817984548387,3.0903225806451613,103.542330099,0.8269333333333333,40.94,,,45.0,3.66,,,,21.0,2.0,0.0,4.0,6.0,12.0,19.0,10.0,8.0,3.0,2.0,0.0,9,1,540.157830566,164.0,26.0,38.944566106,40.0,51.0,68.0,92.0,104.0,73.0,62.0,50.0,40.0,20.0,137.32319485500014,297.09703247500033,364.54477452199967,439.7347982189996,576.8866603149991,41.0,68.0,89.0,112.0,140.0,5.0,14.0,16.0,19.0,25.0,229.9555092669999,336.0923420330001,408.8103329040001,447.21716930100035,453.322526065,0.0,0.0,0.0,5.0,11.0,5.0,6.0,11.0,19.0,26.0,8.0,11.0,17.0,28.0,37.0,17.0,24.0,31.0,45.0,59.0,32.0,42.0,52.0,70.0,85.0,28.0,46.0,66.0,76.0,90.0,22.0,38.0,56.0,62.0,75.0,13.0,25.0,38.0,43.0,52.0,8.0,16.0,26.0,29.0,37.0,2.0,5.0,10.0,13.0,16.0,42.207499999999946,47.10499999999991,15.527573735645174,14.735323423430103,2.411949999999999,3.2476555555555593,aut,21.2,33.1,1.3219999999999998,8.68,20.74
2000-06-30,56.56337509599999,12.828118619199996,4.506666666666667,105.3934083,2.1809642857142864,33.25,18.45,32.0,49.25,0.0585,43.0,8.8,28.5,25,1,0.0,0.0,2.0,5.0,8.0,21.0,18.0,17.0,13.0,5.0,89.95778438500001,11.32584119319355,3.9,86.82052455899999,3.073933333333333,64.8,,,53.4,,,,,26.0,5.0,1.0,1.0,4.0,8.0,9.0,22.0,17.0,12.0,7.0,3.0,6,1,457.35567839299995,144.0,19.0,62.888127496999985,27.0,43.0,61.0,77.0,87.0,91.0,77.0,60.0,47.0,33.0,175.8271316160001,207.11854865000035,279.0181460109996,320.6247807899997,471.6096999979993,50.0,67.0,94.0,118.0,140.0,7.0,8.0,11.0,11.0,18.0,128.0162193609999,139.5572321590001,140.67676457500008,140.72037909700038,142.59285890299998,3.0,5.0,7.0,13.0,18.0,6.0,11.0,15.0,23.0,28.0,11.0,20.0,29.0,39.0,47.0,21.0,34.0,48.0,59.0,70.0,25.0,39.0,55.0,68.0,80.0,35.0,51.0,64.0,81.0,99.0,25.0,39.0,50.0,66.0,79.0,17.0,25.0,35.0,47.0,58.0,11.0,15.0,23.0,32.0,40.0,4.0,5.0,11.0,18.0,26.0,91.89999999999992,99.59999999999991,8.443085474513452,5.906179049288529,5.643099999999998,5.159754838709681,summ,,,1.7333333333333334,,
2000-07-31,101.84083494200001,15.231101178709674,3.148387096774193,118.337888999,1.3563548387096778,39.25,14.4,40.0,43.75,0.473,34.0,8.4,29.0,28,4,0.0,1.0,4.0,12.0,16.0,11.0,7.0,2.0,0.0,0.0,56.56337509599999,12.828118619199996,4.506666666666667,105.3934083,2.1809642857142864,33.25,18.45,32.0,49.25,0.0585,43.0,8.8,28.5,25.0,1.0,0.0,0.0,2.0,5.0,8.0,21.0,18.0,17.0,13.0,5.0,7,1,457.35567839299995,144.0,19.0,62.888127496999985,27.0,43.0,61.0,77.0,87.0,91.0,77.0,60.0,47.0,33.0,146.52115948100007,232.39050671200033,263.6819237459996,335.5815211069997,377.1881558859992,51.0,75.0,92.0,119.0,143.0,6.0,8.0,9.0,12.0,12.0,192.21393285899993,233.40962766100012,244.95064045900008,246.07017287500037,246.11378739699998,1.0,3.0,5.0,7.0,13.0,1.0,6.0,11.0,15.0,23.0,6.0,13.0,22.0,31.0,41.0,13.0,26.0,39.0,53.0,64.0,17.0,33.0,47.0,63.0,76.0,43.0,56.0,72.0,85.0,102.0,35.0,43.0,57.0,68.0,84.0,29.0,34.0,42.0,52.0,64.0,20.0,24.0,28.0,36.0,45.0,8.0,9.0,10.0,16.0,23.0,49.02499999999992,72.34999999999991,12.076979906196785,9.904763189408957,2.627448809523808,4.489054761904765,summ,,,1.7333333333333334,,
2000-08-31,86.258573875,14.039736709677417,3.0870967741935487,97.32168727999999,1.4613333333333332,42.8,31.5,32.0,35.333333333333336,2.121,31.0,11.350000000000001,21.5,29,3,1.0,3.0,7.0,12.0,19.0,11.0,7.0,5.0,1.0,0.0,101.84083494200001,15.231101178709674,3.148387096774193,118.337888999,1.3563548387096778,39.25,14.4,40.0,43.75,0.473,34.0,8.4,29.0,28.0,4.0,0.0,1.0,4.0,12.0,16.0,11.0,7.0,2.0,0.0,0.0,8,1,457.35567839299995,144.0,19.0,62.888127496999985,27.0,43.0,61.0,77.0,87.0,91.0,77.0,60.0,47.0,33.0,158.4042100380001,248.36199442300034,334.2313416539996,365.5227586879997,437.42235604899923,53.0,79.0,103.0,120.0,147.0,5.0,10.0,12.0,13.0,16.0,223.73129729899995,310.5518218580001,351.7475166600001,363.28852945800037,364.408061874,0.0,1.0,3.0,5.0,7.0,1.0,2.0,7.0,12.0,16.0,6.0,10.0,17.0,26.0,35.0,17.0,25.0,38.0,51.0,65.0,24.0,33.0,49.0,63.0,79.0,32.0,54.0,67.0,83.0,96.0,25.0,42.0,50.0,64.0,75.0,19.0,31.0,36.0,44.0,54.0,13.0,20.0,24.0,28.0,36.0,5.0,8.0,9.0,10.0,16.0,36.24999999999992,45.76666666666657,14.029609898954847,13.12835366370107,1.7686595622119803,2.2037508192524355,summ,,,1.7333333333333334,,
2000-09-30,53.00634949500001,9.790873476966668,2.9866666666666672,60.429256645,0.9889666666666665,66.25,18.7,28.0,31.5,0.752,31.0,8.3,34.0,26,3,3.0,7.0,11.0,15.0,20.0,10.0,9.0,6.0,3.0,0.0,86.258573875,14.039736709677417,3.0870967741935487,97.32168727999999,1.4613333333333332,42.8,31.5,32.0,35.333333333333336,2.121,31.0,11.350000000000001,21.5,29.0,3.0,1.0,3.0,7.0,12.0,19.0,11.0,7.0,5.0,1.0,0.0,9,1,457.35567839299995,144.0,19.0,62.888127496999985,27.0,43.0,61.0,77.0,87.0,91.0,77.0,60.0,47.0,33.0,188.0994088170001,244.66278391300028,334.6205682979996,420.48991552899975,451.7813325629992,57.0,82.0,108.0,132.0,149.0,7.0,8.0,13.0,15.0,16.0,215.65957627899994,321.0529845790001,407.8735091380001,449.06920394000036,460.61021673799996,1.0,1.0,2.0,4.0,6.0,4.0,4.0,5.0,10.0,15.0,11.0,13.0,17.0,24.0,33.0,24.0,29.0,37.0,50.0,63.0,35.0,43.0,52.0,68.0,82.0,22.0,43.0,65.0,78.0,94.0,14.0,32.0,49.0,57.0,71.0,7.0,24.0,36.0,41.0,49.0,1.0,14.0,21.0,25.0,29.0,0.0,5.0,8.0,9.0,10.0,41.02499999999992,38.433333333333245,14.635418944193557,14.032985502529025,1.4088440860215035,1.666217485919102,aut,,,1.7333333333333334,,
2001-06-30,56.569560280000005,13.697014240199996,3.933333333333333,110.675545518,1.690566666666666,40.0,22.65,42.0,73.25,0.202,,8.05,30.5,19,3,0.0,1.0,1.0,4.0,11.0,19.0,15.0,8.0,5.0,4.0,34.101551328999996,10.911994242677418,4.032258064516129,83.39597085399998,4.507096774193549,54.0,,,75.25,,,,,12.0,0.0,0.0,2.0,3.0,6.0,7.0,23.0,19.0,13.0,7.0,2.0,6,1,892.071580245,152.0,40.0,69.95825282199999,38.0,59.0,75.0,99.0,106.0,74.0,58.0,49.0,40.0,17.0,144.74382019799998,197.40741715300027,232.42857862299957,362.5684322709998,492.59654368399924,38.0,56.0,76.0,103.0,129.0,6.0,9.0,10.0,16.0,26.0,113.0436825319999,116.42172208100007,116.42172208100004,116.78502366200033,121.50848364000001,1.0,8.0,12.0,24.0,31.0,6.0,18.0,26.0,41.0,53.0,9.0,26.0,34.0,53.0,67.0,16.0,35.0,49.0,75.0,93.0,21.0,44.0,58.0,84.0,102.0,39.0,47.0,61.0,65.0,78.0,34.0,41.0,52.0,55.0,64.0,24.0,31.0,39.0,42.0,51.0,15.0,19.0,26.0,28.0,36.0,4.0,6.0,9.0,10.0,14.0,111.49999999999994,106.49999999999993,7.17326455603872,3.865296295015046,9.533669076751941,7.446919169447533,summ,22.860000000000003,33.6,1.1588333333333332,9.739999999999998,25.8
2001-07-31,95.096570013,16.733144352258062,3.874193548387096,127.726561863,0.9047142857142856,86.0,19.4,51.0,71.8,0.491,,11.2,17.0,23,5,0.0,2.0,3.0,6.0,7.0,22.0,17.0,9.0,7.0,2.0,56.569560280000005,13.697014240199996,3.933333333333333,110.675545518,1.690566666666666,40.0,22.65,42.0,73.25,0.202,,8.05,30.5,19.0,3.0,0.0,1.0,1.0,4.0,11.0,19.0,15.0,8.0,5.0,4.0,7,1,892.071580245,152.0,40.0,69.95825282199999,38.0,59.0,75.0,99.0,106.0,74.0,58.0,49.0,40.0,17.0,90.67111160900001,201.31338047800028,253.97697743299958,288.9981389029998,419.13799255099923,31.0,57.0,75.0,95.0,122.0,3.0,9.0,12.0,13.0,19.0,194.07151637199993,223.71922805000008,227.09726759900005,227.09726759900033,227.46056918000002,0.0,1.0,8.0,12.0,24.0,3.0,7.0,19.0,27.0,42.0,4.0,10.0,27.0,35.0,54.0,10.0,20.0,39.0,53.0,79.0,18.0,32.0,55.0,69.0,95.0,42.0,58.0,66.0,80.0,84.0,34.0,49.0,56.0,67.0,70.0,21.0,32.0,39.0,47.0,50.0,12.0,20.0,24.0,31.0,33.0,6.0,8.0,10.0,13.0,14.0,46.99999999999994,87.66666666666659,12.304504241438718,9.347847784092464,3.098831720430103,6.9193016067235185,summ,22.860000000000003,33.6,1.1588333333333332,9.739999999999998,25.8
2001-08-31,107.68438336999999,15.024834462903229,3.3096774193548386,103.694106105,1.4721333333333333,62.5,21.4,34.5,74.75,0.5655,,16.200000000000003,19.0,28,6,1.0,5.0,8.0,12.0,17.0,13.0,10.0,8.0,3.0,2.0,95.096570013,16.733144352258062,3.874193548387096,127.726561863,0.9047142857142856,86.0,19.4,51.0,71.8,0.491,,11.2,17.0,23.0,5.0,0.0,2.0,3.0,6.0,7.0,22.0,17.0,9.0,7.0,2.0,8,1,892.071580245,152.0,40.0,69.95825282199999,38.0,59.0,75.0,99.0,106.0,74.0,58.0,49.0,40.0,17.0,151.666130293,185.7676816220003,296.40995049099956,349.07354744599985,384.09470891599926,42.0,54.0,80.0,98.0,118.0,8.0,8.0,14.0,17.0,18.0,238.40210738099995,321.7980782350001,351.44578991300006,354.82382946200033,354.82382946200005,0.0,0.0,1.0,8.0,12.0,3.0,5.0,9.0,21.0,29.0,4.0,7.0,13.0,30.0,38.0,10.0,16.0,26.0,45.0,59.0,18.0,25.0,39.0,62.0,76.0,41.0,64.0,80.0,88.0,102.0,32.0,51.0,66.0,73.0,84.0,17.0,30.0,41.0,48.0,56.0,12.0,19.0,27.0,31.0,38.0,6.0,8.0,10.0,12.0,15.0,62.99999999999994,59.99999999999992,15.215079296229039,13.78071761171182,1.297640476190471,2.367459242191499,summ,22.860000000000003,33.6,1.1588333333333332,9.739999999999998,25.8
2001-09-30,100.29665482300001,10.519994339966669,3.1066666666666665,63.598970311,3.4609333333333345,36.5,18.7,26.0,63.0,0.353,,16.2,21.0,29,3,2.0,9.0,10.0,14.0,19.0,10.0,8.0,4.0,3.0,2.0,107.68438336999999,15.024834462903229,3.3096774193548386,103.694106105,1.4721333333333333,62.5,21.4,34.5,74.75,0.5655,,16.200000000000003,19.0,28.0,6.0,1.0,5.0,8.0,12.0,17.0,13.0,10.0,8.0,3.0,2.0,9,1,892.071580245,152.0,40.0,69.95825282199999,38.0,59.0,75.0,99.0,106.0,74.0,58.0,49.0,40.0,17.0,202.780953383,259.3505136630003,293.4520649919996,404.0943338609998,456.75793081599926,51.0,70.0,82.0,108.0,126.0,11.0,14.0,14.0,20.0,23.0,231.42066796799995,342.0962134860001,425.49218434000005,455.13989601800034,458.51793556700005,1.0,1.0,1.0,2.0,9.0,7.0,8.0,10.0,14.0,26.0,11.0,12.0,15.0,21.0,38.0,18.0,22.0,28.0,38.0,57.0,24.0,35.0,42.0,56.0,79.0,35.0,54.0,77.0,93.0,101.0,27.0,42.0,61.0,76.0,83.0,17.0,25.0,38.0,49.0,56.0,10.0,15.0,22.0,30.0,34.0,4.0,8.0,10.0,12.0,14.0,74.24999999999994,62.83333333333326,15.878989407580654,15.15166435178709,1.1884238095238042,1.3558047619047606,aut,22.860000000000003,33.6,1.1588333333333332,9.739999999999998,25.8
2002-06-30,86.224490201,15.407598017999998,3.589999999999999,118.901629235,2.2085925925925927,30.5,21.0,37.0,61.5,0.5985,,8.0,16.0,26,3,0.0,0.0,3.0,8.0,14.0,14.0,12.0,10.0,4.0,2.0,77.64280410999999,11.776671880741935,3.832258064516129,89.11737749699999,3.6154193548387084,42.0,,,64.5,,,,,22.0,3.0,0.0,3.0,4.0,6.0,9.0,20.0,20.0,12.0,6.0,1.0,6,1,407.473321838,162.0,15.0,68.406841223,27.0,45.0,57.0,77.0,92.0,83.0,73.0,58.0,44.0,25.0,130.1032580100001,163.35381241800033,236.21069611799965,331.23653420699975,372.8217244139993,48.0,76.0,100.0,129.0,158.0,5.0,7.0,9.0,13.0,14.0,130.13418321699996,143.39672350000012,146.46820334300006,146.8525730470003,147.936206294,1.0,3.0,4.0,14.0,22.0,6.0,11.0,16.0,28.0,40.0,10.0,16.0,21.0,34.0,52.0,15.0,25.0,35.0,50.0,69.0,22.0,34.0,46.0,62.0,84.0,36.0,54.0,70.0,81.0,89.0,34.0,49.0,63.0,73.0,80.0,20.0,33.0,43.0,52.0,58.0,10.0,20.0,27.0,32.0,36.0,3.0,10.0,13.0,15.0,18.0,30.249999999999943,53.999999999999936,8.763681278170974,6.309034620049457,3.622626344086017,3.9180508960573466,summ,21.499999999999996,40.8,0.40520000000000006,11.940000000000001,23.2
2002-07-31,156.960179151,16.58658334516129,3.548387096774193,128.99308048800003,6.852079999999998,70.0,27.0,52.0,54.4,0.519,,10.0,43.0,28,9,1.0,5.0,7.0,13.0,15.0,16.0,13.0,9.0,7.0,2.0,86.224490201,15.407598017999998,3.589999999999999,118.901629235,2.2085925925925927,30.5,21.0,37.0,61.5,0.5985,,8.0,16.0,26.0,3.0,0.0,0.0,3.0,8.0,14.0,14.0,12.0,10.0,4.0,2.0,7,1,407.473321838,162.0,15.0,68.406841223,27.0,45.0,57.0,77.0,92.0,83.0,73.0,58.0,44.0,25.0,163.86729431100008,216.3277482110003,249.57830261899963,322.43518631899974,417.4610244079992,48.0,74.0,102.0,126.0,155.0,6.0,8.0,10.0,12.0,16.0,208.01900673199995,249.0358124520001,262.29835273500004,265.3698325780003,265.754202282,0.0,1.0,3.0,4.0,14.0,3.0,6.0,11.0,16.0,28.0,7.0,13.0,19.0,24.0,37.0,14.0,23.0,33.0,43.0,58.0,23.0,36.0,48.0,60.0,76.0,34.0,50.0,68.0,84.0,95.0,32.0,46.0,61.0,75.0,85.0,22.0,30.0,43.0,53.0,62.0,10.0,14.0,24.0,31.0,36.0,3.0,5.0,12.0,15.0,17.0,36.24999999999994,30.333333333333268,13.592134949370973,10.978320191447304,2.9120059737156474,3.1512817602548773,summ,21.499999999999996,40.8,0.40520000000000006,11.940000000000001,23.2
2002-08-31,44.886543969000016,18.575327721935476,2.470967741935484,119.32561589399998,2.0329,50.0,33.0,31.5,51.5,0.6515,,9.5,21.0,24,1,1.0,14.0,19.0,23.0,27.0,4.0,4.0,3.0,1.0,1.0,156.960179151,16.58658334516129,3.548387096774193,128.99308048800003,6.852079999999998,70.0,27.0,52.0,54.4,0.519,,10.0,43.0,28.0,9.0,1.0,5.0,7.0,13.0,15.0,16.0,13.0,9.0,7.0,2.0,8,1,407.473321838,162.0,15.0,68.406841223,27.0,45.0,57.0,77.0,92.0,83.0,73.0,58.0,44.0,25.0,243.18466935200007,320.82747346200034,373.2879273619996,406.53848176999975,479.3953654699992,54.0,76.0,102.0,130.0,154.0,12.0,15.0,17.0,19.0,21.0,247.894709723,337.0120872200001,378.02889294000005,391.2914332230003,394.36291306600003,1.0,1.0,2.0,4.0,5.0,5.0,8.0,11.0,16.0,21.0,10.0,14.0,20.0,26.0,31.0,21.0,27.0,36.0,46.0,56.0,29.0,38.0,51.0,63.0,75.0,30.0,50.0,66.0,84.0,100.0,25.0,45.0,59.0,74.0,88.0,19.0,31.0,39.0,52.0,62.0,11.0,17.0,21.0,31.0,38.0,4.0,5.0,7.0,14.0,17.0,50.24999999999994,47.499999999999936,15.997090681580648,14.590284414634402,4.530336296296292,4.225363982477099,summ,21.499999999999996,40.8,0.40520000000000006,11.940000000000001,23.2
