skillscore,skillscore.sd,var,sig
-0.00100794797687853,0.00714560896308161,uas,FALSE
0.00551300578034686,0.00768212154865205,vas,FALSE
0.0145736994219655,0.00847100981254763,tdps,FALSE
0.0193858381502892,0.00800342184710228,tas,FALSE
-0.965097543352601,0.0334675762505095,cc,FALSE
-0.0290209537572252,0.00936826102234008,tp,FALSE
0.227106213872832,0.0155539059519162,rsds,FALSE
6.14161849713524e-05,0.008062411551916,rlds,FALSE
0.567059248554913,0.010877474956976,petH,TRUE
0.0248591040462428,0.00789195892550283,wupper_q,FALSE
0.0170881502890174,0.0121779837294102,surftemp,FALSE
0.0276878612716763,0.0129270906047603,bottemp,FALSE
