skillscore,skillscore.sd,var,sig
-0.000711840965653687,0.00722261186588167,uas,FALSE
0.0344935607110947,0.00882910061441321,vas,FALSE
0.303558554395046,0.0150590975013633,tdps,FALSE
0.373181203849195,0.0162370686813287,tas,FALSE
-0.989038918158384,0.0313812704974302,cc,FALSE
-0.0538584914057232,0.0115000227920331,tp,FALSE
0.402471868763116,0.0157593979218322,rsds,FALSE
0.153666012810111,0.0129342159453445,rlds,FALSE
0.770206565609884,0.0097313344626223,petH,TRUE
0.0715296289449631,0.0129542872371664,wupper_q,FALSE
0.746608521359885,0.0117525348931424,surftemp,TRUE
0.704893684978074,0.0124763053395465,bottemp,TRUE
