prod.stor.cap_mm,inter.exch.coeff_mm.d,rout.stor.cap_mm,unit.hyd.time.cons_d,NSE,KGE
139.770249560003,0.211546906993278,4.71147018259074,1.5442942942943,0.448729423404471,0.509118894573643
