date,obs,ERA5,SEAS5_1,SEAS5_2,SEAS5_3,SEAS5_4,SEAS5_5,SEAS5_6,SEAS5_7,SEAS5_8,SEAS5_9,SEAS5_10,SEAS5_11,SEAS5_12,SEAS5_13,SEAS5_14,SEAS5_15,SEAS5_16,SEAS5_17,SEAS5_18,SEAS5_19,SEAS5_20,SEAS5_21,SEAS5_22,SEAS5_23,SEAS5_24,SEAS5_25
1993-12-01,NA,77.2742,83.9106,15.9817,67.0698,77.9022,95.6611,82.7042,91.4794,98.9389,37.2045,97.6605,45.3664,74.9211,88.8149,57.1258,99.7311,98.4114,92.5173,92.6726,97.594,77.2166,59.6589,45.4128,90.4515,89.1423,97.3336
1993-12-02,NA,63.7719,60.7127,50.2401,27.202,91.8487,98.2311,95.3733,67.1177,45.8275,34.0372,100.9839,64.5902,74.7253,91.8314,74.3644,103.1258,77.4806,54.3203,89.1847,97.3411,96.9213,18.205,84.6408,98.9302,81.6706,31.094
1993-12-03,NA,95.8751,99.3075,81.0487,19.4907,80.059,97.264,97.6111,89.7128,85.9465,83.9205,100.9932,30.1526,64.8767,85.5434,81.6706,96.5873,86.1521,48.3142,97.1221,94.4927,37.4205,11.6347,70.9211,88.7977,83.8082,67.5486
1993-12-04,NA,48.9504,90.4515,61.8724,27.5162,95.6965,59.1072,97.0251,93.1624,76.7284,75.4247,99.8663,23.3709,50.449,85.3486,92.2479,92.0811,67.1177,65.2761,51.256,96.9914,26.0211,62.2515,68.0762,97.0148,47.5691,63.0856
1993-12-05,NA,82.7054,95.6775,20.555,20.4159,81.6706,26.0211,50.5335,73.4907,91.6436,55.6085,98.9302,37.2045,77.4815,47.9958,94.399,75.1651,55.8134,79.0639,97.7201,44.6788,97.8907,95.6965,90.2796,97.264,47.5691,48.2945
1993-12-06,NA,30.5927,92.3167,79.5967,37.3391,80.246,97.264,71.8531,77.2162,72.9536,84.0859,96.2867,61.695,91.7286,94.3643,67.9553,37.3548,22.3929,86.9661,98.3006,86.2772,96.6721,90.1558,93.091,95.9952,59.5964,54.7452
1993-12-07,NA,58.8025,70.5542,60.6968,20.555,89.0168,86.8175,65.7902,44.1028,71.0589,86.4312,80.8344,82.2391,85.9513,97.7771,81.2265,31.4902,50.5335,56.9456,81.3526,98.7916,73.6292,68.7127,93.9082,94.1621,89.1028,66.7608
1993-12-08,NA,104.2209,31.094,87.3156,43.8169,92.8517,89.8486,61.2383,28.2823,47.5001,92.0379,63.2132,76.3945,53.6152,96.2346,65.2761,24.4151,90.8728,79.8334,95.1931,97.5104,41.7382,81.7528,92.9909,93.8863,88.1644,31.9821
1993-12-09,NA,98.1195,75.1651,84.5616,64.2319,62.3876,51.8445,62.4249,53.7383,53.2051,93.1882,68.7235,72.2323,69.2931,66.948,87.8275,71.4824,65.9218,82.7389,96.576,95.458,30.8112,70.4076,93.1624,94.3304,83.8183,19.4907
1993-12-10,NA,55.5406,92.0811,87.6191,75.7244,44.1028,86.7959,83.502,43.5141,90.4124,62.8751,92.4498,42.4448,86.4312,86.8821,93.9147,84.9033,50.3117,67.4786,96.7575,25.8775,86.4024,59.1566,79.561,90.9888,68.7786,11.6347
1993-12-11,NA,102.7657,83.9564,72.2347,36.6656,62.9373,94.6161,89.1445,56.983,78.4828,59.8696,99.8948,78.3281,61.4497,77.0043,93.091,48.2945,81.0825,53.7484,88.1293,36.9703,91.4171,52.9413,75.149,88.5786,87.3538,30.8112
1993-12-12,NA,86.2365,85.6109,44.4135,51.4126,78.1283,91.903,89.7128,83.9106,79.4638,85.8831,88.0815,67.5486,77.0596,58.1881,95.5385,85.4694,78.517,80.2451,83.5791,73.8728,94.399,91.8314,75.0772,85.8805,91.2181,43.6934
1993-12-13,NA,99.6837,70.9211,24.4726,33.8351,75.1897,88.3949,72.5703,31.0412,94.2927,95.2377,75.3941,96.0655,70.5542,42.7309,70.46,18.6272,28.0457,77.2849,46.2581,40.5385,96.2371,93.0726,85.4982,91.6918,80.4867,32.3421
1993-12-14,NA,91.3461,85.0513,63.7953,31.4369,58.8056,47.1585,93.9147,68.3258,95.6965,97.3411,81.5289,89.0817,72.068,75.7568,91.3994,89.1847,41.7902,37.2045,32.6015,73.8192,75.1287,91.5673,73.9527,84.5616,84.0859,36.6339
1993-12-15,NA,76.4398,94.742,69.2856,70.5542,75.0167,77.2935,87.2562,52.313,68.4022,96.3633,89.7633,37.4835,77.4815,94.9511,89.8581,33.1755,55.2055,69.8743,87.2974,85.3219,70.46,91.2371,75.2492,90.8631,85.9394,50.449
1993-12-16,NA,103.4209,75.8573,79.9074,96.9914,78.6431,47.642,83.4241,80.2286,84.5243,91.3048,89.7633,88.0235,70.4076,91.8487,85.4336,88.7262,50.9394,65.6022,62.2106,75.2308,86.7583,55.1,79.8502,88.7262,85.2951,90.9478
1993-12-17,NA,94.1377,49.5524,74.3644,89.1243,80.774,81.4255,80.3329,77.9332,87.3995,60.2594,83.6381,84.8268,58.9312,93.249,89.5946,85.9246,62.3882,84.363,60.6968,63.6497,75.702,36.505,54.2912,83.5713,93.0726,73.6101
1993-12-18,NA,114.562,73.7274,82.6196,47.7051,56.4627,86.6738,87.2171,41.7902,88.3949,55.2055,81.1555,91.0415,43.6934,80.7908,86.2109,38.4809,73.0178,84.3213,91.4609,46.9978,75.1651,54.3203,75.432,63.0375,90.2567,36.6339
1993-12-19,NA,108.5425,68.7646,80.3654,55.1228,72.116,51.5164,43.6668,85.5241,87.3115,58.7039,91.7726,90.0916,41.8896,70.5793,66.9205,21.5273,30.7384,80.1435,55.1228,59.4262,35.092,62.1672,53.9859,69.4097,59.9737,83.6181
1993-12-20,NA,113.8265,62.2106,28.2754,58.8192,43.6934,88.3018,80.0524,79.5967,86.4327,50.0087,78.6591,91.1009,64.3266,89.213,19.4907,66.2125,68.7148,84.7086,73.0975,43.6342,75.4626,68.799,62.8751,83.0835,86.7837,63.0856
1993-12-21,NA,115.8028,63.8256,89.7522,51.7154,26.7358,88.5049,89.8832,40.7112,77.2162,45.1748,85.5466,73.9527,47.642,88.1293,64.2319,95.155,54.8084,81.5222,95.424,25.6996,58.7434,67.6943,83.6897,39.5657,92.2828,83.9106
1993-12-22,NA,117.791,81.9005,79.7319,50.4935,31.9821,57.1258,44.1028,36.7531,82.1175,64.3337,45.3664,59.8696,91.3312,79.409,85.5509,94.108,79.7319,44.3816,34.2485,92.9982,28.2754,92.4475,92.2479,70.385,91.28,70.0366
1993-12-23,NA,118.4229,62.9458,46.1919,83.6897,86.9661,74.2105,75.4046,59.1566,59.6589,54.7452,84.815,62.8751,70.9886,89.1028,87.6245,97.5749,75.432,30.2016,82.1544,82.1544,72.3077,51.7184,90.8728,86.1032,73.7685,12.54
1993-12-24,NA,107.1621,77.0043,51.9998,79.7319,85.2488,70.0366,88.0235,76.4782,54.2912,42.4448,94.3643,81.3526,78.6641,89.0872,48.16,76.4679,67.4747,24.464,80.1693,44.7914,92.9982,63.0375,54.8084,70.0401,73.464,50.4935
1993-12-25,NA,119.9031,89.9676,31.094,92.5173,65.8017,66.608,52.6264,45.1311,17.657,14.4282,47.9958,83.9967,22.3542,89.5706,81.9218,85.692,80.1601,81.9005,85.5245,31.4369,94.742,67.0698,43.5141,97.3584,80.8597,50.449
1993-12-26,NA,120.0639,40.5385,79.4638,84.0859,37.3391,63.2022,62.9344,86.4538,16.9364,65.5721,78.3281,79.6321,90.5408,77.2769,51.0518,88.6378,44.6788,71.0589,85.4982,55.8227,85.5242,52.5552,71.4743,95.3733,95.2831,13.9132
1993-12-27,NA,109.4957,66.608,75.0692,94.112,73.561,95.5455,84.3213,95.3733,25.6372,63.2658,91.5817,83.3679,45.1748,85.9394,89.3945,46.7362,89.0841,88.5064,89.5443,48.9755,85.4881,62.9344,26.3001,94.2726,93.249,85.9209
1993-12-28,NA,110.7854,68.4185,85.9359,83.6656,74.3615,92.4498,86.6989,51.718,84.9913,69.714,86.4673,78.0042,87.3156,95.424,44.0956,63.6497,92.803,70.9886,86.9661,18.6272,27.202,94.1621,88.3018,92.7139,54.3203,63.7577
1993-12-29,NA,101.7494,54.2785,80.1693,81.9994,74.9211,97.5795,79.4638,53.7812,91.9301,86.9108,77.0668,63.904,70.4496,93.0196,36.5327,87.2562,65.2646,75.4247,84.2607,75.2308,94.1359,44.4444,89.8166,94.4562,75.2086,61.625
1993-12-30,NA,127.324,64.6786,48.1013,89.1367,62.1672,75.157,83.6844,70.5542,85.3745,80.1643,62.2672,93.2894,83.5291,86.7959,66.7608,89.513,70.5922,53.5454,58.4795,50.3117,75.9168,72.2347,82.7106,55.1,90.3654,73.7685
1993-12-31,NA,129.8518,32.8158,46.7362,91.5817,26.5804,85.5565,96.6634,74.9938,68.7646,84.9062,77.8501,92.6649,90.4356,77.1478,89.9476,44.6788,85.5434,65.145,46.2581,90.7944,87.0371,75.9204,84.1926,86.8666,92.7139,57.3591
1994-01-01,NA,131.9924,61.3775,88.3258,90.4356,89.0168,92.8607,97.8907,36.9632,87.141,75.9204,90.5807,96.1913,96.576,76.1763,94.6573,23.3709,85.9209,87.141,63.8256,61.9651,58.9999,66.8521,79.6164,32.3421,83.5291,47.9958
1994-01-02,NA,125.5031,46.0727,84.4164,78.4828,66.5491,97.0251,89.9115,44.9412,97.6447,75.7244,66.2968,92.0955,95.1217,68.6585,86.2109,91.5817,77.4259,97.2587,67.2722,68.9135,63.7577,75.4626,87.5622,90.7158,73.7685,83.562
1994-01-03,NA,75.4731,94.4398,67.2722,62.4249,94.085,76.0402,20.555,58.1426,81.9644,87.624,29.2707,92.2828,59.4964,95.928,83.683,28.4874,96.1913,102.2162,45.2346,78.6641,67.0698,66.1748,64.6786,42.9287,72.068,87.8275
1994-01-04,NA,67.8795,98.0678,89.7128,99.9269,30.8103,95.6611,46.0727,86.2982,89.1445,92.8867,56.0825,84.7866,95.5455,97.312,62.4249,43.6668,94.596,99.8663,61.2383,68.552,76.1763,96.2393,78.4688,28.2816,39.8893,62.1446
1994-01-05,NA,99.2723,99.5308,95.776,84.3762,26.0211,85.2951,61.2222,84.132,101.4249,99.5717,77.7907,65.2761,92.7139,97.6605,53.9859,80.246,97.1858,98.5973,89.0029,68.1056,28.2823,83.9967,73.6081,91.5948,94.9416,68.7235
1994-01-06,NA,135.5964,102.61,99.6328,85.6565,51.8445,81.0825,55.1967,95.3133,68.7235,48.1041,82.8191,95.0623,97.594,102.9564,26.3001,47.1866,90.9478,95.7828,86.2982,75.4103,72.9199,35.8913,89.3213,98.011,101.7198,79.9738
1994-01-07,NA,133.9377,86.6604,100.9529,102.1856,79.409,98.3673,72.9199,99.0784,78.8629,69.277,79.7129,29.0826,50.5335,88.4319,77.2792,103.9681,77.2769,84.4051,87.0371,89.2805,86.4673,87.685,98.9369,98.1651,99.8663,91.5785
1994-01-08,NA,127.8734,94.4458,101.8,86.6604,47.1585,104.16,82.7042,100.7064,102.2867,68.7646,66.948,50.7181,35.8913,98.9302,17.5253,74.9189,93.2894,95.2377,95.6488,64.3477,99.5308,99.5308,86.7132,84.4164,96.6721,99.912
1994-01-09,NA,129.4633,61.0207,102.2051,80.8216,93.4364,101.1881,94.988,98.8349,106.2176,85.6109,80.8132,101.6174,18.8904,97.7215,43.2731,100.9244,59.1072,94.112,80.1643,86.7583,67.5005,96.6634,76.4316,25.2182,88.3999,97.3336
1994-01-10,NA,112.918,81.0823,105.5351,73.7685,103.5116,103.5472,93.9501,29.7764,100.9244,99.0784,94.1307,101.7696,23.7863,98.3444,103.1074,74.3649,46.1843,89.5946,54.4972,91.2604,72.116,102.7069,71.0167,76.8505,99.7283,87.2195
1994-01-11,NA,96.3792,50.3117,81.5957,107.6141,104.8584,104.0672,71.7235,91.4794,102.1477,101.0694,84.0859,97.8465,64.015,98.1651,70.0011,94.6573,67.2701,97.0548,85.1628,97.88,86.7516,106.2176,95.7828,51.9059,100.9529,61.2383
