date,obs,ERA5,SEAS5_1,SEAS5_2,SEAS5_3,SEAS5_4,SEAS5_5,SEAS5_6,SEAS5_7,SEAS5_8,SEAS5_9,SEAS5_10,SEAS5_11,SEAS5_12,SEAS5_13,SEAS5_14,SEAS5_15,SEAS5_16,SEAS5_17,SEAS5_18,SEAS5_19,SEAS5_20,SEAS5_21,SEAS5_22,SEAS5_23,SEAS5_24,SEAS5_25
1993-12-01,NA,8.671,7.4307,14.4059,5.9483,13.7681,9.4551,8.6614,11.2398,8.5361,11.072,8.1038,12.2157,13.4068,15.1405,15.2511,5.3396,15.0754,10.7151,1.3213,13.4592,9.0013,10.907,8.2843,12.6211,8.5885,8.2301
1993-12-02,NA,11.5212,7.5588,9.6138,8.8196,8.2616,8.6768,12.4931,10.3438,4.8736,9.4606,6.0393,9.4412,15.2952,14.659,11.8438,3.5678,15.9329,12.2076,1.2008,14.4802,9.8529,11.2814,9.2835,15.1405,10.9148,9.0635
1993-12-03,NA,13.8943,7.3786,10.1464,7.5588,8.2464,9.5487,11.4508,7.7011,6.628,7.7096,7.6362,8.7259,12.558,13.8459,12.0057,5.8769,13.4824,10.6943,2.7264,14.5352,9.8714,9.6583,13.4578,12.7874,11.6238,9.9178
1993-12-04,NA,9.6172,9.2711,11.4281,8.5295,7.6556,9.7322,11.3774,7.9219,8.6169,8.9426,8.5697,8.3769,9.9771,9.0458,13.6827,9.0154,11.5564,10.4322,4.4467,11.2134,6.2317,9.7253,14.0839,10.6943,14.0133,12.7729
1993-12-05,NA,7.2375,8.6653,5.4909,10.6351,7.3705,10.1635,11.2981,8.1396,8.3524,9.4146,10.0131,9.6551,12.1149,8.0909,13.9735,10.0143,10.6943,13.3859,5.9775,11.5717,5.8785,10.9751,13.3617,13.541,11.8915,11.597
1993-12-06,NA,7.9211,11.4517,6.6606,6.989,6.1033,11.7116,10.5285,7.0692,9.3654,10.9303,10.6664,11.4106,14.6019,5.7825,15.5628,8.241,6.7457,14.537,10.0736,9.8333,8.5884,11.3923,11.2113,13.6458,12.4301,8.8957
1993-12-07,NA,6.2547,10.8486,10.1333,9.5045,7.0598,11.0634,11.6123,2.5897,9.9248,7.0751,9.9427,13.3452,11.8334,7.9248,14.659,7.7242,8.6763,11.3754,10.6747,5.2168,11.15,11.3759,14.6043,12.9588,10.7411,9.9095
1993-12-08,NA,6.9804,7.7931,7.7784,10.6644,7.0433,10.7273,10.6486,3.6622,12.0947,14.3819,9.9427,14.4888,10.4071,7.6823,13.3947,7.9509,7.7083,11.4655,7.6026,5.2867,8.6506,8.5072,17.4231,12.7052,11.7037,11.5564
1993-12-09,NA,8.2951,5.6193,8.0701,12.3267,7.7784,14.8538,14.1078,4.986,10.5006,13.5815,8.0679,12.9113,7.6413,8.7023,13.4338,8.8852,6.7815,14.6058,4.3048,8.7007,7.9826,9.1422,15.171,12.7309,13.0527,10.0615
1993-12-10,NA,8.1316,7.8205,11.3142,13.8459,9.3126,14.5743,15.3499,8.653,10.69,16.1201,5.9671,11.4635,10.055,7.0591,14.968,8.9779,10.2472,13.2863,4.2446,8.9228,8.9704,6.9477,15.037,14.8971,11.3777,9.0881
1993-12-11,NA,8.6449,5.4723,13.2093,12.4845,10.3655,14.7106,15.0897,9.4272,12.4989,12.6686,3.6378,7.9219,11.0595,8.6936,17.8311,8.2159,5.3313,12.046,3.3884,5.3313,10.4931,9.3835,9.0386,14.3684,13.3235,8.5753
1993-12-12,NA,13.2292,5.4052,10.9921,11.5882,14.6058,14.2618,14.0365,11.7834,11.8025,12.0247,6.7905,7.7096,9.8333,8.7836,16.0845,8.3172,8.0696,8.5372,6.8772,9.3701,13.4086,10.3571,6.7905,12.0877,16.0257,10.0584
1993-12-13,NA,13.8271,5.1164,9.032,11.7817,15.8052,13.3832,14.7058,10.3819,8.6454,12.2507,7.2493,5.7565,8.7608,7.6806,15.3408,10.907,10.5049,8.2616,10.6938,11.3089,13.0377,9.7482,10.4185,12.9573,16.902,8.5697
1993-12-14,NA,12.9526,7.5432,9.3559,7.4102,17.7386,11.3073,14.1742,11.4345,8.7024,13.5433,10.6642,4.5775,9.6585,9.0386,13.4833,6.5676,9.8238,8.1645,8.1802,9.7779,12.7992,10.4272,13.7909,12.3223,12.9588,9.0458
1993-12-15,NA,9.896,5.4437,10.6664,6.4371,17.1764,11.0595,10.2783,14.8202,8.7535,14.7106,12.3938,5.9671,12.6583,11.814,16.379,7.9248,11.8457,7.0764,6.8772,10.3655,10.8069,10.5188,12.2507,12.8289,9.1494,9.8573
1993-12-16,NA,7.557,7.6446,11.1685,4.9421,15.9715,13.1247,8.1077,10.4307,10.3269,14.8442,11.7093,7.3607,10.5697,14.4211,17.3961,10.6938,10.1819,12.8357,10.3567,13.748,9.3403,11.0335,7.6823,12.6774,6.1033,7.2083
1993-12-17,NA,5.6903,7.0598,10.9108,2.3894,16.8287,11.7192,7.3148,11.4151,10.3928,13.5058,10.8587,10.7263,12.1711,15.8768,18.3632,7.7096,9.5759,11.0832,6.5773,13.0791,9.6938,9.3811,12.4301,12.7585,4.9365,7.9132
1993-12-18,NA,6.2453,6.7825,9.0922,4.8132,13.748,12.2565,8.3661,11.5117,12.5473,9.7253,13.5622,9.9343,13.2622,14.7535,14.4878,8.4795,11.8788,9.9825,7.1061,11.1738,10.5405,9.6491,8.3533,11.1014,9.1741,9.7893
1993-12-19,NA,3.7721,9.3331,9.9008,5.5191,11.2915,11.2814,8.1806,10.1211,12.6123,9.863,14.5066,9.6399,8.8928,12.2052,14.4304,6.7318,15.0532,9.8357,1.4375,10.1793,9.8287,10.5934,10.8073,8.8615,11.5586,10.9883
1993-12-20,NA,8.383,7.5436,11.5957,4.986,12.3951,9.0138,5.8424,11.8585,13.6456,9.9838,4.6915,10.4606,9.0386,9.2418,12.0135,6.5449,13.8564,11.0595,3.7867,11.5716,8.0612,12.763,13.886,2.8872,11.7324,9.7253
1993-12-21,NA,8.0137,7.5495,10.5006,5.9627,8.9716,9.6907,6.481,11.7192,11.719,11.7158,1.3955,8.648,5.9338,10.4272,8.2198,4.1958,13.8558,11.7335,2.3643,9.9353,9.1055,10.2539,13.2535,4.6834,15.3797,12.6579
