date,obs,ERA5,SEAS5_1,SEAS5_2,SEAS5_3,SEAS5_4,SEAS5_5,SEAS5_6,SEAS5_7,SEAS5_8,SEAS5_9,SEAS5_10,SEAS5_11,SEAS5_12,SEAS5_13,SEAS5_14,SEAS5_15,SEAS5_16,SEAS5_17,SEAS5_18,SEAS5_19,SEAS5_20,SEAS5_21,SEAS5_22,SEAS5_23,SEAS5_24,SEAS5_25
1993-12-01,NA,78.4218,74.3253,85.305,79.2365,86.8557,81.5912,77.4785,83.1206,64.1396,79.3892,72.1414,87.6512,81.0841,84.7237,78.4778,52.1299,83.1998,80.4742,47.7685,80.9886,92.0572,84.239,73.1057,74.0403,74.1651,72.852
1993-12-02,NA,82.834,70.1746,95.393,88.2982,82.0415,85.5672,77.9481,84.45,76.245,90.8336,74.5941,86.0091,86.8128,88.3444,87.5829,50.238,71.0987,82.5219,56.6149,66.5322,85.6622,86.9897,85.6133,77.9644,84.215,60.017
1993-12-03,NA,78.0937,79.0146,91.3979,90.2072,73.2043,82.3943,82.9951,86.5181,79.8968,89.6931,78.6764,81.2741,83.9123,81.6699,87.0113,54.8733,79.6992,86.9882,65.0381,71.1512,79.6295,93.6956,84.1083,85.6413,76.712,90.2412
1993-12-04,NA,86.3871,72.6502,83.6522,89.5537,77.3655,81.4115,81.2123,78.2545,77.0833,86.5111,85.3693,88.7322,86.0392,84.2214,85.9386,66.0096,87.3329,88.531,67.7958,86.398,80.3608,94.9298,78.536,78.4428,84.1566,90.6631
1993-12-05,NA,75.6865,69.7302,78.1405,92.701,83.1824,78.4927,77.503,76.6259,82.5775,88.2217,73.9256,91.9919,76.4692,82.0036,88.3429,77.4989,89.1047,87.0958,83.7761,80.8503,91.0388,87.221,82.4171,76.0421,91.7462,86.5111
1993-12-06,NA,90.028,75.0013,91.3266,90.483,84.4678,88.4614,85.1586,70.5134,82.1799,77.7055,68.052,95.8713,86.4021,81.3242,85.0589,81.8227,89.9192,87.0753,57.3886,78.6407,79.2877,80.094,77.5429,78.3643,90.3153,90.5976
1993-12-07,NA,92.9092,82.424,86.0032,83.8144,79.549,83.6663,84.3772,77.0236,88.061,75.5804,74.6858,93.4167,71.4734,75.1635,86.4746,92.2738,93.5102,84.4796,58.1645,65.5279,76.0666,78.6039,76.3268,85.8717,86.2989,89.4325
1993-12-08,NA,81.2254,84.6911,72.8926,91.4676,79.6058,81.4642,82.8867,84.1091,83.6951,82.5078,86.55,88.314,78.847,72.6394,86.0902,89.9101,84.6888,82.7443,75.9704,57.3546,84.801,78.0796,78.407,85.9665,82.8612,81.3411
1993-12-09,NA,82.7705,85.3167,73.1755,93.4616,77.3119,73.6965,83.3004,89.3996,87.676,85.1886,84.8578,79.1939,84.8009,78.9914,82.0487,95.1061,76.4534,84.6597,62.1854,62.8556,90.2515,80.0144,83.5345,82.5892,79.4592,91.2753
1993-12-10,NA,91.1981,78.5646,84.1107,91.3057,77.1099,86.7542,84.8959,90.3518,86.6659,77.3381,84.3748,85.1638,84.1267,83.7685,80.3951,81.4056,76.125,79.857,46.3664,71.1917,88.8494,85.7074,77.9574,80.8423,79.2868,93.6436
1993-12-11,NA,79.0516,75.2743,86.1218,88.759,80.7727,86.9512,84.6972,86.7802,75.9784,82.7077,66.3266,86.6474,84.4201,74.827,73.135,74.8181,85.2252,86.258,33.0649,86.5054,87.0434,86.5427,69.3891,81.7553,82.1437,93.2066
1993-12-12,NA,78.1166,76.9509,89.0449,81.2331,87.4975,86.8312,87.036,84.2476,82.8246,85.0462,47.3558,85.9789,81.6464,80.4163,74.3294,86.6206,83.9191,85.9223,47.8787,91.2608,82.8303,87.5813,74.3473,83.449,77.9589,91.6857
1993-12-13,NA,80.2449,69.3136,90.8042,86.1142,89.3006,81.6748,87.4364,82.2336,81.9797,87.7328,66.2274,83.9575,84.1345,79.4036,69.3121,73.1528,75.2859,83.9885,70.6656,89.0114,87.5129,86.7008,78.4045,79.7618,73.2936,89.3533
1993-12-14,NA,79.6557,79.7089,92.6134,90.3747,85.51,88.0316,81.5811,95.3387,79.765,83.0071,79.7585,78.305,83.3304,81.1318,76.5848,75.9825,88.9696,86.0351,76.8379,88.2263,77.2851,83.8984,80.8411,82.0766,72.8551,88.6923
1993-12-15,NA,83.4035,62.0305,90.2601,88.0178,79.0887,82.2516,71.2263,87.4143,82.9459,69.9707,79.0312,74.5365,88.982,87.574,76.7863,78.2097,87.7498,87.4473,85.9198,86.1519,73.8866,76.8831,74.9001,83.8248,75.8291,83.2946
1993-12-16,NA,74.173,55.8216,86.2783,77.4466,83.8158,82.6414,70.1184,87.28,84.1461,71.0813,84.9165,81.0002,78.4604,64.9095,77.8697,84.6248,84.9049,84.4795,71.2354,81.0149,85.3517,81.2217,79.9904,84.4273,62.6333,86.134
1993-12-17,NA,76.5656,67.1519,88.1235,58.1144,84.1414,85.7316,84.2571,81.1392,75.5713,69.2127,85.0507,83.4513,83.5254,61.676,75.6362,80.7985,73.1038,81.0527,73.8175,77.2528,79.4719,90.7812,79.8009,85.3446,69.481,79.1351
1993-12-18,NA,62.9922,60.1346,89.4257,71.0751,87.5793,84.7654,76.488,73.3536,76.7831,78.4243,78.7213,85.2167,84.2349,71.1571,87.9821,82.1165,84.4641,81.926,69.946,79.5582,81.3638,93.196,82.4046,86.0306,62.821,80.1809
1993-12-19,NA,58.2487,82.3852,80.8303,77.1778,88.8544,79.578,81.3271,83.0246,76.9373,80.5831,82.6582,76.594,84.1652,73.8881,78.5926,89.1788,91.0256,83.6626,65.7228,83.9541,88.1254,85.8202,73.4451,83.7963,68.6805,87.0141
1993-12-20,NA,52.07,84.4263,83.5633,80.1796,87.9228,77.307,84.7385,80.2844,71.3919,82.8467,60.6354,67.3989,85.4865,70.337,86.8569,85.6291,94.4785,85.1022,70.6954,84.917,90.8998,87.7328,85.8446,68.1695,75.7008,81.4032
1993-12-21,NA,56.3372,83.9387,88.3415,79.834,90.6215,84.6492,68.0252,87.196,63.038,83.0374,57.9221,81.9082,81.0677,73.0371,87.4584,72.1548,92.862,79.4837,72.9782,87.9073,89.1495,82.8946,83.3321,60.1435,77.6362,83.6427
1993-12-22,NA,73.6117,87.0024,79.1497,78.9311,92.4755,86.8121,55.6592,90.8611,80.7542,90.0928,56.866,80.3229,76.6871,84.2714,75.8785,64.7262,92.3842,79.2915,59.8378,87.8862,86.8202,79.9625,77.3444,59.4313,78.2784,83.1266
1993-12-23,NA,73.0236,83.0716,86.6267,79.53,87.087,87.1059,83.1633,83.9865,87.1545,85.9303,64.9937,80.615,85.1728,83.3504,77.2614,64.2946,85.0588,87.812,80.2365,73.9951,90.7357,80.1479,69.4511,59.9504,72.3198,84.2609
1993-12-24,NA,74.225,88.2018,83.1518,81.8649,81.6928,79.6106,79.2447,80.362,82.9898,89.427,49.4943,85.3464,87.7755,72.9594,78.7377,48.3158,83.3116,90.8488,84.2565,73.234,74.0748,84.8481,73.1709,68.3092,70.2679,92.5706
1993-12-25,NA,76.3138,77.2563,86.0819,80.6599,79.2659,77.8806,80.07,81.2842,80.9282,90.3758,52.9696,79.7886,86.0674,77.3072,86.3837,57.9704,87.7917,91.9847,78.3768,84.5588,70.2777,82.6615,88.4783,80.612,81.1351,89.6928
1993-12-26,NA,76.0125,68.0464,82.821,79.3074,85.5357,75.6055,78.9091,89.77,93.1961,93.9298,73.3898,83.4915,86.8698,81.2567,81.7723,67.9916,76.8387,75.8333,78.0446,93.8543,63.0817,86.2499,83.8189,50.2411,73.43,90.2613
1993-12-27,NA,75.4905,84.1793,86.4048,82.0012,89.5345,72.1437,85.0986,78.8566,90.5019,84.6201,73.8994,74.1875,76.3636,80.4408,87.1263,76.2221,83.6546,75.4788,69.6105,90.3969,64.7305,90.6126,85.4579,58.4486,75.7594,92.2508
1993-12-28,NA,77.1433,80.6828,80.9337,85.2821,80.8875,65.6764,79.1187,67.1106,91.0416,83.8876,80.5259,87.175,86.4187,74.6882,72.8194,85.1281,80.1149,70.6088,72.1664,85.187,76.1257,86.3191,79.2584,66.6156,79.4759,85.7676
1993-12-29,NA,82.5731,82.8485,80.7988,83.6575,85.1762,50.8364,79.5192,86.697,89.8953,85.057,70.4721,85.6174,84.0072,75.0475,84.3964,87.776,76.7209,85.422,74.3282,92.4093,86.0574,79.6411,60.9527,56.4093,83.288,82.4272
1993-12-30,NA,74.5488,85.4646,86.2658,80.0097,78.945,46.8865,80.9749,84.828,85.4815,82.394,69.6154,84.4719,86.2286,85.3225,92.4088,83.6922,84.9183,80.7671,75.7593,85.9995,81.7818,79.6996,70.6504,71.6752,87.4651,89.2809
1993-12-31,NA,68.9584,86.246,87.5954,85.1535,81.3056,77.9856,73.2617,85.5273,86.9218,82.3497,80.0152,83.367,83.1113,85.2822,81.6145,86.2526,86.8578,87.071,67.7611,87.608,76.178,75.7651,70.3466,70.9176,84.7788,87.5092
1994-01-01,NA,77.2698,93.432,88.2994,85.4993,90.9209,78.6878,54.9734,82.5357,87.8527,81.6701,84.7017,82.3049,73.2191,84.8512,70.2765,88.7452,87.7451,82.6035,86.7863,81.6074,79.443,71.6572,78.8329,86.3021,80.9396,85.178
1994-01-02,NA,74.3567,87.5019,87.8163,83.5461,85.1454,75.2761,39.5345,93.0377,78.6551,84.9085,85.5367,81.4515,73.1936,87.9409,72.6828,90.225,87.6387,69.6327,84.8678,83.3563,78.4308,81.6729,79.9308,93.073,70.1323,86.7135
1994-01-03,NA,80.7455,89.4227,89.4575,89.2261,81.2688,78.0957,61.7263,88.1309,79.9032,81.9745,87.168,81.8045,63.0079,80.397,71.1164,82.7923,82.838,67.972,82.3224,85.9651,85.7837,86.1743,90.0094,87.8064,79.0734,86.7515
1994-01-04,NA,94.3892,79.6038,91.5807,75.2589,84.9382,77.7741,93.889,83.4483,83.0573,84.2069,94.2972,87.9291,83.5312,75.6991,72.3408,92.0896,85.0051,56.5976,88.1876,80.5813,83.4517,85.3858,85.0373,89.4224,83.0603,84.3097
1994-01-05,NA,82.495,69.2983,75.2532,61.6737,91.8857,75.6516,90.4066,84.102,76.5789,81.0231,88.1487,86.3291,77.6759,76.6296,74.9685,84.5477,80.3093,61.8109,83.6401,83.6365,87.5692,62.2489,76.3798,90.6223,87.8888,84.7279
1994-01-06,NA,72.6527,64.1671,78.5889,65.3185,90.0792,82.7877,86.545,85.167,71.6652,75.8425,82.593,86.7354,76.237,70.254,81.6945,86.3983,84.6091,62.2557,71.6249,85.4779,88.4666,77.407,78.1799,82.7353,77.5364,85.1043
1994-01-07,NA,78.2314,63.7368,74.1263,51.2761,86.508,85.0938,90.9231,73.3257,79.3432,88.1486,73.628,79.3547,81.2853,66.0759,90.7841,86.6672,87.6204,73.3433,75.4836,80.8976,76.0563,88.9805,81.6191,74.9123,66.8682,79.382
1994-01-08,NA,64.0482,69.8604,69.9151,54.0959,85.0743,64.0023,88.6693,71.8479,75.971,83.0924,80.1734,82.7487,85.1716,78.1106,86.3759,77.9976,83.4482,81.4328,64.2095,75.8853,74.973,80.0063,77.4128,86.1373,71.6332,76.7641
1994-01-09,NA,62.4393,80.325,65.8383,80.6678,88.0633,61.0429,85.6263,66.18,65.5577,85.0085,79.3381,83.9066,91.9589,75.9994,93.9147,81.805,80.7397,85.0245,75.6386,82.7037,79.5915,75.8458,78.5591,84.415,82.5525,73.518
1994-01-10,NA,73.5665,80.9324,71.5084,68.3774,64.7646,55.6028,82.357,82.633,67.5042,86.8899,82.3092,62.7783,93.8942,77.658,88.8583,79.6775,84.3078,84.1999,85.2869,80.2551,77.4875,58.4762,88.5263,93.4153,82.0437,74.3014
1994-01-11,NA,82.148,78.3422,73.0931,55.8186,56.3876,63.1184,87.105,85.7789,71.2905,86.0698,84.5688,61.2193,92.769,75.6143,82.0041,85.4007,83.5149,82.4458,89.1339,80.2395,77.4098,54.9143,70.8409,90.6988,84.4291,74.2074
1994-01-12,NA,89.0018,77.3993,76.4802,56.5546,50.7413,69.6533,85.9568,71.4548,80.198,81.9597,79.8572,79.3724,91.3828,81.7676,85.9324,78.8741,84.7941,74.5006,86.0432,83.4897,72.7916,61.3927,56.2988,85.9848,82.7467,82.9337
1994-01-13,NA,75.192,81.9509,87.3632,78.695,58.2665,89.5256,82.6575,79.6098,79.0976,70.8984,66.8037,87.723,89.623,88.535,83.6803,73.2113,80.787,79.1794,88.1072,84.6992,68.2551,59.3131,53.4257,80.537,84.1956,87.6185
1994-01-14,NA,91.4835,88.0713,87.8865,75.3541,77.0708,85.822,70.8733,87.9197,86.6202,81.0381,79.5136,81.1372,83.6924,73.3273,83.5074,85.6557,84.6122,82.1082,86.7522,84.8764,77.6635,77.3588,45.3309,80.255,81.1475,86.7808
1994-01-15,NA,84.0425,83.6719,92.4079,59.7266,75.88,89.8633,60.5349,67.3966,90.7089,78.8126,85.9377,91.6072,81.6768,63.1618,77.042,87.2835,79.4948,79.8595,75.8549,74.1999,77.5169,85.9097,58.519,83.5388,82.3024,81.7533
1994-01-16,NA,90.4573,69.9595,85.3777,73.6118,74.0978,87.7388,60.6481,63.3682,86.9511,78.0798,86.8034,88.8694,77.1434,84.5858,81.359,73.0368,76.7863,88.0066,68.4841,87.1169,82.5883,83.6339,70.6077,83.9381,62.3354,73.646
1994-01-17,NA,79.3387,77.096,91.3511,79.2427,83.8917,88.2435,72.7282,70.5098,88.1192,81.7098,86.0898,87.8217,87.4722,86.1525,81.8693,78.1615,81.5002,80.5008,68.7853,84.9167,82.4139,79.6114,79.7955,93.1103,76.0056,81.1066
1994-01-18,NA,80.6963,82.6699,83.9859,79.9183,84.4485,89.0934,84.8716,76.6666,84.4855,85.5021,83.7516,88.2521,83.157,84.3063,81.8426,77.7425,90.1368,73.4939,80.2977,87.1535,79.1195,86.9391,81.5552,82.4246,81.3758,75.5629
1994-01-19,NA,69.788,73.2202,75.9283,86.1469,84.2251,87.2316,80.4538,80.4945,82.9637,82.7197,89.0649,80.1131,78.0685,83.4593,85.4212,66.3595,85.5719,69.3298,88.7848,82.2238,79.7059,88.7265,72.1775,81.7466,81.8642,73.7084
1994-01-20,NA,82.0559,75.7458,76.3041,77.7504,79.9425,92.8447,79.2382,77.1903,83.9043,84.5134,84.9705,79.1099,69.9243,85.0027,83.2042,72.8923,86.9992,72.706,84.5374,82.4759,78.218,90.7328,65.7912,85.3059,89.2373,80.1798
1994-01-21,NA,70.7421,80.5558,87.8182,86.1326,73.3619,87.9232,81.2995,82.1816,85.7131,87.5498,81.0191,63.3109,72.9593,88.944,75.1577,93.4019,86.6289,74.6452,76.4061,62.5071,80.9981,84.7118,77.111,67.0773,82.8634,85.6054
1994-01-22,NA,71.1067,80.9703,88.6542,81.1141,53.3281,91.1445,85.1737,87.2844,84.2743,88.0269,84.8448,82.5168,82.2999,82.3565,74.023,89.0266,87.011,78.3143,70.2963,50.0974,75.9538,84.4424,78.3595,60.0466,77.3406,82.7765
1994-01-23,NA,69.8587,79.6254,88.4285,65.4896,66.8006,81.3487,89.2096,71.6913,76.9075,83.6046,86.5147,83.584,84.9413,71.5995,86.4279,89.9384,88.4735,74.8328,66.867,45.6338,65.1096,93.6025,51.7968,60.1202,77.8885,83.7819
1994-01-24,NA,70.8968,77.8744,88.8525,74.5672,72.1919,82.2903,85.2176,83.3628,86.1254,72.3247,79.2684,86.4146,84.7247,73.3985,79.8681,90.0148,92.491,74.8311,55.0468,34.4709,87.7469,87.2376,74.0776,61.2235,84.1631,80.5263
1994-01-25,NA,73.5881,83.481,69.1612,82.8021,55.604,81.1588,85.6146,88.9977,91.813,78.6101,89.9863,86.3624,85.8396,79.2272,82.7442,85.4026,84.8919,72.8156,52.3282,45.1806,86.7322,87.8762,68.9182,66.1872,87.9643,82.0221
1994-01-26,NA,75.0072,82.334,71.4535,84.7492,56.4377,75.5046,76.4233,93.3321,87.5136,78.2634,78.8185,77.1533,86.0372,81.4213,91.8688,66.3146,83.3627,67.0684,45.7148,64.4649,83.8858,84.5193,65.4119,70.2874,79.3583,83.6999
1994-01-27,NA,77.7949,79.2044,77.3423,83.295,79.3818,56.6878,82.7442,87.7442,89.1829,86.2585,82.7076,75.006,84.6,71.5835,94.0069,91.6398,85.7389,73.5688,49.632,77.7489,80.2328,82.5249,73.6317,76.5312,76.8291,81.3686
1994-01-28,NA,73.7272,66.1754,82.2186,74.8463,85.2084,61.6732,85.5516,83.9507,90.5497,89.9726,83.1247,78.7641,68.252,76.9723,80.3004,89.8079,89.334,80.1825,72.1398,84.404,78.7958,82.3032,77.2107,74.7624,78.9101,85.0017
1994-01-29,NA,88.5465,67.8757,80.6815,84.5796,89.7603,52.6586,81.0169,81.8016,90.1421,79.781,82.3659,83.6106,72.9652,65.8649,83.7664,86.4779,86.1717,83.7966,77.4608,81.2391,82.7514,83.9132,85.1833,70.8034,83.8426,78.2552
