date,obs,ERA5,SEAS5_1,SEAS5_2,SEAS5_3,SEAS5_4,SEAS5_5,SEAS5_6,SEAS5_7,SEAS5_8,SEAS5_9,SEAS5_10,SEAS5_11,SEAS5_12,SEAS5_13,SEAS5_14,SEAS5_15,SEAS5_16,SEAS5_17,SEAS5_18,SEAS5_19,SEAS5_20,SEAS5_21,SEAS5_22,SEAS5_23,SEAS5_24,SEAS5_25
1993-12-01,NA,1.6497,0,35.2694,0,0.815,0,0,0,0,3.8654,0,0,0,0,0,0,0,0,0,0,2.3875,2.698,0,0,0,0
1993-12-02,NA,4e-04,1.007,6.4714,0,0,0,0,0,0,9.853,0,0,1.007,3.4814,0,0,0,2.5778,0,0,0,31.1789,0,0,0,0
1993-12-03,NA,0,0,1.927,0,0,0,0,0,0,0.8916,0,21.1895,0,0.847,0,0,0,4.0194,0,0,3.5298,41.4598,0,0,1.007,4.5156
1993-12-04,NA,0.5674,0,1.007,41.4598,0,1.3475,0,0,0,4.2946,0,10.8989,0,1.1846,0,0,0,0,6.5846,0,18.0749,1.007,0,0,19.0647,0
1993-12-05,NA,0.1421,0,11.6799,50.4971,0,4.3562,0,0.8185,0,4.0845,0,14.4964,0,6.1923,0,0.8407,1.007,1.4367,0,2.8712,0,0,0,0,13.6286,3.4274
1993-12-06,NA,15.8682,0,8.0934,1.1205,0,0,0.8161,5.7155,0,0,0,3.7674,0,0,0,4.6574,21.854,1.0153,0,0,0,0,0,0,3.7489,0
1993-12-07,NA,23.2599,0,0.8805,8.0547,0,0,0,16.0846,0,0,0,0,0,0,0,10.7232,0,0,0,0,0,0,0,0,0,0
1993-12-08,NA,0.1213,4.0043,0,0.8333,0,0,0,15.7595,0,0,0,0,3.3996,0,0,19.167,0,0,0,0,5.6363,2.3771,0,0,0,11.2823
1993-12-09,NA,0.0011,0,0,0,0,0,0,6.9994,0,0,4.5504,0,11.9211,0,0,0,0,0,0,0,8.0096,4.9251,0,0,0,27.3288
1993-12-10,NA,5.7641,0,0,0,1.0873,0,0,10.0351,0,0,0,0.9455,3.1034,0,0,0,0,2.9526,0,9.1585,0,1.694,0,0,0,37.4712
1993-12-11,NA,1e-04,0,0,0,0,0,0,0,0,0,0,4.5849,0,0,0,5.0268,0,0,0,0,0,1.007,0,0,0,11.7586
1993-12-12,NA,0,0,2.1373,2.2618,0,0,0,0,0,0,0,5.0379,0,0,0,0,0,4.055,0,0,0,0,0,0,0,11.6979
1993-12-13,NA,0,0,3.9414,12.3499,0,0,0,9.5632,0,0,0,0,3.6071,0,0,14.7988,0,1.9936,0,2.6185,0,0,0,0,0,5.8502
1993-12-14,NA,0.1188,0.8821,0,12.4951,0,0,0,0,0,0,0,0,5.4594,0,0,0,3.0427,0,0.8597,0,0,0,1.007,0,0,0
1993-12-15,NA,1.1437,0,0,1.7974,0,0,0,4.4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2392
1993-12-16,NA,0.4468,0,0,0,0,1.007,0,1.1512,0,0,0,0,0,0,0,0,0,0,3.2233,0,0,6.8816,0,0,0,0
1993-12-17,NA,4.6408,0,0,0,0,1.8411,0,0,0,0,0,0,2.1285,0,0,0,0,0,5.276,0,0,8.1481,0,0,0,0
1993-12-18,NA,0,0,0,8.8654,0,0,0,0,0,0,1.007,0,3.8152,0,0,2.1845,0,0,0,0,0,0,0,2.9421,0,16.7058
1993-12-19,NA,0,1.2134,0,4.5284,1.1917,0,1.1714,0,0,0,0,0,5.2092,0,0,8.217,0,0,0,0,6.9994,4.2295,0,2.4267,0,0
1993-12-20,NA,0,0,5.4355,0,13.1547,0,0,0,0,0,0,0,3.1105,0,8.0282,0,0,0,0,2.2827,0,0.8359,1.0059,1.007,0,0
1993-12-21,NA,0.0382,0,0,0,10.7229,0,0,0,0,0,1.0147,0,1.007,0,0,0,0,0,0,8.7616,3.2389,0,0.8771,3.0859,0,1.2659
1993-12-22,NA,0.0056,0,0,0,6.7271,4.3562,0,3.1432,0,0,5.0638,0.9911,0,0,0,0,0,1.2802,0,0,6.5828,0,0,0,0,0
1993-12-23,NA,0,0,1.0147,0,0,0,0,0,2.6973,0.9229,0,0,0,0,0,0,0,1.1855,0,0,0,2.0881,0,0,0,21.1895
