date,obs,ERA5,SEAS5_1,SEAS5_2,SEAS5_3,SEAS5_4,SEAS5_5,SEAS5_6,SEAS5_7,SEAS5_8,SEAS5_9,SEAS5_10,SEAS5_11,SEAS5_12,SEAS5_13,SEAS5_14,SEAS5_15,SEAS5_16,SEAS5_17,SEAS5_18,SEAS5_19,SEAS5_20,SEAS5_21,SEAS5_22,SEAS5_23,SEAS5_24,SEAS5_25
1993-12-01,NA,5.5139,5.1232,9.0194,3.2362,6.1613,3.2607,3.1583,6.2347,1.699,5.3715,2.936,7.9472,8.9408,7.7943,8.366,1.9671,8.311,5.1973,-1.9986,7.7188,5.9431,7.7809,2.98,5.4248,3.7785,1.2535
1993-12-02,NA,5.618,4.2381,8.4326,4.9075,4.1076,2.1693,5.4007,5.1697,0.1254,5.7566,1.7464,6.085,9.1758,7.3817,8.0036,-0.0068,7.8068,6.7462,-2.2481,7.3858,6.2121,8.4052,5.5562,6.5896,5.1246,3.3691
1993-12-03,NA,7.9269,3.1106,7.5487,6.5444,3.0487,3.0965,4.8379,3.9181,1.6875,4.4131,1.3199,5.6493,8.2747,6.9617,7.5282,0.1167,7.963,7.6012,-1.2114,6.7357,5.0161,7.8328,7.2144,5.4936,6.2717,6.4134
1993-12-04,NA,6.1657,2.6001,6.2014,7.7313,2.8368,3.9176,4.797,3.1524,2.5566,4.1266,1.9192,6.7126,6.3027,4.2092,8.8118,2.1154,6.7221,8.3223,-0.0374,5.0643,3.6521,8.4511,7.7659,4.8442,8.6728,7.8023
1993-12-05,NA,3.2095,2.7192,2.1773,8.2751,2.4177,5.7199,6.4928,2.7551,3.2061,5.7982,2.6925,7.6522,8.4275,3.2662,7.9917,3.4217,6.2295,8.5709,3.2607,5.3723,3.8226,7.4286,7.8847,5.6832,9.0537,7.9602
1993-12-06,NA,6.8255,3.5374,4.7173,5.9443,1.9192,8.6988,7.0611,2.2791,3.266,6.2501,3.745,9.0293,10.2497,2.6866,8.5388,3.1732,4.4864,8.9735,4.2677,4.9607,2.8687,5.4291,5.6355,5.7902,8.6751,6.1978
1993-12-07,NA,2.5345,3.8821,7.0244,7.6386,1.9817,4.7183,7.4886,0.4262,5.3037,3.0175,3.679,9.2408,8.533,1.7931,9.1535,4.4166,7.3817,6.443,3.7984,1.1393,4.1641,5.1884,6.8582,5.8134,7.1292,6.085
1993-12-08,NA,-0.8317,3.4444,4.0248,9.0536,1.8541,5.2611,5.3713,2.0381,7.0982,6.7221,3.9406,7.7445,6.161,2.2787,7.8065,6.683,5.1407,7.5079,2.9047,0.5228,4.6499,4.6698,9.0792,5.928,6.4064,5.9579
1993-12-09,NA,2.3831,2.2584,2.8368,8.6728,1.8504,8.311,8.1384,3.5664,7.0661,6.7897,3.1678,7.9082,4.6215,2.9799,7.9287,5.4364,2.094,8.8062,0.3138,1.7239,5.133,4.6262,7.3165,5.5807,6.6151,7.4111
1993-12-10,NA,4.4978,2.1154,4.8565,8.6901,4.6096,9.2005,8.259,6.4136,7.7247,8.1352,1.9593,7.6722,7.7485,2.1154,7.6678,5.8478,4.3456,8.1366,-0.8105,2.7551,5.7219,3.9406,7.4735,6.32,5.7971,8.0189
1993-12-11,NA,2.3576,0.4378,6.4597,6.8967,7.0741,8.1238,7.818,7.6251,5.5101,7.7543,-0.8152,5.4618,7.0443,3.1938,8.5709,4.4699,2.7428,7.4181,-1.6468,3.8381,4.2766,5.7483,4.7288,6.2232,7.7313,7.9221
