year,rain,wind_speed,colour_prevSummer,TP_prevSummer,chla_prevSummer
1981,494.7301565279999,3.4885869565217407,26.66666666666667,43.57301587333334,16.080129870272728
1982,458.47478919999986,3.818478260869565,26.66666666666667,28.833333335,8.33125
1983,466.631052348,4.247282608695653,26.66666666666667,26.988095237142854,5.974999999999999
1984,561.4720653099998,3.7967391304347835,17.625,29.781250000000004,6.05
1985,548.3746134810001,3.6440217391304377,26.014880952142857,27.15833333333333,11.611111111111109
1986,429.27128375799987,4.122282608695657,34.404761904285714,30.95714285857143,11.895238094714287
1987,708.3290053490002,3.451630434782609,27.47222222333333,33.78888889,12.677777776666666
1988,649.2830377570003,3.4869565217391325,29.02777777833333,23.43333333333333,8.511111111166668
1989,390.368071209,3.772826086956523,32.27777777666667,29.53333333333333,14.055555556666668
1990,403.22315232000017,3.679891304347827,23.857142857142854,27.057142857142853,14.271428571428574
1991,399.36212001900003,3.686956521739132,19.857142857142858,28.90000000000001,12.242857142857142
1992,385.74002780000006,3.720108695652177,20.625,27.225,9.425
1993,493.4495718220001,3.4353260869565254,21.285714285714285,31.342857142857145,16.757142857142856
1994,373.293969654,3.642391304347824,24.42857142857143,27.3,12.614285714285714
1995,427.3085932229999,3.61141304347826,27.714285714285715,30.442857142857147,18.257142857142856
1996,449.60951264199997,3.5440217391304363,25.83333333333333,29.45,21.883333333333336
1997,420.42937626300005,3.2369565217391307,17.666666666666668,31.28333333333333,21.3
1998,519.2802700179999,3.5043478260869563,19.0,29.41666666666667,23.066666666666666
1999,630.476421443,3.533152173913048,34.71153846153847,32.36666666666667,21.1
2000,617.6580098779999,3.5771739130434783,50.42307692307693,32.516666666666666,21.633333333333336
2001,511.777686395,3.634239130434782,42.56,32.666666666666664,22.16666666666667
2002,549.788892476,3.2624999999999984,68.70370370370371,38.333333333333336,21.033333333333328
2003,415.38032154800004,3.51413043478261,54.57692307692307,36.66666666666666,25.5
2004,558.396489496,3.526470588235296,42.875,33.57142857142857,16.821428571428573
2005,471.9703400909999,3.4666666666666663,38.66666666666666,36.833333333333336,25.6
2006,535.9033659830001,3.0710382513661187,46.5,32.01086956521739,20.2
2007,555.647754243,3.3950276243093924,48.33333333333334,34.5,29.15416666666667
2008,591.631903338,3.0983146067415737,65.71428571428571,32.16,17.944000000000006
2009,489.809454496,3.2211956521739125,69.0,32.75,15.887500000000005
2010,564.4885336280003,3.2748633879781415,58.28571428571429,28.956521739130434,16.343478260869567
2011,732.3459662370001,3.336956521739135,61.714285714285715,26.347826086956523,11.69565217391304
2012,630.3895457469999,3.6214285714285714,72.23076923076924,26.56,12.188000000000002
2013,500.99999929600006,3.567391304347825,64.0,26.04166666666667,13.52083333333333
2014,626.7322040829996,3.5198895027624286,60.223076923076924,22.99230769230769,14.13846153846154
2015,686.8927072789998,3.7711956521739087,41.86363636363637,20.3,12.6
2016,408.035955162,3.755978260869565,52.83333333333334,24.25,14.924999999999995
2017,570.2212947520003,3.710326086956518,52.0,18.75,9.590909090909092
2018,312.8090027700001,3.968478260869565,42.0,19.666666666666668,12.866666666666665
