"par","score","sig"
"psl",-0.0126661849710981,0.00728311879255545
"tcc",0.00506502890173433,0.00748114931963774
"uas",-0.0146098265895953,0.00725496443133796
"vas",-0.0172940751445085,0.00707876211152362
"tas",0.012431358381503,0.00798520397197625
"tdps",0.0224385838150291,0.00796994995206881
"rsds",0.456640173410405,0.0147319611045327
"rlds",0.0260910404624277,0.00806100635423187
"tp",-0.170083092485549,0.0162865014992204
