"par","score","sig"
"psl",-0.0104669055864677,0.0081387845623539
"tcc",-0.0152990970976103,0.00703844944888828
"uas",-0.0136753673014964,0.00755208343461628
"vas",-0.00414215895706316,0.00725354364828683
"tas",0.0904312385126655,0.0126331322632914
"tdps",0.149041502681565,0.0107321283296026
"rsds",0.127046699941192,0.0126649358812099
"rlds",0.0830925470760806,0.00937223025925844
"tp",-0.138734468956343,0.0139862157278806
