"par","terc","roc","sig"
"psl","lower",-0.102941176470588,FALSE
"psl","middle",-0.263888888888889,FALSE
"psl","upper",-0.294117647058823,FALSE
"tcc","lower",0.389705882352941,FALSE
"tcc","middle",0.208333333333333,FALSE
"tcc","upper",0.0661764705882353,FALSE
"uas","lower",0.345588235294118,FALSE
"uas","middle",0.597222222222222,TRUE
"uas","upper",-0.125,FALSE
"vas","lower",-0.0220588235294118,FALSE
"vas","middle",0.0555555555555556,FALSE
"vas","upper",-0.0588235294117647,FALSE
"tas","lower",0.448529411764706,FALSE
"tas","middle",0.215277777777778,FALSE
"tas","upper",0.272058823529412,FALSE
"tdps","lower",0.330882352941176,FALSE
"tdps","middle",0.0416666666666667,FALSE
"tdps","upper",0.139705882352941,FALSE
"rsds","lower",0.0735294117647058,FALSE
"rsds","middle",0.111111111111111,FALSE
"rsds","upper",0.110294117647059,FALSE
"rlds","lower",0.0661764705882353,FALSE
"rlds","middle",-0.1875,FALSE
"rlds","upper",0.272058823529412,FALSE
"tp","lower",0.0514705882352942,FALSE
"tp","middle",0.138888888888889,FALSE
"tp","upper",0.154411764705882,FALSE
