prod.stor.cap_mm,inter.exch.coeff_mm.d,rout.stor.cap_mm,unit.hyd.time.cons_d,NSE,KGE
35.793741686754,0.160812900984746,2.67920656304202,2.99995484341246,0.732630185787489,0.753107448704171
