"Date","Onkaparinga.R.Houlgraves.ML.d","Hahndorf.dissipator.ML.d","Catchment.flow.ML.d"
2003-08-20,182.173,56.4,125.773
2003-08-21,276.521,56.31,220.211
2003-08-22,803.346,55.77,747.576
2003-08-23,361.125,55.82,305.305
2003-08-24,2395.32,50.77,2344.55
2003-08-25,2139.435,47.66,2091.775
2003-08-26,1116.491,16.5,1099.991
2003-08-27,550.413,0,550.413
2003-08-28,369.675,0,369.675
2003-08-29,277.638,0,277.638
2003-08-30,233.678,0,233.678
2003-08-31,835.66,0,835.66
2003-09-01,1015.033,0,1015.033
2003-09-02,429.606,0,429.606
2003-09-03,324.283,0,324.283
2003-09-04,254.42,0,254.42
2003-09-05,203.118,0,203.118
2003-09-06,169.067,0,169.067
2003-09-07,212.748,0,212.748
2003-09-08,170.618,0,170.618
2003-09-09,138.337,0,138.337
2003-09-10,119.495,0,119.495
2003-09-11,108.107,0,108.107
2003-09-12,129.015,0,129.015
2003-09-13,176.475,0,176.475
2003-09-14,195.414,0,195.414
2003-09-15,1934.157,0,1934.157
2003-09-16,1612.337,0,1612.337
2003-09-17,1363.238,0,1363.238
2003-09-18,1265.108,0,1265.108
2003-09-19,1185.077,0,1185.077
2003-09-20,593.189,0,593.189
2003-09-21,370.478,0,370.478
2003-09-22,273.656,0,273.656
2003-09-23,215.64,0,215.64
2003-09-24,181.584,0,181.584
2003-09-25,171.836,0,171.836
2003-09-26,258.578,0,258.578
2003-09-27,284.439,0,284.439
2003-09-28,280.116,0,280.116
2003-09-29,176.279,0,176.279
2003-09-30,143.683,0,143.683
2003-10-01,140.568,0,140.568
2003-10-02,548.229,0,548.229
2003-10-03,343.447,0,343.447
2003-10-04,226.551,0,226.551
2003-10-05,177.213,0,177.213
2003-10-06,147.91,0,147.91
2003-10-07,127.786,0,127.786
2003-10-08,116.502,0,116.502
2003-10-09,140.743,0,140.743
2003-10-10,119.607,0,119.607
2003-10-11,106.137,0,106.137
2003-10-12,98.767,0,98.767
2003-10-13,87.773,0,87.773
2003-10-14,78.886,0,78.886
2003-10-15,72.488,0,72.488
2003-10-16,67.342,0,67.342
2003-10-17,63.137,0,63.137
2003-10-18,60.22,0,60.22
2003-10-19,61.146,0,61.146
2003-10-20,60.983,0,60.983
2003-10-21,59.284,0,59.284
2003-10-22,70.5,0,70.5
2003-10-23,64.552,0,64.552
2003-10-24,58.936,0,58.936
2003-10-25,52.934,0,52.934
2003-10-26,97.658,0,97.658
2003-10-27,91.699,0,91.699
2003-10-28,68.623,0,68.623
2003-10-29,67.344,0,67.344
2003-10-30,75.776,0,75.776
2003-10-31,106.942,0,106.942
2003-11-01,539.416,0,539.416
2003-11-02,215.358,0,215.358
2003-11-03,161.863,0,161.863
2003-11-04,112.04,0,112.04
2003-11-05,86.571,0,86.571
2003-11-06,71.251,0,71.251
2003-11-07,62.743,0,62.743
2003-11-08,54.512,0,54.512
2003-11-09,49.473,0,49.473
2003-11-10,45.892,0,45.892
2003-11-11,42.541,0,42.541
2003-11-12,38.889,0,38.889
2003-11-13,35.342,0,35.342
2003-11-14,32.646,0,32.646
2003-11-15,30.249,0,30.249
2003-11-16,26.169,0,26.169
2003-11-17,23.699,0,23.699
2003-11-18,21.308,0,21.308
2003-11-19,20.714,0,20.714
2003-11-20,20.59,0,20.59
2003-11-21,19.868,0,19.868
2003-11-22,18.29,0,18.29
2003-11-23,16.371,0,16.371
2003-11-24,15.911,0,15.911
2003-11-25,17.978,0,17.978
2003-11-26,18.684,0,18.684
2003-11-27,16.999,0,16.999
2003-11-28,13.522,0,13.522
2003-11-29,11.777,0,11.777
2003-11-30,11.114,0,11.114
2003-12-01,9.664,0,9.664
2003-12-02,9.489,0,9.489
2003-12-03,10.75,0,10.75
2003-12-04,10.146,0,10.146
2003-12-05,9.216,0,9.216
2003-12-06,8.613,0,8.613
2003-12-07,8.271,0,8.271
2003-12-08,8.027,0,8.027
2003-12-09,7.306,0,7.306
2003-12-10,10.651,51.2,0
2003-12-11,71.618,63.94,7.678
2003-12-12,73.107,67.01,6.09699999999999
2003-12-13,74.594,67.03,7.56399999999999
2003-12-14,75.774,67.35,8.42400000000001
2003-12-15,76.132,68.46,7.67200000000001
2003-12-16,74.749,67.56,7.18899999999999
2003-12-17,72.979,66.94,6.039
2003-12-18,73.067,66.88,6.187
2003-12-19,73.156,66.94,6.21600000000001
2003-12-20,76.003,66.92,9.083
2003-12-21,81.585,67.24,14.345
2003-12-22,149.359,52.53,96.829
2003-12-23,106.965,67.35,39.615
2003-12-24,92.893,66.64,26.253
2003-12-25,83.493,66.5,16.993
2003-12-26,80.151,67.02,13.131
2003-12-27,78.613,67.37,11.243
2003-12-28,76.571,66.98,9.59099999999999
2003-12-29,74.985,66.69,8.295
2003-12-30,75.045,66.78,8.265
2003-12-31,74.731,66.3,8.431
2004-01-01,73.642,66.37,7.27199999999999
2004-01-02,73.189,66.82,6.369
2004-01-03,71.854,66.67,5.184
2004-01-04,71.535,66.22,5.315
2004-01-05,75.599,66.83,8.76900000000001
2004-01-06,74.477,66.31,8.167
2004-01-07,74.862,66.54,8.32199999999999
2004-01-08,74.588,66.54,8.04799999999999
2004-01-09,74.53,66.23,8.3
2004-01-10,74.039,66.12,7.919
2004-01-11,73.334,66.71,6.62400000000001
2004-01-12,72.56,67.07,5.49000000000001
2004-01-13,69.911,66.91,3.001
2004-01-14,67.439,66.8,0.638999999999996
2004-01-15,64.894,56.86,8.03400000000001
2004-01-16,63.339,56.14,7.199
2004-01-17,62.725,56,6.725
2004-01-18,62.618,56.49,6.128
2004-01-19,62.105,56.63,5.47499999999999
2004-01-20,60.271,54.21,6.061
2004-01-21,59.048,53.64,5.408
2004-01-22,58.627,52.44,6.187
2004-01-23,59.866,51.38,8.486
2004-01-24,59.431,52.45,6.98099999999999
2004-01-25,58.782,53.86,4.922
2004-01-26,58.423,54.09,4.333
2004-01-27,58.783,54.16,4.623
2004-01-28,61.697,58.31,3.387
2004-01-29,64.795,59.06,5.735
2004-01-30,65.223,58.92,6.303
2004-01-31,65.49,58.91,6.58
2004-02-01,65.58,59.17,6.41
2004-02-02,66.129,59.36,6.76900000000001
2004-02-03,66.066,59.36,6.706
2004-02-04,65.172,59.3,5.872
2004-02-05,64.402,58.85,5.552
2004-02-06,49.088,27.69,21.398
2004-02-07,46.548,58.4,0
2004-02-08,63.332,58.69,4.642
2004-02-09,63.984,58.89,5.094
2004-02-10,64.462,58.99,5.472
2004-02-11,64.465,58.68,5.785
2004-02-12,64.125,57.76,6.365
2004-02-13,63.833,59.12,4.713
2004-02-14,63.379,58.37,5.009
2004-02-15,63.376,58.39,4.986
2004-02-16,63.673,58.82,4.853
2004-02-17,64.221,58.91,5.31100000000001
2004-02-18,63.78,58.69,5.09
2004-02-19,60.882,59.25,1.632
2004-02-20,62.137,58.36,3.777
2004-02-21,63.604,58.2,5.404
2004-02-22,66.276,58.7,7.57599999999999
2004-02-23,65.403,58.42,6.983
2004-02-24,65.579,43.31,22.269
2004-02-25,36.537,0,36.537
2004-02-26,9.825,50.58,0
2004-02-27,60.922,56.53,4.392
2004-02-28,63.448,57.27,6.178
2004-02-29,63.448,57.91,5.538
2004-03-01,63.235,56.5,6.735
2004-03-02,47.242,0,47.242
2004-03-03,11.861,0,11.861
2004-03-04,5.682,0,5.682
2004-03-05,3.249,0,3.249
2004-03-06,2.047,0,2.047
2004-03-07,1.593,0,1.593
2004-03-08,1.258,0,1.258
2004-03-09,1.136,0,1.136
2004-03-10,0.938,0,0.938
2004-03-11,0.901,0,0.901
2004-03-12,0.777,0,0.777
2004-03-13,0.759,0,0.759
2004-03-14,0.74,0,0.74
2004-03-15,0.763,0,0.763
2004-03-16,13.795,76.36,0
2004-03-17,85.277,86.03,0
2004-03-18,89.219,86.77,2.449
2004-03-19,89.345,86.65,2.69499999999999
2004-03-20,89.624,86.61,3.014
2004-03-21,89.462,86.88,2.58200000000001
2004-03-22,90.039,87.56,2.479
2004-03-23,90.886,87.44,3.446
2004-03-24,91.065,87.04,4.02499999999999
2004-03-25,90.51,86.82,3.69000000000001
2004-03-26,89.981,86.78,3.20099999999999
2004-03-27,90.777,84.82,5.95700000000001
2004-03-28,90.78,87.03,3.75
2004-03-29,96.671,87.51,9.161
2004-03-30,101.67,87.19,14.48
2004-03-31,94.824,86.64,8.184
2004-04-01,93.733,87.28,6.453
2004-04-02,93.483,86.98,6.503
2004-04-03,93.538,87.06,6.47799999999999
2004-04-04,93.971,86.48,7.491
2004-04-05,94.404,79.27,15.134
2004-04-06,94.704,80.91,13.794
2004-04-07,94.881,87.27,7.611
2004-04-08,93.405,87.29,6.11499999999999
2004-04-09,92.87,86.91,5.96000000000001
2004-04-10,92.828,87.21,5.61800000000001
2004-04-11,93.194,87.49,5.70400000000001
2004-04-12,94.646,86.3,8.346
2004-04-13,94.443,90,4.443
2004-04-14,94.123,87.21,6.91300000000001
2004-04-15,93.323,86.74,6.583
2004-04-16,94.735,84.58,10.155
2004-04-17,94.629,86.6,8.02900000000001
2004-04-18,93.648,86.99,6.658
2004-04-19,94.312,87.65,6.66199999999999
2004-04-20,94.301,87.5,6.801
2004-04-21,93.703,86.9,6.803
2004-04-22,93.088,86.34,6.74799999999999
2004-04-23,94.901,86.25,8.651
2004-04-24,96.187,87.11,9.077
2004-04-25,95.069,86.78,8.289
2004-04-26,95.325,79.97,15.355
2004-04-27,95.634,87.63,8.004
2004-04-28,95.499,88.01,7.48899999999999
2004-04-29,94.148,87.72,6.428
2004-04-30,94.285,87.48,6.80499999999999
2004-05-01,92.257,78.88,13.377
2004-05-02,90.947,77.41,13.537
2004-05-03,86.261,77.59,8.67099999999999
2004-05-04,85.223,77.27,7.953
2004-05-05,80.493,51.34,29.153
2004-05-06,85.454,76.34,9.11399999999999
2004-05-07,83.843,76.54,7.303
2004-05-08,83.138,75.83,7.30800000000001
2004-05-09,81.879,77.06,4.819
2004-05-10,83.736,77.15,6.586
2004-05-11,84.158,77.58,6.578
2004-05-12,84.17,77.23,6.94
2004-05-13,83.764,76.75,7.014
2004-05-14,83.548,76.52,7.02800000000001
2004-05-15,82.7,76.37,6.33
2004-05-16,95.505,76.72,18.785
2004-05-17,99.152,80,19.152
2004-05-18,140.931,79.59,61.341
2004-05-19,214.731,77.37,137.361
2004-05-20,106.611,77.11,29.501
2004-05-21,94.526,76.77,17.756
2004-05-22,89.493,76.44,13.053
2004-05-23,88.218,76.22,11.998
2004-05-24,99.738,77.24,22.498
2004-05-25,92.285,77.29,14.995
2004-05-26,90.251,76.92,13.331
2004-05-27,90.002,76.54,13.462
2004-05-28,89.494,76.74,12.754
2004-05-29,92.412,76.43,15.982
2004-05-30,95.3,77.08,18.22
2004-05-31,92.548,77.53,15.018
2004-06-01,90.345,77.56,12.785
2004-06-02,88.247,69.73,18.517
2004-06-03,64.688,53.75,10.938
2004-06-04,92.525,65.47,27.055
2004-06-05,51.858,35.68,16.178
2004-06-06,75.32,76.21,0
2004-06-07,87.36,75.96,11.4
2004-06-08,87.208,75.88,11.328
2004-06-09,89.718,76.39,13.328
2004-06-10,145.591,76.36,69.231
2004-06-11,115.749,76.43,39.319
2004-06-12,99.869,75.63,24.239
2004-06-13,128.539,76.53,52.009
2004-06-14,203.934,76.46,127.474
2004-06-15,436.885,76.74,360.145
2004-06-16,283.61,76.91,206.7
2004-06-17,163.181,76.87,86.311
2004-06-18,143.457,76.74,66.717
2004-06-19,933.75,76.49,857.26
2004-06-20,586.92,77,509.92
2004-06-21,333.71,77.25,256.46
2004-06-22,217.249,77.29,139.959
2004-06-23,169.148,77.25,91.898
2004-06-24,221.011,76.93,144.081
2004-06-25,257.969,76.45,181.519
2004-06-26,1035.965,76.47,959.495
2004-06-27,356.247,76.85,279.397
2004-06-28,222.186,77.34,144.846
2004-06-29,200.82,77.28,123.54
2004-06-30,205.656,76.89,128.766
2004-07-01,681.656,76.83,604.826
2004-07-02,392.097,76,316.097
2004-07-03,328.662,76.45,252.212
2004-07-04,264.047,76.79,187.257
2004-07-05,311.99,76.78,235.21
2004-07-06,230.98,71.57,159.41
2004-07-07,201.142,68.06,133.082
2004-07-08,205.621,67.73,137.891
2004-07-09,211.127,67.51,143.617
2004-07-10,261.311,67,194.311
2004-07-11,197.919,67.51,130.409
2004-07-12,352.373,68.08,284.293
2004-07-13,295.201,67.92,227.281
2004-07-14,223.115,66.47,156.645
2004-07-15,188.234,66.97,121.264
2004-07-16,168.698,46.02,122.678
2004-07-17,145.799,0,145.799
2004-07-18,166.268,0,166.268
2004-07-19,142.073,0,142.073
2004-07-20,121.49,0,121.49
2004-07-21,102.876,0,102.876
2004-07-22,89.037,0,89.037
2004-07-23,82.645,0,82.645
2004-07-24,1357.444,0,1357.444
2004-07-25,1939.032,0,1939.032
2004-07-26,539.539,0,539.539
2004-07-27,462.792,0,462.792
2004-07-28,345.52,0,345.52
2004-07-29,2142.874,0,2142.874
2004-07-30,686.523,0,686.523
2004-07-31,393.923,0,393.923
2004-08-01,306.878,0,306.878
2004-08-02,831.317,0,831.317
2004-08-03,2947.182,0,2947.182
2004-08-04,10282.648,0,10282.648
2004-08-05,5065.748,0,5065.748
2004-08-06,1752.906,0,1752.906
2004-08-07,1084.204,0,1084.204
2004-08-08,621.37,0,621.37
2004-08-09,433.81,0,433.81
2004-08-10,372.765,0,372.765
2004-08-11,305.332,0,305.332
2004-08-12,248.607,0,248.607
2004-08-13,209.663,0,209.663
2004-08-14,598.403,0,598.403
2004-08-15,538.867,0,538.867
2004-08-16,299.065,0,299.065
2004-08-17,223.351,0,223.351
2004-08-18,190.07,0,190.07
2004-08-19,166.574,0,166.574
2004-08-20,147.872,0,147.872
2004-08-21,133.28,0,133.28
2004-08-22,117.493,0,117.493
2004-08-23,105.157,0,105.157
2004-08-24,95.315,0,95.315
2004-08-25,94.778,5.2,89.578
2004-08-26,81.181,0,81.181
2004-08-27,81.171,0,81.171
2004-08-28,73.124,0,73.124
2004-08-29,69.082,0,69.082
2004-08-30,104.066,0,104.066
2004-08-31,104.763,0,104.763
2004-09-01,95.281,0,95.281
2004-09-02,84.239,0,84.239
2004-09-03,73.758,0,73.758
2004-09-04,68.573,0,68.573
2004-09-05,65.921,0,65.921
2004-09-06,64.883,0,64.883
2004-09-07,62.256,0,62.256
2004-09-08,719.605,0,719.605
2004-09-09,1048.532,0,1048.532
2004-09-10,380.689,0,380.689
2004-09-11,321.819,0,321.819
2004-09-12,418.634,0,418.634
2004-09-13,259.453,0,259.453
2004-09-14,269.81,24.84,244.97
2004-09-15,200.558,0,200.558
2004-09-16,161.453,0,161.453
2004-09-17,136.333,0,136.333
2004-09-18,118.678,0,118.678
2004-09-19,105.146,0,105.146
2004-09-20,94.516,0,94.516
2004-09-21,84.709,0,84.709
2004-09-22,75.633,0,75.633
2004-09-23,74.036,0,74.036
2004-09-24,85.239,0,85.239
2004-09-25,77.115,0,77.115
2004-09-26,70.717,0,70.717
2004-09-27,63.182,0,63.182
2004-09-28,58.733,0,58.733
2004-09-29,74.235,0,74.235
2004-09-30,77.107,0,77.107
2004-10-01,65.426,0,65.426
2004-10-02,58.944,0,58.944
2004-10-03,52.359,0,52.359
2004-10-04,46.961,0,46.961
2004-10-05,42.619,0,42.619
2004-10-06,41.048,0,41.048
2004-10-07,38.762,0,38.762
2004-10-08,36.818,0,36.818
2004-10-09,35.874,0,35.874
2004-10-10,34.918,0,34.918
2004-10-11,32.795,0,32.795
2004-10-12,29.343,0,29.343
2004-10-13,26.395,0,26.395
2004-10-14,24.721,0,24.721
2004-10-15,30.458,8.99,21.468
2004-10-16,28.537,0,28.537
2004-10-17,24.664,0,24.664
2004-10-18,23.158,0,23.158
2004-10-19,21.808,0,21.808
2004-10-20,20.367,0,20.367
2004-10-21,20.441,0,20.441
2004-10-22,20.976,0,20.976
2004-10-23,20.181,0,20.181
2004-10-24,19.937,0,19.937
2004-10-25,20.371,0,20.371
2004-10-26,20.607,0,20.607
2004-10-27,19.879,0,19.879
2004-10-28,27.195,0,27.195
2004-10-29,24.545,0,24.545
2004-10-30,21.001,0,21.001
2004-10-31,19.499,0,19.499
2004-11-01,17.888,0,17.888
2004-11-02,18.572,0,18.572
2004-11-03,18.193,0,18.193
2004-11-04,20.26,0,20.26
2004-11-05,47.851,0,47.851
2004-11-06,136.061,0,136.061
2004-11-07,138.932,0,138.932
2004-11-08,73.888,0,73.888
2004-11-09,50.12,0,50.12
2004-11-10,37.345,0,37.345
2004-11-11,30.334,0,30.334
2004-11-12,109.077,0,109.077
2004-11-13,77.382,0,77.382
2004-11-14,83.19,0,83.19
2004-11-15,74.909,0,74.909
2004-11-16,54.096,0,54.096
2004-11-17,41.187,0,41.187
2004-11-18,32.7,0,32.7
2004-11-19,26.473,0,26.473
2004-11-20,21.898,0,21.898
2004-11-21,19.608,0,19.608
2004-11-22,17.839,0,17.839
2004-11-23,15.839,0,15.839
2004-11-24,14.118,0,14.118
2004-11-25,12.732,0,12.732
2004-11-26,11.899,0,11.899
2004-11-27,10.712,0,10.712
2004-11-28,9.855,0,9.855
2004-11-29,7.89,0,7.89
2004-11-30,6.237,0,6.237
2004-12-01,5.681,0,5.681
2004-12-02,8.139,0,8.139
2004-12-03,11.288,0,11.288
2004-12-04,7.854,0,7.854
2004-12-05,6.865,0,6.865
2004-12-06,6.152,0,6.152
2004-12-07,5.852,0,5.852
2004-12-08,9.664,0,9.664
2004-12-09,38.422,0,38.422
2004-12-10,137.104,0,137.104
2004-12-11,125.705,0,125.705
2004-12-12,55.447,0,55.447
2004-12-13,32.308,0,32.308
2004-12-14,26.642,0,26.642
2004-12-15,23.78,0,23.78
2004-12-16,20.778,0,20.778
2004-12-17,17.023,0,17.023
2004-12-18,13.959,0,13.959
2004-12-19,11.509,0,11.509
2004-12-20,8.948,0,8.948
2004-12-21,13.39,69.92,0
2004-12-22,99.708,96.28,3.428
2004-12-23,99.856,98.45,1.40599999999999
2004-12-24,99.277,98.48,0.796999999999997
2004-12-25,230.209,263.14,0
2004-12-26,143.872,177.62,0
2004-12-27,242.326,221.94,20.386
2004-12-28,208.693,175.63,33.063
2004-12-29,199.245,174.15,25.095
2004-12-30,148.943,148.1,0.843000000000018
2004-12-31,140.663,131.9,8.76300000000001
2005-01-01,116.231,118.07,0
2005-01-02,212.223,240.1,0
2005-01-03,202.014,204.57,0
2005-01-04,132.36,109.97,22.39
2005-01-05,167.699,124.84,42.859
2005-01-06,109.319,97.75,11.569
2005-01-07,105.742,97.31,8.432
2005-01-08,103.407,96.78,6.627
2005-01-09,102.412,96.8,5.61200000000001
2005-01-10,101.268,97.01,4.258
2005-01-11,100.989,96.59,4.399
2005-01-12,100.359,96.51,3.84899999999999
2005-01-13,99.267,96.72,2.547
2005-01-14,98.021,96.67,1.351
2005-01-15,97.748,96.43,1.318
2005-01-16,97.792,97.14,0.652000000000001
2005-01-17,97.653,97.01,0.643000000000001
2005-01-18,98.233,96.83,1.40300000000001
2005-01-19,97.654,96.62,1.03399999999999
2005-01-20,98.834,97.11,1.724
2005-01-21,101.389,98.23,3.15899999999999
2005-01-22,101.092,98.64,2.452
2005-01-23,100.854,98.78,2.074
2005-01-24,100.283,98.89,1.393
2005-01-25,100.204,98.85,1.354
2005-01-26,101.571,98.46,3.111
2005-01-27,101.774,98.64,3.134
2005-01-28,102.09,98.02,4.07000000000001
2005-01-29,102.651,98.54,4.11099999999999
2005-01-30,102.303,98.71,3.593
2005-01-31,102.08,85.46,16.62
2005-02-01,91.919,95.82,0
2005-02-02,87.233,84.2,3.033
2005-02-03,103.089,98.22,4.869
2005-02-04,103.963,98.15,5.81299999999999
2005-02-05,103.242,97.68,5.562
2005-02-06,102.869,97.93,4.93899999999999
2005-02-07,101.853,97.6,4.253
2005-02-08,101.316,97.47,3.846
2005-02-09,101.987,97.44,4.547
2005-02-10,125.219,74.84,50.379
2005-02-11,94.433,94.13,0.303000000000011
2005-02-12,93.729,67.73,25.999
2005-02-13,63.351,56.56,6.791
2005-02-14,62.044,56.46,5.584
2005-02-15,61.835,56.19,5.645
2005-02-16,61.391,56.22,5.171
2005-02-17,60.161,56.49,3.671
2005-02-18,60.011,56.28,3.731
2005-02-19,60.754,56.34,4.41399999999999
2005-02-20,61.297,56.56,4.73699999999999
2005-02-21,60.777,56.4,4.377
2005-02-22,60.464,56.25,4.214
2005-02-23,59.486,56.12,3.366
2005-02-24,58.509,56.01,2.499
2005-02-25,59.097,56.12,2.977
2005-02-26,49.598,6.02,43.578
2005-02-27,13.088,0,13.088
2005-02-28,5.9,0,5.9
2005-03-01,3.445,0,3.445
2005-03-02,2.185,0,2.185
2005-03-03,1.276,0,1.276
2005-03-04,0.963,0,0.963
2005-03-05,0.906,0,0.906
2005-03-06,0.892,0,0.892
2005-03-07,0.858,0,0.858
2005-03-08,0.859,0,0.859
2005-03-09,0.956,0,0.956
2005-03-10,1.744,0,1.744
2005-03-11,1.549,0,1.549
2005-03-12,1.371,0,1.371
2005-03-13,1.21,0,1.21
2005-03-14,1.185,0,1.185
2005-03-15,1.311,0,1.311
2005-03-16,1.627,0,1.627
2005-03-17,1.549,0,1.549
2005-03-18,1.806,0,1.806
2005-03-19,2.254,0,2.254
2005-03-20,2.595,0,2.595
2005-03-21,3.062,0,3.062
2005-03-22,3.659,0,3.659
2005-03-23,3.025,0,3.025
2005-03-24,1.071,0,1.071
2005-03-25,0.84,0,0.84
2005-03-26,0.817,0,0.817
2005-03-27,0.805,0,0.805
2005-03-28,0.808,0,0.808
2005-03-29,1.136,0,1.136
2005-03-30,1.653,0,1.653
2005-03-31,1.242,0,1.242
2005-04-01,1.101,0,1.101
2005-04-02,0.904,0,0.904
2005-04-03,0.962,0,0.962
2005-04-04,1.096,0,1.096
2005-04-05,0.789,0,0.789
2005-04-06,0.883,0,0.883
2005-04-07,0.783,0,0.783
2005-04-08,0.746,0,0.746
2005-04-09,0.772,0,0.772
2005-04-10,1.086,0,1.086
2005-04-11,1.612,0,1.612
2005-04-12,1.605,0,1.605
2005-04-13,1.37,0,1.37
2005-04-14,0.986,0,0.986
2005-04-15,0.799,0,0.799
2005-04-16,0.754,0,0.754
2005-04-17,0.767,0,0.767
2005-04-18,1.22,0,1.22
2005-04-19,1.088,0,1.088
2005-04-20,0.958,0,0.958
2005-04-21,1.216,0,1.216
2005-04-22,1.517,0,1.517
2005-04-23,1.358,0,1.358
2005-04-24,1.255,0,1.255
2005-04-25,1.344,0,1.344
2005-04-26,1.15,0,1.15
2005-04-27,1.108,0,1.108
2005-04-28,0.89,0,0.89
2005-04-29,0.828,0,0.828
2005-04-30,0.798,0,0.798
2005-05-01,0.839,0,0.839
2005-05-02,0.999,0,0.999
2005-05-03,0.916,0,0.916
2005-05-04,1.325,0,1.325
2005-05-05,1.658,0,1.658
2005-05-06,16.048,80.92,0
2005-05-07,94.312,97.81,0
2005-05-08,95.272,98.49,0
2005-05-09,95.876,99.33,0
2005-05-10,97.044,99.48,0
2005-05-11,97.014,99.29,0
2005-05-12,97.048,99.35,0
2005-05-13,97.39,99.35,0
2005-05-14,97.048,98.88,0
2005-05-15,96.114,98.37,0
2005-05-16,95.931,99.02,0
2005-05-17,97.713,99.84,0
2005-05-18,98.409,99.84,0
2005-05-19,98.697,99.74,0
2005-05-20,98.472,99.12,0
2005-05-21,99.039,98.43,0.608999999999995
2005-05-22,130.1,148.92,0
2005-05-23,145.379,149.04,0
2005-05-24,144.478,148.07,0
2005-05-25,138.048,134.24,3.80799999999999
2005-05-26,126.072,128.28,0
2005-05-27,126.09,128.27,0
2005-05-28,127.867,127.85,0.0170000000000101
2005-05-29,127.532,128.25,0
2005-05-30,127.69,129.29,0
2005-05-31,201.824,237.85,0
2005-06-01,246.586,253.19,0
2005-06-02,246.244,252.87,0
2005-06-03,246.244,252,0
2005-06-04,246.23,251.79,0
2005-06-05,245.675,252.43,0
2005-06-06,246.798,253.89,0
2005-06-07,246.394,253.5,0
2005-06-08,245.705,252.28,0
2005-06-09,246.617,248.62,0
2005-06-10,238.719,185.4,53.319
2005-06-11,312.866,218.08,94.786
2005-06-12,295.088,250,45.088
2005-06-13,259.145,251.12,8.02499999999998
2005-06-14,254.041,252.86,1.18099999999998
2005-06-15,291.796,252.94,38.856
2005-06-16,416.739,206.9,209.839
2005-06-17,327.668,199.01,128.658
2005-06-18,239.302,199.66,39.642
2005-06-19,231.75,200.74,31.01
2005-06-20,232.287,202.4,29.887
2005-06-21,1105.588,202.75,902.838
2005-06-22,1181.382,4.22,1177.162
2005-06-23,471.188,0,471.188
2005-06-24,308.317,0,308.317
2005-06-25,134.072,0,134.072
2005-06-26,83.696,0,83.696
2005-06-27,61.486,0,61.486
2005-06-28,46.87,0,46.87
2005-06-29,37.991,0,37.991
2005-06-30,32.247,0,32.247
2005-07-01,29.556,0.99,28.566
2005-07-02,44.157,0,44.157
2005-07-03,81.787,0,81.787
2005-07-04,67.817,0,67.817
2005-07-05,50.018,0,50.018
2005-07-06,40.263,0,40.263
2005-07-07,33.606,0,33.606
2005-07-08,30.879,0,30.879
2005-07-09,44.967,53.98,0
2005-07-10,99.318,77.61,21.708
2005-07-11,101.947,78.22,23.727
2005-07-12,100.731,78.13,22.601
2005-07-13,85.318,19.48,65.838
2005-07-14,73.253,0,73.253
2005-07-15,157.942,57.72,100.222
2005-07-16,162.031,76.4,85.631
2005-07-17,198.122,76.75,121.372
2005-07-18,179.88,76.94,102.94
2005-07-19,141.388,76.97,64.418
2005-07-20,125.419,76.82,48.599
2005-07-21,90.379,15.09,75.289
2005-07-22,41.412,0,41.412
2005-07-23,39.643,43.9,0
2005-07-24,136.085,115.4,20.685
2005-07-25,175.637,148.21,27.427
2005-07-26,296.882,149.5,147.382
2005-07-27,428.564,97.12,331.444
2005-07-28,306.378,63,243.378
2005-07-29,238.951,91.62,147.331
2005-07-30,257.711,149.63,108.081
2005-07-31,228.977,151.25,77.727
2005-08-01,178.509,114.82,63.689
2005-08-02,200.546,149.96,50.586
2005-08-03,192.518,147.91,44.608
2005-08-04,215.381,149.08,66.301
2005-08-05,167.932,74.24,93.692
2005-08-06,210.393,150.17,60.223
2005-08-07,256.632,238.97,17.662
2005-08-08,378.747,311.22,67.527
2005-08-09,374.725,246.42,128.305
2005-08-10,998.248,247.46,750.788
2005-08-11,615.355,247.39,367.965
2005-08-12,453.403,246.1,207.303
2005-08-13,378.646,231.68,146.966
2005-08-14,326.18,229.2,96.98
2005-08-15,486.091,249.78,236.311
2005-08-16,872.721,249.76,622.961
2005-08-17,440.897,249.78,191.117
2005-08-18,375.172,248.96,126.212
2005-08-19,331.576,216.14,115.436
2005-08-20,1103.739,187.24,916.499
2005-08-21,855.609,233.3,622.309
2005-08-22,1062.514,0.25,1062.264
2005-08-23,449.867,0,449.867
2005-08-24,294.228,0.04,294.188
2005-08-25,201.505,0,201.505
2005-08-26,154.852,0,154.852
2005-08-27,125.625,0,125.625
2005-08-28,107.161,0,107.161
2005-08-29,255.45,236.34,19.11
2005-08-30,333.623,245.16,88.463
2005-08-31,481.347,121.07,360.277
2005-09-01,719.275,143.37,575.905
2005-09-02,450.181,249.4,200.781
2005-09-03,383.878,248.77,135.108
2005-09-04,1261.009,250.08,1010.929
2005-09-05,699.725,250.19,449.535
2005-09-06,475.013,250.38,224.633
2005-09-07,406.135,249.91,156.225
2005-09-08,312.1,165.92,146.18
2005-09-09,281.402,201.13,80.272
2005-09-10,329.408,246.23,83.178
2005-09-11,324.877,248.79,76.087
2005-09-12,351.87,269.3,82.57
2005-09-13,333.959,253.42,80.539
2005-09-14,314.209,249.58,64.629
2005-09-15,244.858,118.2,126.658
2005-09-16,122.281,71.94,50.341
2005-09-17,283.808,237.37,46.438
2005-09-18,376.654,275.75,100.904
2005-09-19,357.197,278.48,78.717
