datetime,Air_Temperature_celsius,Precipitation_millimeterPerDay,Potential_Evapotranspiration_ERA5_millimeterPerDay,Potential_Evapotranspiration_HS_millimeterPerDay
1980-01-01 00:00:00,16.01,0,5.8912,4.3984
1980-01-02 00:00:00,21.166,0,6.3306,5.4022
1980-01-03 00:00:00,19.531,0.0075177,6.7099,5.8983
1980-01-04 00:00:00,15.659,0.0031981,5.0661,4.4305
1980-01-05 00:00:00,15.311,0,6.1624,4.3987
1980-01-06 00:00:00,16.78,0,5.9826,4.4767
1980-01-07 00:00:00,16.497,0,6.0885,4.9833
1980-01-08 00:00:00,20.147,0,7.299,5.4147
1980-01-09 00:00:00,21.996,0,8.1517,5.6299
1980-01-10 00:00:00,21.851,0.81371,7.8152,6.6405
1980-01-11 00:00:00,16.394,2.0892,5.0546,2.4734
1980-01-12 00:00:00,16.625,0.099085,4.6549,3.64
1980-01-13 00:00:00,17.03,0,5.7719,4.4862
1980-01-14 00:00:00,19.875,0.11469,7.1865,5.9866
1980-01-15 00:00:00,14.711,0.0077671,4.519,4.0287
1980-01-16 00:00:00,20.247,0,7.3288,4.6588
1980-01-17 00:00:00,23.463,0.60934,9.1787,6.5262
1980-01-18 00:00:00,16.941,0.4153,4.9371,3.9572
1980-01-19 00:00:00,16.864,0.41537,4.7419,3.208
1980-01-20 00:00:00,17.847,0.64012,4.4794,3.4542
1980-01-21 00:00:00,17.803,0.0071246,4.2062,4.4066
1980-01-22 00:00:00,20.711,0.032721,7.2196,5.3721
1980-01-23 00:00:00,17.172,0.0065275,5.9898,4.4011
1980-01-24 00:00:00,18.458,0.22191,5.7561,4.0992
1980-01-25 00:00:00,16.477,0.054833,4.5989,3.738
1980-01-26 00:00:00,14.491,0,5.2108,3.7321
1980-01-27 00:00:00,19.028,0,6.9161,4.9989
1980-01-28 00:00:00,18.914,0.19649,7.3881,4.8159
1980-01-29 00:00:00,15.286,0.018652,4.5846,3.6892
1980-01-30 00:00:00,15.229,0.0012038,4.9356,3.8035
1980-01-31 00:00:00,18.459,0,6.2051,5.076
1980-02-01 00:00:00,19.964,0.21592,6.7915,5.0018
1980-02-02 00:00:00,14.757,0.44254,4.0214,3.7261
1980-02-03 00:00:00,15.139,0,5.3369,3.7119
1980-02-04 00:00:00,15.674,0.0030487,4.2963,3.9505
1980-02-05 00:00:00,17.121,0.11339,5.1418,3.5747
1980-02-06 00:00:00,14.176,0,5.0016,4.0466
1980-02-07 00:00:00,15.826,0.0017002,5.9992,4.4137
1980-02-08 00:00:00,14.799,0.0014778,4.5315,3.5761
1980-02-09 00:00:00,15.116,0,5.7386,3.7869
1980-02-10 00:00:00,19.876,0,6.7805,4.9638
1980-02-11 00:00:00,24.268,0,7.1083,5.0598
1980-02-12 00:00:00,26.109,0.00034903,10.299,6.9157
1980-02-13 00:00:00,20.92,0,6.615,4.177
1980-02-14 00:00:00,23.261,0,8.9428,7.219
1980-02-15 00:00:00,17.554,0,5.8634,4.7754
1980-02-16 00:00:00,18.501,0,5.9406,4.2169
1980-02-17 00:00:00,20.102,0,6.1669,5.0099
1980-02-18 00:00:00,26.868,0,7.6784,5.1238
1980-02-19 00:00:00,32.896,0,10.891,5.7293
1980-02-20 00:00:00,27.585,0.051322,10.175,7.6056
1980-02-21 00:00:00,17.513,0.72352,3.6723,3.6363
1980-02-22 00:00:00,14.891,0.0032673,4.0375,3.1993
1980-02-23 00:00:00,17.128,0.09341,5.0173,3.3312
1980-02-24 00:00:00,14.916,0.063264,4.7713,3.5486
1980-02-25 00:00:00,18.911,0.048711,6.113,3.8915
1980-02-26 00:00:00,23.277,0.55427,7.6995,4.8601
1980-02-27 00:00:00,21.679,0.0038299,5.9873,5.2735
1980-02-28 00:00:00,17.701,0.013997,5.2561,3.8693
1980-02-29 00:00:00,16.004,0,4.589,3.3986
1980-03-01 00:00:00,17.842,0.37197,4.3195,3.6407
1980-03-02 00:00:00,14.574,0.058398,3.5396,3.4352
1980-03-03 00:00:00,18.12,0,5.4141,3.7848
1980-03-04 00:00:00,16.524,0.009812,4.0179,3.8543
1980-03-05 00:00:00,14.976,0,4.5447,3.4549
1980-03-06 00:00:00,20.14,0.86198,5.2986,4.3089
1980-03-07 00:00:00,18.463,0.15138,4.8683,4.3223
1980-03-08 00:00:00,13.139,0.0020069,3.8656,2.7129
1980-03-09 00:00:00,13.281,0,4.6069,2.8534
1980-03-10 00:00:00,16.044,0,4.754,3.206
1980-03-11 00:00:00,21.248,0,6.1577,3.8778
1980-03-12 00:00:00,22.353,0.029435,6.3668,4.1659
1980-03-13 00:00:00,17.663,0.097612,4.8278,3.2678
1980-03-14 00:00:00,17.163,0.16459,3.1797,2.6671
1980-03-15 00:00:00,16.685,0.031454,3.8217,3.1599
1980-03-16 00:00:00,17.865,0,4.5902,3.3262
1980-03-17 00:00:00,23.492,0,6.7729,4.3256
1980-03-18 00:00:00,21.572,0,6.7655,4.9446
1980-03-19 00:00:00,18.191,0,4.5364,3.5293
1980-03-20 00:00:00,26.233,0.00012441,7.3754,4.8902
1980-03-21 00:00:00,15.692,0.0003031,4.5208,3.4371
1980-03-22 00:00:00,14.359,0,4.2515,3.2243
1980-03-23 00:00:00,15.218,0,4.1626,3.2764
1980-03-24 00:00:00,16.098,0,4.1515,3.3007
1980-03-25 00:00:00,18.838,0,4.6787,3.9486
1980-03-26 00:00:00,18.815,0.067852,3.9006,3.777
1980-03-27 00:00:00,15.991,0.097299,3.9038,2.898
1980-03-28 00:00:00,16.197,0.1854,3.5204,2.6519
1980-03-29 00:00:00,15.325,0.040479,2.7813,2.2222
1980-03-30 00:00:00,14.664,0.0042874,2.6912,2.6654
1980-03-31 00:00:00,14.915,0,3.514,2.8861
1980-04-01 00:00:00,17.41,0,3.7889,3.013
1980-04-02 00:00:00,17.649,0.0090438,4.2251,3.1035
1980-04-03 00:00:00,14.56,0.00084759,2.9235,2.5457
1980-04-04 00:00:00,19.566,0.092237,4.5718,3.8994
1980-04-05 00:00:00,14.417,0.028278,2.9973,2.4341
1980-04-06 00:00:00,13.652,0.019392,2.7823,2.6303
1980-04-07 00:00:00,16.544,0,3.972,2.6175
1980-04-08 00:00:00,18.579,0,4.8459,3.1798
1980-04-09 00:00:00,21.251,0,5.6157,3.0374
1980-04-10 00:00:00,24.621,0.0021956,6.7215,2.842
1980-04-11 00:00:00,18.263,0.00057438,4.6249,3.2034
1980-04-12 00:00:00,17.398,0,3.4925,2.6837
1980-04-13 00:00:00,20.946,0.28355,4.1536,2.7667
1980-04-14 00:00:00,24.451,0.082005,6.6458,3.0563
1980-04-15 00:00:00,19.293,7.9194,4.4723,3.178
1980-04-16 00:00:00,18.269,0.030493,2.3104,2.4611
1980-04-17 00:00:00,20.401,24.581,3.741,2.6994
1980-04-18 00:00:00,20.207,3.5983,1.2798,1.8639
1980-04-19 00:00:00,20.39,1.31,2.1574,2.3443
1980-04-20 00:00:00,21.073,5.1185,2.3778,1.8017
1980-04-21 00:00:00,19.172,7.6896,0.62671,2.2101
1980-04-22 00:00:00,19.072,5.1682,2.4291,2.3322
1980-04-23 00:00:00,15.006,4.2303,1.7359,1.514
1980-04-24 00:00:00,14.558,0.15808,2.2547,1.6581
1980-04-25 00:00:00,14.793,0.67339,2.0387,1.5037
1980-04-26 00:00:00,13.869,0.54636,2.0229,1.7621
1980-04-27 00:00:00,11.315,0.00012859,1.9765,1.7262
1980-04-28 00:00:00,11.467,0,2.2922,1.8009
1980-04-29 00:00:00,11.694,0,2.0229,1.8242
1980-04-30 00:00:00,12.294,0.42367,1.6054,1.949
1980-05-01 00:00:00,11.922,0,2.3057,1.8976
1980-05-02 00:00:00,12.778,0,2.1486,1.7516
1980-05-03 00:00:00,15.311,0.1471,2.2128,2.1233
1980-05-04 00:00:00,17.781,0.012343,2.4512,1.9775
1980-05-05 00:00:00,20.116,0.044508,3.3455,2.0995
1980-05-06 00:00:00,18.057,3.2758,1.8537,1.4121
1980-05-07 00:00:00,14.771,0.11241,2.1586,1.8252
1980-05-08 00:00:00,15.315,8.2938e-05,1.7674,1.7253
1980-05-09 00:00:00,17.505,0,2.6837,1.9344
1980-05-10 00:00:00,14.328,6.5052,2.2598,1.9036
1980-05-11 00:00:00,13.72,2.2213,1.551,1.0636
1980-05-12 00:00:00,13.799,0.027104,1.8402,1.4766
1980-05-13 00:00:00,13.691,0,2.3186,1.745
1980-05-14 00:00:00,15.463,0,2.537,1.67
1980-05-15 00:00:00,16.837,0.0048873,2.9129,1.5276
1980-05-16 00:00:00,13.344,1.2022,1.7103,1.3898
1980-05-17 00:00:00,11.16,0.49404,1.6978,1.3572
1980-05-18 00:00:00,11.997,0.31406,1.5216,1.0543
1980-05-19 00:00:00,13.008,8.8654,1.4845,1.3202
1980-05-20 00:00:00,9.778,0.037965,1.8042,1.3368
1980-05-21 00:00:00,9.1946,0.002218,1.5284,1.2986
1980-05-22 00:00:00,12.661,0,2.071,1.2986
1980-05-23 00:00:00,15.063,0,2.6444,1.2598
1980-05-24 00:00:00,14.75,0,2.181,1.4173
1980-05-25 00:00:00,15.919,0,2.7373,1.5911
1980-05-26 00:00:00,15.215,0.19001,1.8329,1.2338
1980-05-27 00:00:00,13.767,0.99746,1.4676,1.3941
1980-05-28 00:00:00,12.655,0.0089161,1.5196,1.5097
1980-05-29 00:00:00,11.796,0.030794,1.36,1.3182
1980-05-30 00:00:00,12.239,8.4274,0.39725,0.99461
1980-05-31 00:00:00,12.167,0.45851,1.0557,1.2051
1980-06-01 00:00:00,12.203,0.77126,0.98034,1.3906
1980-06-02 00:00:00,11.706,0.51326,1.566,1.1963
1980-06-03 00:00:00,11.244,11.327,0.063321,0.78217
1980-06-04 00:00:00,11.785,0.20205,1.3781,1.0657
1980-06-05 00:00:00,11.379,0.60511,0.91792,1.0959
1980-06-06 00:00:00,11.443,0.099132,1.2188,1.0937
1980-06-07 00:00:00,12.405,0.49327,1.5174,1.0816
1980-06-08 00:00:00,11.651,10.37,1.296,0.95596
1980-06-09 00:00:00,11.026,5.667,0.7515,0.80283
1980-06-10 00:00:00,9.463,1.7747,0.85566,1.0035
1980-06-11 00:00:00,9.0774,1.15,0.86358,1.0364
1980-06-12 00:00:00,8.991,0.72992,0.75266,0.94763
1980-06-13 00:00:00,8.512,0.002654,1.0196,0.99071
1980-06-14 00:00:00,10.35,6.8854,1.5667,0.92108
1980-06-15 00:00:00,11.459,2.0083,0.58886,0.79192
1980-06-16 00:00:00,10.754,10.779,1.5927,1.0864
1980-06-17 00:00:00,10.4,0.30828,1.3364,0.99004
1980-06-18 00:00:00,9.7074,0.61017,0.79692,1.1571
1980-06-19 00:00:00,9.5101,0.67854,0.72347,1.1197
1980-06-20 00:00:00,9.0614,0.054445,1.0583,1.1753
1980-06-21 00:00:00,9.6204,4.1469e-05,1.0481,1.06
1980-06-22 00:00:00,10.806,0.058359,1.359,0.90051
1980-06-23 00:00:00,12.301,0.12738,1.6484,0.97975
1980-06-24 00:00:00,13.382,0,1.7703,1.1426
1980-06-25 00:00:00,15.595,0.91918,2.3713,1.2271
1980-06-26 00:00:00,12.927,9.9249,1.2209,0.98192
1980-06-27 00:00:00,8.9724,11.166,0.90185,0.67595
1980-06-28 00:00:00,10.491,5.0776,0.91863,0.69557
1980-06-29 00:00:00,10.03,0.5135,1.1323,1.0582
1980-06-30 00:00:00,10.645,2.4002,1.3463,0.93315
1980-07-01 00:00:00,11.539,7.1776,0.53587,0.8331
1980-07-02 00:00:00,11.827,2.3026,0.97476,0.79319
1980-07-03 00:00:00,10.186,5.3446,0.85041,1.0333
1980-07-04 00:00:00,10.627,0.32553,1.4341,0.82038
1980-07-05 00:00:00,10.212,0.28021,0.95206,0.93324
1980-07-06 00:00:00,10.939,1.7988,0.58993,0.83113
1980-07-07 00:00:00,10.138,1.4825,0.78856,1.0504
1980-07-08 00:00:00,9.125,1.1265,0.76512,1.0562
1980-07-09 00:00:00,8.249,0.40397,0.70629,1.1245
1980-07-10 00:00:00,9.6234,0.40779,1.3042,1.0732
1980-07-11 00:00:00,10.749,0.78151,1.2608,1.0646
1980-07-12 00:00:00,13.008,2.271,1.8864,1.2548
1980-07-13 00:00:00,12.049,0.37603,1.6803,1.0619
1980-07-14 00:00:00,11.452,2.6611,0.91339,1.0168
1980-07-15 00:00:00,10.575,3.6771,0.42399,1.0693
1980-07-16 00:00:00,11.951,1.3056,1.6263,1.1048
1980-07-17 00:00:00,9.9342,3.2208,0.70212,1.2124
1980-07-18 00:00:00,9.5147,0.38718,1.0707,1.2018
1980-07-19 00:00:00,9.7791,1.224,1.5616,1.0825
1980-07-20 00:00:00,10.567,2.0985,1.2838,1.1012
1980-07-21 00:00:00,9.1088,0.89066,0.72573,1.2326
1980-07-22 00:00:00,7.9973,0.0016118,1.2178,1.3277
1980-07-23 00:00:00,7.6707,0,1.3055,1.3373
1980-07-24 00:00:00,8.2839,0,1.2056,1.3167
1980-07-25 00:00:00,10.24,0,1.4923,1.2206
1980-07-26 00:00:00,12.506,3.7182,1.951,1.1983
1980-07-27 00:00:00,10.735,9.3081,0.97344,1.1612
1980-07-28 00:00:00,9.417,7.2657,0.90066,1.0623
1980-07-29 00:00:00,9.0132,1.1763,1.0946,1.2847
1980-07-30 00:00:00,8.6013,0.48282,0.98428,1.1492
1980-07-31 00:00:00,8.7661,0.38093,1.1109,1.3063
1980-08-01 00:00:00,11.513,2.4189,2.2034,1.2355
1980-08-02 00:00:00,9.7763,0.07496,1.7055,1.2913
1980-08-03 00:00:00,8.2725,0.072917,1.3359,1.3685
1980-08-04 00:00:00,10.028,0,2.0485,1.4762
1980-08-05 00:00:00,11.7,0,2.3724,1.5877
1980-08-06 00:00:00,10.736,7.4754,1.5473,1.5665
1980-08-07 00:00:00,9.3962,0.99047,1.2506,1.2141
1980-08-08 00:00:00,10.389,0.010069,1.5308,1.164
1980-08-09 00:00:00,13.682,0,2.9013,1.387
1980-08-10 00:00:00,13.844,2.0267,2.8793,1.5888
1980-08-11 00:00:00,11.804,0.24887,2.1239,1.1988
1980-08-12 00:00:00,10.518,0.56592,1.7322,1.552
1980-08-13 00:00:00,10.186,0.11532,1.3362,1.2127
1980-08-14 00:00:00,9.4005,5.641,1.4999,1.5157
1980-08-15 00:00:00,8.3357,0.034663,1.8733,1.509
1980-08-16 00:00:00,8.1372,0,1.7161,1.5468
1980-08-17 00:00:00,10.043,0,2.2822,1.6475
1980-08-18 00:00:00,12.271,0,3.0061,1.938
1980-08-19 00:00:00,12.305,0.28192,2.6074,1.8039
1980-08-20 00:00:00,11.176,4.5582,0.92401,1.2609
1980-08-21 00:00:00,11.958,0.17865,2.2126,1.1918
1980-08-22 00:00:00,13.711,0.11859,2.9596,2.1028
1980-08-23 00:00:00,11.119,2.5783,1.5428,1.4013
1980-08-24 00:00:00,9.8335,1.9083,1.7236,1.4006
1980-08-25 00:00:00,9.4898,0.81455,1.9467,1.5922
1980-08-26 00:00:00,11.619,0.17157,2.0596,1.4032
1980-08-27 00:00:00,12.344,0.69828,1.4762,1.7487
1980-08-28 00:00:00,12.334,1.3079,1.8517,1.7075
1980-08-29 00:00:00,14.299,0,3.1596,1.9651
1980-08-30 00:00:00,14.053,3.0216,4.0305,2.7776
1980-08-31 00:00:00,11.876,0.81861,2.3119,1.3897
1980-09-01 00:00:00,11.255,3.4228,1.4695,1.6735
1980-09-02 00:00:00,10.241,0.29718,1.7244,1.9262
1980-09-03 00:00:00,14.913,0.0054293,3.1362,1.9409
1980-09-04 00:00:00,11.644,0.00038604,2.8671,2.3233
1980-09-05 00:00:00,12.259,0,2.8376,2.024
1980-09-06 00:00:00,17.169,0,4.1956,2.8966
1980-09-07 00:00:00,14.327,0.093115,3.3905,2.4471
1980-09-08 00:00:00,11.897,4.5442,2.8147,2.4576
1980-09-09 00:00:00,11.629,0.92391,2.1715,1.5398
1980-09-10 00:00:00,11.686,0.010268,2.3823,2.0603
1980-09-11 00:00:00,11.444,1.2996,1.9927,1.9879
1980-09-12 00:00:00,10.984,3.0722,1.785,1.79
1980-09-13 00:00:00,12.639,0.52449,3.2735,2.3161
1980-09-14 00:00:00,13.175,11.7,3.8003,3.2706
1980-09-15 00:00:00,10.766,0.787,2.4475,1.5469
1980-09-16 00:00:00,15.012,6.1821,3.9459,2.7913
1980-09-17 00:00:00,9.8528,14.806,1.7805,1.4862
1980-09-18 00:00:00,12.05,1.4372,2.442,1.5218
1980-09-19 00:00:00,10.895,0.038819,2.4598,2.2537
1980-09-20 00:00:00,11.593,1.483,2.7343,2.1318
1980-09-21 00:00:00,12.635,0.31281,2.1682,1.8649
1980-09-22 00:00:00,12.658,0.0015439,2.9097,2.3557
1980-09-23 00:00:00,20.01,0.32502,5.1074,2.7693
1980-09-24 00:00:00,16.946,3.6822,4.5332,3.8242
1980-09-25 00:00:00,12.052,0.025985,2.9619,2.1585
1980-09-26 00:00:00,11.94,0.11241,2.4373,2.674
1980-09-27 00:00:00,12.403,0.00040364,3.3208,2.788
1980-09-28 00:00:00,19.478,0,5.893,3.1378
1980-09-29 00:00:00,20.976,0.0036465,7.4387,4.7088
1980-09-30 00:00:00,13.634,0.24922,3.458,2.6239
1980-10-01 00:00:00,15.235,0.00026755,4.5477,2.9876
1980-10-02 00:00:00,12.038,0.15409,3.7999,2.6394
1980-10-03 00:00:00,11.993,0.052762,3.6204,2.774
1980-10-04 00:00:00,21.046,1.6667,6.4429,3.6814
1980-10-05 00:00:00,14.199,29.03,1.3272,2.4469
1980-10-06 00:00:00,9.6879,5.385,1.0926,2.2128
1980-10-07 00:00:00,11.516,0.6092,2.7214,2.5497
1980-10-08 00:00:00,12.681,0.99985,2.8703,2.7915
1980-10-09 00:00:00,14.974,0.63269,4.3679,2.9755
1980-10-10 00:00:00,15.582,8.3816,5.8611,4.7035
1980-10-11 00:00:00,9.9614,13.326,2.2098,2.347
1980-10-12 00:00:00,11.573,5.437,1.879,2.0904
1980-10-13 00:00:00,11.264,0.1849,3.0163,2.6349
1980-10-14 00:00:00,14.721,0,3.7908,3.1188
1980-10-15 00:00:00,16.02,0.00091621,4.6889,4.2731
1980-10-16 00:00:00,18.521,0.0081672,4.2631,3.4501
1980-10-17 00:00:00,18.119,1.3282,4.0746,3.7326
1980-10-18 00:00:00,15.73,0.00093891,4.3762,3.5443
1980-10-19 00:00:00,19.44,2.1289,4.8265,4.5662
1980-10-20 00:00:00,12.922,0.0045708,3.5745,3.2043
1980-10-21 00:00:00,19.526,0,6.2789,3.7684
1980-10-22 00:00:00,22.649,4.0711,6.8528,5.8826
1980-10-23 00:00:00,11.039,1.0953,2.7476,2.8244
1980-10-24 00:00:00,10.846,0.00049266,3.7622,3.3235
1980-10-25 00:00:00,16.697,0,5.3885,3.275
1980-10-26 00:00:00,20.014,0.7457,7.8516,5.5736
1980-10-27 00:00:00,10.048,3.0816,3.3101,2.6769
1980-10-28 00:00:00,11.842,0.055487,3.2105,2.5401
1980-10-29 00:00:00,12.53,0.13945,3.1293,2.1186
1980-10-30 00:00:00,12.694,1.1364,3.3002,2.6725
1980-10-31 00:00:00,12.931,0.48863,3.2416,2.6454
1980-11-01 00:00:00,11.649,1.2184,2.8474,3.1542
1980-11-02 00:00:00,11.974,0.26899,3.1267,3.2074
1980-11-03 00:00:00,15.645,4.2896,5.5811,3.8364
1980-11-04 00:00:00,14.662,13.178,2.2834,3.6074
1980-11-05 00:00:00,13.183,6.8141,1.0161,2.3564
1980-11-06 00:00:00,12.348,4.7163,2.1109,2.7936
1980-11-07 00:00:00,12.762,0.19761,3.6467,3.3999
1980-11-08 00:00:00,13.231,0.88125,3.5374,3.5637
1980-11-09 00:00:00,14.419,0,4.4082,3.6695
1980-11-10 00:00:00,20.682,0,6.6898,4.6166
1980-11-11 00:00:00,23.807,0,8.7295,5.7612
1980-11-12 00:00:00,27.205,0,9.9314,5.8846
1980-11-13 00:00:00,20.176,0.73211,7.5789,6.1772
1980-11-14 00:00:00,18.353,0,5.7565,4.3459
1980-11-15 00:00:00,27.964,0.0045664,8.4901,6.181
1980-11-16 00:00:00,25.159,0,8.4198,6.1611
1980-11-17 00:00:00,23.129,0.50015,6.5147,6.1721
1980-11-18 00:00:00,13.446,2.9057,3.6253,3.6214
1980-11-19 00:00:00,13.836,0,5.2973,3.7885
1980-11-20 00:00:00,16.61,0.0012498,6.6349,4.9605
1980-11-21 00:00:00,13.649,0,5.3848,4.3234
1980-11-22 00:00:00,14.426,0,5.9653,4.3287
1980-11-23 00:00:00,16.368,0,6.5966,4.9845
1980-11-24 00:00:00,18.927,0,6.8904,5.2833
1980-11-25 00:00:00,23.62,0,7.9377,4.9796
1980-11-26 00:00:00,26.465,0.16019,9.4654,6.6279
1980-11-27 00:00:00,18.741,0.72989,5.279,5.0625
1980-11-28 00:00:00,15.109,0.41234,4.2951,3.5513
1980-11-29 00:00:00,14.719,0.00037444,5.2924,4.1288
1980-11-30 00:00:00,21.063,0,6.5879,4.6188
1980-12-01 00:00:00,21.715,4.8041,5.4089,5.7292
1980-12-02 00:00:00,16.735,3.9861,5.1723,3.8234
1980-12-03 00:00:00,14.433,0.38507,3.6449,3.5087
1980-12-04 00:00:00,12.805,0.0011322,3.8114,3.6277
1980-12-05 00:00:00,16.054,0,5.9347,4.4562
1980-12-06 00:00:00,18.333,0,6.579,5.337
1980-12-07 00:00:00,23.826,0,8.2982,6.0258
1980-12-08 00:00:00,28.448,0,10.479,5.9025
1980-12-09 00:00:00,31.491,0,11.904,7.496
1980-12-10 00:00:00,28.774,0.020024,11.625,8.4332
1980-12-11 00:00:00,19.232,1.8972,5.3925,5.5184
1980-12-12 00:00:00,16.55,0.6553,5.0774,4.6309
1980-12-13 00:00:00,14.347,4.4225,4.0969,2.9315
1980-12-14 00:00:00,14.533,0.47971,3.7779,3.8469
1980-12-15 00:00:00,13.403,9.443,3.599,3.4071
1980-12-16 00:00:00,13.891,2.6743,4.5019,3.858
1980-12-17 00:00:00,13.551,1.0914,4.4171,3.0693
1980-12-18 00:00:00,14.874,0.076418,4.6746,4.1386
1980-12-19 00:00:00,23.034,0,8.6795,4.852
1980-12-20 00:00:00,27.39,0,11.141,5.9828
1980-12-21 00:00:00,27.608,0,11.807,7.7201
1980-12-22 00:00:00,17.084,0.41269,4.7228,5.5273
1980-12-23 00:00:00,17.042,0,6.4052,4.3192
1980-12-24 00:00:00,21.171,0.00017452,8.3856,6.7292
1980-12-25 00:00:00,18.239,0,6.5551,5.217
1980-12-26 00:00:00,20.4,0,7.1648,5.8683
1980-12-27 00:00:00,24.246,0,8.3189,6.4678
1980-12-28 00:00:00,17.493,0.026664,6.4155,4.8535
1980-12-29 00:00:00,16.962,0,6.3205,4.7295
1980-12-30 00:00:00,21.152,0,8.0732,6.0167
1980-12-31 00:00:00,26.712,0,10.377,6.5515
1981-01-01 00:00:00,23.536,0.00017307,8.9689,6.5977
1981-01-02 00:00:00,26.738,0.026902,8.5689,6.7067
1981-01-03 00:00:00,17.78,0.00012453,6.7897,5.3813
1981-01-04 00:00:00,17.333,0,6.4264,4.3882
1981-01-05 00:00:00,20.989,0,7.0897,5.5339
1981-01-06 00:00:00,21.396,0,6.6315,5.5165
1981-01-07 00:00:00,24.974,0.0049182,8.6239,5.5603
1981-01-08 00:00:00,26.581,0.39162,6.9146,4.1397
1981-01-09 00:00:00,23.848,2.3617,8.0088,7.2476
1981-01-10 00:00:00,17.036,0,6.2934,4.6881
1981-01-11 00:00:00,19.265,0,7.0118,5.0216
1981-01-12 00:00:00,24.731,0,8.1711,5.7027
1981-01-13 00:00:00,32.324,0,9.9157,6.6574
1981-01-14 00:00:00,29.421,0.13656,9.8274,7.642
1981-01-15 00:00:00,22.811,0.0046984,7.7479,6.2223
1981-01-16 00:00:00,25.46,0.057876,7.4552,5.7167
1981-01-17 00:00:00,27.284,0.33062,8.1994,6.8014
1981-01-18 00:00:00,19.446,0.0013392,6.5911,5.5585
1981-01-19 00:00:00,18.739,0.00019457,6.4231,4.8425
1981-01-20 00:00:00,24.756,0.00029782,7.835,6.0122
1981-01-21 00:00:00,17.196,0.0025939,6.2448,3.9648
1981-01-22 00:00:00,16.778,0.00017434,5.4578,3.9599
1981-01-23 00:00:00,20.022,0,6.4596,4.6684
1981-01-24 00:00:00,25.896,0,8.243,5.9386
1981-01-25 00:00:00,31.244,0,9.2378,7.4022
1981-01-26 00:00:00,25.214,12.259,7.2671,7.0646
1981-01-27 00:00:00,17.478,2.3987,2.9309,3.7049
1981-01-28 00:00:00,16.975,8.7169e-05,5.3791,3.4495
1981-01-29 00:00:00,18.154,0,5.8326,4.2535
1981-01-30 00:00:00,19.747,0,6.2517,4.856
1981-01-31 00:00:00,21.599,3.7358e-05,6.8827,5.2511
1981-02-01 00:00:00,25.607,0,8.0114,5.5769
1981-02-02 00:00:00,30.436,0.026361,9.5635,6.5354
1981-02-03 00:00:00,24.489,0.64189,7.8319,6.3976
1981-02-04 00:00:00,17.121,1.143,3.6988,3.9776
1981-02-05 00:00:00,16.67,0.54695,4.0316,2.636
1981-02-06 00:00:00,16.522,0.004168,4.3004,3.8775
1981-02-07 00:00:00,21.149,0,6.1945,4.5484
1981-02-08 00:00:00,24.599,0.0012135,8.0875,5.6564
1981-02-09 00:00:00,17.79,0.018207,5.7064,3.3846
1981-02-10 00:00:00,15.899,0.0010469,4.2775,3.6643
1981-02-11 00:00:00,16.671,0,5.4804,4.1938
1981-02-12 00:00:00,25.738,0,7.9716,4.6113
1981-02-13 00:00:00,29.266,0.7538,8.2502,6.7013
1981-02-14 00:00:00,27.9,0.00017307,6.0096,5.6334
1981-02-15 00:00:00,29.053,0.00045124,9.4809,7.6947
1981-02-16 00:00:00,24.011,0,6.7819,5.6644
1981-02-17 00:00:00,18.681,3.7358e-05,6.2618,4.6754
1981-02-18 00:00:00,16.699,0,5.4721,3.8084
1981-02-19 00:00:00,16.167,0.0069257,4.1066,3.3908
1981-02-20 00:00:00,16.233,0.0021118,4.9462,3.5095
1981-02-21 00:00:00,15.824,0,4.9528,3.6839
1981-02-22 00:00:00,15.766,0,4.8124,3.9428
1981-02-23 00:00:00,19.192,0,5.8449,5.0366
1981-02-24 00:00:00,18.226,0.00015722,5.5252,4.5324
1981-02-25 00:00:00,18.92,0,5.7394,4.6675
1981-02-26 00:00:00,25.087,0,7.3575,4.7862
1981-02-27 00:00:00,24.208,1.491,8.5669,5.9475
1981-02-28 00:00:00,16.685,40.072,1.0829,2.915
1981-03-01 00:00:00,15.093,14.141,3.3389,2.6653
1981-03-02 00:00:00,14.791,12.196,1.6785,2.6413
1981-03-03 00:00:00,15.761,1.6939,3.0589,2.6748
1981-03-04 00:00:00,14.958,0.94394,3.5984,3.0468
1981-03-05 00:00:00,14.968,0.0045152,3.5801,3.1947
1981-03-06 00:00:00,21.435,0,6.2284,3.6408
1981-03-07 00:00:00,20.389,1.0375,6.0436,4.828
1981-03-08 00:00:00,16.509,2.3719,3.6635,3.1664
1981-03-09 00:00:00,14.686,0.86597,3.6645,2.4482
1981-03-10 00:00:00,14.248,0.031732,3.0208,3.0245
1981-03-11 00:00:00,14.575,0.00044613,3.3744,3.1707
1981-03-12 00:00:00,15.759,0.35961,3.8289,3.137
1981-03-13 00:00:00,14.111,0.27809,3.0291,2.165
1981-03-14 00:00:00,14.176,0.18757,2.7638,2.6129
1981-03-15 00:00:00,14.596,0.0111,3.1089,3.1067
1981-03-16 00:00:00,15.626,3.7358e-05,3.8408,3.2602
1981-03-17 00:00:00,17.968,0,4.7512,3.5986
1981-03-18 00:00:00,20.902,0.051141,4.6071,3.957
1981-03-19 00:00:00,17.565,3.2204,3.014,2.6162
1981-03-20 00:00:00,13.565,0.34271,2.374,2.6367
1981-03-21 00:00:00,12.846,0.0086419,2.6771,2.5654
