variable,frpss,sd,sig
psl,-0.000966199724079519,0.00737837599168889,FALSE
tcc,0.0262895951224354,0.00911038508030453,FALSE
uas,-0.0132542355184466,0.00793123216442954,FALSE
vas,-0.00557690003526035,0.00804839128261727,FALSE
tas,0.433267191121244,0.0164672579264537,FALSE
tdps,0.263792607655257,0.0168500908258915,FALSE
rsds,0.483884584047954,0.0144982123267411,FALSE
rlds,0.071013746392663,0.0122000030320585,FALSE
tp,-0.167621341741039,0.015333673405156,FALSE
