variable,frpss,sd,sig
psl,-0.0126661849710981,0.00728311879255545,FALSE
tcc,0.00506502890173433,0.00748114931963774,FALSE
uas,-0.0146098265895953,0.00725496443133796,FALSE
vas,-0.0172940751445085,0.00707876211152362,FALSE
tas,0.012431358381503,0.00798520397197625,FALSE
tdps,0.0224385838150291,0.00796994995206881,FALSE
rsds,0.456640173410405,0.0147319611045327,FALSE
rlds,0.0260910404624277,0.00806100635423187,FALSE
tp,-0.170083092485549,0.0162865014992204,FALSE
