"node","sd"
"TP",3.82153079363876
"TP_prevSummer",5.15626810620634
"chla",3.79242600074838
"chla_prevSummer",5.5952115415489
"wind_speed",0.14037799521928
"cyano",0.735677990611513
"colour_prevSummer",17.2582256963366
"colour",9.10463750310997
"rain",90.6337147437931
