dates,uas,vas,tas,tp
2000-11-01,-0.565121340014449,2.67150853535724,7.76534811808705,1.05853188842646
2000-11-02,-0.318997194184531,1.23029050046053,7.46411344340395,0
2000-11-03,-0.570096905217335,-0.647825334270301,6.34536909291883,0
2000-11-04,-0.570096905217335,0.0340721609166585,5.77996293864059,0
2000-11-05,-0.570096905217335,0.342398134186092,5.5123649664402,0
2000-11-06,-0.772688748653696,-0.756250356292675,5.55917992421687,0
2000-11-07,-0.538038531485492,1.23029050046053,5.49306728644039,0
2000-11-08,-0.538038531485492,-0.408697945549816,6.70342404505612,0
2000-11-09,-0.746848387559242,-0.648709214908136,6.85380977564682,0
2000-11-10,-0.325033710751946,0.760860659777759,6.17587110675424,0
2000-11-11,-1.21838925348362,-1.02394612766112,5.53757461327463,0
2000-11-12,-2.29929653064294,-1.55155711993398,4.90844135956298,0
2000-11-13,-0.650600431857796,-0.116739484815306,2.47255293488955,0
2000-11-14,-1.95130695682278,-0.886170114749804,2.31167102766651,0
2000-11-15,-0.701156420631086,1.21180052383654,1.02246887506333,0.420057078559881
2000-11-16,0.0121320603587464,3.09362101015033,5.3224641943925,1.13565039433618
2000-11-17,0.285812224251509,5.31391970023892,7.03916910164348,0
2000-11-18,0.124762801098212,3.33611005451081,7.51762179151187,0
2000-11-19,-1.96060756154315,1.72364088965933,6.17587110675424,1.05853188842646
2000-11-20,-3.05237977128429,1.49511401545979,6.70342404505612,1.05853188842646
2000-11-21,-2.29929653064294,2.01625082916477,6.85460519108706,3.81386546898626
2000-11-22,-2.26630752505993,3.33611005451081,7.76534811808705,11.0821973676168
2000-11-23,1.03791350517427,3.29399167990635,7.13632963495879,0
2000-11-24,1.3768187938699,0.200473427562799,7.46085237243028,0
2000-11-25,-0.401131267946619,0.0137499450601836,5.91730809623387,1.05853188842646
2000-11-26,-2.26630752505993,0.342398134186092,5.55917992421687,9.51728928019967
2000-11-27,-5.49718531396215,0.541477380970569,2.13517081929311,9.51728928019967
2000-11-28,-5.49718531396215,0.184725179339272,-2.65805642920635,1.64441641180141
2000-11-29,-5.49718531396215,-1.95047634830943,-4.72904142057074,1.05853188842646
2000-11-30,-3.05237977128429,-1.02598635658895,-8.22202848337211,9.51728928019967
2000-12-01,-1.21838925348362,-0.756250356292675,-4.72904142057074,1.05853188842646
2000-12-02,-2.23607318236028,-1.55155711993398,-6.4788304364828,13.2773479874425
2000-12-03,-3.60234401810248,-2.97809480699113,-3.24619166943371,2.78180139354152
2000-12-04,-3.60234401810248,-4.59318659117159,-3.52054103582439,0
2000-12-05,-3.05237977128429,-4.05133159513595,-9.16202877801554,0
2000-12-06,-1.73219595457546,-2.98986744848637,-12.6020621848192,0
2000-12-07,-1.04019021726961,-2.97809480699113,-14.0180857171452,0
2000-12-08,-1.9451961594594,-2.32409877827935,-12.6020621848192,1.05853188842646
2000-12-09,-1.71907005183982,-1.35355568308209,-13.1567658009597,1.05853188842646
2000-12-10,-1.73085181921235,-1.35355568308209,-12.0326573233457,2.57930405253862
2000-12-11,-1.71907005183982,0.545368848645879,-11.086995607369,0
2000-12-12,-1.2121471903158,-1.0257280924339,-9.16202877801554,5.57430561720053
2000-12-13,-0.538038531485492,2.01727844947002,-0.558990227387729,0
2000-12-14,0.528155719985516,2.72218797329953,5.44500490073532,0.405440788132705
2000-12-15,0.153207215703514,2.72218797329953,5.94073101762528,0
2000-12-16,-0.681712483769513,2.83563946032519,5.49306728644039,0
2000-12-17,0.35148809596559,0.342398134186092,3.72725064559474,1.05853188842646
2000-12-18,0.285812224251509,2.0706450611406,4.86452607556652,0
2000-12-19,0.703680711231671,3.09362101015033,6.34536909291883,0
2000-12-20,0.672007991764463,3.13402216257925,5.71414272599642,0
2000-12-21,-2.74048614353828,-0.647825334270301,-3.52054103582439,21.5732220927795
2000-12-22,-3.92592150411261,-2.32409877827935,0.827468757895863,22.6670528937224
2000-12-23,-3.81600183263258,-5.6427445899057,1.28314772006867,2.12158427993101
2000-12-24,-3.08599938717975,-4.70448759436063,-4.72904142057074,0
2000-12-25,-1.95130695682278,-2.22830906198319,-13.1567658009597,0
2000-12-26,-1.72288474021142,-2.22830906198319,-14.0446677837234,0
2000-12-27,-1.23283962857871,-1.95948618544838,-14.0446677837234,0
2000-12-28,-0.677657540275008,-0.756250356292675,-14.0446677837234,1.35568195336048
2000-12-29,-0.300744120925021,2.72218797329953,-6.84173756689399,2.62259214209733
2000-12-30,0.279646511267665,-1.94886127283789,0.722325130495271,0
2000-12-31,-1.01815223112851,-2.22830906198319,-3.03919552354695,0
2001-01-01,0.124762801098212,2.01727844947002,-5.04229740336253,0
2001-01-02,-0.565121340014449,0.184725179339272,-5.04229740336253,0
2001-01-03,-0.650600431857796,0.760860659777759,-6.4788304364828,0
2001-01-04,-0.536300969466956,-0.116739484815306,-4.7635981259092,0
2001-01-05,-0.681712483769513,-0.408697945549816,-5.04229740336253,0
2001-01-06,-0.697993958134276,0.342398134186092,-3.7451791874636,0
2001-01-07,-0.318997194184531,1.21180052383654,-3.65516038001184,0
2001-01-08,1.3139281835363,3.29399167990635,7.07685955911249,0
2001-01-09,1.3768187938699,3.18548557377532,7.16985895197001,0
2001-01-10,-0.570096905217335,0.184639294540518,-1.26235033360381,12.0412097798798
2001-01-11,-3.60234401810248,-0.116739484815306,-1.26235033360381,5.55399682086261
2001-01-12,-3.82367634639426,-2.23406018934444,-3.52054103582439,15.0730741406512
2001-01-13,-5.49718531396215,-1.35355568308209,-3.93628162257587,14.9903873945403
2001-01-14,-3.81592725283352,-2.97809480699113,-3.24619166943371,3.39876883841314
2001-01-15,-3.29757361701442,1.0041139198994,-3.52054103582439,22.2601742504478
