dates,uas,vas,tas,tp
2001-05-01,-1.68328352620154,-0.609319043103121,6.12509657132582,0
2001-05-02,-0.224319055043628,-1.52899421001981,6.12509657132582,0
2001-05-03,0.868507726994709,3.58383219289673,7.28203359795653,2.44462788494368
2001-05-04,-0.702629206534095,1.06820248829251,8.67718668077522,0
2001-05-05,-0.161148571534427,0.215758596800254,9.81087782657607,0
2001-05-06,0.283589342789338,2.02099871005165,9.93835228417693,0
2001-05-07,-0.36010489723081,2.96009211535475,9.9730629074381,8.97807859250798
2001-05-08,-3.30287878240286,2.03887835255925,10.7475345837197,4.52539730543246
2001-05-09,-0.161148571534427,0.783170235187602,9.30215828428261,9.37367536985233
2001-05-10,0.50900733144908,-1.52899421001981,9.58745685464913,0
2001-05-11,0.59692890587856,-0.683228171865838,10.7820182836719,0
2001-05-12,0.535822957603182,-0.543744881462153,11.1038747298774,0
2001-05-13,-0.133883728735184,-3.64142532041987,11.3575668256998,0
2001-05-14,0.472568321778922,0.899699211049148,10.4372314476672,0
2001-05-15,2.05187458321611,-1.90698404143267,11.0823056074487,0
2001-05-16,2.05182980490893,-0.609319043103121,11.9142236665992,0
2001-05-17,1.28220390058994,2.80497435209945,12.593513145668,0
2001-05-18,2.05187458321611,2.57922356772473,13.458676262889,3.78320417724426
2001-05-19,2.04202226266542,1.15835893155289,11.7767193999788,0
2001-05-20,-0.0436176697912477,-0.292465656853317,9.93835228417693,15.8887234850617
2001-05-21,-2.37771710077166,3.01723908777957,10.4372314476672,4.33428532958447
2001-05-22,-0.120741391659182,2.23289972451568,12.593513145668,0
2001-05-23,1.31604237578948,2.84148069017363,11.1038747298774,0
2001-05-24,0.503746012144877,2.01155706454315,11.3632885059866,8.98800362132015
2001-05-25,-3.30287878240286,-0.729236261500502,13.458676262889,10.4547537408489
2001-05-26,-0.702629206534095,4.81119098355189,10.8063899306765,4.7812505105603
2001-05-27,1.4104500071711,4.81119098355189,10.7475345837197,2.52914329352429
2001-05-28,1.84987338894128,4.34036898017744,10.7820182836719,0
2001-05-29,1.00350865800205,2.84045353186617,11.0924359514203,0
2001-05-30,0.466077799839829,0.3774963187719,11.81083872661,0
2001-05-31,0.0705118496367152,-0.729236261500502,14.3921135824694,0
2001-06-01,1.15893553759085,1.06820248829251,16.0807434014983,0
2001-06-02,-0.160179177496715,-3.79464501133423,12.5883184947994,0
2001-06-03,0.50900733144908,-0.489629768915029,12.1909300087643,0
2001-06-04,0.807557300151021,-2.09989940110931,13.1172198667397,0
2001-06-05,0.503746012144877,-3.79464501133423,11.1038747298774,0
2001-06-06,0.0802736586482272,-3.79464501133423,10.439198403049,1.35667153708906
2001-06-07,-0.35792906846124,-3.79464501133423,11.3648235680369,0
2001-06-08,0.396085452593692,-1.52899421001981,12.1013132664941,0
2001-06-09,-0.161148571534427,0.496401533366214,12.1909300087643,0
2001-06-10,0.282471380958536,-0.543744881462153,12.0822324143979,0
2001-06-11,0.59692890587856,-0.543744881462153,13.458676262889,0
2001-06-12,1.45243207566507,1.06820248829251,14.9915044779552,0
2001-06-13,1.42603877718847,-2.94781868079432,15.0372318384575,0
2001-06-14,-0.133883728735184,-0.699280620254385,13.1172198667397,0
2001-06-15,1.00350865800205,-0.456800560825018,13.2770125710067,0
2001-06-16,0.627329279476763,-2.94781868079432,18.4310842812105,0
2001-06-17,-0.337223662673642,-3.64592554833962,19.6379295944596,0
2001-06-18,-1.03401245408216,-2.09989940110931,19.9051677371846,0
2001-06-19,-1.03401245408216,-1.46229372829661,19.9431706931651,0
2001-06-20,-0.774409579754705,-1.99414441070647,21.0561136115516,0
2001-06-21,-0.126583973714757,-0.456800560825018,21.0627940156173,0
2001-06-22,0.666699230701574,2.82959255262653,21.1058695244817,0
2001-06-23,0.472568321778922,2.96009211535475,19.6057973671722,9.46147547978159
2001-06-24,-0.332328910892332,1.06820248829251,16.6850736518335,3.95540820663656
2001-06-25,1.42603877718847,0.379530186809237,14.4042266684293,0
2001-06-26,-0.0436176697912477,-0.27170464586616,13.6185993196951,1.86505659726975
2001-06-27,-0.332328910892332,0.783170235187602,13.2770125710067,4.29347458684377
2001-06-28,0.394225373609111,0.48762197558737,13.0584992972659,0
2001-06-29,1.40647143092161,3.58383219289673,16.0407644273181,0
2001-06-30,2.19839109978821,3.83906483883531,13.5528649952288,3.78320417724426
2001-07-01,0.896307512996289,3.3516692498544,14.3160627877289,0
2001-07-02,2.90266809742327,2.91495706303047,14.4032764368131,4.29347458684377
2001-07-03,0.90327462737869,3.2643454154194,13.458676262889,6.38830216146159
2001-07-04,1.34860598098451,4.60811261049217,11.9737203460306,2.52914329352429
2001-07-05,2.62050518800217,4.34036898017744,12.0822324143979,0
2001-07-06,1.84987338894128,4.05727210750728,12.4702239578915,0
2001-07-07,0.396085452593692,2.84045353186617,13.4983014150031,0
2001-07-08,0.809247634601556,2.01155706454315,15.448637974206,0
2001-07-09,1.45539054070872,2.57922356772473,17.8020728302596,0
2001-07-10,0.807557300151021,0.536843064321236,19.2784423968246,0
2001-07-11,0.396085452593692,-1.52899421001981,19.6800356897382,0
2001-07-12,0.50900733144908,2.02099871005165,19.6372156326461,0
2001-07-13,1.34860598098451,3.83906483883531,19.2784423968246,0
2001-07-14,2.05187458321611,4.60811261049217,17.8002243947689,0
2001-07-15,3.42419875566734,0.899699211049148,15.183736055283,8.97807859250798
2001-07-16,1.42603877718847,3.83906483883531,12.1013132664941,0
2001-07-17,4.65873611405998,0.783170235187602,14.2181192884169,0
2001-07-18,3.45646230128122,1.63030795753822,13.5528649952288,0
2001-07-19,1.13155139418886,-0.543744881462153,14.4042266684293,0
2001-07-20,0.0705118496367152,2.84148069017363,15.6423956080829,4.7812505105603
2001-07-21,-1.03401245408216,2.01155706454315,17.0561941035094,1.35667153708906
2001-07-22,1.42603877718847,4.00852727573194,15.4108562552195,8.97807859250798
2001-07-23,1.13155139418886,2.91495706303047,14.3926218181124,4.29347458684377
