,uas,vas,ps,tas,pr,rsds,rlds,hurs,wss,cc
20/08/1980,3.10632423,3.228612806,981.8358332,14.82928941,8.196686753,4.898818373,31.0002236,0.773766267,21.79041378,0.798017425
21/08/1980,4.169760097,-0.794677875,969.6025674,14.69464207,3.941180529,13.08663537,27.12262276,0.573184187,19.46222126,0.736271399
22/08/1980,2.618452558,-4.730570207,973.8420849,15.92247469,2.547057528,12.61048511,27.79538252,0.586055316,29.52015335,0.728873004
23/08/1980,1.3286372,-3.797016715,984.0757784,14.76406713,2.811304748,10.95477879,28.39280989,0.576477507,16.29171705,0.740484936
24/08/1980,-1.059573394,-2.905961735,988.8134078,13.26351104,9.423569113,6.642348586,30.13434314,0.755676146,9.866313438,0.773038399
25/08/1980,0.420525733,-0.660360463,994.8995279,12.73406244,3.734893182,9.29792837,28.52717479,0.76695,0.696115592,0.754268368
26/08/1980,0.069973678,-0.641352984,998.7984071,12.1517422,6.258359321,11.99102242,27.22690638,0.80756968,0.613277368,0.72848288
27/08/1980,-0.002281881,2.410683689,1000.4169,12.97253644,1.605032574,11.2245372,29.28149947,0.731397679,5.960549906,0.701597476
28/08/1980,2.09499348,2.957319617,992.6979422,13.11786646,6.853022346,6.568622353,30.37243354,0.81583721,13.48123813,0.754019971
29/08/1980,0.307682139,-0.776069955,988.8336268,13.08818242,2.706665148,5.767804335,29.85564982,0.73260425,0.777924351,0.768836166
30/08/1980,-2.704754189,-1.485949046,988.7149042,12.75270845,-2.26E-07,11.85568858,27.0404169,0.650147608,9.941326122,0.71229605
31/08/1980,-2.504211598,-2.969471775,996.321891,12.78795069,0.334055213,12.33446211,27.89751421,0.540941209,16.26903747,0.681384287
01/09/1980,1.697046379,0.800440575,1004.325705,11.80574339,-2.26E-07,15.85459249,25.17370566,0.622420726,3.558965019,0.657738287
02/09/1980,3.434204689,3.406056261,1002.006306,14.36909286,0.831750901,10.31698278,27.97765519,0.776839155,24.73428401,0.704636837
03/09/1980,3.174142408,3.094347163,996.2722522,15.75988268,3.488909737,7.248073128,30.962372,0.760586163,20.69229055,0.699623469
04/09/1980,2.001896222,2.267425529,992.7335757,15.16544383,1.65734379,10.62892614,30.09139725,0.715705579,10.08124834,0.639138711
05/09/1980,-0.040991098,2.943302689,992.3302616,13.50776607,0.490779033,9.951967147,29.0904647,0.808672823,9.112699356,0.668178058
06/09/1980,0.833192236,2.280793064,991.3147164,14.51426858,0.482621792,8.292879571,29.62999178,0.792084683,6.059270697,0.683692728
07/09/1980,3.42902697,4.719884304,995.1739392,15.82815664,0.835972228,9.382822653,29.42638523,0.718252917,34.82433373,0.656284883
08/09/1980,1.509260349,5.683094554,996.1088232,15.98083527,0.404678228,11.03019169,30.42247971,0.734309803,34.80833592,0.574944151
09/09/1980,2.746135293,3.830175265,987.7058917,14.97467549,1.988139695,8.665708389,30.41257329,0.67992387,23.16544019,0.630422614
10/09/1980,2.987660048,2.267892729,984.7699015,12.07851525,0.39943026,11.84070813,26.23482688,0.611034254,15.5973418,0.645306927
11/09/1980,-2.534473719,-4.393727043,983.0279882,11.40570396,13.84903447,9.060893692,28.12860133,0.684547095,26.57645834,0.656879339
12/09/1980,-1.006137436,1.560219645,985.0220283,8.775777515,2.324744163,5.433511173,26.27330884,0.788478915,3.738264605,0.758401053
13/09/1980,0.876329802,4.927626317,971.450544,12.8841092,15.31193518,2.256095906,30.93788007,0.823145944,26.85411199,0.725085137
14/09/1980,3.056924702,-0.635525867,973.1150684,12.61014902,6.850051342,8.490969389,28.7452568,0.72431372,12.06727255,0.623680936
15/09/1980,1.991845803,-3.044670878,989.880264,12.23720385,2.090635254,13.48127728,25.53954332,0.53840929,13.42612769,0.552159876
16/09/1980,-0.621760258,0.748213581,1003.303678,9.000025522,-2.26E-07,11.49956851,23.91720062,0.671775663,1.064354659,0.649631214
17/09/1980,-2.664314875,5.114629851,995.6452612,11.78533274,7.51121344,4.718771124,29.81200813,0.864508237,34.15125602,0.66146793
18/09/1980,2.37820309,0.970171113,992.4908656,12.92056378,14.62932566,7.774636694,28.74453907,0.687823232,7.884586656,0.592319485
19/09/1980,0.709212055,2.124857979,999.3276154,11.53158132,0.994329845,9.778256214,26.72873491,0.803565915,5.288958832,0.577226522
20/09/1980,-0.857255616,2.474994426,998.8433907,12.92422619,0.625443215,6.34662038,29.01049508,0.834851831,7.026545641,0.600915973
21/09/1980,-0.874037408,-0.422239959,998.7974162,13.51937295,5.82196207,4.580871078,31.01646712,0.831187181,1.109156872,0.576915424
22/09/1980,-1.436255638,-0.746737039,1003.145302,11.94136739,0.037971348,9.011155205,27.8811408,0.797246535,3.498527966,0.500615642
23/09/1980,0.040755508,1.641309267,1004.500212,12.17313087,0.384835191,7.536257045,26.56991288,0.829179056,2.993391272,0.59723756
24/09/1980,0.17607527,2.82647146,1002.812356,13.67897378,1.127703259,3.425228649,30.87441451,0.862559948,8.341788496,0.573385489
25/09/1980,2.186968771,0.951363068,1000.232769,13.24452322,3.976925298,7.573464733,29.62239358,0.660623755,6.818886836,0.367834588
26/09/1980,0.996747422,-0.268884968,1003.631831,9.134733004,0.07848672,10.82040864,24.17159928,0.6966452,1.260751623,0.497635621
27/09/1980,-0.780204296,1.760409948,1004.067599,8.138491105,0.116998014,9.230308255,24.76622682,0.79688772,3.797506301,0.524291427
28/09/1980,-0.107518826,3.014678787,1006.001787,10.27611864,0.330602526,7.431796069,26.85487234,0.786636031,9.127546065,0.480972741
29/09/1980,1.480152463,3.678605382,1002.069395,11.3111401,2.148084184,5.458569334,29.69946396,0.812382693,16.01534823,0.364612717
30/09/1980,3.896248796,0.648612127,990.7035933,11.8748951,2.214886853,7.984203213,28.22525434,0.585785564,16.39355726,0
01/10/1980,3.003625269,1.80937666,994.3774751,8.421432639,0.703608047,8.001123208,23.92145468,0.692645831,13.02073476,0.531000252
02/10/1980,4.348625806,-1.529082298,983.0385609,11.49594158,2.362734197,6.287509148,26.69700893,0.488333094,22.86792778,0.429160619
03/10/1980,0.975626737,-0.254035313,1000.494511,7.782880261,-2.26E-07,9.755766492,22.39436479,0.558764351,1.082945004,0.455825703
04/10/1980,-0.043127405,4.865135876,996.014969,9.958189921,1.244092906,4.422272395,26.75539165,0.786891906,24.08379441,0.489154979
05/10/1980,-0.961893043,2.996185996,992.7224663,9.601946214,5.90843731,3.22550548,29.34261388,0.819660891,9.922984104,0.26822938
06/10/1980,0.041318994,4.624545146,979.9324189,9.955288737,9.757395448,1.609482514,29.55367902,0.841273449,22.33758167,0.408687209
07/10/1980,-0.185149325,7.136888275,960.2125733,9.820389766,23.75683137,1.599861143,30.0432667,0.809007796,52.61199787,0.224682915
08/10/1980,2.927963233,6.788926108,959.4986282,9.220828464,5.382425532,3.154670008,27.94400511,0.762607065,56.80775195,0.233363098
09/10/1980,2.167690815,6.457360013,971.656612,9.587505113,4.05081188,3.393392597,28.07530055,0.730682009,47.67614839,0
10/10/1980,2.16481994,5.073099366,977.1683678,9.548082023,6.811641682,2.803567007,28.74037896,0.786374872,32.28778878,0
11/10/1980,0.53573611,0.245885961,989.220892,7.644836605,1.199568831,4.519606568,28.09870955,0.764821168,0.441945511,0
12/10/1980,0.522983667,-2.820245926,988.9452675,8.438315869,0.032660436,6.742889204,25.69961482,0.630833169,8.284110689,0
13/10/1980,1.203786098,1.12663053,991.0164851,6.281475764,-2.26E-07,6.641968907,24.22291161,0.719160566,3.244574694,0
14/10/1980,-1.435298866,-4.323842884,993.5612655,5.542465516,0.004939512,6.389264005,22.79163545,0.641233928,21.21890175,0
15/10/1980,-1.10320961,-4.523223769,988.1211484,6.397651707,0.034846717,5.396127517,23.73948731,0.587179821,22.49464652,0
16/10/1980,-0.55287645,-1.68829275,990.5891294,3.736931091,-2.26E-07,6.695503611,21.97728655,0.646803145,3.315876587,0
17/10/1980,-4.743692926,-2.699620897,987.6524741,3.504404992,19.22708482,2.224375352,25.60005979,0.824586585,30.96340149,0
18/10/1980,-1.687468332,1.374191173,971.2220758,6.304949755,36.64192061,0.113533516,28.90496362,0.85236112,6.71795385,0
19/10/1980,3.861388713,4.086578,974.5992217,6.672830197,4.974793244,1.428253164,28.91555836,0.724452661,38.02756528,0
20/10/1980,2.663588423,-1.918369942,992.3196328,4.588705176,0.184244962,4.45881265,23.63182117,0.539903598,11.02997549,0
21/10/1980,1.955593082,-1.613974463,998.5869247,0.006691322,-2.26E-07,6.11875131,19.5227622,0.638186581,6.612743913,0
22/10/1980,0.416783119,-0.787687964,996.8619924,-1.353009814,-2.26E-07,4.812960818,20.10767057,0.691624002,1.343453871,0
23/10/1980,-2.763382019,-1.808859146,990.0023338,-0.145414106,0.199083318,3.444711212,21.03830281,0.70369028,12.82595543,0
24/10/1980,-2.304201345,-3.326908056,973.3381605,2.375751221,11.58706722,0.639181513,27.14519929,0.831195581,17.25814098,0
25/10/1980,-0.748412175,-4.902413741,979.2341394,1.955166242,2.464621464,1.028370445,27.303406,0.735102667,25.40084524,0
26/10/1980,1.022704754,-0.645555035,1000.875835,-1.94411712,0.072086641,4.677824818,19.46908793,0.649771902,1.613558772,0
27/10/1980,-0.764742572,4.802975738,992.8038954,3.434034078,2.515239674,1.771935428,25.39861567,0.831352586,25.33063735,0
28/10/1980,2.507994637,1.169882763,981.1827256,5.747215708,10.64418788,2.636332803,25.92372789,0.821118707,8.411347168,0
29/10/1980,0.685374368,-0.699954786,974.0632096,5.480914851,4.68960077,2.262174002,26.79228407,0.843669287,1.61106478,0
30/10/1980,-1.756927326,-4.440582107,998.7409747,0.393118759,1.946571918,3.567579187,25.25206636,0.61138963,23.67229478,0
31/10/1980,-0.33241074,0.521330999,1017.162241,-3.769719264,-2.26E-07,4.837529175,18.35237672,0.678603472,0.832683516,0
01/11/1980,0.666135496,2.709397688,1023.581519,-0.749015751,0.047239937,3.675261911,20.9254925,0.736281097,8.121119328,0
02/11/1980,0.959505651,2.56488756,1023.972604,0.376558404,0.099591361,2.851063361,24.2753942,0.768288786,7.657151753,0
03/11/1980,0.375148206,-0.527868468,1022.071711,-0.960340354,0.017014427,2.848852774,22.82746526,0.765617638,0.85591005,0
04/11/1980,-0.379214932,-2.876539287,1019.509203,0.045588139,-2.26E-07,3.41728707,21.40886129,0.703491346,9.001918424,0
05/11/1980,-0.354967469,-2.114300494,1018.758851,1.487198502,-2.26E-07,2.561727539,23.38035552,0.751240179,5.090714569,0
06/11/1980,-0.335759459,-2.475537799,1015.187095,-0.336546713,-2.26E-07,3.393619827,21.84315092,0.755064338,6.805846796,0
07/11/1980,-1.191692787,-1.702624224,1008.450472,-0.25026638,-2.26E-07,2.512066106,22.8419995,0.775896341,5.755383754,0
08/11/1980,2.227049537,-0.585720553,994.0614347,-0.407590383,0.165453951,2.721244305,23.58392212,0.733774834,5.464766573,0
09/11/1980,1.669636107,-4.656806927,989.5544634,1.667402654,-2.26E-07,3.393197623,19.44433129,0.468701302,24.84792521,0
10/11/1980,1.284005068,-0.96262171,991.4916638,-2.183025587,-2.26E-07,3.206142464,18.75972335,0.604756101,2.764796119,0
11/11/1980,-0.909372361,0.586040527,978.6275471,-0.092067584,1.784078685,0.996791214,23.66106264,0.795376894,1.886808681,0
12/11/1980,-1.742951138,-3.664011384,983.0663934,-1.466800966,3.150288096,1.223693648,25.95378364,0.781072186,17.59817408,0
13/11/1980,1.867776563,2.701283388,981.3764039,-0.802757779,1.891675416,0.697661754,22.19691853,0.804274658,11.65364743,0
14/11/1980,3.77633276,-0.751191337,976.5502272,-0.209763735,2.626341654,2.131598,22.67993481,0.705020634,16.03670503,0
15/11/1980,-1.798020785,-0.475978884,975.4152466,-2.291274457,2.265761916,0.857049804,22.25893359,0.804421948,3.858503798,0
16/11/1980,2.386151898,1.658036774,968.2599024,3.015903738,3.932056754,1.093326688,27.55810857,0.804547115,9.445461191,0
17/11/1980,1.319231252,0.724632746,974.2341352,-0.333056582,1.888579722,0.688322707,22.22526142,0.818266334,4.100943265,0
18/11/1980,-0.01236504,-1.557396071,964.6435648,2.542786794,19.01176859,0.106780016,28.58872868,0.833432881,4.387379081,0
19/11/1980,0.37278069,-4.153063124,990.271701,-3.296340367,4.995852297,1.789812452,24.16290635,0.634001779,17.78228427,0
20/11/1980,-0.795766514,3.926904026,994.5576837,-1.416563866,4.614425498,0.701500575,20.76343139,0.837822348,16.87698256,0
21/11/1980,4.775806757,3.767505558,975.0374261,7.327320129,5.536769371,0.941696868,28.46722801,0.783491462,38.89797383,0
22/11/1980,2.952667485,3.55593786,980.4992305,6.544120868,3.051753962,0.338590739,27.16300423,0.831843024,22.71426468,0
23/11/1980,6.003819709,3.176463431,979.2358769,8.144573566,1.440824894,0.688035568,27.78714603,0.742037058,49.14814134,0
24/11/1980,0.804350585,-1.856917087,990.892504,-0.018916856,0.108895412,1.629299378,22.9736738,0.744612061,4.290581333,0
25/11/1980,-1.03786656,-2.569082166,990.7994569,-5.75481718,-2.26E-07,1.833644512,19.65354444,0.684177855,9.346211963,0
26/11/1980,-0.122965276,-2.059844849,988.9183998,-9.491064369,-2.26E-07,1.825524733,17.31934785,0.758433699,4.767637064,0
27/11/1980,-1.659881151,-1.721261739,982.743398,-7.360016674,3.13903507,0.538393652,19.44756772,0.771031284,6.384061024,0
28/11/1980,-1.413753815,-4.607856385,985.97853,-7.01829554,2.434247407,0.787043006,23.15139376,0.630158736,25.70459318,0
29/11/1980,-1.356313583,-4.366362921,1005.324002,-6.702200404,-2.26E-07,1.69305102,16.79438123,0.63581493,23.4065097,0
30/11/1980,1.426785301,-1.5572786,1019.650261,-6.939980029,-2.26E-07,1.497283214,18.31314702,0.735519984,4.676035664,0
01/12/1980,4.585083715,2.999543476,1003.67055,0.827909615,0.12604242,0.750922461,22.32859457,0.754077337,32.58479343,0
02/12/1980,3.074780393,-1.434532645,976.3174811,2.690851133,0.599343862,0.949776957,23.94553498,0.605198998,12.12420471,0
03/12/1980,1.348047565,-5.553088921,981.3263085,-2.396867026,-2.26E-07,1.477884803,18.16533026,0.452011651,34.74870826,0
04/12/1980,0.373856212,-4.994360664,981.3099959,-4.580900944,0.017085664,1.477939897,17.81542701,0.528095171,26.50726288,0
05/12/1980,1.215252254,-1.235967806,979.836198,-9.814944115,-2.26E-07,0.997942364,16.93772098,0.672678852,3.054733394,0
06/12/1980,-0.279645255,-3.297938772,982.1761202,-10.74673405,-2.26E-07,1.163170178,18.06529835,0.703907924,12.03761314,0
07/12/1980,0.365061488,-4.02223576,993.9259204,-7.854009008,-2.26E-07,1.344978439,16.84101922,0.662337684,17.51550736,0
08/12/1980,4.200726144,0.70266502,995.3849453,-2.273659972,-2.26E-07,0.996213495,19.1242712,0.701797554,19.58871813,0
09/12/1980,4.916714671,1.760808278,984.7854694,5.775245878,0.219895647,0.563519558,24.7492273,0.697262063,29.56536684,0
10/12/1980,-0.434998039,-0.725396668,985.2771719,2.727586313,5.242637554,0.300121575,25.45628705,0.815185098,3.188666089,0
11/12/1980,0.853924255,-0.125901747,982.316033,1.311043463,5.729514918,0.450069479,26.69808663,0.826397215,0.97774389,0
12/12/1980,3.090767859,0.780458532,987.5368836,1.400486079,0.016465567,0.738097335,21.33573198,0.777290825,11.46142728,0
13/12/1980,3.007114126,3.690318334,973.5281982,6.164366955,1.334130043,0.385596051,27.87248858,0.8258395,23.61087197,0
14/12/1980,2.638941063,0.27237868,970.1002677,3.456420828,6.073900637,0.876101498,25.13959526,0.825389424,7.441325281,0
15/12/1980,-1.42350153,-0.003071146,963.1266613,2.777098181,9.323018291,0.27953683,25.87124929,0.839770674,2.978174595,0
16/12/1980,0.918901369,-3.079624883,988.0080435,-3.860642297,0.952122409,0.915808153,23.34423157,0.662411196,10.6387153,0
17/12/1980,2.394597906,6.505281984,990.3378674,-0.713985272,1.554192682,0.329685664,20.28903311,0.794095649,50.36090549,0
18/12/1980,1.970231855,3.794685296,976.0047672,3.408491189,13.79517052,0.194061245,27.8609364,0.826471337,19.6216375,0
19/12/1980,1.021578911,2.716648263,982.225627,0.157941443,0.170889664,0.508625354,23.56472123,0.84405845,8.803984664,0
20/12/1980,-3.094428652,1.619056577,979.3432257,1.087608564,3.048315075,0.231252261,26.4731045,0.807273382,12.48642602,0
21/12/1980,-2.628542008,-2.669202549,980.3994174,0.514158614,5.072211195,0.156318021,26.65895083,0.799549169,14.76892657,0
22/12/1980,1.470135776,1.512445702,987.3339781,-0.941193289,0.447195327,0.649026308,24.90633061,0.822715661,4.758092426,0
23/12/1980,1.972876307,-0.014111529,978.7995046,0.399935905,1.057991548,0.527912091,24.09430711,0.819940442,4.144267603,0
24/12/1980,3.567916971,1.72697305,982.1170819,2.476756316,4.729467683,0.112966194,24.15211763,0.750198271,16.68991566,0
25/12/1980,2.571518786,1.822338474,979.9448309,-0.188651376,0.096073519,0.80355602,21.4866322,0.800788047,10.45091948,0
26/12/1980,4.193564921,1.026183077,977.8918109,1.110946764,1.677363283,0.954280573,21.88025101,0.706897701,19.45999093,0
27/12/1980,0.619163775,-1.695697162,998.1848558,-6.742602533,0.038419958,0.90937247,19.363441,0.776995533,3.330595456,0
28/12/1980,5.06880031,3.356575163,992.4407262,2.485709478,1.247485971,0.634320403,22.80051252,0.711216697,38.58766883,0
29/12/1980,6.264194635,3.648005089,987.5951158,6.60540256,0.034144033,0.556755338,23.18526656,0.661505441,54.21637458,0
30/12/1980,3.55320949,2.327059737,989.0623053,4.187882594,-2.26E-07,0.960454776,22.21145515,0.649000347,19.46623158,0
31/12/1980,5.748668658,3.1014865,971.8230014,4.89473692,2.776801957,0.773386324,25.26404037,0.71929097,45.6269335,0
01/01/1981,4.489888062,-1.757457947,964.1408746,1.502334025,0.620922181,0.997597515,21.20182376,0.549103173,24.21915759,0
02/01/1981,2.573933211,-1.651420709,979.072451,-1.736263045,-2.26E-07,1.283771432,18.39402059,0.581266646,9.499142727,0
03/01/1981,-2.176348536,-2.826155844,970.0506021,-5.098350596,-2.26E-07,0.686262083,20.66196486,0.666981081,14.04398636,0
04/01/1981,-1.945989032,-2.064787838,977.1040628,-5.772881712,0.215287433,0.468489372,21.40536364,0.73349567,8.949005141,0
05/01/1981,0.403882845,-2.739677885,990.1625826,-11.85757278,0.211774832,1.039567144,19.65219434,0.70233495,8.177074856,0
06/01/1981,1.256364566,-2.091552878,993.8470707,-14.96527964,-2.26E-07,1.366850311,15.51548961,0.645137523,6.238627274,0
07/01/1981,0.982193749,-3.514471302,1005.888334,-10.0696122,0.074922746,1.438440731,16.07429115,0.611792832,14.11095619,0
08/01/1981,3.903633552,4.178857568,1000.206245,0.361515237,4.815136469,0.598884069,21.89510051,0.765740845,34.63711407,0
09/01/1981,3.931091673,1.669138242,986.2494019,3.080069491,0.277450435,0.765301233,26.13668099,0.76611537,19.34651599,0
10/01/1981,1.697072556,-3.062254965,996.5762396,-2.251363586,0.061784624,1.422038101,18.3956418,0.609533913,12.5189063,0
11/01/1981,2.913204873,0.813098318,1001.04121,-2.891374637,-2.26E-07,1.362242002,18.1687625,0.713835188,9.507692028,0
12/01/1981,4.479997871,2.882853357,974.2222652,1.844565741,0.591500527,1.148646907,24.05796055,0.707999706,30.00345291,0
13/01/1981,2.06866347,-2.40638867,980.0665244,-4.314525538,0.030954186,1.533131736,18.26721463,0.611631283,10.23832611,0
14/01/1981,1.561138165,3.708115515,961.4038156,-2.798622381,4.861136098,0.930247575,20.8419654,0.809480912,17.80008658,0
15/01/1981,3.452673187,-3.021402957,944.2179521,-0.921324563,3.764057119,0.917461992,24.57657958,0.577650634,21.62554603,0
16/01/1981,3.991028003,-3.735499499,961.68264,-0.784726998,-2.26E-07,1.887164648,18.42269914,0.49914859,30.26083967,0
17/01/1981,0.188045224,-2.736511471,980.0916346,-7.876872049,-2.26E-07,1.992854604,17.40418542,0.686149069,7.870518117,0
18/01/1981,-0.939213221,-2.681772499,998.7613141,-11.73949309,-2.26E-07,1.837769844,16.58139574,0.736682145,8.807574264,0
19/01/1981,-2.15146448,-1.81995534,994.2815031,-12.43130343,0.678333788,0.958743946,19.82619416,0.74551,9.24205247,0
20/01/1981,-0.213350436,-0.545499348,997.6278931,-10.73992746,0.618776962,1.22873529,21.45623463,0.756846856,0.807852582,0
21/01/1981,3.612737564,3.340701753,1001.156249,-1.380710949,1.421707448,1.098300944,21.77589774,0.80294488,25.52200841,0
22/01/1981,2.706770742,2.962185171,1001.567991,1.931655019,1.593329141,1.254826278,26.29802842,0.811572911,16.74143512,0
23/01/1981,2.071776258,1.192825938,1003.445767,-0.836258916,0.019510779,1.773331407,22.10166421,0.825528507,6.486246869,0
24/01/1981,4.330847299,3.98658121,989.3150556,3.372533198,0.25350285,0.874152562,25.94666834,0.779760208,35.98662539,0
25/01/1981,4.106329308,-1.319204123,984.0115677,1.004331305,0.054265885,2.168365815,19.92300562,0.499717523,19.19368816,0
26/01/1981,2.124411621,-1.651532242,1004.494439,-5.553153489,-2.26E-07,2.738785451,17.31996793,0.598044624,7.40535036,0
27/01/1981,3.473344915,1.631461701,1009.488263,-3.9029228,-2.26E-07,2.007677646,18.86611784,0.769392508,15.18810983,0
28/01/1981,2.993423495,0.252614215,1010.843267,-1.795482617,-2.26E-07,2.22526222,21.47738813,0.791611114,9.178371524,0
29/01/1981,3.070719566,2.524951848,1005.723438,1.121323413,-2.26E-07,1.882320818,22.97667088,0.816008039,16.64231776,0
30/01/1981,4.091992015,1.608221421,998.6931115,4.509700589,0.027640365,2.508286442,23.85067345,0.664780734,20.3897764,0
31/01/1981,4.71559345,1.591851827,996.7041924,6.331831968,0.071643438,2.690199036,22.63827216,0.647164064,26.31546742,0
01/02/1981,4.469025079,1.432901372,993.9955957,6.410321359,0.025527575,2.894944325,23.84864421,0.667652686,23.75099299,0
02/02/1981,5.351433791,2.756866175,988.2724102,5.551812514,0.122214892,2.39593338,23.26049429,0.729235386,38.01557166,0
03/02/1981,3.413054984,0.986488633,968.0868324,2.057106067,0.641666952,0.964992313,23.44910785,0.717654538,13.10512988,0
04/02/1981,2.169739493,-0.561645107,959.9872115,-1.732511214,-2.26E-07,2.536058015,20.35546389,0.773517854,5.343295858,0
05/02/1981,0.310374336,-1.61337344,972.8021394,-4.374941659,0.063492211,2.942919919,19.41179725,0.759157094,2.908755459,0
06/02/1981,3.703765171,4.855962682,974.4574501,-0.706325712,2.084022579,1.481657783,20.38879349,0.7925489,38.66393604,0
07/02/1981,6.007300944,0.123105949,976.6196239,2.393148488,2.813860905,2.662548028,22.30361542,0.539439492,37.0603353,0
08/02/1981,5.609343884,0.646640581,973.3984558,3.590567154,3.144611524,4.014250221,23.07162047,0.578207367,33.46299087,0
09/02/1981,2.166750507,-1.312261194,992.6848624,-2.622995929,-2.26E-07,4.568966282,17.98641433,0.59413094,6.566176513,0
10/02/1981,0.363592706,-1.324188365,995.6586576,-7.959483866,-2.26E-07,3.556419421,17.9369482,0.729646659,2.18309637,0
11/02/1981,0.56868783,-3.581146,994.5179705,-5.237684799,0.006586091,2.97183288,19.75467318,0.614512155,13.75077896,0
12/02/1981,-0.56480547,-2.708097091,1001.562586,-6.908755099,-2.26E-07,4.474921496,18.29187342,0.69935995,8.352269064,0
13/02/1981,0.217027914,0.18254543,1008.775105,-6.714934551,-2.26E-07,3.732464498,18.79141214,0.711000743,0.168363422,0
14/02/1981,2.837838223,0.858032374,999.232357,-0.773485278,1.449605911,2.844257952,24.32860977,0.774722325,9.807828707,0
15/02/1981,0.510792487,-1.103896176,998.4431935,-3.950186881,-2.26E-07,4.607673397,19.65409224,0.76340774,1.697905042,0
16/02/1981,0.731301279,-1.874733208,1002.545342,-3.693866711,-2.26E-07,4.534845315,20.16810316,0.746406038,4.207878761,0
17/02/1981,-0.259162873,-2.642903628,1016.180609,-3.654415425,0.026994153,4.978030952,19.47319373,0.705153221,7.631938333,0
18/02/1981,-1.982120584,-2.218278875,1019.272598,-5.704451621,-2.26E-07,5.041051051,19.00970188,0.744932371,9.465673118,0.204221806
19/02/1981,-2.664384946,-3.510638742,1016.539322,-3.137144447,0.604762384,3.924199476,22.97375371,0.690286241,21.49492539,0
20/02/1981,-2.6337561,-3.221808752,1012.512814,-7.016007121,0.340151235,4.42465455,21.69836207,0.676513478,18.67152632,0
21/02/1981,-0.448910768,-0.908349772,1006.790445,-9.805139545,0.187320097,4.67341348,19.98685659,0.701476532,1.255973301,0.412905015
22/02/1981,-0.654090082,-0.956318684,1008.776937,-10.63738671,-2.26E-07,5.384050078,18.89286128,0.687377206,1.732872698,0.498201187
23/02/1981,-2.924153601,-3.150346413,1011.68301,-8.096912703,-2.26E-07,5.81668154,18.5345529,0.681210262,21.27935386,0.527031848
24/02/1981,-3.881085789,-2.053131881,1013.913767,-1.379967733,5.70178005,2.23703254,24.76139039,0.772234214,20.04005664,0.221485901
25/02/1981,-2.057279893,-1.713864146,1019.550679,-0.765313755,1.935019557,2.089139078,26.34984839,0.769106599,7.970012626,0
26/02/1981,-2.039020632,-1.67412113,1021.350745,-1.556328307,0.20925471,4.29144884,23.84961881,0.755663003,7.651491323,0.042883142
27/02/1981,-3.312486403,-0.417223576,1017.985617,-4.342263012,0.867918974,4.127212864,24.15237576,0.725266323,11.97687261,0.304499613
28/02/1981,-3.768563755,0.53485763,1015.588677,-3.177766137,0.376289616,5.461896108,21.70809364,0.700493039,15.21829854,0.495084285
01/03/1981,-2.909890491,-1.092958033,1006.190818,-3.030368579,0.833378176,5.467518743,22.55521891,0.697284509,10.4746583,0.466899974
02/03/1981,-2.014783747,-2.576630129,999.7148883,-3.791393641,0.575791314,5.952815182,22.56149484,0.695949455,11.93822682,0.466976605
03/03/1981,-0.213299633,-2.826080814,995.5247041,-6.371312034,-2.26E-07,7.540202341,19.1764373,0.645641274,8.703706219,0.598414419
04/03/1981,0.559911736,-0.21700094,991.1536616,-6.777499835,0.011390367,7.100284768,19.31948693,0.665562221,0.390936874,0.628913159
05/03/1981,-0.795659125,0.907009975,987.1239703,-3.606147532,2.189095877,3.858954729,22.2660616,0.789844021,1.704580081,0.655332926
06/03/1981,-1.993950306,-1.223685606,994.0195158,-8.602196427,1.790732969,5.401015749,21.68098038,0.705368776,5.820668805,0.637240378
07/03/1981,-2.448917098,-0.181886233,985.3286851,-5.16870093,7.541672233,2.776368545,23.29194625,0.809618786,6.96070731,0.684231125
08/03/1981,0.780933693,2.068970322,974.1363021,0.272420296,6.782094887,1.005555707,27.23622632,0.834331853,5.544290261,0.627624798
09/03/1981,4.935843261,1.560671762,970.3046006,3.935829,4.501514906,5.485869855,26.47001999,0.685749296,28.2006775,0.470086071
10/03/1981,2.374672257,-1.594691547,992.2387636,0.62656252,0.052201247,9.468516579,19.80080922,0.48924724,8.211880849,0.623071597
11/03/1981,-2.899072739,0.246957183,986.477928,-1.543231558,0.535158746,5.0421274,22.43032115,0.655391921,8.885456502,0.69193113
12/03/1981,-1.212206154,2.127416459,985.5595622,-1.90590048,2.402485566,2.663478138,24.93579921,0.696328142,6.243876438,0.699590636
13/03/1981,1.41903856,2.676451786,978.4335834,0.380510575,3.191296641,2.732139147,25.84792992,0.818056249,9.703637067,0.684637003
14/03/1981,-3.13514605,-1.874604266,984.0523751,-3.949055954,1.062939766,5.957630496,24.97263301,0.637124665,13.69392357,0.627822115
15/03/1981,-1.591400275,-0.062123557,993.6363979,-7.80495168,-2.26E-07,9.073435285,19.557963,0.647909159,3.060484283,0.704650103
16/03/1981,-0.193418752,1.902787256,995.6394625,-4.275858309,0.010251308,9.459307042,20.7032876,0.678228741,3.779497084,0.676181676
17/03/1981,0.668725646,0.259349664,993.527085,-2.651839329,0.011390367,10.57293836,20.43744522,0.681866594,0.620109712,0.66479444
18/03/1981,-0.039996205,4.330294914,985.6106287,-3.849302626,0.181322597,9.853538927,20.08517782,0.776139376,19.29043326,0.70265401
