"date","obs_wss","ERA5_wss","wss_1","wss_2","wss_3","wss_4","wss_5","wss_6","wss_7","wss_8","wss_9","wss_10","wss_11","wss_12","wss_13","wss_14","wss_15","wss_16","wss_17","wss_18","wss_19","wss_20","wss_21","wss_22","wss_23","wss_24","wss_25"
1993-03-01,NA,4.33479708164519,4.77563647583861,1.60953234261276,1.51501872151971,3.47985886995242,2.01444316966974,2.44177265869454,3.55113178541457,3.11915354717709,2.83787044605719,5.7285996757081,2.83088956741689,2.36535468060218,1.85106430843559,2.09550100830659,2.58993237426242,2.01894588378971,3.11038753193703,3.88274470924111,2.47375273570308,1.74434381588355,2.3946743243627,2.7981502280155,1.97873802821978,2.70337991146344,1.43599157400715
1993-03-02,NA,3.39578404876625,3.21169804248007,0.788654512918873,4.00573166442758,1.58284938630938,3.34200839754585,3.71362407087456,2.76411120064363,2.78077524624466,4.14995256252932,5.62385232639059,2.80039557650656,2.97220713708214,2.2334405933632,4.10198752417617,2.15098399077194,1.85400258786146,3.75975997760685,4.08576645210251,3.63282944489182,2.3377399996782,2.29774335592462,2.4130115437154,1.42738572928854,0.438143150251077,3.61615062886492
1993-03-03,NA,2.36469340967355,1.78791574264944,4.79960121301917,3.60659501410863,2.83291952433934,2.78167811336546,3.4767651197166,0.940769428521326,2.09093359584008,3.87429674105155,4.39403069128461,2.58230484609515,2.34105000172162,2.20687726231211,3.84580600855599,2.10366351904031,1.43891289618639,3.59428847763358,3.69056612389606,3.20697074585674,0.200026525688159,3.11452111578809,0.390964782838989,1.66397895278818,5.53508515688651,4.10460778702621
1993-03-04,NA,2.25236088520023,1.57467135403011,4.78514915504576,1.6804078283482,2.19585888411799,1.93108456687706,2.15136002813754,0.503601645245256,1.39275777812167,1.76969288695609,3.13496731240379,2.28232614129229,4.45556983038346,4.32285710125411,2.72345718192581,2.83538307246427,2.31277782627691,3.93182137823665,4.08657990102074,1.87183500619506,3.34729896275314,4.1324328075332,2.41962223231201,1.95519772369465,4.51245311972534,2.91246359025454
1993-03-05,NA,1.60608849593672,3.86234066997023,2.9548605242385,2.4044942685115,3.25102999998841,4.2741228292198,2.9828000334124,1.62549027116119,1.64665223578116,1.19686460310258,3.57736670349795,1.39715651762279,2.78945926914884,4.14697500631708,2.03960707667014,2.87399962995194,2.41932831604428,4.25626638535303,2.40915411980926,0.859694711329128,3.41394196558431,2.25944837485434,0.640945501189192,3.2409698949719,2.146861555783,3.04106159264633
1993-03-06,NA,1.68859013692003,3.82127268916037,2.30104649736198,3.36922602223468,1.65886624274611,2.11483346638944,2.5181199479387,2.09093359584008,1.54036296614793,1.5819400899286,4.83633135387111,0.717544580090455,2.78193911612611,4.07097579106261,0.332009449016303,2.53655662859859,5.62385232639059,2.04645897661844,0.392357285863088,4.59893856888887,2.27056565638759,4.29165733964918,3.63762753328757,2.2908748248632,4.096608886158,1.48265374622828
1993-03-07,NA,3.15666201313232,1.70595463327832,3.44273961009378,3.17823636267885,3.42011417266902,4.51168733231075,6.2881819896433,1.95949877235312,1.53998657701736,1.57947742613926,3.45470758592984,2.42954279155196,1.15108748682295,2.83644228037252,3.11165972814372,2.91975569422413,3.05800935916681,1.57212469623326,1.48219905385913,2.94002123891287,2.03369838890399,3.23045664726142,3.69990579880785,2.39066809827382,6.51185134705916,4.59177775909809
1993-03-08,NA,3.8815099853424,2.70863987961834,2.33076403217722,3.11693658533196,3.68908133774983,3.96055670709433,8.12574878913832,5.22330366384956,1.19666037198773,3.77256375417747,3.85444901630136,2.05144043093133,1.47263612418557,2.58993237426242,1.76982196840345,2.42283217990745,1.75837261684312,1.18711459966588,3.13952158943757,3.0301106830097,1.79302662745763,1.99909758433922,3.42791070531186,2.7976935931268,3.18956715508343,2.78111211995003
1993-03-09,NA,2.78847351185134,6.3633319055685,0.817807625681006,3.83279745461893,1.9405370957,2.79701630772832,5.83917525942561,3.82127268916037,1.11660457541435,3.25746671958718,3.13905268643271,3.36856709852125,0.86707724313318,2.62764520384989,3.11621587887861,0.62348841176941,2.6112145983273,2.23573777245394,4.78541828799137,3.66212101941464,4.4663649699462,1.75837261684312,3.76215027467009,4.6594648011837,2.99911968633965,3.17083843320226
1993-03-10,NA,3.92090635904768,4.00988434437622,0.811602535396639,4.09695451643116,2.74588223796987,3.54376416478508,4.78541828799137,3.20924446321465,2.39668569789651,1.5667425679534,2.33125114457536,5.23097469435511,2.78077524624466,2.40987889079259,4.51245311972534,2.20069450433709,3.38514263400691,4.45534778204972,5.2314903141466,3.70104000242547,6.32897540765493,1.57770948091757,4.18159348892459,0.575220472709588,2.19677200941712,1.79915167789328
