"date","obs_psl","ERA5_psl","psl_1","psl_2","psl_3","psl_4","psl_5","psl_6","psl_7","psl_8","psl_9","psl_10","psl_11","psl_12","psl_13","psl_14","psl_15","psl_16","psl_17","psl_18","psl_19","psl_20","psl_21","psl_22","psl_23","psl_24","psl_25"
1995-12-06,NA,99149.9062857512,99454.5414785603,99423.714590067,98852.1031274929,98895.7368110969,98953.8017755794,98784.0439877225,99618.4007177176,98348.3244715738,98543.7725854485,98581.1931752792,98985.8618809964,98884.3791662104,97995.6315369288,99860.1385595214,97906.4077815325,99439.3971907991,99022.7898246023,97949.6535693844,99387.4366255637,99727.8144061383,99277.3644417445,98635.3522762152,99529.2929926679,99450.0136686698,99529.2929926679
1995-12-07,NA,99002.771548016,98586.1475251583,98939.0433434201,98569.5318068317,99646.1318565787,98923.0261556472,98342.8639928943,99321.4698772278,97786.1622617847,99437.8333259986,98555.3769713523,99578.3782977209,98676.3559079184,98643.5542663772,99595.8139972112,99095.8026590904,99086.3803703899,99184.4048065725,98819.3475776842,99036.6675661779,99390.7236332485,99025.8994269548,99158.9561124372,99394.6389673822,99254.0448062693,99318.1680094964
1995-12-08,NA,98386.8711412469,98348.527471792,99210.6744235731,98347.9995163748,99671.7805223253,99057.6986934536,98089.4175778289,99136.2627636735,97664.4469767939,99773.901383455,99140.2201072311,99300.3748133765,98719.7014970011,98300.2469114561,99196.5054309749,99737.3073011205,98425.1924705019,98700.2659811596,99578.3782977209,98105.5824346949,98454.9582290471,99267.0036589689,99338.9752151946,99090.2013256011,99085.0157979437,99446.0627682849
1995-12-09,NA,98615.3258726097,98749.6959831388,99587.1702983405,99026.2100400256,99579.2494574117,99277.7589051019,98174.5562179088,98418.9781757285,98802.7765514863,99362.2113458708,99153.523407215,99240.8877531278,98942.0746147273,98707.2262293479,98931.7670740754,99203.0687199365,99603.7777947445,98608.1662758359,99868.2817437686,98783.0875010665,99013.3487014572,99264.6792169631,99111.1453237491,98468.0944413465,98770.9579195985,99624.0024761526
1995-12-10,NA,99001.198257572,98836.8450276179,99451.2963522116,99122.8819273153,99115.5437207313,99247.3323889669,98913.7206856661,98026.9310531399,98588.1571713545,99129.6579807661,98932.8153410271,99290.7002971049,99097.1959789555,99236.3209758647,99134.2125054696,99048.900920198,99880.5724458958,98266.1214841818,99625.8811761823,98739.8452074145,99271.0981278152,99023.8495209011,99043.2137568138,98421.7108734167,98493.5722141381,99169.8795597876
1995-12-11,NA,99460.5325770182,98931.7760295386,98833.4495066876,98607.9595784944,98796.3364791325,98843.8549265217,99491.2453081867,99000.0266420827,99481.3269121438,99459.3657736692,98923.8936348729,99635.8712174404,99095.0357102343,99305.4171168698,98847.4462190147,98951.8475886323,99955.1804209512,98405.7232372538,99020.1240859899,98866.9233080162,99495.470567292,98355.9642962347,98694.771830092,98286.7025843669,98837.083029545,98228.4000872516
1995-12-12,NA,99571.6782771367,99018.2178499622,98563.0044701064,98956.3585274897,98570.4932821621,98344.1718813988,99195.7596807091,98994.9028031996,100055.284555205,99269.5412750728,98643.027066074,99917.7390075098,98242.7214704257,99269.9843309929,98472.6233061735,98348.3244715738,99555.0634412118,98256.522176404,98833.898010624,98985.3280350002,98820.3697677828,98806.8709237645,98274.6061677017,98498.8809614098,98830.5291645685,98876.0870467498
1995-12-13,NA,99381.265997473,98732.3927567563,98707.2262293479,99323.3171552473,99289.1135943746,98961.8581768155,98784.4300878054,99604.8844608612,99240.8877531278,98903.2214774044,98168.4181608921,99539.0616887692,98836.8450276179,99157.231342947,98725.2282852814,98105.5824346949,98937.5636102321,97810.9400444629,99002.05091051,98569.561449632,98582.1457551057,98833.4495066876,99167.2204620349,99107.2279883867,98235.4681328975,99114.7646506864
1995-12-14,NA,99128.8970667664,98806.0841502195,99439.3600590365,99539.2852546786,99318.6851584801,98804.3241606396,98853.4352712621,99658.7585456678,98157.7310329754,98652.9088733076,98732.3927567563,99571.030206349,99450.0136686698,98690.9773788778,99340.0829260362,99132.9035398169,99192.4560278526,97951.0649408903,98526.4974765807,98488.6437826971,98821.2293569885,98719.7642329073,99060.9661273571,99073.5344792449,98558.0279495163,98922.9925550181
1995-12-15,NA,98754.6639189355,98828.9711725059,99594.6964785173,99750.9657688148,99268.7706364142,98568.2655698632,99397.1390013927,99189.4189017006,98827.9057136029,98418.9781757285,99074.0701772682,99689.592689187,99259.3156132319,98676.7428102348,99126.0096023555,99351.4785620741,99763.0220789575,98511.9131537403,97813.8599655782,98794.0101287203,98908.3966253711,98441.6401228695,98676.346851193,98518.4213459982,98160.8576766935,99388.3906553814
1995-12-16,NA,98323.0136714042,98226.2237340253,99109.2868478489,99506.7242150062,99098.2311674454,97809.4605636224,99361.704773903,98927.3684086298,99322.6117022644,97949.6550287037,99514.9896270678,99759.4256177959,99342.1810893301,98256.522176404,98343.0568450696,99609.4646578847,99604.242209584,98581.1931752792,98133.3258104323,98709.4066628988,99031.8367052223,98189.3951781522,98426.0475493168,99129.3252651565,98149.3017855856,99245.2962002666
1995-12-17,NA,98133.1791958759,98964.2457025836,99125.5257818566,98886.3460618432,98233.7036979914,97664.4469767939,99119.9428304092,98613.4749243211,99760.2685071061,98198.890451052,99281.5049633847,99483.6143390636,99915.4012455052,97810.9400444629,98477.3892484314,98989.0598792161,99387.4366255637,98533.5446988938,98642.1160273018,98586.9081056993,98942.8548326084,99031.5706314476,98769.5040789991,99495.1211062102,97677.0515798721,98795.6790947966
1995-12-18,NA,98400.8641155184,99187.1574493078,99285.3535649175,98556.8941686023,98402.2439012171,98311.7684785573,99043.099870024,98256.7999918363,99773.901383455,99446.0627682849,98786.8634534047,98629.6011996438,99819.0814571869,98469.8989093636,99067.7451217468,98570.1148406653,98918.3077680158,98366.9323960969,99576.6822511022,98720.3883523206,98581.1931752792,99568.8960028016,98839.3649228041,99386.8361439583,98615.3738254709,98322.8152964607
1995-12-19,NA,98517.7458822985,99114.7646506864,99103.0398529048,98494.4940780862,98929.2020014417,98762.7620088234,99345.2865233266,98666.3512990199,99397.1390013927,99646.7464126775,98837.083029545,97863.6725999434,99737.7943275776,98849.1764350639,99466.9549699035,98518.4213459982,98707.2262293479,98847.1191683628,99638.5080616304,99168.5097725852,98996.0345122325,99182.6759587131,99697.1843009468,99233.9264265703,99230.025529573,98579.9273971641
1995-12-20,NA,98727.2634417571,98873.1179256042,99049.3986245794,98543.2688957991,99312.1996633886,99139.8655559197,99266.7625269896,98957.942697851,98918.5344130295,99226.8519027622,98587.2867889324,98068.7446561402,99818.5364849685,98543.8931772498,99297.5949765037,98244.0888773819,99198.6239741521,99228.592302019,99446.9606687253,99338.9752151946,98235.3608967721,98259.6235143887,99907.8964787614,98616.2212362031,99619.0104801224,98413.8775815115
1995-12-21,NA,98574.7498955437,98164.2788681006,98913.0325957193,98006.1045897318,99175.5401185464,98845.2220572037,98247.6101926007,98725.1237667023,99198.4260552316,98719.7642329073,99068.5587088807,99489.972693467,99642.0925732568,97744.9659416108,99303.6966981765,98731.307451747,99722.061173566,99251.2602805603,99392.8308861587,99172.8099447235,99097.1959789555,98259.6235143887,99347.0574808466,98802.3037404203,99364.3359098536,98643.5577846532
1995-12-22,NA,98691.0266460867,98667.9732153381,98855.4703584948,97254.0761332867,98949.4124118798,98316.8713145391,98375.9770818021,97967.4442757311,99351.4785620741,98597.0278828385,98907.4920868054,99776.6404708169,98999.9845677776,98395.6084733627,99169.95230023,99679.7895314046,99604.242209584,98836.7616445689,99503.7919445033,98716.8181049834,99443.3154834871,98511.9131537403,98537.5162899255,99030.284952469,98861.1421646457,99306.662385558
1995-12-23,NA,99075.0938716901,98400.5891941204,98685.3934388174,98322.8152964607,99132.6539918812,98720.8382638527,98921.7500632512,97789.9271228448,99024.1975064682,99160.4061549122,98747.4835658349,99157.8696248579,98478.4738245025,99035.978860033,98770.840300738,99246.8546689639,99638.1366302235,98412.7334963418,99201.1252046093,98434.569286993,99758.2285597047,98603.4935122424,99036.9215733622,98990.159698652,98908.3966253711,99247.2040829615
1995-12-24,NA,99287.0866678122,98068.7446561402,98105.5824346949,99351.6914130362,99040.1759820848,99362.0682164672,98725.1237667023,98543.2688957991,99203.0687199365,99108.5207655204,98581.1931752792,98037.1402166499,99151.8891185836,99047.1243238165,98478.4738245025,99241.0058236645,99289.2152279351,99189.4374390332,99132.9035398169,98372.1533107872,99322.6117022644,98367.7466703552,99302.5301582971,99117.0953322565,99301.9338652518,98863.7580829755
1995-12-25,NA,99121.8088162015,98758.145419895,98101.0802255089,99624.0024761526,98911.210200613,98586.9081056993,98041.8727203003,98815.3596297101,98766.2857901113,98711.6629161822,98040.9426157503,98445.2166457952,99487.0445220344,98918.5344130295,98269.2202419767,99325.995961129,98758.145419895,99392.9800291792,99119.9428304092,98149.3017855856,99057.6828176351,99029.6412791086,98779.1264640013,99026.670690139,99183.6177235862,98532.7938727711
1995-12-26,NA,98974.4645432235,98969.7487157409,98840.5115065484,99763.1653834895,98555.7765240976,98701.2803417114,99025.8994269548,98608.718687029,98803.1129791214,98517.5114737529,97382.8006465569,98589.2690372943,99635.6453587402,99278.9624872287,98256.522176404,99342.7510560571,99150.739652507,99013.2276691326,98300.3100438482,98078.0263537004,98847.5250091207,99253.5906744332,97791.8190205249,98382.3547414979,98687.2096141568,98174.5562179088
1995-12-27,NA,99275.9966154233,98425.8359481939,98848.6906500388,99567.1669075917,98244.0888773819,99192.5457285018,99289.2700665859,98686.2691548302,99463.7690745073,98895.7368110969,97382.8006465569,99307.6399112781,99360.9355458231,99182.6759587131,99270.9642781422,99135.1384859854,99346.159149805,98673.7316970028,98640.9973851857,98105.5824346949,98720.4826803738,98823.4659826561,98378.3179574824,97984.1814497216,98732.7500219409,98330.2742824451
1995-12-28,NA,99388.9015938128,98312.3913391093,97734.9504874706,99184.4048065725,98739.9051495076,99145.7516029513,99143.0756639167,98608.718687029,99515.6799805542,99392.8641317536,98211.5612266459,99694.2182343576,98866.3594958497,99169.0847714581,99464.9519722295,98533.2069482444,99047.2284350602,98918.5344130295,98223.5742808414,98730.7213072665,98567.6779987753,99137.0892047904,98997.8106199038,98229.3421127383,99579.2494574117,98438.3844917856
1995-12-29,NA,99036.9910774663,98863.463616252,98330.2742824451,98769.4745343948,98786.8634534047,99209.5838075415,98670.2332021755,98343.1822565923,99049.2422316657,99245.8042033061,97811.9760985823,99762.1613599429,98352.3889783549,99479.0079145,99136.0822678164,98568.0577320496,99060.9661273571,99009.4305135938,98431.1342637444,98532.7938727711,98452.178085971,98951.8182114175,98767.5946360097,98006.1045897318,99389.227513851,98162.7413825896
1995-12-30,NA,98741.0213355897,98948.0854500113,98880.954047068,98568.1794397752,98886.3460618432,98864.4050932445,98498.41229103,98468.0944413465,98857.8917669223,98785.8385121673,98333.2272494162,99681.9920210413,98336.3761180908,98906.529771832,98915.4362744648,98468.2347005619,99126.169132977,99314.3891229256,99568.8960028016,98496.2057673577,98209.6303677733,98060.2112188901,99318.1680094964,98051.3929599192,98700.0198191429,98869.5729402304
1995-12-31,NA,98532.4007348827,99407.9872770435,99552.1757387978,98870.6663657566,98990.159698652,98300.2469114561,98556.8941686023,99080.8573195381,98581.7583151556,98640.9973851857,98725.7438291636,99345.3354910074,97932.0916487566,98355.9642962347,98890.8309232046,98228.4000872516,99277.7671732186,99492.5569320645,99812.9332623457,98892.5041914387,98198.890451052,98543.5161945993,98511.9131537403,99067.4479429667,98739.1433808397,98855.6425311328
1996-01-01,NA,99190.0047760443,99126.169132977,99421.0908566338,99621.8654446836,98925.9724002893,98764.8663393443,99007.5550802024,98900.1945906979,98420.3390128573,98985.1995063637,98556.8941686023,98722.1685888726,99060.9661273571,98491.9707194134,99069.4165702862,98336.2940534339,99169.3449461787,99362.0682164672,99439.8981716274,98527.9412715757,98917.5577613609,99082.6537566433,98508.2079976923,98853.7029512066,98425.5836256658,98467.433727429
1996-01-02,NA,99560.7440597508,98315.8829408537,98881.9589652203,99676.4110721206,98809.8592666001,99547.503241045,98821.7921216089,98478.0173236868,99169.3449461787,98954.1977906445,98355.7331807177,98691.7917825768,99522.7094739733,98076.2086365967,98782.3095492696,98649.768887432,98856.9368188994,99245.905431321,99150.3111480675,98525.0892641723,98597.0278828385,99089.3068238877,99406.2728987885,98476.5577377735,98290.9550464919,98059.2795597061
1996-01-03,NA,99345.4363008871,98533.5446988938,99036.3892193778,99439.8981716274,98780.963241308,99590.4042243394,98907.4707704561,98178.6749357095,99568.4588810166,98753.8612373736,99140.2201072311,98711.6629161822,98975.5474104589,98431.1342637444,98366.9323960969,98780.963241308,98395.3627178776,99162.022756444,98908.9254664373,98818.6880437957,98123.4874715091,98945.992137811,99891.2341617802,99134.397233282,98512.4904234388,98160.8576766935
1996-01-04,NA,98914.6194365189,99069.6415589439,99552.1757387978,98974.5445286061,99051.8232614468,99267.7552977397,99169.0847714581,99310.5604548837,99479.2062797826,98836.8450276179,99405.2590432291,98470.0471610131,98041.8727203003,99247.997064632,98453.2767456686,98626.3633490252,98652.3556938455,98954.9113862424,98686.2691548302,98556.4230933196,97664.4469767939,98050.8688490056,99766.7837181872,99057.89939721,98543.9063482823,98147.6456832828
1996-01-05,NA,98679.9847266791,99000.6207963164,99213.4946524848,98616.9384557709,99438.2565988796,99342.1877702031,99283.2287418073,99319.8077213857,99095.0357102343,98956.0589563373,99338.3731373379,99136.2627636735,97863.6725999434,99091.3929738286,98488.6437826971,99138.5507889959,99246.9347376399,98802.5481497922,98296.5928279012,98266.1214841818,98002.4158328174,98348.527471792,99405.2590432291,98972.9873389928,98959.6133949461,97967.4442757311
1996-01-06,NA,98825.4934683666,99129.6579807661,98804.3241606396,98668.9395842334,99044.7981780168,99308.6179150995,99322.5795740884,98799.7115540915,98530.7581629303,99151.7314595663,99132.6883812591,99345.6400033215,98076.3433052361,98821.2293569885,98274.6061677017,98731.307451747,99246.8546689639,99259.5338448324,98485.6790473254,98739.8452074145,98932.8153410271,98431.1342637444,98850.9667027188,99588.594286954,99096.2694431282,99068.8186495758
1996-01-07,NA,98893.4634694323,98997.6663154515,98535.703583932,98766.4396369785,98985.3280350002,99087.2306674091,99134.2125054696,98564.7170757111,98138.8315974395,99160.0073443158,98852.444970487,99204.239506289,98333.2272494162,99115.5437207313,98541.2236581668,98344.8122919068,99137.5954523492,99472.66299292,98959.6133949461,98819.1004639783,99149.1335597939,98526.4321551835,98535.6020252894,99717.1547729109,98654.8006260319,99360.5635721458
1996-01-08,NA,98823.4364091345,98833.898010624,98160.8576766935,98558.7713264013,99471.4084081381,98654.6998380197,98973.3624020367,98700.2501498567,97703.7950599287,98889.5998399824,98889.5998399824,99126.0096023555,98844.7870598101,99271.080357516,98525.0892641723,99169.3449461787,99124.0205189164,99172.7727033009,99048.900920198,98636.2947043688,99288.8406267768,99024.1830253281,98675.0948078417,99390.0895765339,98822.9835556248,99156.0708653112
1996-01-09,NA,98935.426584032,98761.155044938,98644.3394404972,98164.2788681006,99361.704773903,98283.9597428902,98688.7300408126,98283.9597428902,98266.7838534873,98658.8434651543,99112.1248087576,99126.0096023555,99481.3269121438,98641.74270633,98438.9952576984,99127.493236801,98930.5371627905,98908.9725921221,98827.5008012891,98327.5367185469,99329.3971141586,99185.9699242375,99001.8182170322,98889.5998399824,98827.8068073702,99055.3902943087
1996-01-10,NA,98825.4144218679,98361.7190547864,99111.8647155341,98002.6442293009,99134.0915629081,98231.1480906512,98591.207714843,98455.5289432628,98141.7484132403,98791.0296867215,99371.3614244154,99204.0522288881,99010.065441751,98968.8839917715,98491.7396792244,99029.6412791086,98870.6663657566,98518.4213459982,98406.9179163238,98759.4238236661,99590.4042243394,98900.1945906979,98573.5345288159,98707.2262293479,98717.4347317451,98722.1263447431
1996-01-11,NA,98983.4597185761,98002.6442293009,99405.6248794664,97971.0945654392,98998.6293083991,98766.4396369785,98511.5716262362,98775.3742038904,98855.6425311328,99081.0788032986,99201.1252046093,99267.0036589689,98484.3569001255,98782.8476112359,99334.2863918804,98793.2730763506,98721.7869776881,98713.1578015074,98041.8727203003,98436.3880183076,99600.8232543597,98130.2973672818,97615.8231905349,99253.6016532241,99047.4705325575,98127.8379058558
1996-01-12,NA,98951.5514063504,99101.6333234577,99345.7422184792,97677.0515798721,98829.0890180801,98335.2296339615,98881.7188954878,98889.5381722724,98973.021051864,98921.7500632512,98916.0683385946,99132.6959718311,98979.6209458007,99053.9023687302,99955.1804209512,98366.4333367168,98587.2867889324,98478.0173236868,98148.5510815508,97851.5831812257,99241.2546717095,98259.6235143887,98603.3985430126,99529.2929926679,98863.463616252,98049.657113502
1996-01-13,NA,98465.4534781505,99001.8182170322,99452.3383543185,97507.1223045499,98395.6084733627,98130.2973672818,98780.7567738153,98967.417823739,98162.8095320491,98828.4287834509,98873.4208615609,98761.155044938,99383.7337138761,99016.3591177638,99965.3180223372,98440.048922716,98720.4826803738,98664.4748129783,98681.2498267254,98425.1924705019,98603.0479713651,99380.1682352343,98759.7562181216,99550.7968420908,98634.2116018004,98823.7930193543
1996-01-14,NA,98672.6753839666,98684.2149910299,99138.5507889959,97810.9400444629,98002.4158328174,98454.9582290471,98722.0782292916,99439.8981716274,98402.2439012171,98599.9764128936,99058.5311264711,98350.6404309384,99049.3986245794,98259.6235143887,99764.5990096886,98642.1160273018,98444.172217231,98812.9522479015,99413.2216733428,98786.8634534047,98705.6277762038,99379.7779985791,99369.5989212618,99598.0701907719,98603.9569250452,99362.0682164672
1996-01-15,NA,99654.2487563099,98572.0747290876,98910.5225237779,98209.9801642492,97928.1391282372,99017.7705234907,98818.9815979668,99178.501040566,98502.7042846087,98527.9412715757,99007.5550802024,97854.2972685685,98643.0247796964,99070.7132918392,99444.817931212,98348.3244715738,98601.0945569299,98732.9086818298,99228.592302019,98597.0278828385,98359.5379290186,99461.406550862,99394.8507080429,99567.6622280887,99132.659088442,99414.8248614255
1996-01-16,NA,99717.4487475587,98870.9753947502,99189.4227556974,98333.2272494162,98313.0703088147,99526.5455867412,98350.6404309384,99384.9012816455,99167.2204620349,98367.7466703552,99103.0362665647,98444.172217231,98347.4161991901,98851.5376397792,99020.1240859899,98050.8688490056,98776.7628958506,98873.5779214152,98901.1774240136,99101.0480853744,98632.9251738624,99172.8877548754,99203.0687199365,99168.3582421273,99086.3803703899,99125.5257818566
1996-01-17,NA,99384.3088745968,99749.877978194,99189.4189017006,98147.6456832828,98601.869847927,99269.8370380776,98196.1101802086,99777.533409826,99643.1332687561,98833.898010624,99119.7614177805,98811.9679898166,98717.1611939242,98344.1824751388,99000.0011049749,98555.6460607413,98366.4333367168,98669.2647569815,98693.4590731018,98821.2293569885,99683.8314918295,99069.6415589439,98720.3883523206,98986.0640295458,98680.8113571523,99147.3547558452
1996-01-18,NA,98703.1039392894,99601.8072908224,98935.9817620984,98330.2742824451,98076.2086365967,98849.7808310632,98989.1892718377,99617.1465551999,99629.6287453743,99306.9143808776,99028.5626515219,99031.8576641711,99295.1664668535,99374.7296828082,99079.0418431233,98579.1881515956,98469.1113075302,98426.0475493168,98430.2909336047,98790.8092963567,99753.9969257645,98951.9163374744,98687.4198800187,98966.4951764626,98581.7878373388,99405.5841010048
1996-01-19,NA,97747.3663868426,98913.8510126698,98827.4203623942,98705.3293004565,97809.4605636224,98745.0245635664,99189.4189017006,99111.6290585867,99314.3891229256,99169.3449461787,99159.7465903629,98796.7253941319,99245.905431321,99570.8587960197,98794.3095196699,98162.8191131,99351.222301915,98494.4577952907,98204.0299019655,99063.3476984277,98943.9637579791,98908.9254664373,99049.2013242493,98568.1794397752,98848.0025464754,99638.1426185405
1996-01-20,NA,98803.5889588159,98672.7375250647,98714.5947023171,98703.8856793765,97863.6725999434,99154.9019775548,99254.8826810417,98891.2113343482,98995.7474359541,98616.867494358,99044.7981780168,98447.5594741492,99301.3714068009,99443.3154834871,98610.673483819,97722.4339622971,99336.359549547,99252.657188811,98695.6944165603,98655.0415709768,98228.4000872516,98849.7808310632,99272.6013309649,97989.6488240927,98751.6551041411,99534.8119726308
1996-01-21,NA,99389.2902918318,99013.5854854233,98537.6854553356,98829.0890180801,98226.2237340253,98970.3721449425,98741.8934624329,98849.6638941334,99155.9096550586,98813.0308537894,98517.5114737529,98126.2683178801,99136.2627636735,99581.4296140774,98389.308896543,97813.8599655782,99396.2489984691,99020.1240859899,99090.2013256011,98319.273132127,98811.4979100858,98609.0669152195,99233.8660791231,98725.3335072974,99002.2727365275,98970.5740631298
1996-01-22,NA,99301.5932742291,98986.0640295458,98438.3844917856,99105.1931169521,98593.831996212,98719.8372413667,98621.8714894969,99023.5352802042,99445.5315857262,99067.4479429667,98218.4728179162,97809.4605636224,98589.2690372943,99206.9022278876,98791.0296867215,98413.8775815115,99172.9620678547,98972.4173083348,99241.2546717095,98535.6020252894,98687.2096141568,98361.7190547864,99168.5097725852,99342.9410726849,98545.0649170216,98355.9642962347
1996-01-23,NA,98349.5542897494,98802.5481497922,98768.8670716709,99405.4828658499,98939.6607393119,98985.4278209667,99014.8570811632,99387.2889654741,98951.8182114175,98435.5850027248,98917.5577613609,98595.745215464,98353.023975989,98720.8382638527,98932.8153410271,99152.0541252265,98769.5040789991,98811.3158697692,99247.3323889669,99008.5546879789,98564.7170757111,98859.6446320219,99461.8830725075,99130.8271948979,98293.7040720349,99137.2784648438
1996-01-24,NA,98166.2330859735,98843.4612281653,99015.4081922733,99595.751216473,99201.9896170886,99250.6232902073,98455.5289432628,99397.5903192135,99225.1698373108,97432.0499094592,99156.8113331798,98533.5446988938,98211.9505502286,98541.5860672614,98739.1433808397,98875.1746183365,98006.1045897318,99296.0352391767,98395.3627178776,98569.5318068317,98379.7572776065,99036.3892193778,99539.2852546786,98394.3238801558,98996.0003975384,99040.1759820848
1996-01-25,NA,98026.7457888218,99134.2981414944,99140.2201072311,99558.8646976954,99266.4081567962,99547.503241045,98693.6323582557,98972.4173083348,98834.6026392039,98319.8082288074,98880.954047068,98049.657113502,98225.4865441288,98513.4372012205,99067.292893176,98652.9088733076,98636.2947043688,99763.0220789575,98588.1571713545,98581.1931752792,98210.7091429503,98720.3883523206,99215.1123515218,98616.9384557709,99317.1069434156,98815.7403538873
1996-01-26,NA,98316.6134323429,99007.8447627412,98906.6231193821,99087.2306674091,99309.5950088736,99732.3133944044,98809.5889920614,98610.673483819,98626.3633490252,98877.9954114484,98518.4213459982,99298.6795237907,98343.0568450696,99189.4194509645,99413.2216733428,99016.3591177638,99423.9645218977,99548.03763885,99126.11023394,98476.5577377735,98185.9626434899,98493.5722141381,99052.9923622809,98348.7288824282,99288.2050474546,98760.1178348122
1996-01-27,NA,98605.5643065143,98566.1891158488,98516.8079718703,98784.0439877225,99205.5266140953,99397.1390013927,98478.4738245025,98778.956569079,99255.9823854731,99192.7560888146,98376.7627831644,99274.7443550744,99216.5610064754,99551.306803754,98939.0691203056,98970.794200832,99236.3209758647,99128.6410697477,99045.0662496763,98352.3889783549,98728.4529018461,99064.7097588655,98874.3870340744,98498.8809614098,98875.1490367162,98096.9860063619
1996-01-28,NA,98545.2462880333,97928.0682066594,98537.5162899255,98731.2116411216,99031.8576641711,98778.956569079,98059.2795597061,98880.1655623922,99218.8375584459,99225.6677586859,98248.7679881309,99056.8143841567,99582.9002871232,99695.4166250288,98764.9494709208,98955.6669821556,99259.3156132319,99168.1003274993,98857.3103536545,98210.7593913592,99167.7451253731,98867.4279489661,98393.9572435652,99074.0701772682,98426.3705420064,98766.4396369785
1996-01-29,NA,98287.426350059,98966.4951764626,98779.7038642809,98677.4000605183,98616.867494358,98678.8740984973,98916.2128632143,98204.0299019655,98908.1525220019,99172.7663997129,98806.834798396,98908.9600843698,99349.5632406776,99551.6708152648,99057.89939721,98476.5577377735,99166.8706131303,98956.9515276877,98693.3992721396,98190.5863742307,99483.0722881243,98149.4702145625,98330.2742824451,98644.3394404972,98855.6927994117,99546.6610732374
1996-01-30,NA,97425.1423513534,98881.7188954878,99476.6251780819,98833.4495066876,98843.4612281653,99360.4225705884,99216.5610064754,98488.5224837358,98836.017352851,99065.0174888477,99278.1191965209,98093.668416923,99354.4874070925,99221.6075746656,98721.9669398527,98349.4522269148,98673.7740023431,98973.3341352921,98373.5658172576,98051.3929599192,99587.1702983405,98311.7684785573,99309.9919449336,99166.4560818505,98813.3953955536,99519.1428412285
1996-01-31,NA,98009.0756463159,98875.1636696135,99471.4084081381,98948.0854500113,98927.3684086298,99450.0136686698,99051.382582856,99002.0547212794,98688.7300408126,98806.3890146568,98649.706662498,98544.01444677,99301.3714068009,99010.065441751,98442.4259131949,98855.6927994117,98694.771830092,99127.493236801,98895.7368110969,97786.1622617847,99327.6215220013,98800.6059366154,99625.769133092,99601.8072908224,97949.4167396643,99457.2845208745
1996-02-01,NA,98658.8039294723,99309.89733943,99306.3586925008,98635.0111441076,98376.7627831644,99371.3453857072,98830.8912750459,99154.9019775548,98412.3501458803,99122.9908602093,98343.0568450696,99202.8684978693,99394.6389673822,98741.3797203271,98643.027066074,99157.231342947,99380.5122175194,99057.89939721,99337.7411459212,98258.5297136574,98812.9522479015,98849.7808310632,99182.6811604039,99515.3047154449,98242.7214704257,99148.3944337318
1996-02-02,NA,99098.2016040079,99289.2700665859,98849.1764350639,98409.6371563705,98687.2096141568,99156.4702059868,98509.1412830037,99168.5097725852,98537.5162899255,99233.227281161,98691.7917825768,99247.8971075391,99598.4027865892,98402.2439012171,98467.433727429,98616.9384557709,99335.7151414624,99036.3956272829,98940.4370123051,98732.3927567563,98636.3484077159,99348.6024152095,98514.8264551805,99163.8812380318,98409.4344492558,98833.898010624
1996-02-03,NA,99163.0194983314,99082.6537566433,98426.3705420064,98484.3569001255,98544.01444677,98763.229235078,98408.8276261967,98747.2952172646,98957.942697851,99552.1757387978,98693.6323582557,98753.9360417116,99412.4684344321,98475.2841393842,98568.6301870594,98162.8191131,98809.2577125424,98903.6379567263,98903.2824646319,98583.8997795536,98527.9412715757,99675.3153961778,98429.9485946275,98713.1578015074,98350.6404309384,98427.5273276324
1996-02-04,NA,99014.1904590867,99048.8666404369,98315.1180073796,98616.867494358,97863.6725999434,98456.4826928329,98311.89807183,98315.044218363,98775.7346974284,99597.3446090313,99247.997064632,98955.6669821556,98913.0325957193,98632.9707922273,98616.2212362031,98970.3340617773,98651.7760455198,99136.2627636735,99236.3209758647,98513.0573879712,99000.166901593,99242.4776140965,98536.2268815166,98426.0475493168,98209.9801642492,98404.8758393376
1996-02-05,NA,99093.5887115382,98951.884524717,98353.023975989,98436.3880183076,98678.2651759483,99134.2125054696,98677.5583745846,99201.8128573269,99267.117010409,99532.0154833117,99423.9645218977,99225.1698373108,99188.2321597556,98705.6277762038,98843.4440662548,99269.5412750728,98623.6943852566,98975.7351250786,99519.2541467631,99104.6651166473,99423.714590067,98727.6412237559,98664.4748129783,99301.9338652518,99069.4165702862,99323.3171552473
1996-02-06,NA,98732.142423472,98800.6059366154,98516.7214339075,98469.1209011631,99442.6372870991,99322.6117022644,99111.6290585867,99750.9657688148,98928.6186867609,99478.3267069239,99096.2868161029,99066.881105339,99559.4123993082,98229.3421127383,98386.3763228054,98973.3341352921,98925.9724002893,98706.7905904092,99335.1729755923,99295.222567269,99319.9879755697,98753.9529241638,98460.2536385849,99478.5948113886,99503.8035678659,99699.973273853
1996-02-07,NA,98830.421171108,99007.8447627412,99090.1896044539,98234.1090195965,99342.9155089235,99334.2415978417,98993.5722284376,99706.4925441803,98864.4050932445,99588.583620476,99478.5948113886,98623.1590799769,99408.1973775934,98822.9835556248,98248.7679881309,98748.5634383186,99000.0266420827,98463.4030927488,98695.463067195,99247.997064632,99595.4312906353,98535.6020252894,98671.9946774811,98848.4269820391,99695.4166250288,99368.8742696122
