"date","obs_psl","ERA5_psl","psl_1","psl_2","psl_3","psl_4","psl_5","psl_6","psl_7","psl_8","psl_9","psl_10","psl_11","psl_12","psl_13","psl_14","psl_15","psl_16","psl_17","psl_18","psl_19","psl_20","psl_21","psl_22","psl_23","psl_24","psl_25"
1993-03-14,NA,99148.6409742133,98858.4654194773,98820.3697677828,99394.6389673822,99497.7922243736,99820.380287797,100064.106114043,99207.7782826181,98491.0133620414,99763.139157601,99862.4141194856,99146.1641550653,99513.554168459,99071.5261815628,99081.9522771786,100174.34535904,100541.337494413,99696.5210040345,98567.1901211036,99621.8366201226,100283.095835911,99583.6133314768,99723.886345707,99471.6684290302,99855.2660109662,99051.6712782975
1993-03-15,NA,99173.1472727823,99085.141760576,99704.6091485572,99108.9523171888,99412.4037389446,99661.9653778965,99724.9838398293,99312.0490636014,99123.0655309304,99839.2740460919,99901.5851112167,99543.9934257554,99753.8858818152,99867.7698103795,98491.0133620414,100249.78569944,100178.839875478,99110.0269603149,98989.3019533483,99519.1428412285,99620.2703030318,99521.5698087049,99373.6513804819,99519.7413941032,99510.1553517597,99398.7640246116
1993-03-16,NA,99315.8415738245,99771.4422417902,99689.592689187,99023.5352802042,99096.0566827098,99539.2293434085,99141.883208984,99167.2204620349,99195.2558773718,100051.236585788,99513.6133476263,99829.9282046339,99502.7390063389,100000.330642044,98426.239255694,99874.4966434064,99956.4245345151,99141.878080153,99487.8595841147,99596.8259551171,99566.7506102444,99428.2479620216,98835.2560132008,99870.2553347024,99006.3167783349,99613.304394438
1993-03-17,NA,99449.8958959625,99508.7363637386,99622.247455477,99079.9952880364,98750.2342089089,99496.9980158828,99463.3432215343,98799.3675921281,99045.3599337504,99643.6174988069,99281.3563549538,99781.9911065882,98880.2537722471,100057.391131771,99080.9742533121,99628.8576687013,99871.1630387509,99652.3290613574,99413.8432942609,99789.8077992592,99773.0028957258,99277.2915254697,98624.8260680984,100168.417669281,99377.0931164307,99681.9512323553
1993-03-18,NA,99395.7890433334,99325.9901771241,99169.3449461787,98269.6787227163,98978.7374145632,99775.5173345136,99718.6530774976,99692.1159486292,98386.7429807369,99164.4151675565,99332.0983360002,99193.2875369141,99013.5854854233,99410.6337619125,99977.8826121461,99169.7444280902,99453.2364369026,100169.169812632,99216.9283948404,99832.555423451,99805.3907549438,99317.4396774036,99334.923950521,100262.964807373,99761.8730118331,99639.6288299413
1993-03-19,NA,99320.1103423068,99178.1525434216,98742.1557406507,98148.5510815508,99724.2082579509,99815.529423367,98882.213727565,99889.8544847769,98316.4460459237,98977.6881107603,99370.5699986034,99024.4344235865,99940.8209309722,99292.9599687659,100116.78183778,99184.0900316959,99104.0590444868,100511.46119416,99011.243427592,99663.7633986574,99473.9003286154,99525.350102265,99751.556110183,100121.866176406,100013.734372592,99405.6248794664
1993-03-20,NA,99300.549439453,98829.7319843037,98543.9063482823,98684.0463205768,100100.893830586,99680.5270499781,99276.0890862459,99642.6409125617,98969.9729073901,99394.6389673822,99146.1941924579,98834.9070684066,99927.5409695479,99619.289027317,100174.615338679,99425.3295449776,99233.4451716818,100082.965079191,98809.5107565153,99661.3038183594,99324.0319075499,99579.1297806123,99401.6825006168,100054.892912079,99428.2479620216,99392.2321346924
1993-03-21,NA,98874.5966337926,98210.6238096538,98469.7495453769,99496.9980158828,99850.4711575257,99558.8677263074,99980.5545792399,99278.7382857024,99344.233137933,99002.215379646,98896.2419352632,99164.7886312675,99125.6710787702,99579.2494574117,99853.2030566782,99069.6415589439,99784.6615644334,99490.1879043215,98966.1570631578,99462.515274132,98830.421171108,99397.9639954412,99191.3794479845,99773.5827796039,98695.9263154499,99562.0330008499
1993-03-22,NA,99201.8509409354,98637.8323604962,99131.003334324,99854.6733322758,99202.6291530913,99505.9734599587,100351.488010618,98888.8345011166,100015.254781302,98356.664003168,99096.4637486743,99569.669087737,99278.1143874575,99412.5247771328,99549.3135240736,99422.5146477855,100051.236585788,99638.8551675424,99086.6332450617,99342.5040276716,99263.7295411367,99185.1893288192,98835.2588685576,99628.3773214505,99011.966612501,99493.3653333735
1993-03-23,NA,99570.8711847941,98551.6437780462,99445.5315857262,99817.6744125663,99222.6491282125,99510.9000812054,100223.931916876,98850.9667027188,99925.9043497194,99083.3837951166,99852.8983450773,99718.5792213321,99911.3203296808,99575.299601292,99244.1788880528,99786.977656469,99828.4129856969,99673.3519088436,99493.3056167571,99401.6825006168,99104.0590444868,99126.3118585599,98645.61334095,99597.9040298146,99398.4611504197,99228.0309912298
1993-03-24,NA,99298.087287326,99057.2997327164,99033.8649909218,99852.8983450773,99343.3797430491,99243.5215423372,99619.9082741774,99317.7615303627,99736.1080050633,99197.9993308931,99890.0895104536,99600.8232543597,99798.3031255513,99519.1428412285,98728.2962891036,99536.036193711,99507.5448902996,99708.9574007371,99405.8304917119,99749.7831701218,98831.7813201674,99166.4560818505,98989.1892718377,99726.8203332043,99537.6870271458,99584.3104203969
