"date","obs_inflow_q","ERA5_inflow_q","inflow_q_1","inflow_q_2","inflow_q_3","inflow_q_4","inflow_q_5","inflow_q_6","inflow_q_7","inflow_q_8","inflow_q_9","inflow_q_10","inflow_q_11","inflow_q_12","inflow_q_13","inflow_q_14","inflow_q_15","inflow_q_16","inflow_q_17","inflow_q_18","inflow_q_19","inflow_q_20","inflow_q_21","inflow_q_22","inflow_q_23","inflow_q_24","inflow_q_25"
1993-03-01,NA,0.133987518403833,0.134252568228771,0.134230979104009,0.136093458240755,0.134230927028525,0.136162811408826,0.159333623490695,0.134258644207837,0.13423085459509,0.136459345611585,0.134682193744943,0.134230992643565,0.134230743821591,0.134455693023718,0.134231035981382,0.283660035858392,0.339892781237857,0.134230895641767,0.147354003737484,0.134230784394367,0.134230792359485,0.134230956636405,0.850009369363097,0.272409106904353,0.134231066624364,0.134230878404965
1993-03-02,NA,0.131292101613463,0.131644355881269,0.131623706090947,0.13339019897358,0.131623656194753,0.133456613474486,0.155252413223841,0.131650105174915,0.131623586859455,0.133736742139189,0.13205256030307,0.131623718991673,0.131623480636656,0.131837879168148,0.131623760457651,0.29643344717455,2.29817401817771,0.131623626268541,0.144004422691433,0.131623519494028,0.131623527370579,0.131623684683383,0.671193761901281,0.611128314878365,0.132106794954575,0.131623609530352
1993-03-03,NA,0.128760209211817,0.129168867888923,0.129149096637832,0.130826905567313,0.129149048818077,0.130890564421579,0.151431540912749,0.129174315954487,0.129148982422723,0.131155609943193,0.129557234324353,0.129149108988793,0.129148880472317,0.129353466512711,0.129149148771183,0.264347068032513,10.4920391783228,0.129149020249816,0.140856751814907,0.129148917732474,0.129148925427162,0.129149076195007,0.546444534827347,0.619251420889004,0.131610580745943,0.129149004004952
1993-03-04,NA,0.12640214251557,0.126816147766156,0.126797199474681,0.128392898383323,0.12679715360186,0.128453970717574,0.147846577861873,0.126821317486661,0.126797089967663,0.128705116006936,0.127880132754191,0.126797211302758,0.126796992062721,0.126992434081907,0.12679724955095,0.239451647574736,15.6200490284859,0.12679712631709,0.137888930066942,0.126797027820932,0.126797035269486,0.126797179898596,0.471749870955404,0.511477557716423,0.13272665221292,0.126797110559541
1993-03-05,NA,0.124176698351885,0.124577217838012,0.124559041603115,0.126078564882706,0.124558997507517,0.126137205283797,0.14447607986726,0.124582129852039,0.124558936447134,0.126389849286131,0.128438505271133,0.124559052887492,0.124558842390466,0.12474574919043,0.124559089685177,0.225183208695847,18.6187758786573,0.124558971412509,0.135082717336427,0.124558876706815,0.124558883899007,0.124559022809048,0.422256187089878,0.431330527287662,0.131253715393633,0.124558956141894
1993-03-06,NA,0.122056326528633,0.122443961299659,0.12242651037339,0.123875229289686,0.122426467927874,0.132777650264167,0.14130114849388,0.122448634323643,0.122426409257668,0.124215222691015,0.131130292784236,0.122426521121797,0.122426318855698,0.12260524594145,0.122426556530905,0.215539453199996,9.42769651855392,0.122426442932585,0.132425062855785,0.122426351806409,0.122426358766063,0.122426492310114,0.38306568279597,0.383384055428497,0.127938658183472,0.122426428143616
1993-03-07,NA,0.120033699349305,0.120442720527499,0.12039225242922,0.121775040847117,0.120392211552661,0.171238323236049,0.138695899861223,0.120413472124159,0.120392155111194,0.122122211994277,0.130152318359042,0.120392262685089,0.120392068167528,0.120563523063995,0.120392296764834,0.206847154712116,15.4784740893976,0.120392187564361,0.129904325032329,0.1203920998407,0.120392106565625,0.120392235051866,0.351253301864229,0.351212459180007,0.125028366876136,0.120392173258292
1993-03-08,NA,0.118102160417557,0.118624436602512,0.118449586590237,0.119770877385312,0.118449547206523,0.264677896134317,0.137347166184154,0.11846995715127,0.118449492856396,0.120105330940998,0.126531566635519,0.118449596395413,0.118449409176603,0.11861385669945,0.118449629210186,0.1989700218591,3.67710923248373,0.118450479444104,0.127510076028534,0.118449439659859,0.118635470782556,0.118449569856616,0.324903712662129,0.324615443471789,0.122700842094282,0.118449510319708
1993-03-09,NA,0.116255649599255,0.116939208611205,0.116592428417478,0.11785626248453,0.116592390455842,0.279764970092843,0.136851889729607,0.116612000524206,0.116592338071422,0.118167982462783,0.123430301993051,0.116592437807152,0.116592257475491,0.116750124161453,0.116592469432915,0.191796727150071,2.0776649400278,0.116595824908273,0.125232941814573,0.116592286837741,0.117540192853168,0.116592412283098,0.302711144348797,0.302255781754981,0.120651885953446,0.116592354897137
1993-03-10,NA,0.11448863735173,0.115197271256562,0.11481522475426,0.116025293625196,0.114815188148928,0.248853391071613,0.134741220217536,0.114834045081837,0.114815137623606,0.116317871376483,0.121105215209465,0.1148152337666,0.114815059945086,0.114966737988044,0.114815264267654,0.185235643034077,1.32567125816099,0.114818051595773,0.12306446374048,0.114815088247726,0.11709149709304,0.114815209185061,0.283754913368663,0.283185316469086,0.118695642354098,0.114815153848181
1993-03-11,NA,0.112796067539785,0.113430615576424,0.113112896753888,0.114272579710379,0.113112861439778,0.225076697264391,0.131555028300672,0.113131008341664,0.11311281268229,0.114551225341695,0.119128420021816,0.113112905425452,0.113112737761305,0.113664076111603,0.113112934857148,0.179210494783573,0.971570098221198,0.113115138916378,0.120996985622921,0.113112765058403,0.115698285612641,0.113112881720784,0.267368141483118,0.266721519274776,0.11682591304648,0.113112828335505
1993-03-12,NA,0.111173307533695,0.111751035645942,0.111480790079241,0.112593186641193,0.111480755991445,0.212083739728332,0.128684789602488,0.111498232688654,0.111480708911467,0.112860311925427,0.117239533218275,0.111480798435456,0.111480636605526,0.113683851602484,0.1114808268516,0.173657246674151,0.79006060672737,0.111482844051184,0.119023560094134,0.111480662945458,0.113602200035363,0.111480775554496,0.253056142676853,0.252358215273327,0.1150370456384,0.112044269194336
1993-03-13,NA,0.10961610455183,0.110164541993253,0.109914631261602,0.110982589717305,0.109914598337961,0.203659903234313,0.126239243167684,0.109931441701837,0.109914552851333,0.111238897565784,0.11543277547365,0.109914639321708,0.109914483025316,0.114995005900855,0.109914666771946,0.168521734844249,0.665715963236324,0.109916536987879,0.11713786808798,0.109914508456826,0.111695356629431,0.109914617226842,0.240444037860256,0.23971282461579,0.113323876928897,0.112876236147021
1993-03-14,NA,0.108120547318613,0.108751497252569,0.108410489360162,0.109436631836143,0.108410457540793,0.196016999614521,0.124020487794999,0.108426701760312,0.108410413571868,0.109682768697762,0.113702868889525,0.108410497138877,0.108410346095205,0.114164784889941,0.108410523671017,0.163757850978727,0.575476696683129,0.108412307638775,0.115334149282295,0.108410370665092,0.11004956193804,0.108410475791565,0.22924247470873,0.22849108308846,0.1116816789063,0.115889912993448
1993-03-15,NA,0.106683032288723,0.107702702558572,0.106964742165933,0.10795148675339,0.106964711396878,0.189050541931188,0.121906395217957,0.106980388223555,0.106964668869669,0.108188048148854,0.11204498117068,0.106964749679571,0.106964603625511,0.111700924271316,0.10696547794564,0.159326090990949,0.50714830022959,0.106966497922791,0.113607141082846,0.106964627377134,0.10853944088453,0.106964729039095,0.219224502377634,0.21846264906461,0.110106110964181,0.11554087393263
1993-03-16,NA,0.105300233816968,0.106985075669542,0.105574046351708,0.106523626664949,0.105574016580105,0.188336908788255,0.11988966550937,0.105589155535252,0.105576409623736,0.106751162137944,0.110454681738682,0.10557405361247,0.105573912302359,0.10956327023173,0.105591851613608,0.15519240569598,0.453736570239898,0.105575742783947,0.111952025794807,0.105573935276062,0.107088088911861,0.105574033642367,0.210209571156503,0.209444532522411,0.108593181948265,0.112589553330704
1993-03-17,NA,0.103969077743109,0.105800001731665,0.104235311012789,0.105329238976026,0.104235282191753,0.207087874827993,0.117963675284014,0.104249910759135,0.104245925722529,0.105368811056549,0.108927901620523,0.104235318033257,0.10423518123781,0.107916224655533,0.10431310448132,0.151327283595662,0.410925704557992,0.104236951104202,0.110364383986133,0.104235203471674,0.105692136991626,0.104235298699958,0.202052284287523,0.201289462340777,0.107139216332712,0.110107883051494
1993-03-18,NA,0.102686717942888,0.104257440236003,0.102945674185346,0.105029644881388,0.102945646269983,0.251571596734703,0.116122393841783,0.102959790074527,0.102964448235082,0.104037943516709,0.107460896035862,0.102945680977922,0.102945548483163,0.106488277025605,0.103119081645578,0.147705015808054,0.375955078526009,0.102947260724625,0.108840154055891,0.102945570013025,0.104348468015779,0.102945662250477,0.194634202279877,0.193877596055978,0.105740823417041,0.10835245886357
1993-03-19,NA,0.101450515466352,0.10282802387941,0.101702481941783,0.106276716818958,0.101702454889488,0.253952179589004,0.118000037178477,0.101716137851328,0.101722688840716,0.102755733366042,0.10605021159057,0.101702488517414,0.101702360122247,0.105114441902996,0.101898089007947,0.144303100180923,0.346929720583483,0.101704017533524,0.107403917976259,0.101702380980867,0.10305419388248,0.101702470367265,0.187857850729893,0.187110413021443,0.104394869620792,0.10690570055469
1993-03-20,NA,0.10025859022136,0.101550428473164,0.100669185161195,0.10761658843903,0.100503243510223,0.233486180046537,0.131970360152603,0.100516487984177,0.100520037416755,0.101692053893427,0.104692658148855,0.100503276107861,0.100503151623644,0.103791696763938,0.100663484748837,0.141101753100558,0.322480622137811,0.100504756818537,0.106105918613639,0.100503171841647,0.101806636555162,0.10050325850883,0.181642273375488,0.180906168073865,0.103098454614607,0.1055142922334
1993-03-21,NA,0.0991094279858883,0.100356305744702,0.100210971355936,0.106515735763512,0.0993457203027178,0.217091106562197,0.161468861948583,0.0993585472067274,0.0993599997630623,0.101207370055956,0.103405446100152,0.099345751917378,0.0993456311665724,0.102517233635055,0.0994802820698219,0.138112916754379,0.301609674619034,0.099347186594202,0.104902811990955,0.0993456507734834,0.100603310108277,0.0993457348443643,0.175919668269942,0.17519645944687,0.101848889864134,0.10417505454839
1993-03-22,NA,0.0979993923832121,0.0992036190104108,0.100380989516153,0.104238441488104,0.0982277512120835,0.206512045580038,0.166859139825189,0.0982401801375676,0.0982410145914481,0.101292412581044,0.102213047001363,0.0982277818883096,0.0982276647039027,0.101288449059501,0.0983521785568721,0.135352759906372,0.283588125914583,0.0982291726611722,0.103689419822446,0.0982279665296208,0.0994419038300801,0.0982277653175482,0.170632814715417,0.169923603719709,0.100643679513045,0.102885078080882
1993-03-23,NA,0.09692524700563,0.0980902511257818,0.0996245493271601,0.102422748618878,0.0971473465484612,0.198587310044698,0.155217633891345,0.0971593958681983,0.0971601713249334,0.100484792272897,0.101060729238087,0.0971473763278702,0.0971472625530296,0.100102927197348,0.0972675963026058,0.132706369017115,0.267869947918179,0.0971487251964867,0.102405715553079,0.0971483963629466,0.0983202666521337,0.0971473602372741,0.165733083638841,0.165038610140319,0.0994805033797821,0.101641680002569
1993-03-24,NA,0.0958855388462464,0.0970142273308211,0.0981182227489515,0.101071906234286,0.0961026489262135,0.191377124120566,0.14623692072307,0.0961143358879882,0.0961150564711657,0.0989626821464158,0.0998987229796467,0.0961026778478913,0.0961025673350309,0.0989584222878836,0.0962189272622847,0.13026736096784,0.254038358045534,0.0961039866914419,0.101134550954832,0.0961039564794919,0.0972363933883118,0.0961026622167221,0.161178870622087,0.160499598753968,0.0983572016285404,0.100442375464117
1993-03-25,NA,0.0948797950143166,0.0959737038450051,0.0967725757626867,0.0998928236768575,0.0950919223960534,0.184788144459575,0.141483753729622,0.0951032632090206,0.0951039327017258,0.0975984549175956,0.0987394203228172,0.0950919504967435,0.0950918431066563,0.0978528432532252,0.0952044242240846,0.129403506103551,0.241770100805954,0.0950932210827485,0.0999316454714479,0.0950931899547316,0.0961884125158421,0.0950919353055337,0.156934364326775,0.156270552891542,0.0996546135023592,0.0992848568652391
1993-03-26,NA,0.0939065295285445,0.0949669574965998,0.0956653946368981,0.0987545107261558,0.0941135426338163,0.17874219924236,0.138433300310326,0.0941245525448788,0.0941251744243836,0.0964670601770116,0.0976257545562367,0.0941135699482163,0.0941764515685277,0.09678424031331,0.0955458967332387,0.211741602015911,0.23081207135339,0.0941148039407234,0.0987880462405192,0.0941146182559054,0.0951745751600836,0.094113555178718,0.152968580323903,0.152320324487364,0.177327605720804,0.0981669773352079
1993-03-27,NA,0.0929640241974703,0.0939923759183665,0.0946680965330342,0.0976548870732268,0.0931659880683304,0.173173691421627,0.135554655759,0.0931766814328733,0.0931772588997811,0.095444204195521,0.0965603602134739,0.0931660146292536,0.093493851149097,0.0957507931074568,0.1002945869276,0.890982596666557,0.220963744301207,0.0931672135963237,0.0976875443731757,0.0931669231048436,0.0958695670100773,0.0931660002640936,0.149254565269169,0.148621833753291,0.81359703484437,0.0970867363300966
