"date","obs_uas","ERA5_uas","uas_1","uas_2","uas_3","uas_4","uas_5","uas_6","uas_7","uas_8","uas_9","uas_10","uas_11","uas_12","uas_13","uas_14","uas_15","uas_16","uas_17","uas_18","uas_19","uas_20","uas_21","uas_22","uas_23","uas_24","uas_25"
1993-03-01,NA,3.52399061753081,-3.35894514796755,-1.02485575174963,-0.879006057516322,-1.96900857017399,-1.15659907969054,2.26783622947203,-1.60241831552152,-2.35885456116979,-0.599846309701824,-0.686245043484023,0.295828259797908,0.205165902411585,-1.09386921365813,1.13680224697458,1.54987861402188,0.535478518622047,0.610683037180329,-2.1852014344609,0.854964682820744,-0.236965446129474,-0.760270458367523,-1.23421499544451,-2.05928138838534,-0.561290657581738,-0.891223877624234
1993-03-02,NA,-0.0915503089797582,-3.16353658433744,-1.0709522179289,-1.67494589099681,-0.94990203026411,-2.1313448030086,3.38151541607336,-2.13092642065021,1.3309128419136,-2.13838893551565,-2.13885097843832,-1.99020832585331,-0.412077430993398,-1.73573721182484,-0.31505673248167,-0.271638335623123,1.28217541456438,1.32813723954028,-0.832153132930074,0.405679431157492,-1.20311337538251,-2.27192317481444,0.329951890758742,-1.37078031507906,-0.4463459481635,-1.55269579367545
1993-03-03,NA,-1.53877863752598,-2.14101899943517,-0.995980301234972,-2.50996265274751,-0.906034796208353,-3.09586724185018,1.47263955105789,-0.845315626533357,-0.451537604467369,-2.8706666513675,-0.994653136310011,-2.56799468542708,1.99278058069681,0.622159140881741,1.70371894730694,1.8331636803947,-0.686202323878782,-0.125753689951152,0.480841256854508,-1.27912534757917,-0.280576013480715,-0.358719039285052,-0.401152653186423,0.116859223581218,5.00123055999692,-1.38810753457573
1993-03-04,NA,-1.036919294655,1.34004338676624,-2.60125534755292,-1.65602306448494,-1.19336357378513,-1.21577030376791,-2.22956170668378,-0.414745942594984,-0.314716451829154,-1.35729693137784,-0.0392776204523827,-2.5865360237382,0.948996578708491,-1.5463163495352,-1.4169211893542,2.4176906103717,-0.697628319960639,-0.447653643980681,1.5229649103072,-1.65273110860792,-0.883383468731328,-1.39664926099584,2.18227349274206,-0.545326267994753,4.43485316886784,-0.713939225648168
1993-03-05,NA,-1.08222892126866,0.0234009222072279,-1.60241831552152,-1.20311337538251,-0.461226754419283,-1.66519886849719,-1.654588672785,-1.18957615797544,-1.12782139922512,-1.14108451881615,2.24251782777183,-1.64441362002173,-0.324833525144282,-1.7797268631192,-1.17263918004446,0.754950916865444,2.17074737611417,-2.82951162827799,0.205165902411585,-0.545741567827532,-3.18900971205047,1.13680224697458,-0.01265362515645,-2.57848565301997,1.98896258388808,-1.14369413674123
1993-03-06,NA,-0.200315394443879,-1.85671811234912,-0.855622247642831,-2.11621032975438,-0.927295936094132,0.269265878683155,2.19859117879041,-2.4473652966222,-1.25025972434853,-1.65273110860792,1.02425317218133,-0.739069291358225,-2.16438793364924,-2.17132090269569,-0.452335990207548,-1.55737598226948,5.0267942918611,-2.39701779624813,-0.189987783155846,0.326505288994375,-2.58599389719847,0.151550900278066,1.62454949246402,-2.62866176498531,4.05773880026736,0.731883967995628
1993-03-07,NA,-0.764188021040237,-1.10879140528781,3.13704743589636,-1.44714801328336,2.95886622226899,4.49573392837287,5.72167220726203,1.80262457193064,-1.15770740105248,-0.956342573466509,-0.702466923800101,-0.12204713965551,-0.685386313029023,-1.37063040189526,3.08602808161919,-1.80525905520231,-0.477422890912288,-1.49331186252831,1.10428928178638,0.732142537421088,-1.98390677903668,-2.85146558895154,0.585759164246703,-1.40272065449117,5.02730482804481,2.3432085934351
1993-03-08,NA,-1.74174878800341,2.62420491642881,0.171534662885542,-0.279804131421668,2.5610625654843,1.73931329839576,7.51416787227731,2.04114722372238,-1.44079835372811,-1.62341643966466,-2.20251780559691,-0.97411945869755,-0.740138948066523,-1.20740342274925,0.589594094872483,-1.50589258123358,-1.43807882178497,-1.36633908797059,-1.21577030376791,-0.693331275330832,-0.31903057820427,-2.34165025101488,-1.29190673242937,1.5194564412445,-0.375679223688067,-2.35273886057296
1993-03-09,NA,-1.79390797767055,4.85365667956365,-1.09386921365813,-0.973475163446361,-1.45715930649277,-1.71820721249441,5.21442790905019,-1.0135018024967,0.740945642258385,-1.81530042868586,-2.59602858136931,0.467109641438737,0.328290441181007,-1.45715930649277,3.01913683639408,-0.42721185868205,0.21514611442424,0.618895352744755,-2.21469163465152,-1.24528945020527,-0.144130767516578,-1.73518783304954,-2.09475894647846,-3.56307742944777,-2.2900156073626,-2.3258145006168
1993-03-10,NA,-1.47820531401399,0.479217050918269,-0.233829610869149,-1.94035957939403,-0.789864498221492,-2.2498430760067,3.30951308891995,-2.58126314976178,-0.948799758302512,-1.17263918004446,-2.5865360237382,-2.63213954294692,1.09604156648856,-2.12956781665121,3.22273350059839,-1.38991581746449,0.214483642846054,-1.12947332774166,-2.84723493917029,-1.99577085626166,3.66664635357855,-1.86573707384293,-2.65801206393603,-0.0805829183859021,-2.4112788706,0.26225881911652
