"date","obs_rsds","ERA5_rsds","rsds_1","rsds_2","rsds_3","rsds_4","rsds_5","rsds_6","rsds_7","rsds_8","rsds_9","rsds_10","rsds_11","rsds_12","rsds_13","rsds_14","rsds_15","rsds_16","rsds_17","rsds_18","rsds_19","rsds_20","rsds_21","rsds_22","rsds_23","rsds_24","rsds_25"
1993-03-11,NA,254.263212604837,275.81496962295,280.210417866002,285.411916614838,287.381045138259,288.139201919589,127.727819740876,292.064146149115,264.421197702247,258.385551270867,281.919080982213,164.75000962157,279.138279649345,183.869171186694,284.805437178208,153.954520160775,171.126229325859,285.63137343858,290.714825567576,284.193714277348,131.738322307873,271.375329940042,283.899228464751,257.741423302725,267.31605662831,251.733601978754
1993-03-12,NA,279.423546521108,285.14714748997,277.348416717919,259.728133951158,276.797589644738,278.414688922706,233.141074336503,288.232640338556,262.993268563076,200.55670171958,226.911505242368,278.262226083481,279.403694250893,217.523123486403,282.920762030999,239.755664302046,156.083680978609,234.139419111308,286.212915939574,285.415572801222,138.023897242022,272.269364620799,257.011533955395,271.626843654399,272.669606706269,206.688246051104
1993-03-13,NA,273.134707377608,287.270404507397,258.085128602585,234.151410731022,250.449801294778,244.394833656052,273.820901591076,271.626843654399,240.283983122036,284.805437178208,249.439745098878,257.741423302725,274.823432362263,185.037870988956,272.984674195946,221.321234532333,278.262226083481,226.911505242368,262.901132613028,265.676301169344,240.283983122036,279.403694250893,255.144427270816,194.607010368577,194.93884902759,185.42005769892
1993-03-14,NA,255.719694701072,260.243092233616,232.943451492278,225.239381531477,283.763522780531,247.341362974517,265.811072996868,264.133387542528,179.001378585483,227.946166689932,228.685176450936,259.289295569434,271.125839806435,173.72300909758,207.668804816643,255.142176261213,274.233259074079,279.268349232399,228.063652766666,231.145958633786,274.611106136902,272.101100707677,192.54584203705,266.18963315768,284.71780983524,256.5343471408
1993-03-15,NA,229.042491183907,183.708906741397,285.415572801222,242.808279387808,259.459457508341,234.050317784216,271.125839806435,275.679688372045,269.202084924051,279.268349232399,228.593013143673,270.93674576954,277.348416717919,209.919433099721,150.055661999929,274.233259074079,256.094668341447,262.901132613028,178.31252153403,215.700680502619,154.144975116461,271.758448055621,199.432991685953,185.416281078323,269.876276795979,269.887741233537
1993-03-16,NA,158.425405527669,150.217023318984,278.836839873147,267.652730593352,117.575477713108,169.912894455126,252.998166614929,260.171478739341,125.980932357191,272.133806230083,121.744047956727,255.950646932363,271.963144088504,227.096449812004,216.694582398457,248.306254597657,194.785834357272,166.183892231469,267.869189481863,216.912573116545,217.223650938369,268.766351650528,147.487770386015,199.95377170847,192.571876083723,278.836839873147
1993-03-17,NA,124.702022804777,123.736174916506,226.931730965362,218.171446490498,161.983820527334,132.745387772468,273.853160915573,213.780723995857,197.391135476241,250.933223754767,224.561365833727,279.138279649345,193.635253902342,269.202084924051,217.441223677917,220.104100812025,250.746403994926,228.924018443251,197.325464524228,181.142752812383,210.376541971873,230.240411949092,213.591600239714,215.907424993733,220.049925097568,275.136563667443
1993-03-18,NA,245.681169089011,190.754475144217,224.501898649107,112.697062458893,165.274750939378,181.071258131735,252.544406330366,267.208400153393,233.503329285857,262.123770564502,217.805491150299,256.881965743781,251.026918433908,193.104880860744,140.727841029773,233.850485148936,254.323950006641,253.734194800433,90.4880406828785,249.635133626282,271.626843654399,193.180907399083,205.72929759897,268.404983713503,253.020654546639,275.81496962295
1993-03-19,NA,231.670129061504,237.594294285115,143.909905402725,206.198735926104,262.871413349462,245.713576223615,117.272903378497,239.755664302046,218.05686888605,209.785188753601,247.349192514426,225.12115327549,272.5623844825,247.833858491754,205.72929759897,187.036549559825,267.652730593352,274.230863744021,89.6045794662047,249.797495736242,272.669606706269,252.545689956301,265.30010146564,268.943380361723,258.31848244802,273.828240196235
1993-03-20,NA,218.766801985385,256.326182937344,90.7306232832571,193.584067957703,269.446774661734,236.132955923908,215.845862949011,190.454503281696,163.21228650027,129.850840089267,175.792970281008,214.47005027281,268.959846374272,212.941760989676,262.871413349462,236.349888716329,261.695034405603,271.565943349524,105.966065318752,212.941760989676,269.336628811964,262.990845315003,257.447928552877,266.18963315768,240.468755399612,265.676301169344
1993-03-21,NA,134.570718319023,150.055661999929,145.292755721092,263.64179061497,268.39292515758,244.394833656052,262.496628034502,183.498780077226,202.523134949162,242.808279387808,159.629864236513,199.927842959378,221.665310811903,245.313094290689,262.539832579899,121.744047956727,267.652730593352,265.30010146564,180.386279681612,169.692715198304,260.892129754649,258.76304529498,254.75632274742,264.133387542528,207.071471449176,260.892129754649
1993-03-22,NA,217.062860976666,228.924018443251,214.692882370254,265.252872387384,227.946166689932,170.812507932785,261.906604883897,232.381887774167,256.368930754001,163.080072938601,174.841491555357,233.728047135132,199.294418792023,254.62911165276,262.895297646367,207.311064186673,258.616096068643,259.883791120469,214.998511126378,90.5241233859547,265.812248851447,247.341362974517,178.529580463313,259.465466260651,184.191803375745,244.394833656052
1993-03-23,NA,187.065491037078,129.94727594685,238.19876628054,253.301342541148,182.139504397266,174.758587810765,256.094668341447,214.846487294657,217.223650938369,236.349888716329,105.671423857455,213.456250227366,253.301342541148,256.641003819285,254.717120555101,237.291681526763,203.696061247593,256.945796251915,214.434761826796,107.509670736636,207.30224210882,207.828274852147,123.666559747983,228.685176450936,151.175240479771,191.083417992506
1993-03-24,NA,225.331410082221,145.307147210227,184.455341059976,233.207475882349,177.328379495003,156.387321220002,209.959533507404,186.648429912514,258.11112770474,173.642567686655,112.266703659254,227.593474492794,246.975361375617,252.59080480225,249.20970996278,123.259913287618,234.563210962373,251.352277958169,207.071471449176,124.846462064298,188.529303037267,204.693380435987,120.358968026008,236.151751517171,222.201799100582,251.026918433908
1993-03-25,NA,216.75525592203,236.112348081163,156.717200126462,261.462754933086,256.632035820523,210.651770571442,227.918202486625,257.576385975192,256.094668341447,216.532358809094,146.969125355283,238.19876628054,208.570259207416,206.198735926104,221.585640599441,135.922063067053,242.808279387808,240.485402127637,128.95898911336,175.307184083699,220.104100812025,142.633336187061,127.371222903656,254.033688576807,91.7408346835632,239.088598752499
1993-03-26,NA,217.997227711497,247.349192514426,140.58155353368,236.047199412906,254.774866481432,213.564352013118,244.394833656052,252.360413712526,127.799086129341,239.088598752499,250.093482340506,256.094668341447,117.282883777269,259.289295569434,130.250014733893,116.614648097708,226.911505242368,210.021401062321,124.255775058375,250.794215582624,209.572542128318,161.8292524847,127.460194960779,252.59080480225,175.174903860281,252.709989946977
1993-03-27,NA,184.4205948197,182.139504397266,257.741423302725,244.326125776909,250.393476811665,221.412291854664,229.553630796854,229.260914310016,218.718465724808,249.270750794686,232.893806844434,198.746947000723,193.584067957703,247.545188036613,237.962787391384,170.869286317418,250.794215582624,254.527426604308,248.364294941873,253.734194800433,215.710450651516,249.508088289369,216.912573116545,247.318103725531,153.739860264095,246.203156681094
1993-03-28,NA,171.489543687999,207.071471449176,254.770022175219,229.833159234313,192.65015182145,156.083680978609,204.966203690875,220.40034366318,205.228658692077,106.096045264404,201.786273594362,213.585792561312,182.840800586733,206.854057758767,246.694283360908,193.417885494244,251.414324519748,248.364294941873,254.033688576807,252.239816052022,117.026825098844,248.306254597657,249.452305269593,223.102631658821,178.111989844581,175.334640086025
1993-03-29,NA,209.188351973914,163.225593493337,234.196191089218,126.984736940509,183.498780077226,227.096449812004,185.416281078323,217.405530243725,247.341362974517,144.040839228535,156.400983483371,203.702543663154,214.118782123899,151.541732862418,238.81443455347,127.351357855418,246.879395620631,218.953124774013,253.57879435114,245.20066864214,89.7445137656886,238.82816289102,244.245714163687,184.467716933927,118.007029479392,188.207703583971
1993-03-30,NA,237.167909975445,232.872178585801,237.787873682796,129.850840089267,151.179605415386,189.029100247827,238.321924526185,187.077799262932,225.918207718859,139.839018063345,156.647993224095,150.692767096024,229.969294965691,140.475315209593,227.374299619501,143.327464869703,238.19876628054,143.187694397451,224.483284663028,229.297659222289,186.810905671045,199.636223719725,214.330355971391,194.785834357272,140.403402054626,185.416281078323
1993-03-31,NA,148.262979091526,199.95377170847,240.468755399612,96.299412845974,232.018861522127,192.65015182145,232.407619227321,243.99285441554,186.648429912514,176.982072197291,190.362661950544,231.857050176153,242.823114310711,229.49239231614,191.26781711328,137.597148824075,235.967367031146,174.426530650802,213.781988962344,225.653809423997,123.648416581975,170.66337803173,165.274750939378,237.994519463499,225.412932956826,229.512813576883
1993-04-01,NA,187.280671787584,194.894365565268,199.959165254122,123.934159342689,214.592007880519,211.388817937796,117.272903378497,242.686353873104,172.723130719431,138.903313991613,222.201799100582,230.153921280104,238.81443455347,144.968472969389,229.055991744941,160.658319573699,231.388945209054,160.063356358007,238.19876628054,173.000225961304,192.777381965815,186.30643249866,132.745387772468,234.050317784216,224.483284663028,238.82816289102
1993-04-02,NA,201.828555881633,132.430969743098,206.88283509652,181.142752812383,88.652336467376,227.260624618534,86.2574270086928,228.924018443251,133.005194818664,225.987483084859,152.826878779701,205.228658692077,225.564577601753,121.401559074724,227.096449812004,213.585792561312,226.450015806104,174.478012977437,226.450015806104,223.034166860462,237.787873682796,149.090663961017,211.241953244851,187.684994789121,218.061475458877,231.857050176153
1993-04-03,NA,231.220565226141,147.487770386015,235.596508718298,120.063004148453,180.208129039473,179.165745710847,126.671112494338,194.175558799698,135.029925669114,207.838952649912,236.112348081163,207.311064186673,210.977421041778,150.352950095628,206.590112013757,231.857050176153,138.919540800998,225.987483084859,162.518571348504,221.929289778782,224.000841876772,206.932248641197,233.930549048537,234.139419111308,236.151751517171,217.835850784213
1993-04-04,NA,166.237322084446,144.158743912984,236.203123257138,142.633336187061,184.455341059976,155.856462515377,142.621445747563,199.959165254122,182.916959205868,220.268798475705,211.388817937796,164.451700416663,182.711290808154,171.070905896695,234.050317784216,233.796290654535,142.232523689775,230.050269140841,185.803540088444,184.189875561947,142.232523689775,161.828779119925,168.292482257543,177.328379495003,232.034660343184,219.292694013576
1993-04-05,NA,153.500394366397,216.234385107695,227.390603644854,221.678344501648,180.601336649878,205.228658692077,119.292872074452,213.456250227366,189.029100247827,231.191725713689,112.93030935239,158.319962776028,183.987913039432,160.898168071312,208.76613291974,213.780723995857,173.851627973889,217.523123486403,199.734766520661,221.175104402947,167.023772328962,185.42005769892,215.907424993733,191.086250248612,212.188651142494,200.627414561153
1993-04-06,NA,152.607101970272,228.924018443251,191.086250248612,226.548195827556,143.640853436554,152.977572356815,130.435283890264,217.207369514582,174.546740856363,229.512813576883,135.694534025054,194.074887087905,146.500562196106,200.627414561153,195.569459234914,125.383437945193,222.213643737202,218.061475458877,167.227311384194,216.515776505693,153.723179536744,132.720470621509,210.280223263379,125.890276742719,204.705296530271,225.360996119713
1993-04-07,NA,140.477798196136,191.52309060517,167.401855865516,211.388817937796,102.78124526141,120.712211663522,160.913869538469,173.126934964364,209.959533507404,219.947261137486,112.482250915411,215.467672967115,137.97948065435,193.026734947047,196.820707029713,159.629864236513,209.576263421019,195.196036817198,192.54584203705,170.844452176449,147.673108809484,150.35465196287,193.180907399083,117.207812739966,225.987483084859,218.628341089981
1993-04-08,NA,196.304127723043,168.040791563167,160.891278960165,132.52407385536,217.954284528095,137.695258082149,215.471301470778,212.941760989676,169.976433955372,213.585792561312,195.569459234914,213.781988962344,193.018851474808,215.403008658392,224.97282463124,152.928471729849,106.002469961413,217.523123486403,204.705296530271,175.215584497913,159.692405067791,220.658412420546,154.169605490586,142.379892805776,217.958376825924,148.760241270852
1993-04-09,NA,198.126783460778,140.740658259644,211.275350280281,208.485371359796,154.332241748333,200.705305656105,192.777381965815,120.712211663522,162.771992522459,217.207369514582,223.215636520841,214.366643984321,221.321234532333,106.921928655253,225.259734179296,117.207812739966,128.291481840567,205.41901066869,145.292755721092,204.516371222356,190.06192691761,221.369250732659,193.794854203234,113.171145568247,183.957365420288,130.450093113196
1993-04-10,NA,171.466259708376,104.293727073109,202.523134949162,103.722839907146,216.528356521909,218.171446490498,135.696173573863,127.880640461991,144.377920397569,193.635253902342,208.485371359796,209.718636800759,211.448941243415,190.454503281696,217.835850784213,217.954284528095,191.586139245731,164.274469612174,86.3277712324816,220.45915561463,215.966481673529,216.515776505693,185.037870988956,105.414579376806,215.471301470778,173.169728249431
1993-04-11,NA,134.727039066433,178.927026131372,140.435748580763,188.338119946864,216.234385107695,179.009699437684,90.6349439901856,151.179605415386,153.1645001669,193.53368550173,155.539430173643,209.354580325028,108.158565913887,208.852066038515,205.024172651476,214.998907457169,217.867810695597,164.440884141918,183.456189133572,215.403008658392,214.846487294657,173.318555870466,204.847312064829,149.546000503516,181.142752812383,139.620838133339
1993-04-12,NA,171.974737811974,148.809550357809,205.41901066869,140.962296459694,204.835987904921,162.736334779092,172.462484928996,160.989769119765,131.781810657987,213.545324720821,109.069317349359,193.635253902342,186.010829544085,156.731150225139,134.971049033846,171.070905896695,217.523123486403,170.993344167559,135.609323751145,203.696061247593,211.939441734875,90.7305721818498,194.93884902759,217.207369514582,113.965877592881,142.232523689775
1993-04-13,NA,95.9962467885562,151.534879088029,204.506789280788,115.921642082574,178.529580463313,146.491683883901,106.71506699266,189.091060672251,144.275537990788,166.286558470983,121.169090177448,105.36677492106,125.471449978251,213.329201686201,153.954520160775,137.787862692493,203.696061247593,92.3548796155423,155.516142854039,199.95377170847,212.188651142494,129.167619811034,140.543369509859,197.212938016188,106.482876439268,102.837399190689
1993-04-14,NA,183.178480049183,171.412388047865,199.432991685953,152.870855450745,157.981796072149,123.809143159931,127.786221658427,87.8725491963554,206.88283509652,95.6381880151659,189.091060672251,197.806612833124,127.543363746005,208.43251850893,106.228089519085,171.956487196499,124.984292931971,151.437591672392,159.411588609302,184.061501660773,211.939441734875,97.2012325455032,137.787862692493,195.084459662486,110.497035827574,151.645208336395
1993-04-15,NA,202.052579939913,194.607010368577,181.142752812383,199.432991685953,184.731918496208,133.534821103696,134.565661848832,204.151238231466,194.571281454697,140.598966363516,201.878029597595,170.993344167559,195.835615540985,189.128794468646,154.144975116461,83.9602893290341,140.70815411154,107.135985574611,128.512786971642,198.492566170136,193.878750428847,161.512432194694,179.165745710847,207.227715476381,142.846893499233,153.723179536744
1993-04-16,NA,201.66135260323,178.931544264717,166.286558470983,178.529580463313,113.316381654005,130.525696945068,169.580958028173,156.114091852412,178.920003847852,178.31252153403,195.196036817198,165.274750939378,139.835162722754,111.661902957952,184.467716933927,171.379107577577,126.662178515142,104.297475179214,85.1402330023277,203.696061247593,105.728082716134,139.169171148065,143.162715280774,199.636223719725,144.469094333565,124.62955039814
1993-04-17,NA,199.675798253345,195.413398506623,171.126229325859,170.48689700039,105.447729510846,132.13885120948,137.764200690938,159.411643695304,205.227142249872,197.266635208549,201.786273594362,115.374823875859,197.325464524228,109.706580928062,189.20164394486,195.848945740189,112.080456088209,170.891925863145,161.8292524847,199.636223719725,124.330909851368,160.380036319962,122.626801718603,195.569459234914,139.647340163515,101.232131270974
1993-04-18,NA,195.160894808353,183.137291602201,198.746947000723,132.878122833207,113.688869665838,192.298064207231,124.480382000452,124.982720340523,204.693380435987,201.081993259757,194.175558799698,104.755215534774,167.038457632405,152.011581158205,171.018448259629,173.166721787695,124.035902101272,164.627568433874,145.333413127948,199.734766520661,109.181605950108,192.590286371374,185.97516061253,124.536812396442,127.460194960779,104.755215534774
1993-04-19,NA,194.05332732344,159.584017612684,137.35613637222,184.81213928213,149.720483065263,206.280383394475,191.26781711328,206.285764620309,203.623223303139,194.695528152731,164.76750308175,151.318500006646,116.614648097708,109.753665448433,150.11080406019,169.593032209851,188.233078478392,90.591964997805,125.93912081009,188.732688556516,112.792504124962,123.350856979715,187.162053875126,109.069317349359,101.130083244329,157.201603832137
1993-04-20,NA,190.492448102824,189.252830465835,179.187513350949,165.400240603627,205.227142249872,199.432991685953,172.723130719431,189.091060672251,187.077799262932,185.412696952909,137.753434633458,175.676394940896,107.133581487487,197.212938016188,128.04505254413,111.905264148503,122.626449196378,137.747385431807,136.008764972991,171.835499960142,108.745312853696,161.325227867624,194.785834357272,121.144068631714,156.647993224095,127.460194960779
1993-04-21,NA,189.931461664066,178.31252153403,90.6349439901856,115.898871511231,199.634493340349,150.236544666321,165.785412840851,184.748014779604,140.70815411154,193.53368550173,111.225997207401,165.274750939378,201.672230689832,159.692405067791,184.862216735707,128.790690239448,130.237244202364,175.334640086025,144.504336942636,150.035951102829,102.837399190689,164.76750308175,169.722336354968,105.855070847176,100.90224828039,154.169605490586
1993-04-22,NA,152.924152312131,189.044090545923,144.71522942746,192.736306683716,189.627937825558,145.205816127899,124.674219923483,151.285225445813,131.329431294921,178.141398646132,124.330909851368,191.26781711328,164.274469612174,125.980932357191,144.460051455265,142.040027511903,143.876431514214,137.35613637222,123.350856979715,160.715374745516,90.6512974560287,148.760241270852,92.5881727271947,134.52874251989,187.412753701714,171.893654214805
1993-04-23,NA,125.366946939681,150.217023318984,123.231466409766,168.040791563167,182.067615117015,158.360493917939,156.400983483371,124.365006059807,184.189875561947,139.342067543922,160.891278960165,193.908252629379,191.057766020527,137.724798869271,151.917367566491,148.213721382072,139.386749394176,117.282883777269,140.475315209593,98.570630649144,131.329431294921,169.577556733949,154.084517184183,189.20164394486,195.858311754577,186.936865672102
1993-04-24,NA,169.075872084976,163.21228650027,104.893383205204,103.304713121008,173.318555870466,110.435878037266,144.771795375394,160.891278960165,173.810069185407,145.616975469594,109.340808024013,185.092110512201,178.141398646132,189.128794468646,125.93912081009,115.913280035545,148.760241270852,120.94338501864,170.919795542124,149.458274460505,112.482250915411,94.4821190248949,118.428673997027,188.614448862646,191.0869490693,182.139504397266
1993-04-25,NA,180.800105020267,148.737492244621,143.876431514214,127.543363746005,166.676510047565,171.126229325859,105.457714804348,137.787862692493,139.647340163515,123.068492444343,104.628861959131,189.252830465835,118.611906685664,185.97516061253,119.638181975678,139.414217713696,100.585584082922,174.426530650802,111.225997207401,181.843357512474,111.742828125647,134.325055160535,104.259620339094,180.299512797219,183.456189133572,190.06192691761
1993-04-26,NA,175.745244075074,116.193099373682,174.478012977437,127.603622937928,174.546740856363,157.856491770422,173.000225961304,185.810128314605,175.008808377184,129.996913025877,185.97516061253,186.532044305663,148.513935184296,154.613674074172,187.925256032211,103.99557554335,132.13885120948,169.077779327456,138.900380652256,174.436298251544,180.03144229879,92.9828731471769,85.0220935995281,114.885099618352,169.943132218362,145.70432062933
1993-04-27,NA,107.152160011856,145.307147210227,181.904628231457,151.541732862418,181.071258131735,176.066551801831,163.207513273248,189.029100247827,171.379107577577,83.9602893290341,184.731918496208,143.876431514214,174.423717127498,170.937485104302,176.930631315226,118.007029479392,129.98033008975,131.440446733976,153.637446540089,178.948840699594,173.72300909758,148.829634037355,146.969125355283,108.362611372329,170.852723106378,120.712211663522
1993-04-28,NA,149.808524505173,92.8084682535574,181.327134752988,153.336863722063,171.956487196499,175.676394940896,100.585584082922,184.141289538821,143.640853436554,134.423907588607,158.991415243058,181.843357512474,182.501484675774,113.074640211519,140.552364344278,173.461958403697,140.435748580763,91.9693488080195,129.780801906289,153.954520160775,140.543369509859,140.037350908335,125.623842185796,162.145824272206,142.271948368068,127.543363746005
1993-04-29,NA,174.324769384861,109.707693382592,180.386279681612,83.0477084277248,136.652807668361,178.529580463313,161.592941975132,170.812507932785,144.117152096244,136.932094689176,95.8841193827066,175.282261178051,174.546740856363,100.533528690765,147.487770386015,180.544647466255,142.897375650224,144.686944816715,131.781810657987,172.462484928996,118.318301525966,156.108438320579,113.977674506905,140.96241491026,129.850840089267,109.198243105073
1993-04-30,NA,172.541209908703,109.069317349359,179.165745710847,94.6794264305575,134.415393687522,171.379107577577,130.321869047832,137.485680192331,125.93912081009,135.190781864793,168.647005590881,162.563368405503,148.185966028031,145.333413127948,173.299959787689,172.062082713546,180.299512797219,136.03481138947,123.028341538757,156.647993224095,110.488433014653,176.033186416166,144.809009538535,142.359096718059,108.145418590329,101.73520513383
1993-05-01,NA,163.707897390956,173.169728249431,174.602697940855,136.879803552657,134.325055160535,113.138565191175,88.9139047916388,131.431064142008,161.512432194694,104.297475179214,170.25723144604,172.647742799162,160.891278960165,156.731150225139,147.673108809484,146.0066105722,176.804265895159,127.116318697464,169.077779327456,134.757471776389,99.5859918491079,145.880750136567,160.063356358007,137.35613637222,151.671610244462,122.548453227175
1993-05-02,NA,115.695005340614,167.070772867191,171.708269714979,131.657514821494,102.041777663208,163.159354107759,108.754817015122,147.820555686207,122.480898668806,103.129785090827,154.169605490586,150.236544666321,87.48703819662,101.892008918511,129.167619811034,122.626801718603,169.722336354968,162.220211679768,174.334502558759,98.5406677674684,84.477396543028,109.707693382592,174.439038503048,133.005194818664,133.534821103696,99.832501298603
1993-05-03,NA,84.6917554960188,109.694419584703,166.286558470983,166.286558470983,139.169171148065,136.652807668361,132.956245999374,152.977572356815,135.609323751145,112.482250915411,88.0180986552164,171.708269714979,87.9357998863198,146.361643549007,99.5540241840448,150.159270441061,154.613674074172,120.09629724672,141.866721958532,127.116318697464,122.480898668806,173.651884281451,173.166721787695,167.023772328962,105.965766002934,99.2366877459298
1993-05-04,NA,160.550646863601,92.2933402324227,147.487770386015,152.977572356815,172.819451331878,120.973996224372,159.629864236513,139.342067543922,157.212570298305,149.510865710569,114.395329731163,153.215611976265,100.302598164295,169.758810619118,124.390228136855,160.658319573699,123.913636334909,170.812507932785,91.8897917386338,138.415988156734,87.2685560672923,169.722336354968,170.993344167559,155.539430173643,130.525696945068,120.879707114475
1993-05-05,NA,155.41609410788,154.322227782052,125.383437945193,156.400983483371,162.220211679768,117.862916935078,142.271948368068,134.971049033846,170.664018326312,168.807807750067,104.628861959131,168.423728527731,152.367620056427,156.79841232845,113.074640211519,151.156079207892,140.475315209593,150.573773890343,140.037350908335,120.703655974799,97.65641967004,151.596084827236,165.63487714753,129.903185880811,120.475036823602,131.329431294921
1993-05-06,NA,107.06324768409,146.361643549007,149.790795559786,165.400240603627,147.531032507004,125.183738826516,148.225298510344,156.683978021425,167.070772867191,153.748628935604,89.4576942438237,170.04164225435,165.63487714753,129.996913025877,98.9630658418968,154.613674074172,106.89645475136,129.903185880811,106.228089519085,118.5894952577,89.0849190286367,129.996913025877,124.366439762796,139.990716591632,91.8449857671735,137.753434633458
1993-05-07,NA,118.105460871079,167.386424700465,126.568598691637,139.448974607787,123.666559747983,104.755215534774,129.947116390736,107.521698414121,157.201603832137,91.8449857671735,100.934482764952,168.580768624966,144.146100739975,87.9357998863198,134.353315938779,158.206838766258,99.806568169667,104.859677077276,142.621445747563,169.723777244185,90.7305721818498,116.951703585709,84.2692272991868,150.159270441061,128.52417137006,127.371222903656
1993-05-08,NA,51.9920601360297,165.396255592415,100.585584082922,109.066192811628,121.556588506845,150.141811699628,155.038199818433,86.0813407791972,146.68955453744,131.657514821494,116.656814127198,151.917367566491,113.171145568247,109.753665448433,141.525707955826,146.951705654976,109.694419584703,89.4576942438237,139.353492086113,154.133208000492,92.8084682535574,109.744197114409,102.837399190689,124.255775058375,146.68955453744,100.444806708209
1993-05-09,NA,93.1112939715478,166.286558470983,135.029925669114,137.925622377,98.7102476688457,113.138565191175,152.367620056427,132.177642468557,120.09629724672,129.392133351894,124.366439762796,158.178628138931,114.181320318345,124.704416997625,131.341934385747,151.645208336395,113.363415538556,124.365831384458,130.450093113196,112.792504124962,86.2752623698906,99.7547217513671,127.798224630265,145.126891784786,135.029925669114,110.737718151822
