"date","obs_tdps","ERA5_tdps","tdps_1","tdps_2","tdps_3","tdps_4","tdps_5","tdps_6","tdps_7","tdps_8","tdps_9","tdps_10","tdps_11","tdps_12","tdps_13","tdps_14","tdps_15","tdps_16","tdps_17","tdps_18","tdps_19","tdps_20","tdps_21","tdps_22","tdps_23","tdps_24","tdps_25"
1993-03-01,NA,11.769398456522,6.94478998597268,8.82041895430397,11.2856144266391,10.6613852246976,11.2430821085899,11.447805639842,10.4735077938408,7.76250068650619,12.0528192900078,11.4893521975783,10.8415760029946,11.60914176687,12.5113515314991,12.8800456894932,8.9166950521655,19.0382026132448,14.5866047149061,10.8278567662802,11.2171573103963,8.36521996793695,13.1711609624754,9.14884604212046,13.7272077789429,9.83962803274989,13.5734010497959
1993-03-02,NA,10.3400698909098,7.14639513136465,10.1063392829078,11.447805639842,10.0372050536443,11.0215056617412,9.34876498934537,10.7068275832523,9.36215993454423,11.6697287763811,10.1559153150178,11.8516326914968,13.9273224065344,13.5168196511213,9.66921624210514,9.24142504281204,18.7888105715107,14.6051206678495,12.6951889008146,10.5081747651644,11.7744993407743,12.8218312104567,9.26089484882493,15.9869247720945,9.69308294231527,13.5746325171957
1993-03-03,NA,11.0593329023942,11.5875538750218,11.944749820033,9.60399851977078,10.675337292412,12.6666602015966,6.86525220477772,10.5206217826824,7.76540649810275,8.46650553694047,11.740124482404,9.86285068423741,14.4124643894398,14.466675388614,8.52063201149499,9.26847646513531,14.8080748914364,13.5734010497959,11.9753542246526,7.91473447068269,10.5629341647517,13.023953912259,9.30302899065456,15.2618689132952,12.410794430331,14.2592069290467
1993-03-04,NA,10.9357593924236,14.2345701204918,6.48610668967743,8.37768281472846,11.404244974513,13.9006027831442,6.57540460925379,8.60094140416833,9.31275891574068,8.88726726417823,12.144620597262,6.20021168112597,7.42219073200884,10.8509207045844,10.2839357752896,12.466332908275,13.0689529072328,11.1844271248302,9.58975828543483,9.33023358334991,12.1163692638212,11.6193683457607,12.486263526184,15.15663037225,10.7797366525929,12.8690342623936
1993-03-05,NA,11.5859982582502,14.4093538779016,5.87198084916936,8.78213507851879,12.2466141634763,11.8779170189543,4.82906866651733,9.41908052692794,10.1063392829078,11.9122910931565,12.3741272572542,9.47566162069781,9.38155609627339,8.81456349854375,10.753774495962,8.58851298518992,11.8486285337136,8.01764724394931,7.67105001387567,6.66674886747577,6.14975310837507,11.4583448426978,12.1584444476797,13.2588530393901,10.6578182451091,13.2478877521699
1993-03-06,NA,11.8966436831238,11.6878727545915,7.28373240804823,11.6064906794192,11.6697287763811,13.7256156874177,10.1912559460378,11.5268138548664,11.7213168613464,15.5782159335357,9.80174808638237,9.9513352996536,11.6240973380709,8.50470068047594,11.5860875642612,10.5914645730432,10.3475672798315,9.66042768075461,9.26847646513531,11.369860058689,5.48889215321397,7.55660174271937,11.7433484665225,13.0621158636217,11.5268138548664,12.717227921471
1993-03-07,NA,11.9166739308349,10.7294347270091,8.03857541814861,13.1700659756388,11.354923165849,14.3870317135095,10.9559730879768,10.2308755941874,11.2072525317484,15.7379752543865,8.12539419533559,13.4372327950067,10.6796863185119,7.99296171005114,9.64734747087304,9.83962803274989,8.72737136020402,13.6464742800624,10.8706223822501,10.5914645730432,7.01219474854586,5.10289066296255,8.73302531023569,14.3136153459177,4.56483352452005,10.480818413598
1993-03-08,NA,9.65409699550957,12.2621784327524,8.37240866658457,13.7220921123948,12.144620597262,9.38711902640084,8.9166950521655,9.5057469555349,9.8019426645771,14.4105897932534,7.89908411456337,13.6159937126221,11.015614058893,8.96355619213764,8.71413026332084,11.06315963956,10.3278461153386,14.1957853054184,11.8377554791484,10.0710510786563,8.5963580675144,3.77368969435361,8.84901976850108,15.7477421206138,3.23494491414219,7.02395449866983
1993-03-09,NA,9.21275842966591,9.93596118285717,9.63583903770228,13.1062402407918,9.57327768196285,8.26512080399873,9.48093357451406,4.41717233058566,13.1857989415818,12.559125503691,7.32084371010302,12.3459950580405,10.6195511919949,8.88956577144122,9.21369759137844,9.34876498934537,11.4332164903884,16.316511527652,9.09076614332415,10.4221384341897,12.9392835955534,7.68006447907566,7.94965057229458,8.89127475506566,6.49573594633492,4.77105282744327
1993-03-10,NA,9.16180889348726,6.53047964256908,10.1826938230475,13.204141975771,9.95667909184496,9.5189795497608,8.33298197191263,5.42004779682052,14.4260344303955,12.1670249442558,7.77489115404648,7.3709061950268,12.3333834977217,9.85432933941578,8.58851298518992,8.07846156264154,6.83796482232177,11.5518603475562,8.81027015688383,8.54579775247952,7.86830988198574,9.49741057630736,8.32806156917905,11.3794630161962,8.19795132453172,12.8690342623936
