"date","obs_surftemp","ERA5_surftemp","surftemp_1","surftemp_2","surftemp_3","surftemp_4","surftemp_5","surftemp_6","surftemp_7","surftemp_8","surftemp_9","surftemp_10","surftemp_11","surftemp_12","surftemp_13","surftemp_14","surftemp_15","surftemp_16","surftemp_17","surftemp_18","surftemp_19","surftemp_20","surftemp_21","surftemp_22","surftemp_23","surftemp_24","surftemp_25"
1993-03-01,NA,19.7209878586904,22.1357598738078,24.2470427453263,21.6425617305662,23.2664604769487,22.1564186382154,23.2911259866192,20.7378620966801,24.9333256424663,24.914761734358,21.3486702041895,24.1469410740854,24.4175500117302,22.9098325199893,24.3196058473384,21.0564850086016,26.0461092619258,21.3468496980096,20.1654032901006,24.5028053111955,22.3954233615594,22.211342040898,22.2732830053102,22.5968156392513,22.1975496411226,24.5532892691829
1993-03-02,NA,19.5735275732063,21.5951436186296,24.984807543313,22.5306163213735,22.0254256914043,22.6989960448291,22.6570980669724,20.5391938812841,23.3759000912516,23.3820911762913,20.8780556949075,23.5497822815879,24.2395070697725,23.8378591625634,24.1161884413389,21.1505991594091,25.9321136620878,21.836586431889,20.5034244729714,24.2846748172039,22.7616848749297,22.321279361618,22.3583618888684,22.5848744503697,22.5242275617609,25.1745522126792
1993-03-03,NA,19.5696495352016,21.5742414473761,26.0541166384019,21.8707481879672,22.7611501986115,21.9657065204573,21.6556821972676,20.9595420864239,23.1164755303984,22.1104988580107,20.3335766542644,23.8705658442864,24.0317042721499,24.1637482821969,22.0008027236112,21.2725208736431,25.7534104598603,21.5639147566932,20.2983396036296,23.3216416008961,22.9054691749112,22.6557052730122,22.3885302603804,23.0576927097664,23.3887898474557,23.9801860910958
1993-03-04,NA,19.8225404164341,22.0440452769545,22.532385956626,21.6606796394032,22.95372262615,22.2341542584187,21.5702168633608,22.1969670791904,23.2337865897817,21.7679380041975,20.265280485879,24.0103491772934,24.2405213176084,24.2396411821876,21.6528132950826,21.108282239889,25.219743232601,21.4374319864093,20.5309691920467,23.0191867483718,23.9942899029528,22.6449769552206,23.3051932750523,23.8481222635896,21.6348586347501,23.4812137792133
1993-03-05,NA,20.0122933350064,22.5055212659368,21.8118915828085,22.3661627734078,23.1014968167073,22.8604347694872,21.7761508409829,23.6284206456496,23.4963653468509,22.5244458212933,20.5182320873475,24.152996425535,22.1341434092928,22.0839878584013,21.7875363970679,21.0087450747341,24.2817302035207,21.329309032639,20.1258026353283,23.4298435860061,23.1498494783948,21.9778433187791,22.7720484750971,24.1827600784965,21.3741108123557,23.7177833254246
1993-03-06,NA,20.7514094789662,21.7362614478312,21.4736955624873,22.5231246991066,22.9705089732015,22.0736265275551,21.4335348407763,24.3744762651644,23.9260719368526,22.9287932834572,20.4096000141715,25.0069329892536,22.117440824441,21.6496893409719,22.2326218396892,20.8109787698194,23.5900755287226,20.9545435307909,20.6888524532273,24.3572409110868,22.7185473195206,22.2740376351477,23.5848245913919,23.4694529741955,21.4787995645827,23.7229270613062
1993-03-07,NA,21.5226187381731,21.6488057121646,21.7114551311092,21.9019170146597,23.4173918675773,23.0732398291726,21.4770389172541,24.9322713784125,24.4758020346805,23.3467624721866,19.8977454222928,25.9940147487524,22.4156260184894,21.2499486720247,23.6863866986489,21.2492700175118,22.335390147583,21.837623176539,22.086478490195,22.4762670689659,23.1186502379863,21.3811913855103,22.2548465018754,24.2405841588814,20.9489754545829,24.2781293131968
1993-03-08,NA,20.4774209430351,22.0714373040113,21.1130671609789,22.1706201463511,22.5698535520325,22.2914936557476,20.7263671531574,25.1621477615188,24.9133253580939,24.1687379634698,19.7902988209609,25.50454356798,23.3015449839358,21.3423513690373,22.8130507436392,21.0222472948888,22.2532492534596,22.9695013154969,22.8977804182402,22.363265912842,23.6264354065216,21.2129994495397,21.8764997025161,24.91159414802,20.0622212417786,22.8795847452253
1993-03-09,NA,20.0686294037815,21.899977869619,21.3350005016992,22.1779046070762,22.1370261610399,21.6280068720803,19.9896840749161,21.4338238770277,25.7686831062688,22.5163487936739,19.893922162809,25.5051948202052,23.9161598259811,21.6740401627972,22.7769026629613,21.2458082862454,22.6040625040801,23.8952614466164,21.712822576986,22.1878981602977,24.3772944681455,21.627869705708,21.6923326017925,24.2314781229664,20.1700833274238,22.7638685885788
1993-03-10,NA,20.3167228621719,20.9105147797232,22.191525037746,21.9866252786867,22.4584966794297,21.6052055025506,19.6811223939532,20.5459294462895,26.0658988465394,22.3998354298664,19.6629336566177,24.5133135973646,24.8574519933767,21.6377898934609,22.2718466005686,22.4036949858932,22.2803866053565,23.7011969261912,20.4808109569348,21.8744475415664,22.4593030218594,22.3312060315844,21.4896486363244,22.4717181486157,19.9911503263499,22.7023921508516
1993-03-11,NA,19.6077398488042,20.6439329935946,23.2839242692001,21.8421969291047,22.0942106009176,21.3187812948725,19.4277619215194,20.3765755584938,24.5496953230562,23.067671852923,20.1941583614075,22.7558857018088,23.3376106596871,21.6036065975523,21.2748468518874,22.5490482316727,21.7699608562065,21.8821306614593,19.9861656519824,21.6292253443648,21.2077478162665,23.2293421970885,21.0082600688412,22.8506618532226,20.5304207129078,23.0867986405876
1993-03-12,NA,19.5956021065754,20.574196888584,24.3679681313987,22.7431279392954,22.1079110272055,21.5142430213519,19.2228727406548,20.9665619640266,24.1013747626542,24.1432872445877,20.6872847978773,22.0844891534244,21.963642922158,22.3832533278775,21.7232738498855,22.0778005458323,21.5900578744136,21.3176370952177,19.8616398653279,21.3540503325541,20.6024154257196,21.9340953706746,21.2799750088325,21.7570000930806,20.531116258675,22.6078852917693
